run_id,method,region,arm,seed,evaluation,candidate_id,status,theta_json,theta_normalized_json,qsim_path,01605500_nse,01606000_nse,01606500_nse,mean_nse,min_nse,01605500_kge,01606000_kge,01606500_kge,01605500_pbias,01606000_pbias,01606500_pbias,01605500_rmse,01606000_rmse,01606500_rmse,station_nse_json,station_kge_json,station_pbias_json,station_rmse_json,best_so_far,elapsed_seconds,error,completed_at
BO_SOFT_AI_20260904,BO,SOFT_AI,BO_SOFT_AI,20260904,10,BO_SOFT_AI_20260904-0010,DONE,"[3.589583191481289,0.3004493741886152,110.66277335193915,0.4160443713993912,0.2888980158859367,1.0428989967907478,0.4017127110010218,0.9061041758546337,0.1250600854400556,0.3072241498273996,20.891728816233385,0.12310352254906694,404.54839441837805,0.9856958387426623]","[0.7863194397160429,0.3004493741886152,0.6137201858046749,0.4160443713993912,0.2888980158859367,0.6072474919768698,0.4017127110010218,0.4242653557129651,0.5836671413336422,0.7674790722491218,0.8702183221809346,0.40837298511393627,0.8090967850186919,0.6189861291422074]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\BO_SOFT_AI_20260904\evaluation_0010.npy,0.15066532819852285,0.19783624133265798,0.20405323484782056,0.18418493479300047,0.15066532819852285,0.10593268132815192,0.16495307837057815,0.1411929795989615,38.18304715036407,15.002504401537259,0.8928700844102301,8.171971726051964,17.88123653297344,29.86680320838332,"{""01605500"":0.15066532819852285,""01606000"":0.19783624133265798,""01606500"":0.20405323484782056}","{""01605500"":0.10593268132815192,""01606000"":0.16495307837057815,""01606500"":0.1411929795989615}","{""01605500"":38.18304715036407,""01606000"":15.002504401537259,""01606500"":0.8928700844102301}","{""01605500"":8.171971726051964,""01606000"":17.88123653297344,""01606500"":29.86680320838332}",0.3943325654122511,35.16232289999607,,2026-09-03T13:53:38.878311+00:00
DE_SOFT_AI_20260904,DE,SOFT_AI,DE_SOFT_AI,20260904,11,DE_SOFT_AI_20260904-0011,DONE,"[1.545006796624655,0.3473501653218383,180.0,0.20162844036988736,0.3706395610516063,1.1116301309226018,0.8789791789413719,0.3972273214231712,0.2,0.08062852256025474,20.13997678454703,0.1393669016763366,186.11772393835068,0.9909341912796362]","[0.7181668932208218,0.3473501653218383,1.0,0.20162844036988736,0.3706395610516063,0.7790753273065045,0.8789791789413719,0.15643543232798485,1.0,0.19957023198058832,0.8388299283735713,0.46276555744594183,0.37223543532141,0.6364473042654539]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DE_SOFT_AI_20260904\evaluation_0011.npy,0.1605749338950182,0.2118430532816925,0.21466727045626022,0.19569508587765697,0.1605749338950182,0.0826111300375072,0.1562353180952517,0.13822820223488108,41.349106515948925,19.0200234582583,3.9067748544497483,8.124158643799673,17.724434321172062,29.666996346859854,"{""01605500"":0.1605749338950182,""01606000"":0.2118430532816925,""01606500"":0.21466727045626022}","{""01605500"":0.0826111300375072,""01606000"":0.1562353180952517,""01606500"":0.13822820223488108}","{""01605500"":41.349106515948925,""01606000"":19.0200234582583,""01606500"":3.9067748544497483}","{""01605500"":8.124158643799673,""01606000"":17.724434321172062,""01606500"":29.666996346859854}",0.3943325654122511,34.843045599991456,,2026-09-03T13:53:59.236802+00:00
DDS_SOFT_AI_20260903,DDS,SOFT_AI,DDS_SOFT_AI,20260903,11,DDS_SOFT_AI_20260903-0011,DONE,"[-15.389736681659143,0.6432797724168497,99.8840632493642,0.35921890272295,0.7036989106717325,0.9530856238830149,0.7403581823090741,0.866371577823633,0.15411295303187164,0.13729024542668597,14.751428016218535,0.2284535327782509,301.7642957366938,0.9818532659736342]","[0.15367544394469523,0.6432797724168497,0.5536716615563465,0.35921890272295,0.7036989106717325,0.3827140597075371,0.7403581823090741,0.4033534620124385,0.7450719612881758,0.3415795624728971,0.6138383305310453,0.7607141564489996,0.6035285835439592,0.606177553245447]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DDS_SOFT_AI_20260903\evaluation_0011.npy,0.09241791117953124,0.18344678374344325,0.20445187548153587,0.1601055234681701,0.09241791117953124,0.03357148898614526,0.1300987551184456,0.13795255490643987,52.25227294758945,27.792073712362473,11.822958769685766,8.447542529444968,18.040903209218108,29.859323052037922,"{""01605500"":0.09241791117953124,""01606000"":0.18344678374344325,""01606500"":0.20445187548153587}","{""01605500"":0.03357148898614526,""01606000"":0.1300987551184456,""01606500"":0.13795255490643987}","{""01605500"":52.25227294758945,""01606000"":27.792073712362473,""01606500"":11.822958769685766}","{""01605500"":8.447542529444968,""01606000"":18.040903209218108,""01606500"":29.859323052037922}",0.4665254240417546,35.63756490001106,,2026-09-03T13:54:09.325134+00:00
BO_SOFT_AI_20260903,BO,SOFT_AI,BO_SOFT_AI,20260903,11,BO_SOFT_AI_20260903-0011,DONE,"[-4.6475478178085154,0.4064707295776266,47.14983748380648,0.6777048522718662,0.6725847278247556,1.1260967669220607,0.40178917781886336,0.7823402313200101,0.14376117590526172,0.32754003054657566,19.708107454290833,0.24519751595500924,309.97958073232144,1.0134389644856907]","[0.5117484060730495,0.4064707295776266,0.2598876740044929,0.6777048522718662,0.6725847278247556,0.8152419173051519,0.40178917781886336,0.3591264375368474,0.687562088362565,0.818396066532771,0.8207978060246695,0.8167141001839774,0.6199591538638259,0.7114632149523018]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\BO_SOFT_AI_20260903\evaluation_0011.npy,0.17409258162294405,0.27120257430879446,0.2678499068256308,0.2377150209191231,0.17409258162294405,0.23938642675263433,0.28901658440632383,0.2544204707547959,31.1359868966356,10.447923020450915,-3.188858691384663,8.058479625103772,17.043918332832476,28.644865696889365,"{""01605500"":0.17409258162294405,""01606000"":0.27120257430879446,""01606500"":0.2678499068256308}","{""01605500"":0.23938642675263433,""01606000"":0.28901658440632383,""01606500"":0.2544204707547959}","{""01605500"":31.1359868966356,""01606000"":10.447923020450915,""01606500"":-3.188858691384663}","{""01605500"":8.058479625103772,""01606000"":17.043918332832476,""01606500"":28.644865696889365}",0.4665254240417546,36.26157659999444,,2026-09-03T13:54:09.455055+00:00
DDS_SOFT_AI_20260904,DDS,SOFT_AI,DDS_SOFT_AI,20260904,11,DDS_SOFT_AI_20260904-0011,DONE,"[3.589583191481289,0.3004493741886152,110.66277335193915,0.4160443713993912,0.2888980158859367,1.0428989967907478,0.4017127110010218,0.9061041758546337,0.1250600854400556,0.3072241498273996,20.891728816233385,0.12310352254906694,404.54839441837805,0.9856958387426623]","[0.7863194397160429,0.3004493741886152,0.6137201858046749,0.4160443713993912,0.2888980158859367,0.6072474919768698,0.4017127110010218,0.4242653557129651,0.5836671413336422,0.7674790722491218,0.8702183221809346,0.40837298511393627,0.8090967850186919,0.6189861291422074]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DDS_SOFT_AI_20260904\evaluation_0011.npy,0.15066532819852285,0.19783624133265798,0.20405323484782056,0.18418493479300047,0.15066532819852285,0.10593268132815192,0.16495307837057815,0.1411929795989615,38.18304715036407,15.002504401537259,0.8928700844102301,8.171971726051964,17.88123653297344,29.86680320838332,"{""01605500"":0.15066532819852285,""01606000"":0.19783624133265798,""01606500"":0.20405323484782056}","{""01605500"":0.10593268132815192,""01606000"":0.16495307837057815,""01606500"":0.1411929795989615}","{""01605500"":38.18304715036407,""01606000"":15.002504401537259,""01606500"":0.8928700844102301}","{""01605500"":8.171971726051964,""01606000"":17.88123653297344,""01606500"":29.86680320838332}",0.3943325654122511,34.13917880001827,,2026-09-03T13:54:10.357876+00:00
BO_SOFT_AI_20260904,BO,SOFT_AI,BO_SOFT_AI,20260904,11,BO_SOFT_AI_20260904-0011,DONE,"[-6.434148183989382,0.5575078478575326,121.16852698930555,0.38711803171073117,0.6004394298737559,1.081226608160674,0.23387495281828705,1.0777509056831023,0.06350273984491453,0.26335709364919796,18.297155067381755,0.10673774430850311,388.1862290201976,1.0845519697368835]","[0.45219506053368724,0.5575078478575326,0.672248061221758,0.38711803171073117,0.6004394298737559,0.7030665204016853,0.23387495281828705,0.5146057398332118,0.24168188802730295,0.6575365755618996,0.7618853890347288,0.3536379408311141,0.7763724535678442,0.948506565789611]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\BO_SOFT_AI_20260904\evaluation_0011.npy,0.2806001913762016,0.3458738341863491,0.32841998394929217,0.3182980031706143,0.2806001913762016,0.24686035533878137,0.2957358567244064,0.26275532315583283,33.34881159414056,11.693892233255049,-1.983352374682233,7.520948029353133,16.147183863801835,27.434409171305177,"{""01605500"":0.2806001913762016,""01606000"":0.3458738341863491,""01606500"":0.32841998394929217}","{""01605500"":0.24686035533878137,""01606000"":0.2957358567244064,""01606500"":0.26275532315583283}","{""01605500"":33.34881159414056,""01606000"":11.693892233255049,""01606500"":-1.983352374682233}","{""01605500"":7.520948029353133,""01606000"":16.147183863801835,""01606500"":27.434409171305177}",0.3943325654122511,35.534742100018775,,2026-09-03T13:54:14.424118+00:00
DE_SOFT_AI_20260903,DE,SOFT_AI,DE_SOFT_AI,20260903,11,DE_SOFT_AI_20260903-0011,DONE,"[-20.0,0.32162929207566765,31.54569287691916,0.8409668255156476,1.0,0.9456485542895473,0.31121418793620026,0.6547975068134302,0.04628489405406297,0.28495002494922517,2.027363828834254,0.050183677750801944,206.25454716428823,0.9794147414525336]","[0.0,0.32162929207566765,0.17295650627810116,0.8409668255156476,1.0,0.3641213857238682,0.31121418793620026,0.29199868779654226,0.14602718918923868,0.7116541978677322,0.0825621640431839,0.16449390552107673,0.41250908257875807,0.5980491381751116]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DE_SOFT_AI_20260903\evaluation_0011.npy,0.15567914193581422,0.3125643587426127,0.312372999568334,0.2602055000822536,0.15567914193581422,0.241626348845023,0.3325112739463112,0.31792456714493567,43.014843613914884,20.856366898910547,5.94912674428714,8.147815529187127,16.553203424023035,27.76023831324948,"{""01605500"":0.15567914193581422,""01606000"":0.3125643587426127,""01606500"":0.312372999568334}","{""01605500"":0.241626348845023,""01606000"":0.3325112739463112,""01606500"":0.31792456714493567}","{""01605500"":43.014843613914884,""01606000"":20.856366898910547,""01606500"":5.94912674428714}","{""01605500"":8.147815529187127,""01606000"":16.553203424023035,""01606500"":27.76023831324948}",0.4665254240417546,35.85027349999291,,2026-09-03T13:54:14.496916+00:00
DE_SOFT_AI_20260904,DE,SOFT_AI,DE_SOFT_AI,20260904,12,DE_SOFT_AI_20260904-0012,DONE,"[10.0,0.2185512248321113,31.706645788727148,0.7698601844379,0.9350608263218778,1.105745359968307,0.47035141723992446,0.9526313276254195,0.060096215703993955,0.20573486159854323,2.237038148815454,0.3,379.9371808235091,0.9053300222105292]","[1.0,0.2185512248321113,0.1738531798814883,0.7698601844379,0.9350608263218778,0.7643633999207671,0.47035141723992446,0.4487533303291682,0.22275675391107747,0.5131199538810607,0.0913168329359271,1.0,0.7598743568445053,0.35110007403509713]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DE_SOFT_AI_20260904\evaluation_0012.npy,0.1536724215289096,0.3174240613346806,0.30272429411870283,0.25794025899409767,0.1536724215289096,0.2736129473314012,0.3554400979298672,0.31579816866528987,33.27469120428329,14.3092381850645,-0.2648033815891919,8.157492350482565,16.494589703715317,27.954324122800774,"{""01605500"":0.1536724215289096,""01606000"":0.3174240613346806,""01606500"":0.30272429411870283}","{""01605500"":0.2736129473314012,""01606000"":0.3554400979298672,""01606500"":0.31579816866528987}","{""01605500"":33.27469120428329,""01606000"":14.3092381850645,""01606500"":-0.2648033815891919}","{""01605500"":8.157492350482565,""01606000"":16.494589703715317,""01606500"":27.954324122800774}",0.3943325654122511,34.22332329998608,,2026-09-03T13:54:33.472532+00:00
DDS_SOFT_AI_20260903,DDS,SOFT_AI,DDS_SOFT_AI,20260903,12,DDS_SOFT_AI_20260903-0012,DONE,"[-4.6475478178085154,0.4064707295776266,47.14983748380648,0.6777048522718662,0.6725847278247556,1.1260967669220607,0.40178917781886336,0.7823402313200101,0.14376117590526172,0.32754003054657566,19.708107454290833,0.24519751595500924,309.97958073232144,1.0134389644856907]","[0.5117484060730495,0.4064707295776266,0.2598876740044929,0.6777048522718662,0.6725847278247556,0.8152419173051519,0.40178917781886336,0.3591264375368474,0.687562088362565,0.818396066532771,0.8207978060246695,0.8167141001839774,0.6199591538638259,0.7114632149523018]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DDS_SOFT_AI_20260903\evaluation_0012.npy,0.17409258162294405,0.27120257430879446,0.2678499068256308,0.2377150209191231,0.17409258162294405,0.23938642675263433,0.28901658440632383,0.2544204707547959,31.1359868966356,10.447923020450915,-3.188858691384663,8.058479625103772,17.043918332832476,28.644865696889365,"{""01605500"":0.17409258162294405,""01606000"":0.27120257430879446,""01606500"":0.2678499068256308}","{""01605500"":0.23938642675263433,""01606000"":0.28901658440632383,""01606500"":0.2544204707547959}","{""01605500"":31.1359868966356,""01606000"":10.447923020450915,""01606500"":-3.188858691384663}","{""01605500"":8.058479625103772,""01606000"":17.043918332832476,""01606500"":28.644865696889365}",0.4665254240417546,33.70249359999434,,2026-09-03T13:54:43.037494+00:00
BO_SOFT_AI_20260903,BO,SOFT_AI,BO_SOFT_AI,20260903,12,BO_SOFT_AI_20260903-0012,DONE,"[-2.91537261249832,0.31245843684444086,69.4310481113282,0.3353904348981417,0.9363930159148915,0.8460140994016738,0.48541845641982106,0.45886581610173627,0.05946005062989923,0.12075050954988842,4.126401140052888,0.26387926088634867,119.82980354195456,1.0983271491415643]","[0.5694875795833894,0.31245843684444086,0.38401698112160554,0.3353904348981417,0.9363930159148915,0.11503524850418456,0.48541845641982106,0.1888767453167033,0.21922250349944017,0.3001265903505975,0.17020464050325212,0.8791948524627046,0.23965959187710095,0.9944238304718803]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\BO_SOFT_AI_20260903\evaluation_0012.npy,0.31846852030455375,0.5287657245357709,0.5328862238474095,0.4600401562292447,0.31846852030455375,0.3749301112807122,0.5199770635950896,0.5442896644123425,52.50463939174911,29.292136223011866,13.705388348768597,7.320325440372397,13.705171213878,22.880107849199767,"{""01605500"":0.31846852030455375,""01606000"":0.5287657245357709,""01606500"":0.5328862238474095}","{""01605500"":0.3749301112807122,""01606000"":0.5199770635950896,""01606500"":0.5442896644123425}","{""01605500"":52.50463939174911,""01606000"":29.292136223011866,""01606500"":13.705388348768597}","{""01605500"":7.320325440372397,""01606000"":13.705171213878,""01606500"":22.880107849199767}",0.4665254240417546,34.009588899993105,,2026-09-03T13:54:43.474664+00:00
DDS_SOFT_AI_20260904,DDS,SOFT_AI,DDS_SOFT_AI,20260904,12,DDS_SOFT_AI_20260904-0012,DONE,"[-6.434148183989382,0.5575078478575326,121.16852698930555,0.38711803171073117,0.6004394298737559,1.081226608160674,0.23387495281828705,1.0777509056831023,0.06350273984491453,0.26335709364919796,18.297155067381755,0.10673774430850311,388.1862290201976,1.0845519697368835]","[0.45219506053368724,0.5575078478575326,0.672248061221758,0.38711803171073117,0.6004394298737559,0.7030665204016853,0.23387495281828705,0.5146057398332118,0.24168188802730295,0.6575365755618996,0.7618853890347288,0.3536379408311141,0.7763724535678442,0.948506565789611]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DDS_SOFT_AI_20260904\evaluation_0012.npy,0.2806001913762016,0.3458738341863491,0.32841998394929217,0.3182980031706143,0.2806001913762016,0.24686035533878137,0.2957358567244064,0.26275532315583283,33.34881159414056,11.693892233255049,-1.983352374682233,7.520948029353133,16.147183863801835,27.434409171305177,"{""01605500"":0.2806001913762016,""01606000"":0.3458738341863491,""01606500"":0.32841998394929217}","{""01605500"":0.24686035533878137,""01606000"":0.2957358567244064,""01606500"":0.26275532315583283}","{""01605500"":33.34881159414056,""01606000"":11.693892233255049,""01606500"":-1.983352374682233}","{""01605500"":7.520948029353133,""01606000"":16.147183863801835,""01606500"":27.434409171305177}",0.3943325654122511,33.80147100001341,,2026-09-03T13:54:44.175124+00:00
BO_SOFT_AI_20260904,BO,SOFT_AI,BO_SOFT_AI,20260904,12,BO_SOFT_AI_20260904-0012,DONE,"[-2.473704987104515,0.7662154911996617,163.98863939827461,0.33960164028225204,0.30827843158890056,1.0916193589966756,0.006969556290945422,0.9401002792389407,0.1552516864016575,0.11641788539744767,5.784455581320217,0.010861968387992416,309.2988574954228,1.0999884102230737]","[0.5842098337631828,0.7662154911996617,0.910800219488995,0.33960164028225204,0.30827843158890056,0.7290483974916894,0.006969556290945422,0.44215804170470563,0.7513982577869862,0.2892678832016232,0.23943447103633475,0.03298317186619537,0.6185977073627997,0.9999613674102452]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\BO_SOFT_AI_20260904\evaluation_0012.npy,0.10898235610517815,0.1404542717369559,0.13733778184279755,0.12892480322831054,0.10898235610517815,0.052077209027589166,0.06745612132598611,0.044116753548150256,23.546571770095944,5.262878791504508,-8.232581247323818,8.370098728421613,18.509748710305498,31.093321560471686,"{""01605500"":0.10898235610517815,""01606000"":0.1404542717369559,""01606500"":0.13733778184279755}","{""01605500"":0.052077209027589166,""01606000"":0.06745612132598611,""01606500"":0.044116753548150256}","{""01605500"":23.546571770095944,""01606000"":5.262878791504508,""01606500"":-8.232581247323818}","{""01605500"":8.370098728421613,""01606000"":18.509748710305498,""01606500"":31.093321560471686}",0.3943325654122511,34.56771689999732,,2026-09-03T13:54:49.082157+00:00
DE_SOFT_AI_20260903,DE,SOFT_AI,DE_SOFT_AI,20260903,12,DE_SOFT_AI_20260903-0012,DONE,"[-12.74158877110126,0.6480980444670608,1.5795436961306222,1.0,0.904401943809168,0.9687361507995365,0.09726495035665042,0.8024878736547532,0.11844251878720252,0.36012689148081467,11.258308853362726,0.040236451140735194,177.5246335998041,0.8559468141243586]","[0.2419470409632914,0.6480980444670608,0.006014171009084246,1.0,0.904401943809168,0.4218403769988412,0.09726495035665042,0.36973045981829117,0.546902882151125,0.9000673971950242,0.46798784356420564,0.13122558909944881,0.35504925430059325,0.1864893804145284]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DE_SOFT_AI_20260903\evaluation_0012.npy,0.10983365706631232,0.4708134127721203,0.4969808908457588,0.3592093202280638,0.10983365706631232,0.37940283124500274,0.614070773417837,0.6884155993735843,49.957565265973166,29.312571598251203,14.24983977845711,8.366099270094775,14.523471727516537,23.74318471792197,"{""01605500"":0.10983365706631232,""01606000"":0.4708134127721203,""01606500"":0.4969808908457588}","{""01605500"":0.37940283124500274,""01606000"":0.614070773417837,""01606500"":0.6884155993735843}","{""01605500"":49.957565265973166,""01606000"":29.312571598251203,""01606500"":14.24983977845711}","{""01605500"":8.366099270094775,""01606000"":14.523471727516537,""01606500"":23.74318471792197}",0.4665254240417546,34.61339589999989,,2026-09-03T13:54:49.224253+00:00
DE_SOFT_AI_20260904,DE,SOFT_AI,DE_SOFT_AI,20260904,13,DE_SOFT_AI_20260904-0013,DONE,"[10.0,0.21890706558518774,158.5130803118437,0.20008006700225905,0.0,0.9209096002940989,0.7942785459643673,0.5002230113771052,0.2,0.04193159181127242,21.6974701145814,0.001,500.0,0.8]","[1.0,0.21890706558518774,0.8802957120436975,0.20008006700225905,0.0,0.30227400073524713,0.7942785459643673,0.21064369019847645,1.0,0.1025854431360211,0.9038609651182213,0.0,1.0,0.0]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DE_SOFT_AI_20260904\evaluation_0013.npy,-0.027787851693451993,0.04704482405997168,0.1090340102181816,0.0427636608615671,-0.027787851693451993,-0.12614914564598423,0.018169338844261085,0.03522103703212898,70.5055058983283,40.79175955196481,23.833012082389445,8.98957517887345,19.4895703992323,31.59928766631798,"{""01605500"":-0.027787851693451993,""01606000"":0.04704482405997168,""01606500"":0.1090340102181816}","{""01605500"":-0.12614914564598423,""01606000"":0.018169338844261085,""01606500"":0.03522103703212898}","{""01605500"":70.5055058983283,""01606000"":40.79175955196481,""01606500"":23.833012082389445}","{""01605500"":8.98957517887345,""01606000"":19.4895703992323,""01606500"":31.59928766631798}",0.3943325654122511,34.865624700003536,,2026-09-03T13:55:08.350291+00:00
DDS_SOFT_AI_20260903,DDS,SOFT_AI,DDS_SOFT_AI,20260903,13,DDS_SOFT_AI_20260903-0013,DONE,"[-4.176884995966182,0.2504768847107613,55.67759232024015,0.403785630336422,0.9457142851772831,0.8990712140778188,0.5610520453062235,0.582524697958371,0.06726412775472769,0.1891280281525187,3.617169375486258,0.2537314740745997,165.37853718203183,1.0987828475858432]","[0.5274371668011273,0.2504768847107613,0.3073960574943741,0.403785630336422,0.9457142851772831,0.2476780351945468,0.5610520453062235,0.25396036734651106,0.2625784875262649,0.4714988174248589,0.148942353882516,0.8452557661357851,0.3307570609792049,0.9959428252861433]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DDS_SOFT_AI_20260903\evaluation_0013.npy,0.3481609517164602,0.5619625298834279,0.5495652220829375,0.48656290122760854,0.3481609517164602,0.4829792916819021,0.5974956109935785,0.5887992154373676,40.185247769626734,19.759074306436233,5.292088668424208,7.159086590137986,13.213615360490168,22.467910583075273,"{""01605500"":0.3481609517164602,""01606000"":0.5619625298834279,""01606500"":0.5495652220829375}","{""01605500"":0.4829792916819021,""01606000"":0.5974956109935785,""01606500"":0.5887992154373676}","{""01605500"":40.185247769626734,""01606000"":19.759074306436233,""01606500"":5.292088668424208}","{""01605500"":7.159086590137986,""01606000"":13.213615360490168,""01606500"":22.467910583075273}",0.48656290122760854,34.710206299991114,,2026-09-03T13:55:17.760681+00:00
BO_SOFT_AI_20260903,BO,SOFT_AI,BO_SOFT_AI,20260903,13,BO_SOFT_AI_20260903-0013,DONE,"[2.9361280013897577,0.8978864566721684,102.12459761539391,0.11911230144097729,0.4037626923360419,0.9393567464895826,0.5298009169833051,0.7101274628282559,0.03083396088272975,0.3425379617872969,12.77491436128247,0.01588101135120216,440.51533204506046,0.9019438517999613]","[0.7645376000463252,0.8978864566721684,0.5661537471609689,0.11911230144097729,0.4037626923360419,0.34839186622395646,0.5298009169833051,0.32111971727802946,0.06018867157072083,0.8559848666348292,0.5313116643541741,0.0497692687331176,0.8810306617107342,0.33981283933320416]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\BO_SOFT_AI_20260903\evaluation_0013.npy,0.025422472155195774,0.1200880166706636,0.1496213397756161,0.09837727620049182,0.025422472155195774,-0.04104456035207438,0.06670593274081271,0.07571369830876395,55.524275855561974,29.03278520578363,13.26919458282048,8.753779949269065,18.727751833356404,30.871156971244396,"{""01605500"":0.025422472155195774,""01606000"":0.1200880166706636,""01606500"":0.1496213397756161}","{""01605500"":-0.04104456035207438,""01606000"":0.06670593274081271,""01606500"":0.07571369830876395}","{""01605500"":55.524275855561974,""01606000"":29.03278520578363,""01606500"":13.26919458282048}","{""01605500"":8.753779949269065,""01606000"":18.727751833356404,""01606500"":30.871156971244396}",0.4665254240417546,34.70031690000906,,2026-09-03T13:55:18.187204+00:00
DDS_SOFT_AI_20260904,DDS,SOFT_AI,DDS_SOFT_AI,20260904,13,DDS_SOFT_AI_20260904-0013,DONE,"[-3.8384200331606344,0.6142233546036878,131.36859609532388,0.4065089255048854,0.48409431506476813,1.1078639723800559,0.2306680939037028,0.8535734084693701,0.12920689199499452,0.18585629792724037,5.0680965101256765,0.07714097106325249,295.37207260833844,1.099991567374405]","[0.5387193322279789,0.6142233546036878,0.7290729587483225,0.4065089255048854,0.48409431506476813,0.7696599309501398,0.2306680939037028,0.3966175834049317,0.6067049555277473,0.463298992298848,0.20952386263572764,0.25465207713462373,0.5907441370315596,0.9999718912480164]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DDS_SOFT_AI_20260904\evaluation_0013.npy,0.36251224284590233,0.4541997380778582,0.42802910961453766,0.41491369684609936,0.36251224284590233,0.36088572615649595,0.4086651429656666,0.371531863992858,34.139978753963064,13.433848622735816,-0.6034057282913758,7.079838532639877,14.74969023157103,25.31825051127619,"{""01605500"":0.36251224284590233,""01606000"":0.4541997380778582,""01606500"":0.42802910961453766}","{""01605500"":0.36088572615649595,""01606000"":0.4086651429656666,""01606500"":0.371531863992858}","{""01605500"":34.139978753963064,""01606000"":13.433848622735816,""01606500"":-0.6034057282913758}","{""01605500"":7.079838532639877,""01606000"":14.74969023157103,""01606500"":25.31825051127619}",0.41491369684609936,34.286163399985526,,2026-09-03T13:55:18.472475+00:00
BO_SOFT_AI_20260904,BO,SOFT_AI,BO_SOFT_AI,20260904,13,BO_SOFT_AI_20260904-0013,DONE,"[-0.4425001020016488,0.8634527166984886,60.92729301706452,0.7207557533803841,0.5856840891271332,1.1547122163952979,0.7238533861876176,0.16438478163836623,0.13546733074524206,0.1676480007972945,12.408387287621041,0.041893114871171276,323.58861369973306,0.985162560455749]","[0.6519166632666117,0.8634527166984886,0.33664230093072156,0.7207557533803841,0.5856840891271332,0.8867805409882445,0.7238533861876176,0.033886727178087495,0.6414851708069003,0.4176641623992343,0.5160078199424234,0.13676627047214474,0.6471772203430105,0.6172085348524965]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\BO_SOFT_AI_20260904\evaluation_0013.npy,0.11620325596290082,0.22110959003890784,0.23025214173014397,0.1891883292439842,0.11620325596290082,0.13660796699696764,0.21803841459240814,0.2030337815866814,41.26495338402756,19.012139859750377,4.154196155229675,8.33611365745366,17.619931185399263,29.371151537646636,"{""01605500"":0.11620325596290082,""01606000"":0.22110959003890784,""01606500"":0.23025214173014397}","{""01605500"":0.13660796699696764,""01606000"":0.21803841459240814,""01606500"":0.2030337815866814}","{""01605500"":41.26495338402756,""01606000"":19.012139859750377,""01606500"":4.154196155229675}","{""01605500"":8.33611365745366,""01606000"":17.619931185399263,""01606500"":29.371151537646636}",0.3943325654122511,34.73115269999835,,2026-09-03T13:55:23.943903+00:00
DE_SOFT_AI_20260903,DE,SOFT_AI,DE_SOFT_AI,20260903,13,DE_SOFT_AI_20260903-0013,DONE,"[3.9116256217493586,0.4049054462873453,0.5,1.0,0.8299198370986197,0.8290776123247139,0.10943819701997637,0.4927949957183124,0.09380310532850236,0.4,24.0,0.011968659416632,1e-05,0.8315901608825756]","[0.7970541873916452,0.4049054462873453,0.0,1.0,0.8299198370986197,0.07269403081178466,0.10943819701997637,0.20673420827279604,0.41001725182501303,1.0,1.0,0.03668447965428762,0.0,0.10530053627525215]",D:\SWAT+_3V3\Q\projects\SWATPlus-PISO-Cal\artifacts\a4\qsim\DE_SOFT_AI_20260903\evaluation_0013.npy,-0.1614890823206827,0.20863707050596214,0.05745740600025728,0.03486846472851224,-0.1614890823206827,0.1699893141908948,0.3068321831882078,0.18815438790413552,70.28723027106925,62.70788829770797,73.48911619314417,9.556414853407066,17.760446541001194,32.501037295767716,"{""01605500"":-0.1614890823206827,""01606000"":0.20863707050596214,""01606500"":0.05745740600025728}","{""01605500"":0.1699893141908948,""01606000"":0.3068321831882078,""01606500"":0.18815438790413552}","{""01605500"":70.28723027106925,""01606000"":62.70788829770797,""01606500"":73.48911619314417}","{""01605500"":9.556414853407066,""01606000"":17.760446541001194,""01606500"":32.501037295767716}",0.4665254240417546,34.77246400000877,,2026-09-03T13:55:24.007048+00:00
