n,mean_dtr,mean_clouds,raw_bias,raw_rmse,corrected_bias,corrected_rmse,r_error_vs_dtrcloud,split,alpha_from_calibration
106,15.830188679245284,0.1521716432386475,2.4439420131064944,4.233451854692685,1.1683674794857644,3.3813489293483507,0.44230719980541766,Calibration_2000_2016,7.809408336409373
59,15.847457627118644,0.16211987672521253,2.3873280241298764,4.536053544654327,0.9139993949340726,3.72519358574638,0.4290388491853446,Validation_2017_2024,7.809408336409373
24,15.5,0.04854037709098408,0.7057232773513809,2.0371359544892433,0.48425177024304383,1.972830345533738,0.07101654850196826,Validation_LowCloud,7.809408336409373
15,15.933333333333334,0.12143831347451758,0.2450728637106721,1.2029568055017903,-0.8238485543420431,1.635535118120636,0.4124084082989848,Validation_MidCloud,7.809408336409373
20,16.2,0.3289264487243079,6.011945090578474,7.391435578323065,2.7330825065203936,5.85325939649258,0.15625027007570397,Validation_HighCloud,7.809408336409373
