year,dtr,n_points,rmse,bias
2017,8.0,24,0.8711952956752607,0.25927424495064866
2017,7.0,24,0.8372672925632434,0.10349132929904832
2017,10.0,24,0.742034511902667,0.3034193965330232
2017,10.0,24,0.8521304743264483,0.2981946823875578
2017,8.0,24,1.6610314250010743,0.7426992793959101
2017,11.0,24,0.8054645532735408,0.3122485846234276
2017,10.0,24,0.9588017941151419,0.6156404400740608
2017,10.0,24,0.6006411790717778,-0.13974808490113913
2017,8.0,24,0.873063501090363,0.6005092404054372
2017,11.0,24,0.6067516437519027,0.03841832355508309
2017,11.0,24,0.7853292094692629,0.1990035288202363
2017,9.0,24,1.0784322618572413,-0.0997842167413651
2017,13.0,24,3.2773686109191082,1.1871354607300924
2017,6.0,24,0.9325110379378444,0.41353871800558323
2017,10.0,24,0.728682639153916,-0.38515168069529215
2017,10.0,24,0.8282570167539068,-0.14011358530328297
2017,9.0,24,1.682374520459097,0.794410808832176
2017,9.0,24,1.7360717320372236,-0.21011046964812197
2017,6.0,24,1.0733057527303607,0.3152516861878736
2017,10.0,24,0.8908792322020206,-0.11852627749226878
2017,10.0,24,1.0895937047559698,0.2930593083535206
2017,11.0,24,1.168564710649054,0.6375669311692316
2017,12.0,24,1.1847770973896867,0.3143970230353424
2017,13.0,23,0.9586844834923668,-0.577398861462846
2017,11.0,24,0.7948232131569165,0.20391397316004709
2017,9.0,24,1.8976892735125543,-0.08026910709310697
2017,12.0,24,0.7938416089167881,-0.1688558300702038
2017,10.0,24,0.9157824242935407,-0.576508850607521
2017,13.0,24,1.007397477419533,0.08114527583696234
2017,11.0,24,6.093183568628197,2.341687434721425
2017,9.0,24,0.8094895262132159,0.43763511904768404
2017,12.0,24,1.0101709127092742,-0.36737034458142354
2017,11.0,24,1.3191932220674283,0.3935382851152141
2017,15.0,24,1.410366484189948,0.6616660508380197
2017,8.0,24,4.666481920480569,0.8746756738380544
2017,5.0,24,1.218448689351547,0.34153969851897636
2018,17.0,24,1.6699237443226451,-0.70829709548597
2018,11.0,24,5.293757462972289,1.4258016258733421
2018,8.0,24,1.1379666294171435,0.40912933218989966
2018,11.0,24,1.8250057726250566,0.18877064913230068
2018,14.0,24,1.6256006379381733,-0.8199409347060989
2018,16.0,24,3.6919506416772974,-1.1125381546393251
2018,8.0,24,2.828614648122896,0.42731234771429105
2018,13.0,24,1.3853910038824004,0.1233250905583193
2018,16.0,24,1.983589534572126,-0.25317141500295587
2018,10.0,24,1.165286303563303,-0.3561239848889177
2018,15.0,24,0.8804127609563666,0.01514915907416318
2018,11.0,24,1.7434656084209603,0.2777519327740932
2018,8.0,24,3.198149767973795,1.202152238033228
2018,5.0,24,2.778472439948232,0.08187132171607299
2018,8.0,24,1.855899793464541,0.6681011914611216
2018,10.0,24,1.8592946482853816,0.8397219044350289
2018,12.0,24,1.4188147216874285,0.42974348095142867
2018,8.0,24,0.9969669161909198,0.595573036880877
2018,9.0,24,1.279027396491061,-0.607378869506743
2018,10.0,24,2.5936075000710757,0.10708666556737223
2018,14.0,24,1.1573398676010627,-0.1276941308235675
2018,15.0,24,1.3282093879177002,-0.035602558191760204
2018,12.0,24,1.0761875976801134,0.2931430224960064
2018,10.0,24,4.374874264714242,1.4149781101764305
2018,16.0,24,2.062400055025824,-0.05481190135310251
2018,15.0,24,1.610382637148626,-0.5033095658922858
2018,20.0,24,1.8927373699886745,0.5192428317925635
2018,21.0,24,3.825357135611243,-0.5932075736348481
2018,7.0,24,1.3302003915501137,0.37407313391355906
2018,11.0,24,2.126492480148653,0.2759767986980722
2018,8.0,24,4.402875260440689,1.5933620349059587
2018,14.0,24,1.6126842304227005,0.3030321428945751
2018,17.0,24,2.194900444120281,0.20324907820140395
2018,15.0,24,3.448630158072975,1.8599375380470917
2018,8.0,24,1.5460710829593671,0.10239566483746827
2018,10.0,24,1.091924126427385,0.5783962325019917
2018,12.0,24,1.0261837165161194,-0.5280850927126455
2018,12.0,24,1.054384177953289,0.14124392268371455
2018,8.0,24,0.812420870165701,0.10971629983227633
2018,12.0,24,1.1174063333774158,-0.14559474943071246
2018,12.0,24,1.1084144858628304,-0.6017445224161392
2018,7.0,24,1.1071820749627332,-0.06165543601994091
2018,6.0,24,0.4864424213111,0.0968780292089814
2018,6.0,24,2.3352887770625057,0.18104192180034584
2018,15.0,24,1.1191492470212594,-0.10803376464745733
2018,10.0,24,1.6757895678823735,0.4290913557118932
2018,6.0,24,0.9069820824625339,-0.06698062545071881
2018,12.0,24,1.4761958874123773,0.7836933448148095
2018,4.0,24,2.2206755036571013,-0.5023982685306563
2018,13.0,24,1.5090689373363466,0.33664451103016324
2018,12.0,24,1.0732998003949892,0.3272197499621076
2018,9.0,24,3.0593526106389817,0.21434997548801826
2018,8.0,24,0.6858285526838498,0.24615731979347646
2018,10.0,24,1.092514822118695,-0.10906210733110229
2018,12.0,24,1.5322225892429135,-0.8394632335474435
2018,6.0,24,3.017779079327487,-0.1907997711860633
2018,9.0,24,1.1913212846113963,-0.07834286240002648
2018,11.0,24,1.2469389890984677,-0.10112944258630563
2018,9.0,24,1.058387370749007,0.29529899534309195
2018,9.0,24,1.171197466682311,-0.3305827362883078
2018,7.0,24,1.2173524416511916,0.02448465931663879
2018,7.0,24,0.9609820925099498,-0.3514142212073909
2018,10.0,24,0.7511605868334162,0.4251175030540577
2018,9.0,24,1.7855825015521174,-0.2120595402215956
2018,8.0,24,0.9277703312204498,0.19425474269240306
2018,10.0,24,1.134495764620908,-0.2904633070067944
2018,12.0,24,1.0251014018470828,0.1404754088169038
2018,13.0,24,1.1108910098015736,-0.3959843382220772
2018,6.0,24,1.0146195395709556,0.5048559687709514
2018,10.0,24,0.7582441721909271,0.033234676205369094
2018,9.0,24,0.8828828839014635,0.06492200647386677
2018,9.0,24,1.69482528213155,0.47895539954246075
2018,11.0,24,2.8984240821477774,0.28110601666529833
2018,12.0,24,0.9562678200320391,-0.216110806418958
2018,10.0,24,0.8319364106230824,0.4762791128314552
2018,11.0,24,1.7425039434239806,0.770067473862741
2018,9.0,24,0.7033895726321644,0.2555925765922999
2018,7.0,24,2.505446795125211,0.7424552767924539
2018,7.0,24,1.0300009769026877,0.07307070005527787
2018,9.0,24,0.8168319531023498,0.4117618740166651
2018,14.0,24,1.1550844779808147,0.21799670576276675
2018,11.0,24,1.2099231075515902,0.32731010093373775
2018,13.0,24,1.1219389469111312,0.36968303105439454
2018,5.0,24,1.3441641388976489,0.38671391539925876
2018,7.0,24,2.135697344903551,0.4714708539318579
2018,10.0,24,1.3749624419315778,-0.19436718691991484
2018,9.0,24,1.411396562058156,-0.2981271452314586
2018,11.0,24,1.2291578573551472,-0.41224756917055255
2018,9.0,24,0.984534938723741,0.16563565622464274
2018,8.0,24,0.981315175843187,0.7031939713462757
2018,5.0,24,0.5980522816666524,-0.04756681230679893
2018,10.0,24,1.191968286115388,0.10801375130499287
2018,10.0,24,1.1864089348242586,0.06111304428477338
2018,11.0,24,1.959916944182342,1.3863888541225797
2018,11.0,24,1.2888954050752852,-0.49455172439653633
2018,8.0,24,1.5704120871469456,0.26090457131142103
2018,13.0,24,1.0369715505684935,0.026111327334772838
2018,12.0,24,0.8302701528673097,0.10706087822082584
2018,6.0,24,1.029491092954002,0.46673187051078296
2018,9.0,24,0.839075764216745,-0.13844631733315124
2018,9.0,24,0.49836448512920695,-0.01878858849710152
2018,11.0,24,0.6460475230825332,0.00288577316399626
2018,13.0,24,5.997302848258258,-0.4356103580341573
2018,7.0,24,2.5597297833213406,0.15022341431593608
2018,9.0,24,0.9569827565525214,0.08798526365701582
2018,12.0,24,1.3472272194300303,0.5564082413278534
2018,14.0,24,1.2024434853750507,0.07336111272077354
2018,11.0,24,0.9006348892388062,0.47223613079355314
2018,13.0,24,1.1956218259495301,0.15434579799754586
2018,5.0,24,1.0928136138390454,0.028175323157321408
2018,10.0,24,1.2224469792004489,0.34326708516414745
2018,14.0,24,2.6809514994215657,-0.8344911541683738
2018,4.0,24,0.6447882905722051,0.3667767673040436
2018,9.0,24,1.6296129898069223,-0.1583412354755803
2018,10.0,24,1.1250136975566896,0.19874107511955774
2018,5.0,24,1.4952672240337428,0.8052032303358855
2018,12.0,24,1.020468296428721,-0.50692196590736
2018,5.0,24,2.2535473565515063,-0.5332204790721078
2018,11.0,24,2.098103327753161,1.2462613361863257
2018,8.0,24,1.215787125624655,-0.003110920756620376
2018,8.0,24,1.0607323893424723,-0.1323007206040896
2018,7.0,24,2.9874736282972285,0.3805218265785444
2018,11.0,24,0.8291333031332775,0.22303781741479933
2018,12.0,24,1.435676558282812,-0.9676977018813668
2018,4.0,24,1.0121647741380688,-0.24141204646394807
2018,10.0,24,0.7653880565393186,-0.15068031191962072
2018,12.0,24,1.0591790696226415,-0.23745069583246922
2018,12.0,24,1.4192250108562656,0.21417659990040105
2018,11.0,24,1.125992691966696,0.1871915436946939
2018,11.0,24,0.7652388849843432,0.22343209412134732
2018,7.0,24,2.7772094001268397,0.43039382351329625
2018,9.0,24,0.6083257726883172,-0.034435560106287566
2018,13.0,24,1.0825690529747907,-0.18113161590301097
2018,10.0,24,4.610150147373029,-1.3584560773868015
2018,7.0,23,0.9490103992573461,0.40264186590820217
2018,11.0,24,0.8675516911993466,0.273787761425171
2018,11.0,24,1.1236791078819457,0.5463932553296421
2018,12.0,21,0.9003237010881259,0.004488650797735295
2018,9.0,23,1.3821337090030132,-0.12880806020851968
2018,12.0,24,0.7828968332064001,0.13533039496247548
2018,12.0,24,1.036031526612535,-0.33552249673687046
2018,11.0,24,0.6378569758492767,-0.14665973566827203
2018,10.0,24,1.041058357885398,0.5431886737207402
2018,12.0,24,2.1500202069437355,-0.396189465152386
2018,5.0,24,2.2989482074739493,0.516278769841306
2018,6.0,24,0.760093110603301,0.3163148277092882
2018,10.0,24,0.7772579687600288,0.005489350104739425
2018,9.0,24,0.7996281198951802,0.13866629716947845
2018,12.0,24,1.3565289177924609,0.6661801774237484
2018,10.0,24,1.2037349263706172,0.4747460637046205
2019,5.0,24,2.9303121552054634,1.0049126189747146
2019,10.0,24,1.4478105450223326,0.6825469326121298
2019,12.0,24,1.6370565481603592,0.8845273316181834
2019,3.0,24,0.7449999730892864,0.0666344194603244
2019,6.0,24,1.2592819617834334,-0.27997468630261396
2019,7.0,24,1.1281987266880893,0.7189937240119616
2019,10.0,24,1.3276557552618846,-0.7471095653571368
2019,9.0,24,0.9484259430719528,0.1783276267967858
2019,10.0,24,0.7476210425762362,-0.06969046771018046
2019,11.0,24,0.7159137394445723,0.09993028328885645
2019,12.0,24,2.931965765398219,-0.021214006074002627
2019,13.0,24,2.050456939994392,-0.2247780188427387
2019,11.0,24,2.0653037823449223,-0.3834990060376448
2019,8.0,24,2.5745962887423404,0.5393274480790499
2019,14.0,24,1.9491071308899544,0.7108437517236305
2019,5.0,24,1.7123274960987303,-0.1218057144491524
2019,8.0,24,1.6182189511647742,0.9670512095231745
2019,15.0,24,1.9194767848442902,-0.5187172225150226
2019,13.0,24,1.8396760167142823,0.27545274404581566
2019,15.0,24,1.5212521108334316,0.202296665017725
2019,16.0,24,1.4653340544198568,0.08620670763020828
2019,12.0,24,2.1738751530460427,-0.17014871322007474
2019,8.0,24,4.339960406568417,1.487095348330671
2019,10.0,24,0.9531210298865072,-0.04335522315690262
2019,16.0,24,2.2079930179808356,-0.05481190135310291
2019,8.0,24,1.1659825836848112,-0.08689407527657449
2019,7.0,24,1.977651478823901,0.3275683244607306
2019,9.0,24,2.574771081087594,0.7993396112993508
2019,11.0,24,1.276512107364898,0.06401968662606916
2019,14.0,24,1.6342506857750332,0.12775834985815301
2019,12.0,24,1.0013942944530794,-0.3391236143077285
2019,11.0,24,1.2231244791683795,-0.5089271258209286
2019,9.0,24,0.7604169406080257,0.1468181394399588
2019,6.0,24,1.294557725291696,0.6689750152188368
2019,12.0,24,0.902031489513882,-0.4089065027437977
2019,8.0,24,1.2433477021522192,0.7710503193349275
2019,12.0,24,1.2867546671574646,0.09691490728735468
2019,5.0,24,1.962124965551766,0.29149052334043696
2019,16.0,24,1.427097396996378,0.052765932997885866
2019,10.0,24,4.760061179856323,0.42033770880773963
2019,13.0,24,1.7413048014338213,0.03213787849362778
2019,4.0,24,0.8053790386283908,0.24453022703622387
2019,8.0,24,2.4827276214860996,0.031948483389752313
2019,11.0,24,2.0816766782459424,0.8527435233006333
2019,12.0,24,1.258098906518857,-0.2197603450512995
2019,12.0,24,1.3600071713977882,-0.8017570398123944
2019,16.0,24,3.7744135065076474,0.4880516654647485
2019,12.0,24,1.863399455647443,-0.0913066551851905
2019,14.0,24,1.4398001018478757,0.1791060601427034
2019,7.0,24,0.5820594878429424,0.11075730081111335
2019,7.0,24,1.0665923131969866,0.15268374303345134
2019,10.0,24,0.9446037597622456,0.3492777505422426
2019,9.0,24,1.1227117581109771,0.17276031810099438
2019,8.0,24,2.797759246419984,-0.04558301919821458
2019,11.0,24,0.7676009210109864,0.0672975914704
2019,7.0,24,1.2423831101444542,-0.13926639971707466
2019,8.0,24,0.763937068948071,0.20351004823701344
2019,11.0,24,1.0826116524953777,-0.5177961092529723
2019,12.0,24,1.221400259151436,-0.6757124506536556
2019,12.0,24,0.7928507133950439,0.281445240504479
2019,8.0,24,0.7357134381439114,0.07560151540949134
2019,11.0,24,1.1062141669082353,0.14420622381695689
2019,10.0,24,1.2484526429516585,0.5917841697207246
2019,11.0,24,1.0109622984237774,0.3908880847884794
2019,7.0,24,2.208147351826065,0.7285833205683884
2019,11.0,24,1.3003278243335963,0.2618919378687208
2019,12.0,24,0.8366086467335341,-0.31522263507482046
2019,13.0,24,1.1686720934184653,0.732042803996089
2019,6.0,24,0.9068121993163244,0.548007228512888
2019,7.0,24,1.3897684740803395,0.7626097413438897
2019,14.0,24,2.615706117603494,-0.1868047866458169
2019,10.0,24,0.8635593222850396,-0.011197770584593147
2019,8.0,24,0.7052430787793968,0.347034429222927
2019,11.0,24,1.1001312751870695,-0.593893983334702
2019,9.0,24,1.1590774319529942,0.6816668951857809
2019,8.0,24,1.248360216334965,-0.035643376401502724
2019,10.0,24,1.0473168623422124,-0.5272113873975087
2019,10.0,24,1.0685633179419534,0.09417693695440787
2019,11.0,24,1.6135088016169221,0.7619535301976669
2019,10.0,24,1.1072566796388006,0.6281962381742069
2019,11.0,24,2.845409570445349,-0.2884021539796313
2019,11.0,24,1.715178312717443,-0.25133592166258795
2019,12.0,24,1.0685571359147004,0.6638837464731693
2019,8.0,24,0.8065821734154615,0.3557023780847562
2019,7.0,24,1.3201718518818983,0.516399481558962
2019,6.0,24,2.609832901623998,0.21959406527492545
2019,10.0,24,1.4393401903734875,0.22229947974675182
2019,7.0,24,0.8959150558880541,-0.24366977884512395
2019,9.0,24,1.1127200194105582,0.6702822918907604
2019,12.0,24,1.2733666969643813,-0.33470801392269856
2019,14.0,24,1.160324243937857,0.32433944985598345
2019,7.0,24,1.0463320339069462,0.4084064627704813
2019,11.0,24,1.6288383854972146,0.39798179310215903
2019,12.0,24,1.1841156625230638,0.18166898647506122
2019,12.0,24,0.9878020588816449,-0.4496970076238542
2019,7.0,24,0.8336453513250307,-0.23138140037355281
2019,6.0,24,0.6355916138531509,0.3519284284835664
2019,11.0,24,0.9308934772568235,0.32658137953967864
2019,9.0,24,1.0174456781230137,0.1219623253322862
2019,9.0,24,0.7231329233200914,0.24176447243284027
2019,13.0,24,1.0254691232602728,0.08705902311137415
2019,12.0,24,7.826248407322771,0.4610596597816419
2019,12.0,24,0.9014888443988611,0.1622390252698135
2019,13.0,24,1.2215344872596707,-0.3106103580341573
2019,14.0,24,1.0057159834183929,-0.24121983803479394
2019,15.0,24,2.4643567841374208,1.7438643283172477
2019,5.0,24,1.6676093777709282,-0.4209410105578386
2019,10.0,24,0.8414684993937471,-0.09640872900897153
2019,9.0,24,2.071518929414783,0.9507689554977558
2019,7.0,24,1.3820651825995212,-0.19894200620645033
2019,9.0,24,0.9962238346629033,-0.2659510849834901
2019,7.0,24,1.4516690343577854,0.9611202929482365
2019,10.0,24,0.8925004824719713,0.5467920327368757
2019,9.0,24,0.9557559669931832,-0.44558560689923565
2019,7.0,24,0.9160219521190646,0.07591977981528968
2019,9.0,24,1.4843266015231442,0.5038669676076015
2019,7.0,24,1.0417879507856675,0.0689511891369059
2019,11.0,24,0.5783650306349783,-0.07578957985952413
2019,12.0,24,1.221945449751987,0.27860418356027256
2019,10.0,24,1.0765366395191391,-0.1549139368003106
2019,11.0,24,1.0451342034444597,0.4905141506263127
2019,13.0,24,1.2230786110474012,0.28501132901835363
2019,7.0,24,1.7495758043714102,0.005521826578544904
2019,10.0,24,1.5418693837290087,0.15730710674072754
2019,7.0,24,1.6136157775213888,1.248009673902536
2019,8.0,24,0.550060205121484,-0.024490759594562928
2019,11.0,24,0.8298668272828879,0.5384183235550831
2019,6.0,24,1.7016628656815904,0.8396079854170985
2019,12.0,24,0.6134686905935853,0.33917659990040105
2019,6.0,24,0.7052722037899164,0.2498317511061976
2019,12.0,24,1.3909091231849715,-0.2145892306555003
2019,10.0,24,1.5546145664468423,0.6565149859713745
2019,6.0,24,3.479816194947864,0.4075985154846973
2019,7.0,24,1.0428530274019043,0.21509729575835865
2019,10.0,24,0.5996199435364099,0.016543922613198998
2019,10.0,24,0.9543260740747581,0.7198639214242333
2019,12.0,24,1.1623924361980276,-0.4588981996573889
2019,11.0,24,0.743522135780889,0.184865239188873
2019,11.0,24,0.9341301490325031,0.5125669311692311
2019,5.0,24,0.5273684809206386,0.24558209293139255
2019,11.0,22,0.7002927064756355,0.18856099118865907
2019,11.0,24,1.0677206256335205,0.37058063982671346
2019,10.0,24,1.1401037096818234,0.392293584711362
2019,11.0,20,1.0359241067975304,0.381616944964793
2019,13.0,24,1.336142490681599,0.5047051608768914
2019,11.0,24,1.8849621196956872,1.1808408744261472
2019,11.0,24,1.3969905013206498,0.34168743472142477
2019,11.0,24,1.169797749694374,0.7108132936508734
2019,7.0,24,1.404781110071078,0.16070063232750367
2019,9.0,24,0.8926411317094719,0.24244041509426584
2019,9.0,24,0.8575711657944592,0.38866629716947854
2019,11.0,24,1.0680500877211478,0.5724707181939914
2019,15.0,24,8.99565828960284,1.1912857622235968
2020,5.0,24,0.9527532254078233,0.17460679963939807
2020,11.0,24,0.9109407155296202,0.18234449842777903
2020,14.0,24,1.4877774909113721,-0.5362615980740424
2020,9.0,24,3.0488210148830053,-0.16996202945392028
2020,16.0,24,3.9329157616219232,0.38746184536067485
2020,5.0,24,1.5845060244556688,-0.26938811601190166
2020,11.0,24,1.215282022578791,-0.12000697465578088
2020,15.0,24,1.4808015856322947,0.24963096510139557
2020,15.0,24,1.3963294497264604,-0.5341859773333774
2020,13.0,24,2.01321892693163,0.35201816008649695
2020,15.0,24,2.325815816190554,-0.6439746371262375
2020,7.0,24,1.0961326332672252,0.36959154161240776
2020,6.0,24,0.6864620061021851,0.03991225272595426
2020,10.0,24,0.8164823631496834,0.251793155993069
2020,14.0,24,1.2699760820097992,-0.657722667124293
2020,8.0,24,1.1215128099936817,0.3003845428565078
2020,7.0,24,1.2049345019359023,0.6357097406041007
2020,10.0,24,0.8891308322171826,-0.3554209661186028
2020,9.0,24,0.8970074633384632,0.604711332343968
2020,7.0,24,1.5278745821364728,0.22781960125488313
2020,5.0,24,2.030244126292896,0.05757692504719077
2020,14.0,24,1.8487722236695687,-0.6579998070879927
2020,10.0,24,1.1666220358597779,0.7483114435097639
2020,7.0,24,2.642169279627444,0.07237395982468427
2020,12.0,24,1.2486078077223361,-0.27617444624819426
2020,12.0,24,0.9003319541019152,0.5198790324088715
2020,11.0,24,1.1193542027737429,-0.3146960306341267
2020,8.0,24,1.2080670363232069,0.5882264387583528
2020,11.0,24,0.7350253736053619,-0.14068986796859453
2020,14.0,24,1.167685624016016,-0.2845331055812381
2020,9.0,24,1.0228712247723162,0.060877806146512725
2020,13.0,24,1.00902589600721,-0.44996639117931947
2020,13.0,24,0.7584871631140975,-0.11305413369252044
2020,11.0,24,0.9262060152555777,-0.124830960848481
2020,9.0,22,0.727753470713242,0.3067827806687703
2020,20.0,23,7.710871884003737,-1.7220165626213508
2020,9.0,24,1.632082370362534,0.44968294201278575
2020,9.0,24,1.6405878464176826,1.0348891706446437
2020,11.0,24,1.135341158855628,-0.3209618536448204
2020,13.0,24,1.1610989024686071,-0.46786212150637185
2020,9.0,24,0.7185273047857685,-0.08522365583516296
2020,6.0,24,0.6184337735811914,0.2218780292089814
2020,9.0,24,1.2262220049163435,0.5423962160338519
2020,11.0,24,1.002112724386006,0.39577523925853164
2020,8.0,24,0.843712104275037,0.326606417902848
2020,10.0,24,0.8141002200993342,0.3050322909154688
2020,13.0,24,0.7523454862585983,-0.03988776533951185
2020,7.0,24,1.2401649041516347,0.4437196967380183
2020,9.0,24,0.9264678962098106,0.2554974819952414
2020,5.0,24,1.3386255027075682,0.674536006928656
2020,16.0,24,1.6057663005436065,0.15884440086758808
2020,8.0,24,1.3822856119900442,0.1628239864601427
2020,14.0,24,2.1359211422351603,-0.2776869502635428
2020,12.0,24,1.6671746866963058,-0.25612990021411
2020,9.0,24,1.2854636462771645,0.672133676554238
2020,9.0,24,1.0872421241938013,-0.41167619573335984
2020,12.0,24,1.530496213073249,-0.38305030100324267
2020,14.0,24,1.8499784460731359,0.7186132520151794
2020,9.0,24,3.6342268787475334,-1.163916069621641
2020,5.0,24,3.5192731366507535,1.9222509471309321
