date,year,dtr_c,srad,clouds,sclear,sndn_h,obs_sunset_h,obs_gap_h,tmax_c,tmin_c,official_ts_c,observed_near_sunset_c,sunset_error_c,dtr_cloud_x
2000-06-20,2000,12.0,21.08,0.36886515059687663,33.40015215438629,19.645194102196037,19.807222222222222,0.1622981527777778,32.0,20.0,28.726874610808412,28.0,0.7268746108084123,0.0
2000-06-21,2000,10.0,24.16,0.2766500137030874,33.40015270295875,19.645194192074904,19.80388888888889,0.15879726694444446,32.0,22.0,29.272395456924475,28.0,1.2723954569244746,0.0
2000-06-22,2000,8.0,17.18,0.48557629472862207,33.39659472134338,19.64461130557584,19.80027777777778,0.15589131833333333,31.0,23.0,28.818186589253372,28.0,0.8181865892533722,0.0
2000-06-23,2000,9.0,13.44,0.5974779960625065,33.38947900618884,19.64344592173397,19.796944444444446,0.15358589111111112,30.0,21.0,27.54606777594633,25.0,2.54606777594633,0.0
2000-06-24,2000,11.0,28.84,0.13597871038162757,33.37880715038662,19.641698997262278,19.793333333333337,0.15188607555555553,32.0,21.0,29.001863376730434,28.0,1.0018633767304337,0.0
2000-06-25,2000,10.0,23.5,0.29566028063614724,33.364581542021774,19.639371963698046,19.790000000000003,0.15079646444444444,32.0,22.0,29.275770449603666,28.0,1.275770449603666,0.0
2000-06-26,2000,13.0,26.95,0.1918266320632943,33.34680536281995,19.63646672314477,19.78666666666667,0.15032114777777777,36.0,23.0,32.46069202963119,29.0,3.46069202963119,0.0
2000-06-27,2000,12.0,27.9,0.1628028212973487,33.32548258611522,19.632985642636104,19.783333333333335,0.15046371249999999,37.0,25.0,33.73537011490828,32.0,1.735370114908278,0.0
2000-06-28,2000,11.0,29.59,0.11142790134486302,33.30061797437121,19.628931547156824,19.779999999999998,0.15122723999999999,38.0,27.0,35.01001111402714,31.0,4.010011114027137,0.0
2000-06-29,2000,7.0,12.39,0.627617240787143,33.27221707629535,19.62430771136379,19.776666666666667,0.15261430916666668,32.0,25.0,30.09915948544585,26.0,4.099159485445849,0.0
2000-06-30,2000,11.0,14.21,0.5725066894907129,33.24028622359295,19.619117850057584,19.77361111111111,0.15462699666666668,30.0,19.0,27.016282199389586,25.0,2.016282199389586,0.0
2000-07-01,2000,11.0,24.4,0.2651672017964445,33.204832527413906,19.613366107462333,19.770555555555553,0.15726687972222222,32.0,21.0,29.019961006221834,28.0,1.019961006221834,0.0
2000-07-02,2000,16.0,25.56,0.22932807971835012,33.16586387455097,19.60705704537799,19.7675,0.16053504333333332,33.0,17.0,28.671271468247063,19.0,9.671271468247063,0.27519369566201995
2000-07-03,2000,7.0,17.88,0.4602001612419512,33.12338892345287,19.600195630274914,19.764444444444443,0.16443208222222222,24.0,17.0,22.108978123936875,22.0,0.10897812393687545,0.0
2000-07-04,2000,10.0,25.98,0.21456987039337305,33.07741710012037,19.59278721940581,19.761666666666667,0.16895811055555554,26.0,16.0,23.302857824039357,23.0,0.3028578240393571,0.0
2000-07-05,2000,12.0,28.04,0.15102230977330178,33.02795859395624,19.584837546014512,19.75888888888889,0.1741127686111111,30.0,18.0,26.768994112788164,27.0,-0.23100588721183613,0.0
2000-07-06,2000,12.0,30.28,0.0817292604469394,32.975024353643065,19.57635270372465,19.75611111111111,0.17989523138888888,33.0,21.0,29.774939171833363,27.0,2.7749391718333634,0.0
2000-07-07,2000,13.0,27.85,0.15397441163932912,32.91862608312411,19.567339130194185,19.753611111111113,0.18630421694444446,35.0,22.0,31.51303293006758,30.0,1.513032930067581,0.0
2000-07-08,2000,10.0,23.25,0.2924264789484341,32.85877623776372,19.557803590123868,19.75111111111111,0.19333799944444444,37.0,27.0,34.3232970973013,31.0,3.3232970973012996,0.0
2000-07-09,2000,14.0,31.18,0.0492594597080086,32.795488020763266,19.547753157708968,19.748611111111114,0.2009944177777778,39.0,25.0,35.26085838524527,31.0,4.260858385245271,0.0
2000-07-10,2000,13.0,31.14,0.048543685532553615,32.72877537990783,19.537195198624303,19.74638888888889,0.20927088833333332,40.0,27.0,36.53598979875055,32.0,4.535989798750549,0.0
2000-07-11,2000,9.0,27.03,0.1723479839754648,32.65865300471728,19.526137351632375,19.74416666666667,0.2181644161111111,38.0,29.0,35.60768329694593,33.0,2.607683296945929,0.0
2000-07-12,2000,10.0,26.29,0.1931904246606364,32.585136324072245,19.514587509903635,19.742222222222225,0.22767160916666668,35.0,25.0,32.34866173521609,32.0,0.34866173521609056,0.0
2000-07-13,2000,7.0,18.74,0.42353079918292247,32.50824150438262,19.502553802136447,19.740277777777777,0.2377886897222222,31.0,24.0,29.14902315174917,26.0,3.1490231517491694,0.0
2000-07-14,2000,12.0,22.81,0.2965952190794401,32.427985448361746,19.4900445735622,19.738333333333333,0.24851150805555555,34.0,22.0,30.835748166957636,31.0,-0.16425183304236413,0.0
2000-07-15,2000,6.0,9.21,0.7152519742212514,32.34438579446462,19.477068366918438,19.736666666666668,0.2598355561111111,27.0,21.0,25.422471746490107,23.0,2.422471746490107,0.0
2000-07-16,2000,12.0,25.8,0.2001850342049496,32.2574609170431,19.46363390346974,19.735277777777778,0.2717559816666667,31.0,19.0,27.854478104677497,27.0,0.8544781046774972,0.0
2000-07-17,2000,5.0,8.25,0.7435278070677973,32.16722992726486,19.449750064152493,19.733888888888888,0.28426760055555556,25.0,20.0,23.693477998568376,23.0,0.6934779985683761,0.0
2000-07-18,2000,8.0,18.14,0.4344278074726353,32.07371267483649,19.435425870915893,19.732777777777777,0.2973649122222222,26.0,18.0,23.916363914373783,22.0,1.9163639143737825,0.0
2000-07-19,2000,9.0,23.74,0.25758976283263957,31.97692975056367,19.420670468327046,19.731666666666666,0.3110421113888889,29.0,20.0,26.663801862373788,26.0,0.6638018623737878,0.0
2000-07-20,2000,11.0,28.5,0.10593571602064977,31.876902489774718,19.405493105503744,19.730555555555554,0.32529310388888893,33.0,22.0,30.154585979374872,28.0,2.154585979374872,0.0
2000-07-21,2000,11.0,22.06,0.3057140764951146,31.77365297662523,19.389903118433654,19.729999999999997,0.3401115180555555,34.0,23.0,31.164813465607942,30.0,1.164813465607942,0.0
2000-07-22,2000,4.0,15.75,0.5026400191351619,31.66720404929443,19.373909912733815,19.729166666666664,0.35549071861111115,30.0,26.0,28.97284524883592,26.0,2.9728452488359203,0.0
2000-07-23,2000,3.0,14.86,0.5291147063000713,31.557579306075173,19.35752294689947,19.728888888888886,0.37142381999999996,27.0,24.0,26.23257657150905,25.0,1.2325765715090498,0.0
2000-07-24,2000,9.0,18.39,0.41516568145481036,31.44480311235193,19.340751716086167,19.72861111111111,0.3879036983333334,30.0,21.0,27.706781690611457,26.0,1.7067816906114572,0.0
2000-07-25,2000,4.0,8.46,0.7299617977109125,31.328900608452468,19.32360573646426,19.72833333333333,0.40492300444444446,27.0,23.0,25.984912783765747,25.0,0.984912783765747,0.0
2000-07-26,2000,11.0,24.62,0.2111476871158231,31.20989771835128,19.30609453017975,19.72833333333333,0.422474175,30.0,19.0,27.220106814472786,25.0,2.2201068144727856,0.0
2000-07-27,2000,10.0,24.56,0.20998001518880405,31.08782115919448,19.288227610950976,19.72861111111111,0.44054944444444444,30.0,20.0,27.483602455091365,25.0,2.483602455091365,0.0
2000-07-28,2000,13.0,28.41,0.08244431458705048,30.962698451608382,19.270014470325542,19.728888888888886,0.4591408563888889,32.0,19.0,28.742995250634653,26.0,2.742995250634653,0.0
2000-07-29,2000,12.0,18.82,0.38964586285721337,30.83455793074642,19.251464564617677,19.729444444444443,0.47824027333333335,33.0,21.0,30.007017285543796,28.0,2.007017285543796,0.0
2000-07-30,2000,12.0,14.72,0.5205747176964937,30.703428758021392,19.23258730254168,19.730277777777776,0.4978393888888889,33.0,21.0,30.020767210526703,27.0,3.020767210526703,0.0
2000-07-31,2000,7.0,22.48,0.26462268032113767,30.56934093346388,19.21339203355301,18.731111111111108,0.4820702647222222,33.0,26.0,31.270287458233625,31.0,0.270287458233625,0.0
2000-08-01,2000,12.0,17.99,0.4088522708157215,30.432325308640362,19.19388803690468,18.73222222222222,0.46149730555555557,34.0,22.0,31.04904581349154,30.0,1.0490458134915386,0.0
