date,year,month,n_hours,tmax_c,tmin_c,dtr_c,dtr_bin,observed_tmax_solar_h,tmax_minus_1h_c,tmax_minus_2h_c,tmax_minus_3h_c,norm_drop_1h,norm_drop_2h,norm_drop_3h,htemp_daily_rmse,htemp_daily_bias
2001-06-04,2001,6,24,26.0,14.0,12.0,10-<14.5,15.850000000000001,0.0,1.0,2.0,0.0,0.08333333333333333,0.16666666666666666,1.113119179805706,-0.14723971835574004
2001-06-05,2001,6,22,29.0,14.0,15.0,14.5-<18,16.35,0.0,2.0,4.0,0.0,0.13333333333333333,0.26666666666666666,1.6952761191709143,-1.0275366955005274
2001-06-06,2001,6,22,31.0,19.0,12.0,10-<14.5,13.85,0.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,1.936722438467874,0.0696488376653514
2001-06-07,2001,6,22,32.0,18.0,14.0,10-<14.5,13.85,1.0,1.0,1.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,1.0896353564762522,0.3731719541579832
2001-06-08,2001,6,24,21.0,12.0,9.0,<10,0.85,1.0,3.0,3.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,4.624173512168729,1.2022688373714239
2001-06-09,2001,6,22,25.0,11.0,14.0,10-<14.5,16.333333333333332,0.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,1.5065590021373425,-0.34340497704387635
2001-06-10,2001,6,24,29.0,14.0,15.0,14.5-<18,18.333333333333332,0.0,1.0,3.0,0.0,0.06666666666666667,0.2,2.570182776299648,-1.044487122626199
2001-06-11,2001,6,20,36.0,19.0,17.0,14.5-<18,12.833333333333334,,,,,,,2.6325826308710587,-1.670534091220498
2001-06-12,2001,6,24,29.0,16.0,13.0,10-<14.5,10.833333333333334,2.0,4.0,5.0,0.15384615384615385,0.3076923076923077,0.38461538461538464,6.656404290963683,0.44733160213062356
2001-06-13,2001,6,23,27.0,16.0,11.0,10-<14.5,16.333333333333332,0.0,0.0,1.0,0.0,0.0,0.09090909090909091,1.1402084571956532,-0.4927834553680272
2001-06-14,2001,6,22,30.0,18.0,12.0,10-<14.5,14.816666666666666,1.0,2.0,,0.08333333333333333,0.16666666666666666,,1.5720319763021184,0.4857853640649685
2001-06-15,2001,6,21,29.0,18.0,11.0,10-<14.5,14.816666666666666,,1.0,1.0,,0.09090909090909091,0.09090909090909091,0.9747886300306414,0.10151154634108024
2001-06-16,2001,6,23,31.0,20.0,11.0,10-<14.5,16.316666666666666,0.0,1.0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.9942173287729585,-0.06869898488314179
2001-06-17,2001,6,24,33.0,21.0,12.0,10-<14.5,16.816666666666666,1.0,2.0,5.0,0.08333333333333333,0.16666666666666666,0.4166666666666667,1.3177922651627614,-0.3222713218965767
2001-06-18,2001,6,22,36.0,23.0,13.0,10-<14.5,14.816666666666666,1.0,2.0,2.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,1.4700075879181518,0.3147836941217557
2001-06-19,2001,6,22,37.0,25.0,12.0,10-<14.5,14.8,0.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,1.2190864247549076,0.6464834702162208
2001-06-20,2001,6,24,40.0,24.0,16.0,14.5-<18,15.8,1.0,1.0,3.0,0.0625,0.0625,0.1875,1.3799034159668662,-0.07949836680005588
2001-06-21,2001,6,21,37.0,26.0,11.0,10-<14.5,14.8,2.0,,6.0,0.18181818181818182,,0.5454545454545454,1.9165577140575305,0.3332730837838855
2001-06-22,2001,6,22,34.0,24.0,10.0,10-<14.5,12.8,1.0,2.0,3.0,0.1,0.2,0.3,3.190565841338205,1.385985371429108
2001-06-23,2001,6,23,23.0,17.0,6.0,<10,1.3,0.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,3.7188454821031156,0.3386220458572302
2001-06-24,2001,6,24,27.0,18.0,9.0,<10,15.783333333333333,1.0,1.0,2.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.7782866045739941,0.051365201778174864
2001-06-25,2001,6,24,24.0,18.0,6.0,<10,11.283333333333333,0.0,1.0,3.0,0.0,0.16666666666666666,0.5,3.1346046565314185,0.00610116335163043
2001-06-26,2001,6,23,32.0,17.0,15.0,14.5-<18,16.283333333333335,0.0,1.0,4.0,0.0,0.06666666666666667,0.26666666666666666,1.8583740980275545,-1.011665102152473
2001-06-27,2001,6,23,34.0,23.0,11.0,10-<14.5,16.283333333333335,0.0,1.0,5.0,0.0,0.09090909090909091,0.45454545454545453,1.1635362775355493,-0.2928885829877334
2001-06-28,2001,6,21,39.0,25.0,14.0,10-<14.5,12.783333333333333,2.0,,4.0,0.14285714285714285,,0.2857142857142857,3.252136551935509,1.4087187376166246
2001-06-29,2001,6,23,30.0,21.0,9.0,<10,10.766666666666667,3.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,1.8101162810780418,-0.8245174309981592
2001-06-30,2001,6,23,31.0,20.0,11.0,10-<14.5,15.266666666666667,0.0,1.0,1.0,0.0,0.09090909090909091,0.09090909090909091,1.0530906682290153,-0.5671077107896028
2001-07-01,2001,7,24,35.0,23.0,12.0,10-<14.5,15.766666666666667,0.0,1.0,2.0,0.0,0.08333333333333333,0.16666666666666666,1.0717562965474354,0.377944203131265
2001-07-02,2001,7,22,30.0,22.0,8.0,<10,7.766666666666667,2.0,3.0,4.0,0.25,0.375,0.5,2.8778502065167193,-0.11217918506867942
2001-07-03,2001,7,23,32.0,20.0,12.0,10-<14.5,14.766666666666667,0.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,1.7810433402740473,0.15418194244259886
2001-07-04,2001,7,21,27.0,19.0,8.0,<10,17.75,1.0,2.0,3.0,0.125,0.25,0.375,1.0885803585552651,-0.06410010102072523
2001-07-05,2001,7,22,21.0,14.0,7.0,<10,8.75,7.0,,6.0,1.0,,0.8571428571428571,3.649698438614182,-0.06099990624552917
2001-07-06,2001,7,23,27.0,14.0,13.0,10-<14.5,15.25,0.0,0.0,1.0,0.0,0.0,0.07692307692307693,1.1789806496585873,-0.6825310303562244
2001-07-07,2001,7,23,29.0,17.0,12.0,10-<14.5,11.75,1.0,1.0,1.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.450661430823485,-0.7332027467643377
2001-07-08,2001,7,23,33.0,21.0,12.0,10-<14.5,14.75,1.0,0.0,1.0,0.08333333333333333,0.0,0.08333333333333333,0.9963500360579302,-0.22787234911072804
2001-07-09,2001,7,24,33.0,21.0,12.0,10-<14.5,13.75,1.0,1.0,1.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.458049975171087,-0.48102595894453826
2001-07-10,2001,7,22,36.0,23.0,13.0,10-<14.5,16.233333333333334,2.0,,9.0,0.15384615384615385,,0.6923076923076923,1.656165478901652,0.33695870385968923
2001-07-11,2001,7,24,36.0,22.0,14.0,10-<14.5,15.733333333333333,0.0,1.0,2.0,0.0,0.07142857142857142,0.14285714285714285,1.2102708744533694,-0.6894048580023936
2001-07-12,2001,7,21,36.0,20.0,16.0,14.5-<18,14.733333333333333,2.0,4.0,5.0,0.125,0.25,0.3125,3.9920531058965354,0.21864659914367496
2001-07-13,2001,7,24,27.0,20.0,7.0,<10,17.733333333333334,2.0,3.0,2.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,1.5588575505939457,0.6705499698228299
2001-07-14,2001,7,24,27.0,20.0,7.0,<10,16.733333333333334,0.0,1.0,2.0,0.0,0.14285714285714285,0.2857142857142857,1.176741772541867,0.45925212455604125
2001-07-15,2001,7,23,29.0,18.0,11.0,10-<14.5,16.733333333333334,1.0,2.0,4.0,0.09090909090909091,0.18181818181818182,0.36363636363636365,1.2253022685810588,0.17903180957164197
2001-07-16,2001,7,24,32.0,19.0,13.0,10-<14.5,16.733333333333334,2.0,3.0,5.0,0.15384615384615385,0.23076923076923078,0.38461538461538464,1.2637593368802595,0.4661340565324516
2001-07-17,2001,7,22,34.0,22.0,12.0,10-<14.5,16.233333333333334,0.0,2.0,5.0,0.0,0.16666666666666666,0.4166666666666667,1.1621083694980976,-0.3170431006447659
2001-07-18,2001,7,22,33.0,23.0,10.0,10-<14.5,13.233333333333333,0.0,1.0,2.0,0.0,0.1,0.2,1.3661087708788566,-0.18905541186831956
2001-07-19,2001,7,23,35.0,23.0,12.0,10-<14.5,15.216666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.5403688995605958,-0.9931582633003074
2001-07-20,2001,7,23,36.0,24.0,12.0,10-<14.5,15.716666666666667,0.0,1.0,3.0,0.0,0.08333333333333333,0.25,1.667370483065356,-0.7824635123326921
2001-07-21,2001,7,24,28.0,23.0,5.0,<10,14.716666666666667,0.0,1.0,1.0,0.0,0.2,0.2,0.7810903171244779,0.06081397718452234
2001-07-22,2001,7,21,31.0,19.0,12.0,10-<14.5,13.716666666666667,0.0,6.0,9.0,0.0,0.5,0.75,4.860547538323549,0.6568595980633812
2001-07-23,2001,7,21,29.0,18.0,11.0,10-<14.5,17.716666666666665,1.0,3.0,4.0,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.975030541613235,-0.33535578534758176
2001-07-24,2001,7,24,33.0,20.0,13.0,10-<14.5,13.716666666666667,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,1.3991315711057386,-0.5473517148752925
2001-07-25,2001,7,21,29.0,22.0,7.0,<10,14.716666666666667,1.0,1.0,2.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.3616716956110673,0.8839328795426373
2001-07-26,2001,7,24,31.0,23.0,8.0,<10,15.716666666666667,0.0,3.0,5.0,0.0,0.375,0.625,1.2253243695331835,0.3073600168680682
2001-07-27,2001,7,24,34.0,23.0,11.0,10-<14.5,14.716666666666667,0.0,0.0,1.0,0.0,0.0,0.09090909090909091,0.9588332581215523,-0.48008561987559784
2001-07-28,2001,7,24,32.0,24.0,8.0,<10,14.716666666666667,0.0,0.0,1.0,0.0,0.0,0.125,0.8690109962064161,-0.36937762618750813
2001-07-29,2001,7,20,23.0,17.0,6.0,<10,13.216666666666667,0.0,,,0.0,,,2.5169726356007973,-0.5304355012000898
2001-07-30,2001,7,24,17.0,16.0,1.0,<10,16.716666666666665,0.0,0.0,1.0,0.0,0.0,1.0,0.5267789575190741,0.3068330172358298
2001-07-31,2001,7,24,17.0,15.0,2.0,<10,19.216666666666665,0.0,1.0,1.0,0.0,0.5,0.5,0.6721236706834748,0.07094492568519713
2001-08-01,2001,8,23,24.0,15.0,9.0,<10,12.716666666666667,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.1695306794662206,-0.22442686786147456
2001-08-02,2001,8,23,27.0,17.0,10.0,10-<14.5,15.216666666666667,0.0,1.0,0.0,0.0,0.1,0.0,1.354940682099675,-0.6089805162804572
2001-08-03,2001,8,24,31.0,19.0,12.0,10-<14.5,16.733333333333334,1.0,2.0,4.0,0.08333333333333333,0.16666666666666666,0.3333333333333333,1.1045702320820214,-0.30239073684248446
2001-08-04,2001,8,24,32.0,21.0,11.0,10-<14.5,14.733333333333333,0.0,1.0,2.0,0.0,0.09090909090909091,0.18181818181818182,1.1530829228861808,-0.07158862616371604
2001-08-05,2001,8,24,33.0,22.0,11.0,10-<14.5,16.733333333333334,0.0,2.0,4.0,0.0,0.18181818181818182,0.36363636363636365,1.5768084719205677,-0.5779458119531293
2001-08-06,2001,8,23,35.0,23.0,12.0,10-<14.5,14.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.5231408494407839,-0.7734192261897411
2001-08-07,2001,8,24,31.0,22.0,9.0,<10,15.733333333333333,0.0,1.0,2.0,0.0,0.1111111111111111,0.2222222222222222,1.020926643201136,-0.11218587047054103
2001-08-08,2001,8,24,35.0,22.0,13.0,10-<14.5,15.233333333333333,0.0,0.0,1.0,0.0,0.0,0.07692307692307693,1.125985294531488,-0.5772832950830513
2001-08-09,2001,8,23,28.0,23.0,5.0,<10,14.233333333333333,0.0,0.0,1.0,0.0,0.0,0.2,1.5566762268421268,-0.1514905597626266
2001-08-10,2001,8,24,34.0,23.0,11.0,10-<14.5,13.733333333333333,2.0,1.0,1.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,1.1476128462849435,0.26414631459974247
2001-08-12,2001,8,23,38.0,25.0,13.0,10-<14.5,14.75,1.0,1.0,,0.07692307692307693,0.07692307692307693,,1.0447932908197735,0.5153176256901502
2001-08-13,2001,8,21,33.0,24.0,9.0,<10,15.75,0.0,1.0,2.0,0.0,0.1111111111111111,0.2222222222222222,0.8832944629695506,-0.12077004874720065
2001-08-14,2001,8,23,27.0,21.0,6.0,<10,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6624045084774616,-0.3413231351004698
2001-08-15,2001,8,23,31.0,19.0,12.0,10-<14.5,15.75,1.0,1.0,3.0,0.08333333333333333,0.08333333333333333,0.25,0.9722753187297616,-0.22098895039253416
2001-08-16,2001,8,23,30.0,19.0,11.0,10-<14.5,12.75,1.0,1.0,,0.09090909090909091,0.09090909090909091,,1.9088482648337428,-1.1116824190673977
2001-08-17,2001,8,23,31.0,22.0,9.0,<10,15.266666666666667,0.0,1.0,2.0,0.0,0.1111111111111111,0.2222222222222222,1.4441331803745694,0.8557403353600008
2001-08-18,2001,8,23,34.0,22.0,12.0,10-<14.5,15.266666666666667,0.0,1.0,2.0,0.0,0.08333333333333333,0.16666666666666666,0.8533693374767983,-0.057019322751848116
2001-08-19,2001,8,23,34.0,25.0,9.0,<10,14.266666666666667,0.0,,1.0,0.0,,0.1111111111111111,0.9938771963511682,0.24978237854493604
2001-08-20,2001,8,24,24.0,17.0,7.0,<10,0.7666666666666667,1.0,4.0,5.0,0.14285714285714285,0.5714285714285714,0.7142857142857143,2.5203382139138166,0.2249604462024458
2001-08-21,2001,8,24,29.0,16.0,13.0,10-<14.5,13.783333333333333,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,1.2428449889839814,-0.7282376745452547
2001-08-22,2001,8,24,31.0,18.0,13.0,10-<14.5,15.783333333333333,1.0,1.0,3.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,1.3821071518272796,-0.4046326253838825
2001-08-23,2001,8,24,31.0,17.0,14.0,10-<14.5,12.783333333333333,0.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,2.853108070377685,-1.997591251227697
2001-08-24,2001,8,22,31.0,23.0,8.0,<10,14.283333333333333,1.0,0.0,1.0,0.125,0.0,0.125,1.1606240483766612,0.7540367970618695
2001-08-25,2001,8,22,33.0,23.0,10.0,10-<14.5,14.8,0.0,1.0,1.0,0.0,0.1,0.1,0.7489908718309672,0.20057392752275324
2001-08-26,2001,8,24,33.0,24.0,9.0,<10,14.8,1.0,1.0,2.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,1.108425321205177,0.6894454930222915
2001-08-27,2001,8,24,26.0,19.0,7.0,<10,15.8,0.0,1.0,2.0,0.0,0.14285714285714285,0.2857142857142857,1.014856720415949,-0.3533661675441094
2001-08-28,2001,8,24,29.0,18.0,11.0,10-<14.5,16.816666666666666,1.0,3.0,4.0,0.09090909090909091,0.2727272727272727,0.36363636363636365,1.5264920789143348,0.168494863074396
2001-08-29,2001,8,20,30.0,21.0,9.0,<10,14.816666666666666,1.0,1.0,6.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,2.0332554684385764,1.2026518820872079
2001-08-30,2001,8,20,25.0,17.0,8.0,<10,17.816666666666666,3.0,5.0,7.0,0.375,0.625,0.875,2.7539183611689846,1.278173390176499
2001-08-31,2001,8,20,28.0,14.0,14.0,10-<14.5,16.333333333333332,0.0,1.0,,0.0,0.07142857142857142,,1.7290850913456064,-0.7611075747674442
2001-09-01,2001,9,20,28.0,18.0,10.0,10-<14.5,15.833333333333334,1.0,1.0,3.0,0.1,0.1,0.3,1.226834094540063,0.3056533870664387
2001-09-02,2001,9,21,30.0,16.0,14.0,10-<14.5,14.833333333333334,,0.0,2.0,,0.0,0.14285714285714285,2.1268696460439416,-1.5808125187078785
2001-09-03,2001,9,21,31.0,19.0,12.0,10-<14.5,15.85,0.0,1.0,4.0,0.0,0.08333333333333333,0.3333333333333333,1.3094295113708192,-0.37956255066526506
2001-09-04,2001,9,20,31.0,18.0,13.0,10-<14.5,14.85,1.0,1.0,,0.07692307692307693,0.07692307692307693,,2.0365614076273233,-0.037996657220113764
2001-09-05,2001,9,20,26.0,17.0,9.0,<10,15.85,0.0,1.0,3.0,0.0,0.1111111111111111,0.3333333333333333,0.9498168504906684,0.5993699758843846
2001-09-06,2001,9,24,30.0,16.0,14.0,10-<14.5,14.866666666666667,0.0,1.0,2.0,0.0,0.07142857142857142,0.14285714285714285,1.3991121357141123,-0.5646036578488546
2001-09-07,2001,9,24,32.0,20.0,12.0,10-<14.5,15.366666666666667,0.0,1.0,2.0,0.0,0.08333333333333333,0.16666666666666666,1.234944207775357,0.072238963377618
2001-09-08,2001,9,23,32.0,21.0,11.0,10-<14.5,15.366666666666667,0.0,1.0,1.0,0.0,0.09090909090909091,0.09090909090909091,1.3652406073299335,-0.11019550103191161
2001-09-09,2001,9,23,27.0,19.0,8.0,<10,12.383333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.218799932283107,-1.7988789949973525
2001-09-10,2001,9,24,22.0,16.0,6.0,<10,15.883333333333333,1.0,2.0,2.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.9464590839250099,0.042904708407933846
2001-09-11,2001,9,24,23.0,14.0,9.0,<10,15.383333333333333,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,1.1914968045128118,-0.29684668544323095
2001-09-12,2001,9,23,27.0,15.0,12.0,10-<14.5,13.4,0.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,1.1344667335702614,0.13453453530425233
2001-09-13,2001,9,24,16.0,9.0,7.0,<10,0.9,2.0,2.0,2.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,3.4908641985485684,-0.5705503584079278
2001-09-14,2001,9,22,15.0,10.0,5.0,<10,14.416666666666666,0.0,0.0,1.0,0.0,0.0,0.2,0.5687250974438818,0.031527646564910666
2001-09-15,2001,9,23,17.0,10.0,7.0,<10,15.916666666666666,0.0,0.0,2.0,0.0,0.0,0.2857142857142857,0.7272691190019992,0.2503706299270257
2001-09-16,2001,9,24,23.0,10.0,13.0,10-<14.5,15.916666666666666,1.0,3.0,5.0,0.07692307692307693,0.23076923076923078,0.38461538461538464,1.0179619387096657,0.26087159439106083
2001-09-17,2001,9,23,23.0,11.0,12.0,10-<14.5,14.933333333333334,1.0,1.0,2.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,1.3118463940046254,-0.3638708378234994
2001-09-18,2001,9,23,23.0,12.0,11.0,10-<14.5,15.933333333333334,0.0,2.0,5.0,0.0,0.18181818181818182,0.45454545454545453,1.3170844077849286,-0.6650231289803745
2001-09-19,2001,9,24,22.0,13.0,9.0,<10,15.433333333333334,0.0,1.0,2.0,0.0,0.1111111111111111,0.2222222222222222,1.156707119278825,-0.5196565489917568
2001-09-20,2001,9,24,19.0,10.0,9.0,<10,11.95,1.0,3.0,5.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,3.5765456954041115,1.1414527724943246
2001-09-21,2001,9,24,13.0,9.0,4.0,<10,14.45,0.0,0.0,0.0,0.0,0.0,0.0,0.8328303737930917,-0.5877514197460262
2001-09-22,2001,9,23,19.0,7.0,12.0,10-<14.5,15.45,0.0,0.0,2.0,0.0,0.0,0.16666666666666666,1.5225603030016834,-0.7063922565601487
2001-09-23,2001,9,23,21.0,10.0,11.0,10-<14.5,15.466666666666667,0.0,1.0,3.0,0.0,0.09090909090909091,0.2727272727272727,1.1202790080063014,0.4190136638685402
2001-09-24,2001,9,24,19.0,9.0,10.0,10-<14.5,15.466666666666667,0.0,0.0,1.0,0.0,0.0,0.1,1.1042501446145303,-0.5307867486046299
2001-09-25,2001,9,24,23.0,11.0,12.0,10-<14.5,15.983333333333333,1.0,3.0,6.0,0.08333333333333333,0.25,0.5,1.0813216235497571,0.41326893894065275
2001-09-26,2001,9,24,21.0,10.0,11.0,10-<14.5,14.983333333333333,0.0,1.0,3.0,0.0,0.09090909090909091,0.2727272727272727,1.759135954329794,-0.8612287724106654
2001-09-27,2001,9,22,22.0,13.0,9.0,<10,15.983333333333333,1.0,3.0,5.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,1.0144950604941252,0.6027679473133835
2001-09-28,2001,9,22,26.0,13.0,13.0,10-<14.5,15.0,,1.0,4.0,,0.07692307692307693,0.3076923076923077,1.5173099015756069,0.7442971037113417
2001-09-29,2001,9,22,25.0,13.0,12.0,10-<14.5,15.0,2.0,3.0,5.0,0.16666666666666666,0.25,0.4166666666666667,1.6936969330552794,-0.144100608078537
2001-09-30,2001,9,21,17.0,12.0,5.0,<10,14.0,0.0,1.0,0.0,0.0,0.2,0.0,2.070669096547562,-0.1624211431057569
2001-10-01,2001,10,22,23.0,12.0,11.0,10-<14.5,15.016666666666667,0.0,1.0,4.0,0.0,0.09090909090909091,0.36363636363636365,1.8300656871099608,0.834495888809843
2001-10-02,2001,10,23,23.0,9.0,14.0,10-<14.5,15.016666666666667,0.0,1.0,3.0,0.0,0.07142857142857142,0.21428571428571427,1.5838387318880691,-0.9341681598332803
2001-10-03,2001,10,20,20.0,10.0,10.0,10-<14.5,13.016666666666667,1.0,0.0,1.0,0.1,0.0,0.1,2.2772457070918026,-0.3045981095950018
2001-10-04,2001,10,24,16.0,6.0,10.0,10-<14.5,15.516666666666666,0.0,0.0,2.0,0.0,0.0,0.2,0.811313218208215,-0.5556131793198866
2001-10-05,2001,10,24,18.0,8.0,10.0,10-<14.5,14.033333333333333,0.0,1.0,2.0,0.0,0.1,0.2,1.3252194137955375,-0.18748551554607543
2001-10-06,2001,10,22,14.0,8.0,6.0,<10,15.533333333333335,,2.0,2.0,,0.3333333333333333,0.3333333333333333,1.2382449932282766,0.006071355951884188
2001-10-07,2001,10,24,16.0,7.0,9.0,<10,15.033333333333333,0.0,1.0,4.0,0.0,0.1111111111111111,0.4444444444444444,1.6986187493908844,0.41563882026875226
2001-10-08,2001,10,22,16.0,5.0,11.0,10-<14.5,15.55,0.0,2.0,3.0,0.0,0.18181818181818182,0.2727272727272727,0.9708989423098883,0.6536192012732217
2001-10-09,2001,10,24,20.0,7.0,13.0,10-<14.5,14.55,0.0,1.0,2.0,0.0,0.07692307692307693,0.15384615384615385,1.0292495186029864,0.1853170717489654
2001-10-10,2001,10,22,14.0,8.0,6.0,<10,11.05,0.0,,,0.0,,,2.849688520591027,-0.7436716731314787
2001-10-11,2001,10,24,9.0,4.0,5.0,<10,0.05,1.0,1.0,1.0,0.2,0.2,0.2,2.8226201514902756,-0.4255772233008918
2001-10-12,2001,10,24,6.0,4.0,2.0,<10,18.566666666666666,0.0,0.0,1.0,0.0,0.0,0.5,0.6046745224854451,0.13680557722188094
2001-10-13,2001,10,24,12.0,5.0,7.0,<10,15.066666666666666,1.0,2.0,3.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.3621346390390043,0.7868095960921152
2001-10-14,2001,10,24,14.0,2.0,12.0,10-<14.5,14.566666666666666,0.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,1.579914925150702,-0.4446184186524741
2001-10-15,2001,10,24,17.0,5.0,12.0,10-<14.5,15.066666666666666,0.0,0.0,4.0,0.0,0.0,0.3333333333333333,2.3568774639463403,-1.2856634243938871
2001-10-16,2001,10,24,17.0,7.0,10.0,10-<14.5,14.566666666666666,0.0,1.0,2.0,0.0,0.1,0.2,1.9534991534649906,-0.7583778685240485
2001-10-17,2001,10,24,17.0,7.0,10.0,10-<14.5,15.083333333333334,0.0,1.0,3.0,0.0,0.1,0.3,1.4164123931160368,-0.7647898117420217
2001-10-18,2001,10,24,11.0,2.0,9.0,<10,2.0833333333333335,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,5.620143222078164,-0.3149105360603105
2001-10-19,2001,10,24,11.0,2.0,9.0,<10,15.083333333333334,0.0,2.0,3.0,0.0,0.2222222222222222,0.3333333333333333,1.9438860382658787,-1.1123542502452501
2001-10-20,2001,10,24,11.0,4.0,7.0,<10,15.083333333333334,1.0,2.0,2.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,1.0111994048139419,0.13035923660142068
2001-10-21,2001,10,23,16.0,4.0,12.0,10-<14.5,12.083333333333334,2.0,3.0,3.0,0.16666666666666666,0.25,0.25,1.947596128200075,0.5937442229117118
2001-10-22,2001,10,24,16.0,6.0,10.0,10-<14.5,15.083333333333334,0.0,2.0,4.0,0.0,0.2,0.4,0.8253872997936716,-0.08847343404530827
2001-10-23,2001,10,24,14.0,5.0,9.0,<10,13.583333333333334,0.0,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,1.046111481515712,-0.5103537062635929
2001-10-24,2001,10,23,11.0,6.0,5.0,<10,11.1,0.0,0.0,1.0,0.0,0.0,0.2,1.5174431216196544,-0.5204472775636441
2001-10-25,2001,10,22,12.0,5.0,7.0,<10,14.1,0.0,1.0,2.0,0.0,0.14285714285714285,0.2857142857142857,1.2621121789181946,0.18346133794658853
2001-10-26,2001,10,20,11.0,3.0,8.0,<10,15.1,0.0,2.0,3.0,0.0,0.25,0.375,0.9484124870216615,-0.0513953128911208
2001-10-27,2001,10,21,14.0,3.0,11.0,10-<14.5,13.1,1.0,2.0,3.0,0.09090909090909091,0.18181818181818182,0.2727272727272727,1.9544423324661753,0.8608984384286927
2001-10-28,2001,10,21,8.0,1.0,7.0,<10,8.1,1.0,,3.0,0.14285714285714285,,0.42857142857142855,3.6122990609542307,-0.7779507286164401
2001-10-29,2001,10,23,3.0,1.0,2.0,<10,19.1,,0.0,0.0,,0.0,0.0,0.7138897540070163,-0.23960219396153645
2001-10-30,2001,10,22,5.0,0.0,5.0,<10,13.1,0.0,1.0,0.0,0.0,0.2,0.0,1.0572213262431396,-0.7576748959862623
2001-10-31,2001,10,23,6.0,0.0,6.0,<10,14.1,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,1.0891868137770524,-0.36500524490331504
2001-11-01,2001,11,22,5.0,-1.0,6.0,<10,15.1,0.0,0.0,,0.0,0.0,,0.9819281536089354,-0.4532137633952882
2001-11-02,2001,11,23,7.0,1.0,6.0,<10,14.1,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,1.0285449168520373,0.05314357780443745
2001-11-03,2001,11,23,8.0,-1.0,9.0,<10,14.1,1.0,1.0,2.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,1.295131619361419,-0.13096980696255367
2001-11-04,2001,11,24,11.0,0.0,11.0,10-<14.5,15.1,1.0,3.0,5.0,0.09090909090909091,0.2727272727272727,0.45454545454545453,1.8958583578390698,0.39957048743029777
2001-11-05,2001,11,23,10.0,-1.0,11.0,10-<14.5,15.1,1.0,3.0,5.0,0.09090909090909091,0.2727272727272727,0.45454545454545453,1.5148171516594278,0.04333602079638984
2001-11-06,2001,11,24,9.0,0.0,9.0,<10,13.6,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,1.5647602085174728,-0.13374143328415497
2001-11-07,2001,11,22,10.0,1.0,9.0,<10,13.083333333333334,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,1.9238202017023842,-0.03960607110241963
2001-11-08,2001,11,24,9.0,1.0,8.0,<10,14.583333333333334,0.0,1.0,2.0,0.0,0.125,0.25,1.5280286525951976,0.2862797742996011
2001-11-09,2001,11,24,9.0,0.0,9.0,<10,14.583333333333334,0.0,1.0,3.0,0.0,0.1111111111111111,0.3333333333333333,1.6231793803672945,0.2713577994880327
2001-11-10,2001,11,24,10.0,0.0,10.0,10-<14.5,14.083333333333334,0.0,2.0,4.0,0.0,0.2,0.4,1.4683528615627486,-0.3276871120611765
