date,old_01605500,new_01605500,abs_diff_01605500,old_01606000,new_01606000,abs_diff_01606000,old_01606500,new_01606500,abs_diff_01606500
2003-01-22,9.526,9.526,0.0,18.51,18.51,0.0,27.74,27.74,0.0
2003-01-23,9.547,9.547,0.0,18.35,18.35,0.0,27.71,27.71,0.0
2003-01-24,9.483,9.483,0.0,17.76,17.76,0.0,26.76,26.76,0.0
2003-01-25,9.435,9.435,0.0,17.69,17.69,0.0,26.67,26.67,0.0
2003-01-26,9.139,9.139,0.0,17.78,17.78,0.0,26.65,26.65,0.0
2003-01-27,9.089,9.089,0.0,17.21,17.21,0.0,25.89,25.89,0.0
2003-01-28,9.002,9.002,0.0,17.15,17.15,0.0,25.82,25.82,0.0
2003-01-29,9.083,9.083,0.0,17.06,17.06,0.0,25.75,25.75,0.0
2003-01-30,8.935,8.935,0.0,16.89,16.89,0.0,25.39,25.39,0.0
2003-01-31,8.614,8.614,0.0,16.92,16.92,0.0,25.14,25.14,0.0
2003-02-01,8.757,8.757,0.0,16.67,16.67,0.0,25.04,25.04,0.0
2003-02-02,8.591,8.591,0.0,17.31,17.31,0.0,25.47,25.47,0.0
2003-02-03,9.107,9.107,0.0,23.21,23.21,0.0,31.96,31.96,0.0
2003-02-04,9.034,9.034,0.0,19.23,19.23,0.0,27.76,27.76,0.0
2003-02-05,8.214,8.214,0.0,17.01,17.01,0.0,24.92,24.92,0.0
2003-02-06,8.3,8.3,0.0,16.63,16.63,0.0,24.64,24.64,0.0
2003-02-07,8.206,8.206,0.0,16.19,16.19,0.0,24.09,24.09,0.0
2003-02-08,8.12,8.12,0.0,15.95,15.95,0.0,23.66,23.66,0.0
2003-02-09,8.029,8.029,0.0,16.02,16.02,0.0,23.67,23.67,0.0
2003-02-10,7.917,7.917,0.0,15.97,15.97,0.0,23.64,23.64,0.0
2003-02-11,7.766,7.766,0.0,15.65,15.65,0.0,23.11,23.11,0.0
2003-02-12,7.746,7.746,0.0,15.27,15.27,0.0,22.63,22.63,0.0
2003-02-13,7.709,7.709,0.0,15.16,15.16,0.0,22.47,22.47,0.0
2003-02-14,7.815,7.815,0.0,15.56,15.56,0.0,23.27,23.27,0.0
2003-02-15,7.76,7.76,0.0,15.82,15.82,0.0,23.68,23.68,0.0
2003-02-16,8.167,8.167,0.0,16.76,16.76,0.0,25.7,25.7,0.0
2003-02-17,7.437,7.437,0.0,14.84,14.84,0.0,22.06,22.06,0.0
2003-02-18,7.274,7.274,0.0,14.43,14.43,0.0,21.34,21.34,0.0
2003-02-19,9.061,9.061,0.0,17.02,17.02,0.0,25.95,25.95,0.0
2003-02-20,9.533,9.533,0.0,18.05,18.05,0.0,27.18,27.18,0.0
2003-02-21,24.88,24.88,0.0,28.53,28.53,0.0,50.75,50.75,0.0
2003-02-22,32.5,32.5,0.0,100.3,100.3,0.0,131.5,131.5,0.0
2003-02-23,18.94,18.94,0.0,39.63,39.63,0.0,55.84,55.84,0.0
2003-02-24,12.31,12.31,0.0,22.39,22.39,0.0,33.85,33.85,0.0
2003-02-25,11.68,11.68,0.0,19.32,19.32,0.0,29.94,29.94,0.0
2003-02-26,10.6,10.6,0.0,17.69,17.69,0.0,27.45,27.45,0.0
2003-02-27,10.14,10.14,0.0,16.85,16.85,0.0,26.21,26.21,0.0
2003-02-28,14.29,14.29,0.0,20.32,20.32,0.0,32.16,32.16,0.0
2003-03-01,16.93,16.93,0.0,25.31,25.31,0.0,41.32,41.32,0.0
2003-03-02,12.32,12.32,0.0,40.82,40.82,0.0,53.34,53.34,0.0
2003-03-03,11.25,11.25,0.0,22.07,22.07,0.0,33.42,33.42,0.0
2003-03-04,12.36,12.36,0.0,25.85,25.85,0.0,37.1,37.1,0.0
2003-03-05,12.67,12.67,0.0,55.39,55.39,0.0,67.39,67.39,0.0
2003-03-06,13.62,13.62,0.0,50.94,50.94,0.0,63.94,63.94,0.0
2003-03-07,13.19,13.19,0.0,28.27,28.27,0.0,41.42,41.42,0.0
2003-03-08,12.94,12.94,0.0,28.89,28.89,0.0,41.88,41.88,0.0
2003-03-09,13.38,13.38,0.0,26.73,26.73,0.0,39.61,39.61,0.0
2003-03-10,12.94,12.94,0.0,24.17,24.17,0.0,36.73,36.73,0.0
2003-03-11,12.72,12.72,0.0,25.19,25.19,0.0,37.77,37.77,0.0
2003-03-12,12.91,12.91,0.0,26.65,26.65,0.0,39.29,39.29,0.0
2003-03-13,13.22,13.22,0.0,27.41,27.41,0.0,40.64,40.64,0.0
2003-03-14,12.82,12.82,0.0,26.72,26.72,0.0,39.05,39.05,0.0
2003-03-15,12.84,12.84,0.0,27.36,27.36,0.0,39.87,39.87,0.0
2003-03-16,12.47,12.47,0.0,26.95,26.95,0.0,39.32,39.32,0.0
2003-03-17,12.68,12.68,0.0,27.01,27.01,0.0,39.2,39.2,0.0
2003-03-18,12.24,12.24,0.0,26.62,26.62,0.0,38.51,38.51,0.0
2003-03-19,13.47,13.47,0.0,27.56,27.56,0.0,40.86,40.86,0.0
2003-03-20,16.06,16.06,0.0,30.9,30.9,0.0,46.89,46.89,0.0
2003-03-21,14.46,14.46,0.0,29.01,29.01,0.0,43.62,43.62,0.0
2003-03-22,13.67,13.67,0.0,29.13,29.13,0.0,43.08,43.08,0.0
2003-03-23,13.44,13.44,0.0,27.51,27.51,0.0,40.59,40.59,0.0
2003-03-24,13.8,13.8,0.0,27.55,27.55,0.0,41.08,41.08,0.0
2003-03-25,13.71,13.71,0.0,27.75,27.75,0.0,41.32,41.32,0.0
2003-03-26,13.55,13.55,0.0,28.36,28.36,0.0,41.98,41.98,0.0
2003-03-27,13.16,13.16,0.0,27.06,27.06,0.0,40.04,40.04,0.0
2003-03-28,13.13,13.13,0.0,26.95,26.95,0.0,39.81,39.81,0.0
2003-03-29,14.22,14.22,0.0,28.44,28.44,0.0,42.71,42.71,0.0
2003-03-30,14.31,14.31,0.0,28.41,28.41,0.0,42.74,42.74,0.0
2003-03-31,14.23,14.23,0.0,28.76,28.76,0.0,42.89,42.89,0.0
2003-04-01,13.47,13.47,0.0,28.83,28.83,0.0,42.07,42.07,0.0
2003-04-02,13.38,13.38,0.0,27.18,27.18,0.0,40.22,40.22,0.0
2003-04-03,13.55,13.55,0.0,27.05,27.05,0.0,40.27,40.27,0.0
2003-04-04,13.68,13.68,0.0,28.25,28.25,0.0,41.86,41.86,0.0
2003-04-05,13.67,13.67,0.0,28.21,28.21,0.0,41.45,41.45,0.0
2003-04-06,15.5,15.5,0.0,30.72,30.72,0.0,46.28,46.28,0.0
2003-04-07,16.94,16.94,0.0,31.61,31.61,0.0,48.01,48.01,0.0
2003-04-08,17.89,17.89,0.0,32.71,32.71,0.0,49.96,49.96,0.0
2003-04-09,15.48,15.48,0.0,30.11,30.11,0.0,45.76,45.76,0.0
2003-04-10,18.09,18.09,0.0,31.67,31.67,0.0,49.39,49.39,0.0
2003-04-11,16.87,16.87,0.0,32.5,32.5,0.0,48.87,48.87,0.0
2003-04-12,16.24,16.24,0.0,32.2,32.2,0.0,48.17,48.17,0.0
2003-04-13,15.26,15.26,0.0,29.91,29.91,0.0,45.12,45.12,0.0
2003-04-14,15.29,15.29,0.0,30.17,30.17,0.0,45.47,45.47,0.0
2003-04-15,15.38,15.38,0.0,30.76,30.76,0.0,45.91,45.91,0.0
2003-04-16,15.46,15.46,0.0,30.78,30.78,0.0,45.9,45.9,0.0
2003-04-17,15.65,15.65,0.0,30.62,30.62,0.0,46.13,46.13,0.0
2003-04-18,16.21,16.21,0.0,29.62,29.62,0.0,45.63,45.63,0.0
2003-04-19,15.06,15.06,0.0,29.37,29.37,0.0,44.59,44.59,0.0
2003-04-20,15.51,15.51,0.0,29.71,29.71,0.0,44.92,44.92,0.0
2003-04-21,16.1,16.1,0.0,30.4,30.4,0.0,46.24,46.24,0.0
2003-04-22,15.66,15.66,0.0,30.44,30.44,0.0,46.05,46.05,0.0
2003-04-23,14.87,14.87,0.0,28.54,28.54,0.0,43.4,43.4,0.0
2003-04-24,15.21,15.21,0.0,28.62,28.62,0.0,43.48,43.48,0.0
2003-04-25,15.27,15.27,0.0,29.2,29.2,0.0,44.23,44.23,0.0
2003-04-26,15.46,15.46,0.0,29.44,29.44,0.0,44.57,44.57,0.0
2003-04-27,15.27,15.27,0.0,28.96,28.96,0.0,43.91,43.91,0.0
2003-04-28,14.34,14.34,0.0,27.62,27.62,0.0,41.88,41.88,0.0
2003-04-29,14.83,14.83,0.0,28.02,28.02,0.0,42.37,42.37,0.0
2003-04-30,15.56,15.56,0.0,29.44,29.44,0.0,44.78,44.78,0.0
2003-05-01,15.63,15.63,0.0,30.52,30.52,0.0,45.92,45.92,0.0
2003-05-02,15.85,15.85,0.0,30.55,30.55,0.0,46.14,46.14,0.0
2003-05-03,17.65,17.65,0.0,31.88,31.88,0.0,48.96,48.96,0.0
2003-05-04,17.17,17.17,0.0,30.88,30.88,0.0,47.88,47.88,0.0
2003-05-05,16.13,16.13,0.0,30.91,30.91,0.0,46.84,46.84,0.0
2003-05-06,16.1,16.1,0.0,31.09,31.09,0.0,46.79,46.79,0.0
2003-05-07,16.37,16.37,0.0,31.74,31.74,0.0,47.89,47.89,0.0
2003-05-08,17.33,17.33,0.0,32.61,32.61,0.0,49.96,49.96,0.0
2003-05-09,21.85,21.85,0.0,39.43,39.43,0.0,61.06,61.06,0.0
2003-05-10,25.68,25.68,0.0,42.18,42.18,0.0,66.22,66.22,0.0
2003-05-11,17.76,17.76,0.0,33.1,33.1,0.0,51.73,51.73,0.0
2003-05-12,18.49,18.49,0.0,35.27,35.27,0.0,53.84,53.84,0.0
2003-05-13,18.65,18.65,0.0,35.67,35.67,0.0,54.27,54.27,0.0
2003-05-14,18.67,18.67,0.0,35.7,35.7,0.0,54.38,54.38,0.0
2003-05-15,18.67,18.67,0.0,35.52,35.52,0.0,54.36,54.36,0.0
2003-05-16,17.96,17.96,0.0,33.44,33.44,0.0,51.83,51.83,0.0
2003-05-17,22.1,22.1,0.0,37.34,37.34,0.0,59.62,59.62,0.0
2003-05-18,22.85,22.85,0.0,37.98,37.98,0.0,60.19,60.19,0.0
2003-05-19,20.77,20.77,0.0,36.95,36.95,0.0,57.79,57.79,0.0
2003-05-20,21.21,21.21,0.0,35.35,35.35,0.0,56.19,56.19,0.0
2003-05-21,19.38,19.38,0.0,34.74,34.74,0.0,54.28,54.28,0.0
2003-05-22,19.65,19.65,0.0,35.4,35.4,0.0,55.11,55.11,0.0
2003-05-23,19.98,19.98,0.0,35.74,35.74,0.0,55.57,55.57,0.0
2003-05-24,19.28,19.28,0.0,35.45,35.45,0.0,54.64,54.64,0.0
2003-05-25,19.05,19.05,0.0,33.11,33.11,0.0,52.07,52.07,0.0
2003-05-26,19.27,19.27,0.0,33.82,33.82,0.0,52.92,52.92,0.0
2003-05-27,19.68,19.68,0.0,34.79,34.79,0.0,54.3,54.3,0.0
2003-05-28,19.77,19.77,0.0,34.77,34.77,0.0,54.28,54.28,0.0
2003-05-29,19.3,19.3,0.0,34.54,34.54,0.0,53.89,53.89,0.0
2003-05-30,18.62,18.62,0.0,32.48,32.48,0.0,50.94,50.94,0.0
2003-05-31,19.47,19.47,0.0,35.38,35.38,0.0,55.09,55.09,0.0
2003-06-01,19.06,19.06,0.0,34.62,34.62,0.0,53.44,53.44,0.0
2003-06-02,19.57,19.57,0.0,34.69,34.69,0.0,53.99,53.99,0.0
2003-06-03,23.82,23.82,0.0,37.97,37.97,0.0,60.86,60.86,0.0
2003-06-04,22.6,22.6,0.0,37.25,37.25,0.0,59.4,59.4,0.0
2003-06-05,19.33,19.33,0.0,33.53,33.53,0.0,52.9,52.9,0.0
2003-06-06,20.8,20.8,0.0,36.1,36.1,0.0,57.09,57.09,0.0
2003-06-07,22.25,22.25,0.0,37.28,37.28,0.0,59.01,59.01,0.0
2003-06-08,22.57,22.57,0.0,37.48,37.48,0.0,59.64,59.64,0.0
2003-06-09,21.22,21.22,0.0,35.75,35.75,0.0,56.83,56.83,0.0
2003-06-10,19.61,19.61,0.0,34.45,34.45,0.0,54.01,54.01,0.0
2003-06-11,20.12,20.12,0.0,35.37,35.37,0.0,55.31,55.31,0.0
2003-06-12,20.76,20.76,0.0,35.98,35.98,0.0,56.57,56.57,0.0
2003-06-13,21.37,21.37,0.0,36.82,36.82,0.0,58.23,58.23,0.0
2003-06-14,20.64,20.64,0.0,36.12,36.12,0.0,57.11,57.11,0.0
2003-06-15,20.21,20.21,0.0,34.71,34.71,0.0,55.06,55.06,0.0
2003-06-16,21.98,21.98,0.0,36.04,36.04,0.0,57.6,57.6,0.0
2003-06-17,22.09,22.09,0.0,37.06,37.06,0.0,58.95,58.95,0.0
2003-06-18,21.2,21.2,0.0,36.63,36.63,0.0,57.78,57.78,0.0
2003-06-19,21.52,21.52,0.0,36.9,36.9,0.0,58.82,58.82,0.0
2003-06-20,20.06,20.06,0.0,34.83,34.83,0.0,55.13,55.13,0.0
2003-06-21,20.44,20.44,0.0,35.56,35.56,0.0,55.86,55.86,0.0
2003-06-22,20.46,20.46,0.0,35.54,35.54,0.0,55.84,55.84,0.0
2003-06-23,20.33,20.33,0.0,35.4,35.4,0.0,55.58,55.58,0.0
2003-06-24,19.45,19.45,0.0,33.79,33.79,0.0,53.25,53.25,0.0
2003-06-25,19.26,19.26,0.0,33.46,33.46,0.0,52.58,52.58,0.0
2003-06-26,19.39,19.39,0.0,33.7,33.7,0.0,52.82,52.82,0.0
2003-06-27,19.31,19.31,0.0,33.63,33.63,0.0,52.71,52.71,0.0
2003-06-28,18.74,18.74,0.0,33.35,33.35,0.0,52.06,52.06,0.0
2003-06-29,18.38,18.38,0.0,31.54,31.54,0.0,49.68,49.68,0.0
2003-06-30,18.49,18.49,0.0,31.93,31.93,0.0,50.14,50.14,0.0
2003-07-01,18.47,18.47,0.0,32.07,32.07,0.0,50.27,50.27,0.0
2003-07-02,18.43,18.43,0.0,31.97,31.97,0.0,50.18,50.18,0.0
2003-07-03,17.66,17.66,0.0,30.46,30.46,0.0,47.84,47.84,0.0
2003-07-04,17.68,17.68,0.0,30.48,30.48,0.0,47.85,47.85,0.0
2003-07-05,17.68,17.68,0.0,30.44,30.44,0.0,47.7,47.7,0.0
2003-07-06,17.66,17.66,0.0,30.5,30.5,0.0,47.91,47.91,0.0
2003-07-07,18.03,18.03,0.0,31.58,31.58,0.0,50.14,50.14,0.0
2003-07-08,17.27,17.27,0.0,30.59,30.59,0.0,48.27,48.27,0.0
2003-07-09,17.54,17.54,0.0,31.29,31.29,0.0,49.25,49.25,0.0
2003-07-10,17.16,17.16,0.0,30.41,30.41,0.0,47.5,47.5,0.0
2003-07-11,16.92,16.92,0.0,29.81,29.81,0.0,46.52,46.52,0.0
2003-07-12,16.75,16.75,0.0,29.73,29.73,0.0,46.36,46.36,0.0
2003-07-13,16.15,16.15,0.0,28.52,28.52,0.0,44.53,44.53,0.0
2003-07-14,16.31,16.31,0.0,28.8,28.8,0.0,44.93,44.93,0.0
2003-07-15,16.19,16.19,0.0,28.55,28.55,0.0,44.44,44.44,0.0
2003-07-16,16.05,16.05,0.0,28.25,28.25,0.0,44.0,44.0,0.0
2003-07-17,15.62,15.62,0.0,27.62,27.62,0.0,43.02,43.02,0.0
2003-07-18,15.47,15.47,0.0,27.3,27.3,0.0,42.57,42.57,0.0
2003-07-19,15.42,15.42,0.0,27.15,27.15,0.0,42.23,42.23,0.0
2003-07-20,15.31,15.31,0.0,26.9,26.9,0.0,41.88,41.88,0.0
2003-07-21,15.08,15.08,0.0,26.66,26.66,0.0,41.46,41.46,0.0
2003-07-22,14.82,14.82,0.0,26.07,26.07,0.0,40.71,40.71,0.0
2003-07-23,14.61,14.61,0.0,25.94,25.94,0.0,40.31,40.31,0.0
2003-07-24,14.51,14.51,0.0,25.66,25.66,0.0,39.84,39.84,0.0
2003-07-25,14.37,14.37,0.0,25.38,25.38,0.0,39.43,39.43,0.0
2003-07-26,14.11,14.11,0.0,24.96,24.96,0.0,38.78,38.78,0.0
2003-07-27,14.31,14.31,0.0,25.36,25.36,0.0,39.75,39.75,0.0
2003-07-28,14.22,14.22,0.0,25.85,25.85,0.0,40.45,40.45,0.0
2003-07-29,13.69,13.69,0.0,24.47,24.47,0.0,37.95,37.95,0.0
2003-07-30,13.55,13.55,0.0,24.1,24.1,0.0,37.42,37.42,0.0
2003-07-31,13.45,13.45,0.0,24.1,24.1,0.0,37.43,37.43,0.0
2003-08-01,13.33,13.33,0.0,23.58,23.58,0.0,36.76,36.76,0.0
2003-08-02,13.19,13.19,0.0,23.68,23.68,0.0,36.77,36.77,0.0
2003-08-03,13.15,13.15,0.0,23.5,23.5,0.0,36.59,36.59,0.0
2003-08-04,13.31,13.31,0.0,23.79,23.79,0.0,37.3,37.3,0.0
2003-08-05,13.22,13.22,0.0,23.73,23.73,0.0,37.19,37.19,0.0
2003-08-06,12.86,12.86,0.0,22.63,22.63,0.0,35.41,35.41,0.0
2003-08-07,12.8,12.8,0.0,22.97,22.97,0.0,35.85,35.85,0.0
2003-08-08,12.82,12.82,0.0,22.81,22.81,0.0,35.69,35.69,0.0
2003-08-09,13.04,13.04,0.0,23.83,23.83,0.0,37.39,37.39,0.0
2003-08-10,13.08,13.08,0.0,24.51,24.51,0.0,38.55,38.55,0.0
2003-08-11,13.0,13.0,0.0,24.05,24.05,0.0,37.7,37.7,0.0
2003-08-12,13.03,13.03,0.0,24.81,24.81,0.0,38.88,38.88,0.0
2003-08-13,12.48,12.48,0.0,23.8,23.8,0.0,36.9,36.9,0.0
2003-08-14,12.38,12.38,0.0,22.89,22.89,0.0,35.57,35.57,0.0
2003-08-15,12.25,12.25,0.0,23.28,23.28,0.0,36.12,36.12,0.0
2003-08-16,12.43,12.43,0.0,24.3,24.3,0.0,37.74,37.74,0.0
2003-08-17,12.06,12.06,0.0,23.27,23.27,0.0,35.98,35.98,0.0
2003-08-18,11.83,11.83,0.0,23.06,23.06,0.0,35.37,35.37,0.0
2003-08-19,11.74,11.74,0.0,22.25,22.25,0.0,34.51,34.51,0.0
2003-08-20,11.59,11.59,0.0,22.44,22.44,0.0,34.61,34.61,0.0
2003-08-21,11.5,11.5,0.0,22.37,22.37,0.0,34.43,34.43,0.0
2003-08-22,11.39,11.39,0.0,21.91,21.91,0.0,33.72,33.72,0.0
2003-08-23,11.17,11.17,0.0,21.72,21.72,0.0,33.39,33.39,0.0
2003-08-24,11.09,11.09,0.0,21.26,21.26,0.0,32.86,32.86,0.0
2003-08-25,10.95,10.95,0.0,21.27,21.27,0.0,32.74,32.74,0.0
2003-08-26,10.95,10.95,0.0,21.34,21.34,0.0,32.89,32.89,0.0
2003-08-27,11.15,11.15,0.0,21.44,21.44,0.0,33.31,33.31,0.0
2003-08-28,10.65,10.65,0.0,20.44,20.44,0.0,31.6,31.6,0.0
2003-08-29,10.62,10.62,0.0,20.6,20.6,0.0,31.8,31.8,0.0
2003-08-30,10.65,10.65,0.0,20.76,20.76,0.0,32.11,32.11,0.0
2003-08-31,10.47,10.47,0.0,20.34,20.34,0.0,31.38,31.38,0.0
2003-09-01,10.62,10.62,0.0,20.56,20.56,0.0,31.82,31.82,0.0
2003-09-02,10.6,10.6,0.0,21.14,21.14,0.0,32.51,32.51,0.0
2003-09-03,10.93,10.93,0.0,22.45,22.45,0.0,34.49,34.49,0.0
2003-09-04,10.47,10.47,0.0,21.49,21.49,0.0,32.54,32.54,0.0
2003-09-05,10.33,10.33,0.0,20.58,20.58,0.0,31.36,31.36,0.0
2003-09-06,10.23,10.23,0.0,20.51,20.51,0.0,31.11,31.11,0.0
2003-09-07,10.03,10.03,0.0,20.37,20.37,0.0,30.84,30.84,0.0
2003-09-08,9.981,9.981,0.0,20.34,20.34,0.0,30.75,30.75,0.0
2003-09-09,9.852,9.852,0.0,19.81,19.81,0.0,30.1,30.1,0.0
2003-09-10,9.763,9.763,0.0,19.75,19.75,0.0,29.91,29.91,0.0
2003-09-11,9.668,9.668,0.0,19.5,19.5,0.0,29.49,29.49,0.0
2003-09-12,9.565,9.565,0.0,19.58,19.58,0.0,29.66,29.66,0.0
2003-09-13,9.479,9.479,0.0,19.37,19.37,0.0,29.31,29.31,0.0
2003-09-14,9.316,9.316,0.0,18.81,18.81,0.0,28.53,28.53,0.0
2003-09-15,9.696,9.696,0.0,20.28,20.28,0.0,30.85,30.85,0.0
2003-09-16,9.22,9.22,0.0,18.94,18.94,0.0,28.47,28.47,0.0
2003-09-17,13.56,13.56,0.0,18.68,18.68,0.0,34.08,34.08,0.0
2003-09-18,14.76,14.76,0.0,35.86,35.86,0.0,57.03,57.03,0.0
2003-09-19,12.16,12.16,0.0,25.7,25.7,0.0,39.71,39.71,0.0
2003-09-20,11.67,11.67,0.0,23.7,23.7,0.0,36.7,36.7,0.0
2003-09-21,11.14,11.14,0.0,23.41,23.41,0.0,35.69,35.69,0.0
2003-09-22,11.75,11.75,0.0,23.36,23.36,0.0,36.28,36.28,0.0
2003-09-23,11.42,11.42,0.0,21.88,21.88,0.0,34.35,34.35,0.0
2003-09-24,11.07,11.07,0.0,22.5,22.5,0.0,34.78,34.78,0.0
2003-09-25,10.95,10.95,0.0,22.83,22.83,0.0,34.91,34.91,0.0
2003-09-26,10.85,10.85,0.0,21.95,21.95,0.0,33.83,33.83,0.0
2003-09-27,10.93,10.93,0.0,21.76,21.76,0.0,33.96,33.96,0.0
2003-09-28,10.79,10.79,0.0,21.96,21.96,0.0,33.9,33.9,0.0
2003-09-29,10.5,10.5,0.0,21.8,21.8,0.0,33.4,33.4,0.0
2003-09-30,10.59,10.59,0.0,21.44,21.44,0.0,32.96,32.96,0.0
2003-10-01,10.36,10.36,0.0,20.94,20.94,0.0,32.19,32.19,0.0
2003-10-02,10.17,10.17,0.0,20.69,20.69,0.0,31.84,31.84,0.0
2003-10-03,10.23,10.23,0.0,21.0,21.0,0.0,32.27,32.27,0.0
2003-10-04,10.0,10.0,0.0,20.88,20.88,0.0,31.84,31.84,0.0
2003-10-05,9.869,9.869,0.0,20.22,20.22,0.0,30.91,30.91,0.0
2003-10-06,9.765,9.765,0.0,19.73,19.73,0.0,30.38,30.38,0.0
2003-10-07,9.716,9.716,0.0,19.8,19.8,0.0,30.39,30.39,0.0
2003-10-08,9.65,9.65,0.0,19.78,19.78,0.0,30.29,30.29,0.0
2003-10-09,9.432,9.432,0.0,19.37,19.37,0.0,29.59,29.59,0.0
2003-10-10,9.261,9.261,0.0,19.24,19.24,0.0,29.33,29.33,0.0
2003-10-11,9.27,9.27,0.0,18.75,18.75,0.0,28.83,28.83,0.0
2003-10-12,9.208,9.208,0.0,18.81,18.81,0.0,28.82,28.82,0.0
2003-10-13,9.105,9.105,0.0,18.51,18.51,0.0,28.45,28.45,0.0
2003-10-14,9.805,9.805,0.0,19.96,19.96,0.0,31.03,31.03,0.0
2003-10-15,9.191,9.191,0.0,18.58,18.58,0.0,28.54,28.54,0.0
2003-10-16,9.149,9.149,0.0,18.23,18.23,0.0,28.13,28.13,0.0
2003-10-17,9.139,9.139,0.0,18.41,18.41,0.0,28.4,28.4,0.0
2003-10-18,8.833,8.833,0.0,17.91,17.91,0.0,27.56,27.56,0.0
2003-10-19,8.795,8.795,0.0,17.77,17.77,0.0,27.19,27.19,0.0
2003-10-20,8.712,8.712,0.0,17.55,17.55,0.0,26.95,26.95,0.0
2003-10-21,8.68,8.68,0.0,17.32,17.32,0.0,26.73,26.73,0.0
2003-10-22,8.636,8.636,0.0,17.37,17.37,0.0,26.78,26.78,0.0
2003-10-23,8.361,8.361,0.0,16.91,16.91,0.0,26.03,26.03,0.0
2003-10-24,8.314,8.314,0.0,16.83,16.83,0.0,25.73,25.73,0.0
2003-10-25,8.25,8.25,0.0,16.6,16.6,0.0,25.49,25.49,0.0
2003-10-26,8.429,8.429,0.0,16.79,16.79,0.0,26.04,26.04,0.0
2003-10-27,8.479,8.479,0.0,17.16,17.16,0.0,26.55,26.55,0.0
2003-10-28,8.286,8.286,0.0,16.83,16.83,0.0,25.81,25.81,0.0
2003-10-29,8.038,8.038,0.0,16.47,16.47,0.0,25.15,25.15,0.0
2003-10-30,7.954,7.954,0.0,16.28,16.28,0.0,24.8,24.8,0.0
2003-10-31,7.9,7.9,0.0,15.97,15.97,0.0,24.43,24.43,0.0
2003-11-01,7.838,7.838,0.0,15.86,15.86,0.0,24.24,24.24,0.0
2003-11-02,7.656,7.656,0.0,15.73,15.73,0.0,23.96,23.96,0.0
2003-11-03,7.596,7.596,0.0,15.44,15.44,0.0,23.51,23.51,0.0
2003-11-04,7.555,7.555,0.0,15.23,15.23,0.0,23.29,23.29,0.0
2003-11-05,7.768,7.768,0.0,15.85,15.85,0.0,24.42,24.42,0.0
2003-11-06,7.558,7.558,0.0,15.39,15.39,0.0,23.57,23.57,0.0
2003-11-07,7.361,7.361,0.0,14.93,14.93,0.0,22.79,22.79,0.0
2003-11-08,7.201,7.201,0.0,14.81,14.81,0.0,22.47,22.47,0.0
2003-11-09,7.183,7.183,0.0,14.56,14.56,0.0,22.21,22.21,0.0
2003-11-10,7.223,7.223,0.0,14.53,14.53,0.0,22.21,22.21,0.0
2003-11-11,7.88,7.88,0.0,16.89,16.89,0.0,26.02,26.02,0.0
2003-11-12,8.103,8.103,0.0,17.75,17.75,0.0,26.46,26.46,0.0
2003-11-13,7.603,7.603,0.0,16.9,16.9,0.0,24.93,24.93,0.0
2003-11-14,7.597,7.597,0.0,16.77,16.77,0.0,24.62,24.62,0.0
2003-11-15,7.634,7.634,0.0,16.32,16.32,0.0,24.41,24.41,0.0
2003-11-16,7.563,7.563,0.0,16.08,16.08,0.0,24.08,24.08,0.0
2003-11-17,7.232,7.232,0.0,16.27,16.27,0.0,23.93,23.93,0.0
2003-11-18,8.915,8.915,0.0,18.78,18.78,0.0,28.31,28.31,0.0
