date,old_01605500,new_01605500,abs_diff_01605500,old_01606000,new_01606000,abs_diff_01606000,old_01606500,new_01606500,abs_diff_01606500
2003-03-09,19.37,19.37,0.0,35.83,35.83,0.0,56.28,56.28,0.0
2003-03-10,18.04,18.04,0.0,40.16,40.16,0.0,58.12,58.12,0.0
2003-03-11,18.68,18.68,0.0,41.9,41.9,0.0,59.97,59.97,0.0
2003-03-12,15.99,15.99,0.0,40.66,40.66,0.0,56.98,56.98,0.0
2003-03-13,17.74,17.74,0.0,36.82,36.82,0.0,54.91,54.91,0.0
2003-03-14,17.97,17.97,0.0,41.63,41.63,0.0,59.76,59.76,0.0
2003-03-15,16.42,16.42,0.0,39.51,39.51,0.0,56.39,56.39,0.0
2003-03-16,15.55,15.55,0.0,41.24,41.24,0.0,56.81,56.81,0.0
2003-03-17,14.6,14.6,0.0,40.01,40.01,0.0,54.55,54.55,0.0
2003-03-18,14.94,14.94,0.0,34.71,34.71,0.0,49.52,49.52,0.0
2003-03-19,17.41,17.41,0.0,38.93,38.93,0.0,56.34,56.34,0.0
2003-03-20,22.86,22.86,0.0,46.51,46.51,0.0,69.77,69.77,0.0
2003-03-21,21.89,21.89,0.0,42.49,42.49,0.0,65.31,65.31,0.0
2003-03-22,20.39,20.39,0.0,42.66,42.66,0.0,64.32,64.32,0.0
2003-03-23,17.86,17.86,0.0,38.85,38.85,0.0,57.08,57.08,0.0
2003-03-24,16.47,16.47,0.0,35.89,35.89,0.0,52.79,52.79,0.0
2003-03-25,16.71,16.71,0.0,34.84,34.84,0.0,52.11,52.11,0.0
2003-03-26,17.06,17.06,0.0,36.37,36.37,0.0,54.03,54.03,0.0
2003-03-27,15.67,15.67,0.0,36.19,36.19,0.0,52.59,52.59,0.0
2003-03-28,15.21,15.21,0.0,35.5,35.5,0.0,50.42,50.42,0.0
2003-03-29,17.4,17.4,0.0,34.87,34.87,0.0,52.48,52.48,0.0
2003-03-30,17.47,17.47,0.0,33.47,33.47,0.0,51.47,51.47,0.0
2003-03-31,18.51,18.51,0.0,33.77,33.77,0.0,52.21,52.21,0.0
2003-04-01,16.91,16.91,0.0,35.71,35.71,0.0,53.01,53.01,0.0
2003-04-02,15.56,15.56,0.0,36.01,36.01,0.0,51.43,51.43,0.0
2003-04-03,14.85,14.85,0.0,35.38,35.38,0.0,49.87,49.87,0.0
2003-04-04,15.25,15.25,0.0,31.47,31.47,0.0,46.75,46.75,0.0
2003-04-05,15.2,15.2,0.0,31.62,31.62,0.0,46.78,46.78,0.0
2003-04-06,19.02,19.02,0.0,37.98,37.98,0.0,57.5,57.5,0.0
2003-04-07,23.16,23.16,0.0,42.16,42.16,0.0,64.72,64.72,0.0
2003-04-08,25.22,25.22,0.0,43.24,43.24,0.0,68.11,68.11,0.0
2003-04-09,25.07,25.07,0.0,43.42,43.42,0.0,68.59,68.59,0.0
2003-04-10,27.89,27.89,0.0,46.54,46.54,0.0,74.44,74.44,0.0
2003-04-11,21.63,21.63,0.0,48.09,48.09,0.0,69.41,69.41,0.0
2003-04-12,19.68,19.68,0.0,37.83,37.83,0.0,58.34,58.34,0.0
2003-04-13,20.63,20.63,0.0,39.93,39.93,0.0,61.1,61.1,0.0
2003-04-14,19.79,19.79,0.0,38.26,38.26,0.0,58.98,58.98,0.0
2003-04-15,19.19,19.19,0.0,38.72,38.72,0.0,58.82,58.82,0.0
2003-04-16,17.76,17.76,0.0,37.19,37.19,0.0,54.52,54.52,0.0
2003-04-17,19.05,19.05,0.0,32.71,32.71,0.0,51.59,51.59,0.0
2003-04-18,20.44,20.44,0.0,35.51,35.51,0.0,56.15,56.15,0.0
2003-04-19,20.15,20.15,0.0,33.75,33.75,0.0,54.01,54.01,0.0
2003-04-20,20.19,20.19,0.0,33.83,33.83,0.0,54.03,54.03,0.0
2003-04-21,18.64,18.64,0.0,34.8,34.8,0.0,54.58,54.58,0.0
2003-04-22,17.0,17.0,0.0,31.01,31.01,0.0,47.86,47.86,0.0
2003-04-23,17.6,17.6,0.0,31.01,31.01,0.0,48.34,48.34,0.0
2003-04-24,17.62,17.62,0.0,31.4,31.4,0.0,48.86,48.86,0.0
2003-04-25,17.62,17.62,0.0,30.19,30.19,0.0,47.82,47.82,0.0
2003-04-26,16.89,16.89,0.0,30.86,30.86,0.0,47.93,47.93,0.0
2003-04-27,15.79,15.79,0.0,30.45,30.45,0.0,45.44,45.44,0.0
2003-04-28,14.87,14.87,0.0,26.25,26.25,0.0,40.95,40.95,0.0
2003-04-29,15.56,15.56,0.0,27.58,27.58,0.0,42.58,42.58,0.0
2003-04-30,17.31,17.31,0.0,30.41,30.41,0.0,47.25,47.25,0.0
2003-05-01,17.61,17.61,0.0,33.26,33.26,0.0,50.55,50.55,0.0
2003-05-02,18.22,18.22,0.0,34.2,34.2,0.0,52.1,52.1,0.0
2003-05-03,22.0,22.0,0.0,37.88,37.88,0.0,58.96,58.96,0.0
2003-05-04,22.92,22.92,0.0,36.84,36.84,0.0,59.1,59.1,0.0
2003-05-05,22.56,22.56,0.0,38.14,38.14,0.0,59.89,59.89,0.0
2003-05-06,16.26,16.26,0.0,31.12,31.12,0.0,47.62,47.62,0.0
2003-05-07,17.39,17.39,0.0,34.41,34.41,0.0,51.97,51.97,0.0
2003-05-08,20.48,20.48,0.0,37.79,37.79,0.0,58.6,58.6,0.0
2003-05-09,29.33,29.33,0.0,50.88,50.88,0.0,80.77,80.77,0.0
2003-05-10,35.69,35.69,0.0,58.28,58.28,0.0,93.82,93.82,0.0
2003-05-11,30.06,30.06,0.0,54.34,54.34,0.0,86.35,86.35,0.0
2003-05-12,29.04,29.04,0.0,50.52,50.52,0.0,80.06,80.06,0.0
2003-05-13,20.76,20.76,0.0,40.67,40.67,0.0,63.46,63.46,0.0
2003-05-14,22.17,22.17,0.0,42.52,42.52,0.0,66.11,66.11,0.0
2003-05-15,23.99,23.99,0.0,45.95,45.95,0.0,71.44,71.44,0.0
2003-05-16,25.46,25.46,0.0,46.6,46.6,0.0,73.45,73.45,0.0
2003-05-17,32.68,32.68,0.0,52.2,52.2,0.0,86.35,86.35,0.0
2003-05-18,34.67,34.67,0.0,50.27,50.27,0.0,85.89,85.89,0.0
2003-05-19,30.51,30.51,0.0,40.31,40.31,0.0,69.65,69.65,0.0
2003-05-20,26.47,26.47,0.0,44.19,44.19,0.0,72.17,72.17,0.0
2003-05-21,26.41,26.41,0.0,45.58,45.58,0.0,73.33,73.33,0.0
2003-05-22,26.91,26.91,0.0,45.42,45.42,0.0,73.27,73.27,0.0
2003-05-23,26.89,26.89,0.0,43.39,43.39,0.0,71.01,71.01,0.0
2003-05-24,25.48,25.48,0.0,35.57,35.57,0.0,59.9,59.9,0.0
2003-05-25,21.57,21.57,0.0,37.51,37.51,0.0,60.07,60.07,0.0
2003-05-26,22.78,22.78,0.0,38.1,38.1,0.0,61.1,61.1,0.0
2003-05-27,23.73,23.73,0.0,39.27,39.27,0.0,63.18,63.18,0.0
2003-05-28,24.09,24.09,0.0,39.07,39.07,0.0,63.05,63.05,0.0
2003-05-29,23.67,23.67,0.0,36.86,36.86,0.0,60.62,60.62,0.0
2003-05-30,21.44,21.44,0.0,31.99,31.99,0.0,53.49,53.49,0.0
2003-05-31,20.77,20.77,0.0,37.77,37.77,0.0,59.05,59.05,0.0
2003-06-01,20.93,20.93,0.0,37.8,37.8,0.0,58.61,58.61,0.0
2003-06-02,22.25,22.25,0.0,38.1,38.1,0.0,60.2,60.2,0.0
2003-06-03,30.15,30.15,0.0,44.73,44.73,0.0,73.53,73.53,0.0
2003-06-04,29.55,29.55,0.0,44.84,44.84,0.0,74.13,74.13,0.0
2003-06-05,27.32,27.32,0.0,43.11,43.11,0.0,70.56,70.56,0.0
2003-06-06,28.34,28.34,0.0,35.1,35.1,0.0,63.26,63.26,0.0
2003-06-07,23.6,23.6,0.0,40.38,40.38,0.0,64.54,64.54,0.0
2003-06-08,26.61,26.61,0.0,43.4,43.4,0.0,69.83,69.83,0.0
2003-06-09,26.23,26.23,0.0,43.21,43.21,0.0,69.54,69.54,0.0
2003-06-10,25.87,25.87,0.0,42.39,42.39,0.0,68.3,68.3,0.0
2003-06-11,25.34,25.34,0.0,36.38,36.38,0.0,61.23,61.23,0.0
2003-06-12,22.02,22.02,0.0,35.06,35.06,0.0,57.1,57.1,0.0
2003-06-13,23.19,23.19,0.0,38.66,38.66,0.0,62.39,62.39,0.0
2003-06-14,23.74,23.74,0.0,40.11,40.11,0.0,64.55,64.55,0.0
2003-06-15,25.15,25.15,0.0,41.13,41.13,0.0,66.81,66.81,0.0
2003-06-16,27.66,27.66,0.0,42.17,42.17,0.0,69.69,69.69,0.0
2003-06-17,27.65,27.65,0.0,43.32,43.32,0.0,71.37,71.37,0.0
2003-06-18,26.03,26.03,0.0,33.28,33.28,0.0,57.6,57.6,0.0
2003-06-19,22.76,22.76,0.0,38.01,38.01,0.0,62.18,62.18,0.0
2003-06-20,22.39,22.39,0.0,39.57,39.57,0.0,63.38,63.38,0.0
2003-06-21,22.87,22.87,0.0,39.56,39.56,0.0,63.33,63.33,0.0
2003-06-22,22.66,22.66,0.0,38.62,38.62,0.0,61.87,61.87,0.0
2003-06-23,22.13,22.13,0.0,32.46,32.46,0.0,53.66,53.66,0.0
2003-06-24,18.16,18.16,0.0,31.36,31.36,0.0,50.26,50.26,0.0
2003-06-25,18.82,18.82,0.0,32.12,32.12,0.0,51.18,51.18,0.0
2003-06-26,18.86,18.86,0.0,31.94,31.94,0.0,50.87,50.87,0.0
2003-06-27,18.48,18.48,0.0,31.13,31.13,0.0,49.58,49.58,0.0
2003-06-28,16.13,16.13,0.0,26.0,26.0,0.0,42.0,42.0,0.0
2003-06-29,16.1,16.1,0.0,26.63,26.63,0.0,42.56,42.56,0.0
2003-06-30,16.06,16.06,0.0,26.63,26.63,0.0,42.43,42.43,0.0
2003-07-01,15.81,15.81,0.0,26.22,26.22,0.0,41.81,41.81,0.0
2003-07-02,15.65,15.65,0.0,24.65,24.65,0.0,39.83,39.83,0.0
2003-07-03,14.41,14.41,0.0,22.97,22.97,0.0,36.76,36.76,0.0
2003-07-04,13.57,13.57,0.0,22.37,22.37,0.0,35.68,35.68,0.0
2003-07-05,13.6,13.6,0.0,22.17,22.17,0.0,35.35,35.35,0.0
2003-07-06,13.49,13.49,0.0,21.97,21.97,0.0,35.13,35.13,0.0
2003-07-07,13.97,13.97,0.0,23.18,23.18,0.0,37.95,37.95,0.0
2003-07-08,13.14,13.14,0.0,22.65,22.65,0.0,36.36,36.36,0.0
2003-07-09,13.11,13.11,0.0,23.61,23.61,0.0,37.05,37.05,0.0
2003-07-10,11.99,11.99,0.0,22.54,22.54,0.0,34.84,34.84,0.0
2003-07-11,11.86,11.86,0.0,22.08,22.08,0.0,33.99,33.99,0.0
2003-07-12,11.74,11.74,0.0,21.6,21.6,0.0,33.35,33.35,0.0
2003-07-13,11.41,11.41,0.0,20.93,20.93,0.0,32.22,32.22,0.0
2003-07-14,10.94,10.94,0.0,19.51,19.51,0.0,30.49,30.49,0.0
2003-07-15,10.47,10.47,0.0,18.95,18.95,0.0,29.08,29.08,0.0
2003-07-16,9.788,9.788,0.0,18.21,18.21,0.0,27.97,27.97,0.0
2003-07-17,9.775,9.775,0.0,18.05,18.05,0.0,27.69,27.69,0.0
2003-07-18,9.651,9.651,0.0,17.64,17.64,0.0,27.11,27.11,0.0
2003-07-19,9.122,9.122,0.0,16.51,16.51,0.0,25.51,25.51,0.0
2003-07-20,8.944,8.944,0.0,15.84,15.84,0.0,24.54,24.54,0.0
2003-07-21,8.417,8.417,0.0,15.62,15.62,0.0,23.76,23.76,0.0
2003-07-22,7.944,7.944,0.0,14.98,14.98,0.0,22.88,22.88,0.0
2003-07-23,7.88,7.88,0.0,14.75,14.75,0.0,22.55,22.55,0.0
2003-07-24,7.515,7.515,0.0,13.75,13.75,0.0,21.17,21.17,0.0
2003-07-25,7.358,7.358,0.0,13.26,13.26,0.0,20.43,20.43,0.0
2003-07-26,7.079,7.079,0.0,13.07,13.07,0.0,19.86,19.86,0.0
2003-07-27,6.853,6.853,0.0,13.22,13.22,0.0,20.42,20.42,0.0
2003-07-28,6.957,6.957,0.0,14.08,14.08,0.0,21.68,21.68,0.0
2003-07-29,6.316,6.316,0.0,12.22,12.22,0.0,18.63,18.63,0.0
2003-07-30,6.086,6.086,0.0,11.94,11.94,0.0,18.18,18.18,0.0
2003-07-31,6.047,6.047,0.0,11.8,11.8,0.0,18.04,18.04,0.0
2003-08-01,5.832,5.832,0.0,11.43,11.43,0.0,17.31,17.31,0.0
2003-08-02,5.633,5.633,0.0,11.19,11.19,0.0,17.12,17.12,0.0
2003-08-03,5.646,5.646,0.0,11.03,11.03,0.0,16.98,16.98,0.0
2003-08-04,6.058,6.058,0.0,11.46,11.46,0.0,18.16,18.16,0.0
2003-08-05,5.971,5.971,0.0,11.74,11.74,0.0,18.47,18.47,0.0
2003-08-06,5.628,5.628,0.0,10.96,10.96,0.0,17.02,17.02,0.0
2003-08-07,5.764,5.764,0.0,11.37,11.37,0.0,17.81,17.81,0.0
2003-08-08,5.669,5.669,0.0,11.14,11.14,0.0,17.64,17.64,0.0
2003-08-09,6.108,6.108,0.0,13.56,13.56,0.0,21.09,21.09,0.0
2003-08-10,6.432,6.432,0.0,15.94,15.94,0.0,24.81,24.81,0.0
2003-08-11,6.847,6.847,0.0,16.79,16.79,0.0,26.03,26.03,0.0
2003-08-12,6.897,6.897,0.0,19.23,19.23,0.0,29.31,29.31,0.0
2003-08-13,6.434,6.434,0.0,18.37,18.37,0.0,27.53,27.53,0.0
2003-08-14,6.245,6.245,0.0,17.77,17.77,0.0,25.99,25.99,0.0
2003-08-15,5.799,5.799,0.0,16.37,16.37,0.0,24.65,24.65,0.0
2003-08-16,5.988,5.988,0.0,15.46,15.46,0.0,24.44,24.44,0.0
2003-08-17,5.549,5.549,0.0,16.12,16.12,0.0,24.41,24.41,0.0
2003-08-18,5.414,5.414,0.0,16.49,16.49,0.0,24.58,24.58,0.0
2003-08-19,5.28,5.28,0.0,16.28,16.28,0.0,23.64,23.64,0.0
2003-08-20,4.899,4.899,0.0,14.77,14.77,0.0,21.63,21.63,0.0
2003-08-21,4.804,4.804,0.0,13.04,13.04,0.0,19.83,19.83,0.0
2003-08-22,4.677,4.677,0.0,13.67,13.67,0.0,20.38,20.38,0.0
2003-08-23,4.54,4.54,0.0,13.66,13.66,0.0,20.13,20.13,0.0
2003-08-24,4.395,4.395,0.0,13.41,13.41,0.0,19.7,19.7,0.0
2003-08-25,4.24,4.24,0.0,12.34,12.34,0.0,18.14,18.14,0.0
2003-08-26,4.029,4.029,0.0,11.4,11.4,0.0,17.27,17.27,0.0
2003-08-27,4.429,4.429,0.0,12.32,12.32,0.0,18.81,18.81,0.0
2003-08-28,4.042,4.042,0.0,11.57,11.57,0.0,17.21,17.21,0.0
2003-08-29,4.007,4.007,0.0,11.5,11.5,0.0,17.15,17.15,0.0
2003-08-30,3.972,3.972,0.0,10.48,10.48,0.0,16.15,16.15,0.0
2003-08-31,3.804,3.804,0.0,10.62,10.62,0.0,15.84,15.84,0.0
2003-09-01,3.996,3.996,0.0,11.62,11.62,0.0,17.28,17.28,0.0
2003-09-02,4.338,4.338,0.0,13.35,13.35,0.0,19.35,19.35,0.0
2003-09-03,5.004,5.004,0.0,16.84,16.84,0.0,24.06,24.06,0.0
2003-09-04,4.727,4.727,0.0,16.51,16.51,0.0,22.85,22.85,0.0
2003-09-05,4.568,4.568,0.0,16.26,16.26,0.0,22.33,22.33,0.0
2003-09-06,4.431,4.431,0.0,15.88,15.88,0.0,21.68,21.68,0.0
2003-09-07,4.15,4.15,0.0,12.83,12.83,0.0,18.08,18.08,0.0
2003-09-08,3.967,3.967,0.0,12.81,12.81,0.0,18.01,18.01,0.0
2003-09-09,3.867,3.867,0.0,13.2,13.2,0.0,18.31,18.31,0.0
2003-09-10,3.792,3.792,0.0,13.18,13.18,0.0,18.13,18.13,0.0
2003-09-11,3.689,3.689,0.0,12.76,12.76,0.0,17.58,17.58,0.0
2003-09-12,3.628,3.628,0.0,11.24,11.24,0.0,15.89,15.89,0.0
2003-09-13,3.338,3.338,0.0,11.11,11.11,0.0,15.55,15.55,0.0
2003-09-14,3.222,3.222,0.0,11.09,11.09,0.0,15.36,15.36,0.0
2003-09-15,4.163,4.163,0.0,14.35,14.35,0.0,19.75,19.75,0.0
2003-09-16,3.395,3.395,0.0,12.25,12.25,0.0,16.48,16.48,0.0
2003-09-17,12.66,12.66,0.0,10.98,10.98,0.0,27.71,27.71,0.0
2003-09-18,19.45,19.45,0.0,46.38,46.38,0.0,77.07,77.07,0.0
2003-09-19,15.24,15.24,0.0,34.04,34.04,0.0,54.85,54.85,0.0
2003-09-20,14.25,14.25,0.0,30.01,30.01,0.0,48.08,48.08,0.0
2003-09-21,13.65,13.65,0.0,28.78,28.78,0.0,45.78,45.78,0.0
2003-09-22,12.7,12.7,0.0,29.72,29.72,0.0,44.44,44.44,0.0
2003-09-23,11.92,11.92,0.0,23.9,23.9,0.0,37.41,37.41,0.0
2003-09-24,10.46,10.46,0.0,20.71,20.71,0.0,33.83,33.83,0.0
2003-09-25,11.03,11.03,0.0,22.82,22.82,0.0,35.63,35.63,0.0
2003-09-26,10.2,10.2,0.0,23.24,23.24,0.0,35.63,35.63,0.0
2003-09-27,10.21,10.21,0.0,20.76,20.76,0.0,33.12,33.12,0.0
2003-09-28,9.348,9.348,0.0,19.37,19.37,0.0,30.69,30.69,0.0
2003-09-29,9.33,9.33,0.0,20.19,20.19,0.0,31.32,31.32,0.0
2003-09-30,9.369,9.369,0.0,20.68,20.68,0.0,31.42,31.42,0.0
2003-10-01,8.377,8.377,0.0,20.22,20.22,0.0,30.36,30.36,0.0
2003-10-02,8.11,8.11,0.0,18.56,18.56,0.0,28.24,28.24,0.0
2003-10-03,8.093,8.093,0.0,16.64,16.64,0.0,26.15,26.15,0.0
2003-10-04,7.937,7.937,0.0,16.87,16.87,0.0,26.21,26.21,0.0
2003-10-05,7.755,7.755,0.0,16.95,16.95,0.0,25.71,25.71,0.0
2003-10-06,7.371,7.371,0.0,16.74,16.74,0.0,25.28,25.28,0.0
2003-10-07,6.659,6.659,0.0,14.64,14.64,0.0,22.47,22.47,0.0
2003-10-08,6.636,6.636,0.0,14.5,14.5,0.0,22.3,22.3,0.0
2003-10-09,6.528,6.528,0.0,14.29,14.29,0.0,21.95,21.95,0.0
2003-10-10,6.4,6.4,0.0,14.21,14.21,0.0,21.45,21.45,0.0
2003-10-11,6.217,6.217,0.0,13.92,13.92,0.0,21.04,21.04,0.0
2003-10-12,5.526,5.526,0.0,12.44,12.44,0.0,19.05,19.05,0.0
2003-10-13,5.643,5.643,0.0,12.17,12.17,0.0,18.74,18.74,0.0
2003-10-14,7.206,7.206,0.0,14.5,14.5,0.0,23.27,23.27,0.0
2003-10-15,6.305,6.305,0.0,13.03,13.03,0.0,20.29,20.29,0.0
2003-10-16,6.171,6.171,0.0,12.73,12.73,0.0,19.76,19.76,0.0
2003-10-17,5.968,5.968,0.0,12.46,12.46,0.0,19.08,19.08,0.0
2003-10-18,5.362,5.362,0.0,10.93,10.93,0.0,17.06,17.06,0.0
2003-10-19,5.35,5.35,0.0,11.05,11.05,0.0,17.14,17.14,0.0
2003-10-20,5.276,5.276,0.0,10.73,10.73,0.0,16.71,16.71,0.0
2003-10-21,5.173,5.173,0.0,10.64,10.64,0.0,16.52,16.52,0.0
2003-10-22,4.995,4.995,0.0,10.39,10.39,0.0,15.92,15.92,0.0
2003-10-23,4.81,4.81,0.0,9.376,9.376,0.0,14.7,14.7,0.0
2003-10-24,4.356,4.356,0.0,9.269,9.269,0.0,14.28,14.28,0.0
2003-10-25,4.361,4.361,0.0,9.171,9.171,0.0,14.13,14.13,0.0
2003-10-26,4.642,4.642,0.0,9.352,9.352,0.0,14.7,14.7,0.0
2003-10-27,4.735,4.735,0.0,10.08,10.08,0.0,15.52,15.52,0.0
2003-10-28,4.583,4.583,0.0,10.23,10.23,0.0,15.14,15.14,0.0
2003-10-29,4.275,4.275,0.0,10.18,10.18,0.0,14.85,14.85,0.0
2003-10-30,4.151,4.151,0.0,9.541,9.541,0.0,14.01,14.01,0.0
2003-10-31,3.958,3.958,0.0,8.848,8.848,0.0,13.17,13.17,0.0
2003-11-01,3.905,3.905,0.0,8.393,8.393,0.0,12.62,12.62,0.0
2003-11-02,3.777,3.777,0.0,8.381,8.381,0.0,12.33,12.33,0.0
2003-11-03,3.688,3.688,0.0,8.316,8.316,0.0,12.22,12.22,0.0
2003-11-04,3.434,3.434,0.0,7.939,7.939,0.0,11.65,11.65,0.0
2003-11-05,3.712,3.712,0.0,8.167,8.167,0.0,12.44,12.44,0.0
2003-11-06,3.453,3.453,0.0,7.9,7.9,0.0,11.74,11.74,0.0
2003-11-07,3.321,3.321,0.0,7.367,7.367,0.0,10.91,10.91,0.0
2003-11-08,3.212,3.212,0.0,7.21,7.21,0.0,10.54,10.54,0.0
2003-11-09,3.135,3.135,0.0,7.079,7.079,0.0,10.37,10.37,0.0
2003-11-10,3.139,3.139,0.0,6.5,6.5,0.0,9.851,9.851,0.0
2003-11-11,4.24,4.24,0.0,11.95,11.95,0.0,17.58,17.58,0.0
2003-11-12,5.863,5.863,0.0,16.44,16.44,0.0,22.29,22.29,0.0
2003-11-13,5.4,5.4,0.0,16.1,16.1,0.0,21.32,21.32,0.0
2003-11-14,5.345,5.345,0.0,16.06,16.06,0.0,21.18,21.18,0.0
2003-11-15,5.259,5.259,0.0,16.17,16.17,0.0,21.46,21.46,0.0
2003-11-16,5.133,5.133,0.0,16.39,16.39,0.0,21.25,21.25,0.0
2003-11-17,3.998,3.998,0.0,11.69,11.69,0.0,15.93,15.93,0.0
2003-11-18,8.629,8.629,0.0,18.96,18.96,0.0,27.84,27.84,0.0
