year,date,temperature_C,n_vertices
2020,2020-06-03,33.59684008350787,2
2020,2020-06-04,34.41370469868706,2
2020,2020-06-05,26.930169507767484,2
2020,2020-06-06,20.843212330469406,2
2020,2020-06-07,22.45059217022028,2
2020,2020-06-08,24.479575662229895,2
2020,2020-06-09,26.139654283195807,2
2020,2020-06-10,27.799732904161715,2
2020,2020-06-11,28.03689082216783,2
2020,2020-06-12,27.9841920409528,2
2020,2020-06-13,26.956518898375,2
2020,2020-06-14,28.484850566303322,2
2020,2020-06-15,30.59288223013549,2
2020,2020-06-16,29.986826142354897,2
2020,2020-06-17,29.61791457004196,2
2020,2020-06-18,26.956518898375,2
2020,2020-06-19,26.218709156287584,2
2020,2020-06-20,26.956518898375,2
2020,2020-06-21,21.47562451012675,2
2020,2020-06-22,23.056654959270105,2
2020,2020-06-23,25.11198784188724,2
2020,2020-06-24,27.72068473233916,2
2020,2020-06-25,27.40447864251049,2
2020,2020-06-26,28.30039142951224,2
2020,2020-06-27,27.85243838664598,2
2020,2020-06-28,23.97891713687937,2
2020,2020-06-29,16.83794412766521,2
2020,2020-06-30,22.371537297128498,2
2020,2020-07-01,25.270090886801576,2
2020,2020-07-02,30.355731013398604,2
2020,2020-07-03,28.880104827954547,2
2020,2020-07-04,29.82872309744056,2
2020,2020-07-05,26.772066462853147,2
2020,2020-07-06,24.637678707144232,2
2020,2020-07-07,24.84848723454283,2
2020,2020-07-08,27.50988290620979,2
2020,2020-07-09,27.50988290620979,2
2020,2020-07-10,28.985509091653846,2
2020,2020-07-11,30.698286493834793,2
2020,2020-07-12,25.691701240329543,2
2020,2020-07-13,26.508565855508742,2
2020,2020-07-14,28.08958960338287,2
2020,2020-07-15,29.064557263476402,2
2020,2020-07-16,30.566532839527973,2
2020,2020-07-17,31.4360962359222,2
2020,2020-07-18,32.01580963436451,2
2020,2020-07-19,34.12384799946591,2
2020,2020-07-20,31.304349282884615,2
2020,2020-07-21,31.4360962359222,2
2020,2020-07-22,30.14492918726923,2
2020,2020-07-23,27.69433534173164,2
2020,2020-07-24,29.301715181482514,2
2020,2020-07-25,29.275359089605768,2
2020,2020-07-26,31.01449258366346,2
2020,2020-07-27,25.71805063093706,2
2020,2020-07-28,26.40316159180944,2
2020,2020-07-29,27.64162985924738,2
2020,2020-07-30,25.507248804807688,2
2020,2020-07-31,25.8761536758514,2
2020,2020-08-01,27.95783594907605,2
2020,2020-08-02,28.959152999777096,2
2020,2020-08-03,31.831357198842657,2
2020,2020-08-04,29.328064572090035,2
2020,2020-08-05,28.326747521388988,2
2020,2020-08-06,30.671937103227272,2
2020,2020-08-07,30.566532839527973,2
2020,2020-08-08,29.48616761700437,2
2020,2020-08-09,29.881421878655594,2
2020,2020-08-10,30.856389538749127,2
2020,2020-08-11,29.67062005252622,2
2020,2020-08-12,28.432145083819055,2
2020,2020-08-13,29.011858482261363,2
2020,2020-08-14,24.26877383610052,2
2020,2020-08-15,25.849804285243884,2
2020,2020-08-16,26.034256720765736,2
2020,2020-08-17,27.378129251902973,2
2020,2020-08-18,28.82740604673951,2
2020,2020-08-19,26.903820117159967,2
2020,2020-08-20,29.69696944313374,2
2020,2020-08-21,28.27404203890472,2
2020,2020-08-22,28.115938993990387,2
2020,2020-08-23,26.58761402733129,2
2020,2020-08-24,26.613963417938812,2
2020,2020-08-25,32.04215902497203,2
2020,2020-08-26,25.006583578187936,2
2020,2020-08-27,19.973648934075175,2
2020,2020-08-28,21.13306902969056,2
2020,2020-08-29,22.23979034409091,2
2020,2020-08-30,22.76679826004895,2
2020,2020-08-31,24.55863053532168,2
2020,2020-09-01,24.374178099799828,2
2020,2020-09-02,27.905137167861014,2
2020,2020-09-03,27.799732904161715,2
2020,2020-09-04,27.72068473233916,2
2020,2020-09-05,26.772066462853147,2
2020,2020-09-06,22.89855191435577,1
