year,date,TMAX_C,TMIN_C,TMIN_source,red_y,black_y,Meng_single_T_C,RAIN_mm
2020,2020-05-17,30.28193141982777,18.20397291781636,black_curve,400.0,573.5,27.536232296817307,0.0
2020,2020-05-18,29.725022670455488,27.455473587011298,mean_identity_fallback,408.0,,28.590248128733393,0.0
2020,2020-05-19,28.193523609681705,31.674717710059554,mean_identity_fallback,430.0,,29.93412065987063,2.0498078180571273
2020,2020-05-20,28.193523609681705,25.87762393325186,mean_identity_fallback,430.0,,27.035573771466783,0.0
2020,2020-05-21,23.56421963052459,22.865296377844288,mean_identity_fallback,496.5,,23.21475800418444,6.075461316406434
2020,2020-05-22,27.358160485623277,24.446845647294555,mean_identity_fallback,442.0,,25.902503066458916,0.0
2020,2020-05-23,29.79463626412702,27.385859993339764,mean_identity_fallback,407.0,,28.590248128733393,0.0
2020,2020-05-24,29.585795483112417,16.498439872863734,black_curve,410.0,598.0,26.376812201201925,3.043013668043571
2020,2020-05-25,30.978067356543125,25.67542768623485,mean_identity_fallback,390.0,,28.326747521388988,0.0
2020,2020-05-26,33.55377032238994,26.52527952474992,mean_identity_fallback,353.0,,30.039524923569928,0.0
2020,2020-05-27,34.04106547809069,28.883839177507213,mean_identity_fallback,346.0,,31.46245232779895,0.0
2020,2020-05-28,29.02888673374013,27.782704652682945,mean_identity_fallback,418.0,,28.405795693211537,0.0
2020,2020-05-29,30.978067356543125,22.882271658991844,mean_identity_fallback,390.0,,26.930169507767484,0.0
2020,2020-05-30,33.41454313504687,16.25479229501336,black_curve,355.0,601.5,27.140971333896854,0.0
2020,2020-05-31,33.90183829074762,30.656795595208678,mean_identity_fallback,348.0,,32.27931694297815,0.0
2020,2020-06-01,35.85101891355062,19.770278775425908,black_curve,320.0,551.0,30.540183448920452,0.0
2020,2020-06-02,37.24329078698132,21.684652601393132,black_curve,300.0,523.5,32.49011876910752,0.0
2020,2020-06-03,36.26870047557983,30.924979691435915,mean_identity_fallback,314.0,,33.59684008350787,0.0
2020,2020-06-04,37.10406359963825,31.723345797735874,mean_identity_fallback,302.0,,34.41370469868706,0.0
2020,2020-06-05,32.92724797934612,20.93309103618885,mean_identity_fallback,362.0,,26.930169507767484,7.079233186073584
2020,2020-06-06,26.035502205864105,13.296214563973102,black_curve,461.0,644.0,20.843212330469406,0.0
2020,2020-06-07,25.339366269148748,12.634885424093511,black_curve,471.0,653.5,22.45059217022028,1.0354699287092706
2020,2020-06-08,28.193523609681705,20.765627714778084,mean_identity_fallback,430.0,,24.479575662229895,0.0
2020,2020-06-09,30.351545013499305,15.315008780447627,black_curve,399.0,615.0,26.139654283195807,0.0
2020,2020-06-10,29.02888673374013,26.5705790745833,mean_identity_fallback,418.0,,27.799732904161715,0.0
2020,2020-06-11,29.51618188944088,26.55759975489478,mean_identity_fallback,411.0,,28.03689082216783,0.0
2020,2020-06-12,30.42115860717084,25.547225474734756,mean_identity_fallback,398.0,,27.9841920409528,0.0
2020,2020-06-13,30.42115860717084,18.134359324144818,black_curve,398.0,574.5,26.956518898375,1.0354699287092706
2020,2020-06-14,32.579180010988445,18.378006901995192,black_curve,367.0,571.0,28.484850566303322,0.0
2020,2020-06-15,35.08526938316372,19.422210807068225,black_curve,331.0,556.0,30.59288223013549,0.0
2020,2020-06-16,36.12947328823675,20.570835102648566,black_curve,316.0,539.5,29.986826142354897,0.0
2020,2020-06-17,34.145485868597994,20.187960337455117,black_curve,344.5,545.0,29.61791457004196,0.0
2020,2020-06-18,30.76922657552852,19.108949635546317,black_curve,393.0,560.5,26.956518898375,0.0
2020,2020-06-19,30.073090638813163,17.99513213680175,black_curve,403.0,576.5,26.218709156287584,0.0
2020,2020-06-20,30.28193141982777,23.631106376922226,mean_identity_fallback,400.0,,26.956518898375,1.0354699287092706
2020,2020-06-21,26.662024548907922,13.470248548151936,black_curve,452.0,641.5,21.47562451012675,0.0
2020,2020-06-22,29.02888673374013,13.01776018928696,black_curve,418.0,648.0,23.056654959270105,0.0
2020,2020-06-23,31.465362512243875,17.22938260641486,black_curve,383.0,587.5,25.11198784188724,0.0
2020,2020-06-24,31.883044074273087,19.805085572261675,black_curve,377.0,550.5,27.72068473233916,0.0
2020,2020-06-25,32.92724797934612,19.83989236909744,black_curve,362.0,550.0,27.40447864251049,0.0
2020,2020-06-26,34.94604219582065,20.46641471214126,black_curve,333.0,541.0,28.30039142951224,0.0
2020,2020-06-27,33.06647516668919,21.23216424252815,black_curve,360.0,530.0,27.85243838664598,0.0
2020,2020-06-28,26.59241095523639,17.298996200086393,black_curve,453.0,586.5,23.97891713687937,0.0
2020,2020-06-29,21.40619822670699,12.26969002862343,mean_identity_fallback,527.5,,16.83794412766521,1.0354699287092706
2020,2020-06-30,26.801251736250993,12.913339798779653,black_curve,450.0,649.5,22.371537297128498,0.0
2020,2020-07-01,31.813430480601554,16.498439872863734,black_curve,378.0,598.0,25.270090886801576,0.0
2020,2020-07-02,34.806815008477585,19.770278775425908,black_curve,335.0,551.0,30.355731013398604,0.0
2020,2020-07-03,35.015655789492186,20.91890307100624,black_curve,332.0,534.5,28.880104827954547,0.0
2020,2020-07-04,32.996861573017654,19.805085572261675,black_curve,361.0,550.5,29.82872309744056,0.0
2020,2020-07-05,30.560385794513913,19.526631197575533,black_curve,396.0,554.5,26.772066462853147,1.0354699287092706
2020,2020-07-06,28.541591578039384,19.596244791247067,black_curve,425.0,553.5,24.637678707144232,0.0
2020,2020-07-07,30.76922657552852,19.07414283871055,black_curve,393.0,561.0,24.84848723454283,0.0
2020,2020-07-08,33.62338391606148,19.24817682288939,black_curve,352.0,558.5,27.50988290620979,0.0
2020,2020-07-09,34.04106547809069,19.874699165933208,black_curve,346.0,549.5,27.50988290620979,0.0
2020,2020-07-10,33.4841567287184,20.570835102648566,black_curve,354.0,539.5,28.985509091653846,0.0
2020,2020-07-11,30.28193141982777,31.114641567841815,mean_identity_fallback,400.0,,30.698286493834793,1.0354699287092706
2020,2020-07-12,29.30734110842627,17.71667776211561,black_curve,414.0,580.5,25.691701240329543,0.0
2020,2020-07-13,32.12669165212346,17.159769012743325,black_curve,373.5,588.5,26.508565855508742,0.0
2020,2020-07-14,34.07587227492645,18.969722448203242,black_curve,345.5,562.5,28.08958960338287,0.0
2020,2020-07-15,35.29411016417833,21.162550648856616,black_curve,328.0,531.0,29.064557263476402,0.0
2020,2020-07-16,37.10406359963825,23.28576525583845,black_curve,302.0,500.5,30.566532839527973,0.0
2020,2020-07-17,39.47092578447047,24.608423535597623,black_curve,268.0,481.5,31.4360962359222,0.0
2020,2020-07-18,39.26208500345585,25.374173065984515,black_curve,271.0,470.5,32.01580963436451,0.0
2020,2020-07-19,33.55377032238994,34.69392567654188,mean_identity_fallback,353.0,,34.12384799946591,0.0
2020,2020-07-20,30.073090638813163,32.53560792695607,mean_identity_fallback,403.0,,31.304349282884615,3.043013668043571
2020,2020-07-21,32.85763438567459,30.014558086169814,mean_identity_fallback,363.0,,31.4360962359222,0.0
2020,2020-07-22,32.37033922997384,20.953709867842008,black_curve,370.0,534.0,30.14492918726923,4.057351557391428
2020,2020-07-23,33.4841567287184,21.301777836199683,black_curve,354.0,529.0,27.69433534173164,0.0
2020,2020-07-24,35.08526938316372,21.8238797887362,black_curve,331.0,521.5,29.301715181482514,1.0354699287092706
2020,2020-07-25,35.92063250722215,22.276368147601183,black_curve,319.0,515.0,29.275359089605768,0.0
2020,2020-07-26,36.26870047557983,22.171947757093882,black_curve,314.0,516.5,31.01449258366346,0.0
2020,2020-07-27,33.41454313504687,18.238779714652125,black_curve,355.0,573.0,25.71805063093706,0.0
2020,2020-07-28,32.022271261616154,19.07414283871055,black_curve,375.0,561.0,26.40316159180944,15.088276104049372
2020,2020-07-29,30.49077220084238,19.039336041874783,black_curve,397.0,561.5,27.64162985924738,0.0
2020,2020-07-30,30.76922657552852,17.99513213680175,black_curve,393.0,576.5,25.507248804807688,0.0
2020,2020-07-31,32.71840719833152,17.82109815262291,black_curve,365.0,579.0,25.8761536758514,0.0
2020,2020-08-01,34.59797422746297,19.700665181754367,black_curve,338.0,552.0,27.95783594907605,0.0
2020,2020-08-02,34.94604219582065,21.092937055185082,black_curve,333.0,532.0,28.959152999777096,0.0
2020,2020-08-03,32.71840719833152,30.944307199353794,mean_identity_fallback,365.0,,31.831357198842657,15.088276104049372
