solar_date,month,season,n_points,dtr_c,dtr_bin,tmax_c,tmin_c,daily_bias_c,daily_rmse_c,morning_n,morning_bias_c,morning_rmse_c,afternoon_n,afternoon_bias_c,afternoon_rmse_c,night_n,night_bias_c,obs_peak_checkpoint_solar_h,pred_peak_checkpoint_solar_h,peak_checkpoint_error_h
2000-01-01,1,Other,7,10.8,10-<12,-4.4,-15.2,1.3472,5.3659,2,-3.9703,4.0577,2,7.8491,7.8508,2,-1.4111,23.7719,14.7792,-8.9927
2000-01-02,1,Other,8,13.1,12-<15,-2.3,-15.4,-2.8392,4.9355,2,-7.1086,7.2315,2,2.4291,2.6081,3,-4.6526,14.7719,14.7719,0.0
2000-01-03,1,Other,9,7.1,<8,-3.8,-10.9,1.658,3.5196,2,-2.1528,2.1532,3,4.7937,4.8377,3,1.0543,2.7644,14.7644,-12.0
2000-01-04,1,Other,8,10.2,10-<12,-8.9,-19.1,1.592,5.7779,2,-5.1007,5.3278,2,7.7883,7.7889,3,1.1692,5.7572,14.7572,9.0
2000-01-06,1,Other,6,7.6,<8,-18.9,-26.5,-1.2809,2.3258,1,-3.9693,3.9693,2,0.7559,0.9227,2,-1.6251,11.7431,14.7431,3.0
2000-01-07,1,Other,8,8.9,8-<10,-12.0,-20.9,-2.9112,6.5145,2,-1.5097,1.5899,2,1.2583,3.1826,3,-8.4718,23.7292,14.7361,-8.9931
2000-01-08,1,Other,8,15.7,15-<18,-2.9,-18.6,0.514,9.6556,2,-10.2687,10.2695,2,12.6218,12.6335,3,-1.5592,2.7292,14.7292,-12.0
2000-01-09,1,Other,7,13.9,12-<15,-5.3,-19.2,-5.2413,7.2029,2,-11.353,11.3533,2,1.0897,1.4647,3,-5.3875,5.7225,14.7225,9.0
2000-01-10,1,Other,9,4.3,<8,-8.3,-12.6,0.668,2.5462,3,-1.4745,1.4877,2,2.4545,2.5708,3,1.9734,11.7161,14.7161,3.0
2000-01-11,1,Other,8,6.1,<8,-12.2,-18.3,0.1266,1.033,2,-0.3883,0.3889,2,1.4509,1.8415,3,-0.5587,17.7094,14.7094,-3.0
2000-01-12,1,Other,8,12.3,12-<15,-4.9,-17.2,0.4887,2.3607,2,-1.7642,1.8174,2,3.9478,3.982,3,0.3485,11.7033,14.7033,3.0
2000-01-13,1,Other,8,10.9,10-<12,-10.5,-21.4,-1.2007,3.1462,2,-0.1799,0.1816,2,0.8644,0.8645,3,-4.4642,14.6969,14.6969,0.0
2000-01-14,1,Other,7,7.0,<8,-9.1,-16.1,1.9431,2.8337,2,-0.6288,0.6384,2,4.2109,4.2442,2,3.0724,11.6911,14.6911,3.0
2000-01-15,1,Other,8,11.0,10-<12,-7.4,-18.4,0.1023,1.6208,2,-1.3083,1.9208,2,1.9672,1.9771,3,0.4701,11.6853,14.6853,3.0
2000-01-16,1,Other,8,7.9,<8,-11.4,-19.3,-1.3653,2.2524,2,-1.0686,1.4616,2,0.6697,0.6782,3,-3.4165,20.6794,14.6794,-6.0
2000-01-17,1,Other,8,8.4,8-<10,-8.2,-16.6,2.3061,4.0301,2,-1.5839,1.5851,2,6.3696,6.3725,3,3.0671,11.6739,14.6739,3.0
2000-01-18,1,Other,8,8.5,8-<10,-10.7,-19.2,0.5165,1.6815,2,-1.2702,1.5167,2,0.6141,0.901,3,1.5982,14.6686,14.6686,0.0
2000-01-19,1,Other,8,11.8,10-<12,-7.3,-19.1,-2.7893,3.9143,2,-2.5722,2.7623,2,-0.6914,1.7003,3,-4.8504,20.6633,14.6633,-6.0
2000-01-20,1,Other,8,7.1,<8,-4.6,-11.7,2.2515,3.5202,2,-1.0347,1.1558,2,5.4778,5.4778,3,2.0834,2.6583,14.6583,-12.0
2000-01-21,1,Other,8,6.2,<8,-9.8,-16.0,0.1368,0.7614,2,-0.2804,0.3378,2,1.2799,1.2799,3,-0.1507,14.6533,14.6533,0.0
2000-01-22,1,Other,8,7.5,<8,-8.7,-16.2,2.0973,2.9833,2,-0.2943,0.3521,2,4.8945,4.8951,3,2.3379,11.6486,14.6486,3.0
2000-01-23,1,Other,8,8.8,8-<10,-9.8,-18.6,0.4344,2.6511,2,-2.3544,3.2081,2,3.7609,3.8434,3,0.5266,11.6442,14.6442,3.0
2000-01-24,1,Other,8,5.3,<8,-11.9,-17.2,-0.3848,1.0128,2,-1.5146,1.527,2,0.9381,1.091,3,-0.4843,14.64,14.64,0.0
2000-01-25,1,Other,9,4.3,<8,-12.8,-17.1,-0.0485,0.9049,2,-0.4722,0.5121,2,1.347,1.395,3,-0.0158,10.6358,14.6358,4.0
2000-01-26,1,Other,8,5.6,<8,-11.5,-17.1,-0.6335,1.0671,2,-1.4805,1.5877,2,0.214,0.6987,3,-0.3939,11.6319,14.6319,3.0
2000-01-27,1,Other,8,7.9,<8,-9.3,-17.2,0.6723,1.5565,2,-0.3174,0.4886,2,2.4789,2.5525,3,0.8267,11.6283,14.6283,3.0
2000-01-28,1,Other,8,5.1,<8,-13.4,-18.5,-0.7844,1.3431,2,-0.3988,0.6109,2,0.5236,0.8401,3,-1.7763,11.6247,14.6247,3.0
2000-01-29,1,Other,8,8.6,8-<10,-7.3,-15.9,1.2177,2.482,2,-1.2948,1.6592,2,3.7184,3.7188,3,1.8363,11.6214,14.6214,3.0
2000-01-30,1,Other,8,6.7,<8,-11.7,-18.4,0.2442,2.0315,2,-2.1181,2.2782,2,2.1179,2.4072,3,0.8352,14.6183,14.6183,0.0
2000-01-31,1,Other,8,7.8,<8,-11.5,-19.3,-1.6003,2.7188,2,-1.8264,2.1441,2,-0.0886,1.261,3,-2.9029,20.6156,14.6156,-6.0
2000-02-01,2,Other,8,9.8,8-<10,-4.0,-13.8,1.657,3.3039,2,-0.6133,0.7274,2,5.7664,5.7664,3,1.5278,11.6128,14.6128,3.0
2000-02-02,2,Other,8,5.3,<8,-9.7,-15.0,-0.3273,1.2281,2,-0.8927,1.3102,2,1.1719,1.2713,3,-0.6835,11.6103,14.6103,3.0
2000-02-03,2,Other,8,5.7,<8,-7.4,-13.1,0.1426,1.0823,2,-1.2522,1.506,2,1.2361,1.2872,3,0.3356,14.6081,14.6081,0.0
2000-02-04,2,Other,8,6.7,<8,-5.4,-12.1,-0.7938,2.1731,2,-0.6619,0.7766,2,0.342,1.6664,3,-2.5995,17.6061,14.6061,-3.0
2000-02-05,2,Other,8,6.6,<8,-2.4,-9.0,0.0166,1.8344,2,-1.758,1.7619,2,2.1566,2.2341,3,-0.0633,11.6044,14.6044,3.0
2000-02-06,2,Other,8,5.8,<8,-6.4,-12.2,1.413,2.1887,2,0.0868,0.413,2,3.3388,3.3391,3,0.564,2.6028,14.6028,-12.0
2000-02-07,2,Other,8,6.6,<8,-6.7,-13.3,-0.3106,0.9406,2,-1.0837,1.1236,2,0.9163,1.1797,3,-0.5647,14.6014,14.6014,0.0
2000-02-08,2,Other,8,6.7,<8,-4.8,-11.5,-0.1104,1.9342,2,-2.1625,2.6808,2,2.3615,2.4338,3,-0.069,11.6003,14.6003,3.0
2000-02-09,2,Other,8,7.7,<8,-3.0,-10.7,1.2331,2.4729,2,-1.6603,2.3246,2,2.922,2.9433,3,2.1947,14.5992,14.5992,0.0
2000-02-10,2,Other,8,11.9,10-<12,-0.8,-12.7,-1.0643,2.4039,2,-2.0608,2.3962,2,1.4835,1.4893,3,-1.7223,11.5986,14.5986,3.0
2000-02-11,2,Other,8,3.8,<8,-4.3,-8.1,1.2689,1.8032,2,-0.1447,0.229,2,2.4463,2.4466,3,1.2979,14.5981,14.5981,0.0
2000-02-12,2,Other,8,8.4,8-<10,-4.3,-12.7,0.1815,1.7556,2,-1.6979,1.6979,2,2.3743,2.6639,3,0.399,11.5978,14.5978,3.0
2000-02-13,2,Other,8,11.6,10-<12,-1.5,-13.1,2.1286,4.1267,2,-0.5189,0.833,2,6.8373,6.9759,3,2.482,11.5978,14.5978,3.0
2000-02-14,2,Other,8,7.3,<8,-6.8,-14.1,0.3951,1.196,2,-0.8234,1.1873,2,1.3867,1.3868,3,0.8021,14.5978,14.5978,0.0
2000-02-15,2,Other,8,9.1,8-<10,-6.4,-15.5,-0.9663,2.3663,2,-2.0756,2.6117,2,2.03,2.0344,3,-1.9985,11.5981,14.5981,3.0
2000-02-16,2,Other,8,10.0,10-<12,-1.0,-11.0,-0.8229,1.7885,2,-1.2633,1.2964,2,1.4063,1.4504,3,-1.667,11.5986,14.5986,3.0
2000-02-17,2,Other,8,4.2,<8,-3.5,-7.7,1.2456,2.2974,2,-0.8058,1.0101,2,2.9277,2.9281,3,1.2448,2.5994,14.5994,-12.0
2000-02-18,2,Other,7,7.1,<8,-4.3,-11.4,0.9213,1.992,2,-0.6341,0.9036,1,3.3792,3.3792,3,1.7358,11.6003,17.6003,6.0
2000-02-19,2,Other,6,7.8,<8,-5.4,-13.2,0.773,1.4083,1,-0.4638,0.4638,2,2.3703,2.3892,2,0.2501,11.6017,14.6017,3.0
2000-02-20,2,Other,8,5.9,<8,-7.0,-12.9,0.3755,1.6344,2,-1.0383,1.0554,2,2.8403,2.8502,3,-0.5562,11.6031,14.6031,3.0
2000-02-21,2,Other,7,1.8,<8,-9.9,-11.7,0.1915,1.1265,2,-1.0442,1.0444,1,1.4983,1.4983,3,0.4648,8.6044,17.6044,9.0
2000-02-22,2,Other,8,2.7,<8,-11.4,-14.1,0.5336,1.2476,2,-0.3855,0.801,2,1.6209,1.7055,3,0.163,14.6061,14.6061,0.0
2000-02-23,2,Other,8,9.1,8-<10,-6.6,-15.7,-0.0424,1.1581,2,-1.3204,1.4918,2,1.0346,1.135,3,0.5479,14.6081,14.6081,0.0
2000-02-24,2,Other,8,9.0,8-<10,-7.2,-16.2,1.769,3.3454,2,-1.7125,2.2617,2,5.1997,5.2824,3,2.2821,11.6103,14.6103,3.0
2000-02-25,2,Other,8,10.0,10-<12,-6.6,-16.6,-1.2093,2.4979,2,-2.5698,3.1204,2,1.474,1.6353,3,-1.7604,11.6125,14.6125,3.0
2000-02-26,2,Other,8,10.3,10-<12,-2.9,-13.2,0.9136,3.4207,2,-3.1603,3.3688,2,4.707,4.8209,3,1.7242,11.615,14.615,3.0
2000-02-27,2,Other,8,7.3,<8,-7.3,-14.6,0.1126,2.0521,2,-1.4697,2.5192,2,2.858,2.8835,3,-0.8594,11.6178,14.6178,3.0
2000-02-28,2,Other,7,15.5,15-<18,3.0,-12.5,-0.8361,2.6179,2,-2.1905,2.8259,2,2.3051,2.3097,3,-2.0272,14.6206,14.6206,0.0
2000-02-29,2,Other,8,8.1,8-<10,-1.6,-9.7,-0.7135,1.8147,2,-0.7319,0.9085,2,1.7056,1.707,3,-2.4642,11.6236,14.6236,3.0
2000-03-01,3,Other,9,4.0,<8,-3.4,-7.4,0.4277,2.45,2,-0.6637,0.7684,2,1.9849,2.0254,4,-0.183,2.6267,14.6267,-12.0
2000-03-02,3,Other,8,9.6,8-<10,-0.6,-10.2,1.6039,2.8351,2,-1.3916,1.5779,2,4.9012,4.9066,3,1.3002,11.63,14.63,3.0
2000-03-03,3,Other,8,7.6,<8,-3.0,-10.6,0.7845,1.8185,2,-0.9972,1.3923,2,2.963,3.0202,3,0.947,11.6336,14.6336,3.0
2000-03-04,3,Other,7,6.6,<8,-4.6,-11.2,0.0502,0.8444,2,-0.8211,0.9915,1,1.6813,1.6813,3,0.153,11.6372,14.6372,3.0
2000-03-05,3,Other,8,6.6,<8,-5.3,-11.9,-0.1619,1.0431,2,-1.0566,1.3177,2,1.3506,1.4297,3,-0.3497,11.6408,14.6408,3.0
2000-03-06,3,Other,8,7.6,<8,-2.4,-10.0,-0.9713,1.8872,2,-1.0967,1.1886,2,0.581,0.5898,3,-2.0959,14.6447,14.6447,0.0
2000-03-07,3,Other,8,6.0,<8,-1.2,-7.2,-0.4099,1.2994,2,-1.3657,1.6184,2,1.0554,1.1188,3,-0.4959,11.6489,14.6489,3.0
2000-03-08,3,Other,7,8.6,8-<10,2.4,-6.2,0.6241,2.6949,2,-1.8634,1.8803,2,4.5183,4.5184,3,-0.3135,14.6531,14.6531,0.0
2000-03-09,3,Other,7,7.9,<8,2.4,-5.5,-0.1386,1.3492,2,-0.6509,0.891,1,2.6632,2.6632,3,-0.6861,11.6572,17.6572,6.0
2000-03-10,3,Other,8,4.9,<8,1.0,-3.9,0.6427,1.7591,2,-1.2454,1.802,2,2.6428,2.655,3,0.3456,8.6617,14.6617,6.0
2000-03-11,3,Other,7,7.4,<8,2.2,-5.2,0.1547,1.1212,2,-0.9944,1.2317,2,1.6625,1.6858,2,-0.0608,14.6661,14.6661,0.0
2000-03-12,3,Other,8,8.0,8-<10,3.6,-4.4,0.3028,1.4099,2,-1.3833,1.7246,2,2.071,2.0796,3,0.2984,11.6706,14.6706,3.0
2000-03-13,3,Other,8,9.3,8-<10,5.0,-4.3,0.5791,1.9324,2,-1.0573,1.2895,2,3.4793,3.4808,3,-0.0658,11.6753,14.6753,3.0
2000-03-14,3,Other,8,10.5,10-<12,7.6,-2.9,0.8217,1.8496,2,-0.8921,1.2002,2,3.1454,3.1667,3,0.3734,14.68,14.68,0.0
2000-03-15,3,Other,8,9.5,8-<10,8.1,-1.4,0.7747,1.7706,2,-0.6342,0.8136,2,2.8695,3.1877,3,0.7825,11.685,14.685,3.0
2000-03-16,3,Other,8,9.8,8-<10,8.5,-1.3,1.2998,2.697,2,-1.5638,2.196,2,4.4002,4.4436,3,0.9302,8.69,14.69,6.0
2000-03-17,3,Other,7,4.5,<8,4.2,-0.3,0.9063,2.733,2,-2.2391,2.3355,2,3.9297,3.9302,2,1.0511,8.695,14.695,6.0
2000-03-18,3,Other,7,5.2,<8,2.6,-2.6,-0.2886,1.0035,2,-0.8599,1.1751,2,0.8311,1.0491,3,-0.6543,14.7,14.7,0.0
2000-03-19,3,Other,8,3.2,<8,1.1,-2.1,0.6783,1.4247,2,-0.2956,0.5977,2,1.8237,2.0468,3,0.742,11.705,14.705,3.0
2000-03-20,3,Other,8,1.8,<8,-2.2,-4.0,0.2928,0.8147,2,-0.4344,0.6035,2,1.0731,1.0874,3,0.0436,2.7103,14.7103,-12.0
2000-03-21,3,Other,8,5.5,<8,-2.5,-8.0,0.1177,0.7419,2,0.3759,0.7395,2,-0.0366,0.5293,3,-0.377,17.7156,14.7156,-3.0
2000-03-22,3,Other,8,9.5,8-<10,1.9,-7.6,-0.8205,1.4234,2,-1.045,1.3657,2,0.0342,0.7524,3,-1.4831,17.7208,14.7208,-3.0
2000-03-23,3,Other,8,8.9,8-<10,3.6,-5.3,-0.6926,1.0245,2,-0.7846,1.0505,2,-0.1719,0.3983,3,-1.2236,14.7261,14.7261,0.0
2000-03-24,3,Other,8,10.0,10-<12,7.2,-2.8,-0.5167,1.0321,2,-0.2648,0.5649,2,-0.1968,0.4308,3,-1.1848,14.7314,14.7314,0.0
2000-03-25,3,Other,8,12.2,12-<15,13.5,1.3,-0.1184,3.0156,2,-4.4367,4.5241,2,3.5523,3.5678,3,0.8286,11.7367,14.7367,3.0
2000-03-26,3,Other,7,13.9,12-<15,17.0,3.1,-1.1953,1.619,2,-1.9939,2.2316,2,0.0869,0.4052,2,-1.4922,14.7419,14.7419,0.0
2000-03-27,3,Other,8,9.9,8-<10,15.8,5.9,-0.6728,1.1893,2,-1.4745,1.8325,2,0.216,0.3139,3,-0.9939,14.7472,14.7472,0.0
2000-03-28,3,Other,8,10.8,10-<12,14.1,3.3,3.7962,6.29,2,-0.9829,2.4012,2,9.6558,9.6764,3,1.9197,2.7528,14.7528,-12.0
2000-03-29,3,Other,8,4.9,<8,6.0,1.1,-0.2488,0.7519,2,0.0473,0.6493,2,0.1633,0.2832,3,-0.7989,14.7581,14.7581,0.0
2000-03-30,3,Other,8,6.5,<8,8.7,2.2,-0.4027,0.7788,2,-0.631,0.8433,2,0.3546,0.3598,3,-0.822,14.7633,14.7633,0.0
2000-03-31,3,Other,8,7.4,<8,11.6,4.2,-0.0094,0.4661,2,-0.4915,0.5092,2,0.1942,0.2798,3,-0.0413,14.7686,14.7686,0.0
2000-04-01,4,Other,8,14.2,12-<15,17.5,3.3,-0.7917,1.3459,2,-1.0249,1.4234,2,0.082,0.1256,3,-1.1894,14.7739,14.7739,0.0
2000-04-02,4,Other,8,8.6,8-<10,15.5,6.9,0.3238,0.7087,2,-0.3732,0.4963,2,1.2653,1.2771,3,0.218,14.7792,14.7792,0.0
2000-04-03,4,Other,8,9.4,8-<10,15.7,6.3,-0.3295,0.6141,2,-0.8958,1.1117,2,0.1627,0.2079,3,-0.1977,14.7842,14.7842,0.0
2000-04-04,4,Other,8,10.8,10-<12,17.2,6.4,-0.225,0.5423,2,-0.7427,0.8547,2,0.4197,0.4206,3,-0.2149,14.7894,14.7894,0.0
2000-04-05,4,Other,7,9.8,8-<10,16.9,7.1,-0.5958,1.1447,2,-1.1799,1.507,1,0.5927,0.5927,3,-0.8955,14.7944,14.7944,0.0
2000-04-06,4,Other,8,13.4,12-<15,20.8,7.4,-0.4977,1.6657,2,-2.3144,2.3368,2,0.9988,1.079,3,0.259,11.7994,14.7994,3.0
2000-04-07,4,Other,8,10.0,10-<12,17.4,7.4,1.0729,2.2459,2,-0.704,0.7876,2,2.5793,2.6514,3,1.1512,11.8044,14.8044,3.0
2000-04-08,4,Other,8,8.8,8-<10,14.1,5.3,0.874,1.4016,2,-0.0406,0.2369,2,1.8113,1.8333,3,0.2841,14.8094,14.8094,0.0
2000-04-09,4,Other,8,14.7,12-<15,18.4,3.7,-1.5363,2.7045,2,-0.4195,0.4201,2,0.1693,0.2087,3,-3.6009,14.8142,14.8142,0.0
2000-04-10,4,Other,8,8.2,8-<10,21.5,13.3,1.6489,2.6405,2,-0.2403,0.2843,2,3.9544,3.9576,3,2.1795,11.8189,14.8189,3.0
2000-04-11,4,Other,8,11.0,10-<12,16.3,5.3,2.4993,5.5925,2,-2.1216,3.1588,2,7.92,8.0384,3,-0.0911,2.8236,14.8236,-12.0
2000-04-12,4,Other,8,10.5,10-<12,12.4,1.9,-1.1803,2.816,2,-0.1131,0.1792,2,-0.2948,0.9372,3,-3.2651,17.8281,14.8281,-3.0
2000-04-13,4,Other,8,11.1,10-<12,17.6,6.5,-1.5407,2.3783,2,-2.7651,2.9432,2,0.6176,0.7484,3,-2.6719,14.8325,14.8325,0.0
2000-04-14,4,Other,8,7.6,<8,19.0,11.4,0.5671,1.0701,2,-0.0211,0.6967,2,0.4499,0.6386,3,1.0373,14.8369,14.8369,0.0
2000-04-15,4,Other,8,11.0,10-<12,18.7,7.7,-0.73,1.589,2,-2.2035,2.2881,2,1.3782,1.3832,3,-0.9068,11.8411,14.8411,3.0
2000-04-16,4,Other,8,7.3,<8,18.2,10.9,0.4751,1.5948,2,-0.2156,0.216,2,0.4224,0.4289,3,1.2506,14.8453,14.8453,0.0
2000-04-17,4,Other,8,9.6,8-<10,17.0,7.4,1.7716,2.4935,2,-0.4864,0.7161,2,2.7736,2.7825,3,2.5726,14.8494,14.8494,0.0
2000-04-18,4,Other,8,7.2,<8,13.6,6.4,0.1319,0.918,2,0.2329,0.9983,2,0.0816,0.6213,3,-0.4478,17.8533,14.8533,-3.0
2000-04-19,4,Other,8,12.7,12-<15,19.1,6.4,-0.7889,1.1719,2,-0.9017,1.2084,2,0.3261,0.493,3,-1.1936,11.8572,14.8572,3.0
2000-04-20,4,Other,7,11.5,10-<12,19.0,7.5,-0.7189,1.263,2,-1.6599,2.2018,2,0.0062,0.3902,2,-0.5731,14.8608,14.8608,0.0
2000-04-21,4,Other,7,13.8,12-<15,22.0,8.2,-0.8901,1.2403,1,-1.6236,1.6236,2,-0.1897,0.2654,3,-1.2697,14.8642,14.8642,0.0
2000-04-22,4,Other,7,7.7,<8,20.4,12.7,2.3199,2.9881,2,0.5383,1.3963,1,4.9979,4.9979,3,2.3794,11.8678,14.8678,3.0
2000-04-23,4,Other,8,9.5,8-<10,19.4,9.9,-0.141,0.9593,2,-1.4314,1.6456,2,0.4413,0.5103,3,-0.0701,14.8708,14.8708,0.0
2000-04-24,4,Other,6,12.6,12-<15,20.9,8.3,-1.1493,1.5498,2,-1.0414,1.3194,1,0.6969,0.6969,3,-1.8366,14.8742,14.8742,0.0
2000-04-25,4,Other,7,13.5,12-<15,23.4,9.9,-0.7795,1.4647,1,-0.5331,0.5331,2,0.3905,0.7212,3,-1.93,14.8769,14.8769,0.0
2000-04-26,4,Other,8,10.1,10-<12,23.9,13.8,-0.3537,1.4828,2,-2.5539,2.7422,2,0.8091,0.8091,3,0.2188,14.8797,14.8797,0.0
2000-04-27,4,Other,8,8.6,8-<10,22.0,13.4,3.2609,5.064,2,-1.1495,2.1496,2,7.256,7.2561,3,2.8801,8.8825,14.8825,6.0
2000-04-28,4,Other,8,11.4,10-<12,18.4,7.0,-0.606,1.0735,2,-1.0688,1.1124,2,0.1812,0.2823,3,-1.2354,14.885,14.885,0.0
2000-04-29,4,Other,8,13.2,12-<15,23.5,10.3,-0.6853,1.3001,2,-1.0225,1.2052,2,-0.0295,0.5277,3,-1.5869,14.8875,14.8875,0.0
2000-04-30,4,Other,8,9.3,8-<10,22.3,13.0,0.7103,0.9061,2,0.1989,0.4248,2,1.4176,1.4345,3,0.564,14.8897,14.8897,0.0
2000-05-01,5,May-Sep,8,9.6,8-<10,21.8,12.2,-0.0228,0.6458,2,0.3316,0.6959,2,0.0009,0.1974,3,-0.6232,14.8917,14.8917,0.0
2000-05-02,5,May-Sep,8,10.9,10-<12,25.0,14.1,0.0225,4.336,2,-6.4413,6.5249,2,4.7221,4.8219,3,0.0246,8.8936,14.8936,6.0
2000-05-03,5,May-Sep,8,8.6,8-<10,21.7,13.1,-0.6941,1.2255,2,-1.6937,1.9686,2,0.4671,0.6359,3,-0.9266,11.8953,14.8953,3.0
2000-05-04,5,May-Sep,8,13.0,12-<15,25.1,12.1,-1.2735,1.9197,2,-2.253,2.4124,2,-0.0028,0.1007,3,-1.9141,14.8969,14.8969,0.0
2000-05-05,5,May-Sep,7,11.6,10-<12,29.5,17.9,0.9899,2.9235,2,-1.2863,1.291,2,0.6863,0.7116,3,2.7098,14.8983,14.8983,0.0
2000-05-06,5,May-Sep,8,24.2,>=20,27.1,2.9,8.743,12.3934,2,5.0139,7.5038,2,18.3167,18.403,3,1.8202,2.8994,14.8994,-12.0
2000-05-07,5,May-Sep,8,13.1,12-<15,17.0,3.9,-0.8996,2.2726,2,-0.5555,0.6216,2,0.1,0.2219,3,-2.5888,14.9006,14.9006,0.0
2000-05-08,5,May-Sep,8,13.0,12-<15,21.2,8.2,-0.5891,1.6423,2,-1.4933,1.4971,2,1.4591,1.4596,3,-1.6824,14.9014,14.9014,0.0
2000-05-09,5,May-Sep,8,16.2,15-<18,27.6,11.4,-0.4542,1.1348,2,-0.1837,0.2859,2,0.7681,0.7713,3,-1.0914,11.9022,14.9022,3.0
2000-05-10,5,May-Sep,8,11.6,10-<12,25.2,13.6,-0.2539,0.9777,2,0.2149,1.056,2,-0.0504,0.2539,3,-1.1241,14.9028,14.9028,0.0
2000-05-11,5,May-Sep,8,12.5,12-<15,28.0,15.5,1.0637,2.8152,2,-1.0176,1.3291,2,0.6481,0.7365,3,3.1509,14.9033,14.9033,0.0
2000-05-12,5,May-Sep,7,11.9,10-<12,25.2,13.3,3.3518,5.103,2,-0.2446,1.0205,2,8.487,8.5877,2,1.4465,11.9036,14.9036,3.0
2000-05-13,5,May-Sep,8,9.1,8-<10,20.0,10.9,-0.0904,1.3573,2,-0.4144,0.6151,2,0.1069,0.3108,3,-1.0927,14.9036,14.9036,0.0
2000-05-14,5,May-Sep,8,9.3,8-<10,20.6,11.3,0.4688,2.2203,2,1.5117,2.9617,2,0.0972,0.3169,3,-1.205,14.9036,14.9036,0.0
2000-05-15,5,May-Sep,8,9.3,8-<10,21.4,12.1,0.0631,0.6123,2,0.0333,0.0528,2,0.4494,0.7098,3,-0.3708,14.9033,14.9033,0.0
2000-05-16,5,May-Sep,8,13.0,12-<15,26.1,13.1,-0.8449,1.3503,2,-1.8793,1.9269,2,0.0834,0.5217,3,-1.1431,14.9031,14.9031,0.0
2000-05-17,5,May-Sep,8,15.3,15-<18,30.5,15.2,-0.9294,1.4657,2,-2.2142,2.2217,2,0.4013,0.499,3,-1.2235,14.9025,14.9025,0.0
2000-05-18,5,May-Sep,8,15.7,15-<18,34.2,18.5,-0.7507,1.5231,2,-1.9209,2.0264,2,0.6816,0.7151,3,-1.1804,14.9017,14.9017,0.0
2000-05-19,5,May-Sep,8,10.0,10-<12,31.9,21.9,1.5871,2.2357,2,1.0094,1.7962,2,3.4174,3.4222,3,0.2558,14.9008,14.9008,0.0
2000-05-20,5,May-Sep,8,9.2,8-<10,29.5,20.3,0.0186,0.8442,2,0.7026,0.9174,2,0.2661,0.3534,3,-0.8245,14.9,14.9,0.0
2000-05-21,5,May-Sep,8,13.8,12-<15,33.4,19.6,-0.3883,1.6277,2,-0.6703,0.6747,2,0.1524,0.6633,3,-1.5509,14.8989,14.8989,0.0
2000-05-22,5,May-Sep,8,18.3,18-<20,32.3,14.0,5.8335,8.621,2,3.3933,6.2818,2,11.8467,11.8494,3,1.1311,2.8975,14.8975,-12.0
2000-05-23,5,May-Sep,8,5.7,<8,18.5,12.8,-0.063,0.8901,2,-0.7571,0.9346,2,0.6733,0.8543,3,-0.4963,17.8961,14.8961,-3.0
2000-05-24,5,May-Sep,8,10.8,10-<12,23.1,12.3,-0.7052,1.0308,2,-1.2195,1.2235,2,0.0333,0.566,3,-1.1187,14.8947,14.8947,0.0
2000-05-25,5,May-Sep,8,13.4,12-<15,27.1,13.7,-1.0633,1.7887,2,-1.0952,1.1247,2,-0.012,0.1106,3,-2.2139,14.8931,14.8931,0.0
2000-05-26,5,May-Sep,8,7.4,<8,25.7,18.3,2.0541,2.4926,2,1.267,1.7724,2,3.0809,3.082,3,1.9673,11.8911,14.8911,3.0
2000-05-27,5,May-Sep,7,9.3,8-<10,25.3,16.0,2.1533,3.253,2,0.5861,1.101,2,1.2754,1.2777,3,3.7833,14.8892,14.8892,0.0
2000-05-28,5,May-Sep,8,12.3,12-<15,22.7,10.4,0.448,1.6018,2,-0.115,0.543,2,1.959,2.0937,3,-0.9351,17.8872,14.8872,-3.0
2000-05-29,5,May-Sep,8,12.8,12-<15,25.1,12.3,-1.0233,2.1155,2,-1.5017,1.9268,2,1.3337,1.537,3,-2.3961,11.885,14.885,3.0
2000-05-30,5,May-Sep,8,8.7,8-<10,25.6,16.9,-0.254,0.6631,2,-0.4088,0.6222,2,0.6652,0.6784,3,-0.6386,11.8825,14.8825,3.0
2000-05-31,5,May-Sep,8,10.9,10-<12,27.7,16.8,-0.4277,0.9264,2,-0.6416,0.6429,2,0.1449,0.5717,3,-1.0385,14.8803,14.8803,0.0
2000-06-01,6,May-Sep,8,10.5,10-<12,27.1,16.6,1.6431,2.8885,2,1.9491,3.6988,2,3.0194,3.0275,3,-0.344,14.8778,14.8778,0.0
2000-06-02,6,May-Sep,8,8.9,8-<10,22.7,13.8,0.8365,4.1431,2,-3.073,3.0784,2,7.2598,7.3201,3,-0.4765,8.875,14.875,6.0
2000-06-03,6,May-Sep,8,7.5,<8,19.9,12.4,0.3206,1.3275,2,-0.1877,0.8127,2,0.2884,1.0503,3,0.0778,17.8725,14.8725,-3.0
2000-06-04,6,May-Sep,8,10.0,10-<12,19.8,9.8,1.881,3.0203,2,2.4238,3.2189,2,3.4032,3.416,3,-0.4708,14.8697,14.8697,0.0
2000-06-05,6,May-Sep,8,8.0,8-<10,20.2,12.2,-0.2126,0.4396,2,-0.5259,0.5618,2,0.1643,0.4639,3,-0.3807,14.8667,14.8667,0.0
