solar_date,month,season,n_points,dtr_c,dtr_bin,tmax_c,tmin_c,daily_bias_c,daily_rmse_c,morning_n,morning_bias_c,morning_rmse_c,afternoon_n,afternoon_bias_c,afternoon_rmse_c,night_n,night_bias_c,obs_peak_checkpoint_solar_h,pred_peak_checkpoint_solar_h,peak_checkpoint_error_h
2001-04-13,4,Other,8,14.2,12-<15,21.1,6.9,-0.7123,2.1179,2,-1.1572,1.2027,2,0.8103,0.8703,3,-2.021,14.8281,14.8281,0.0
2001-04-14,4,Other,8,7.3,<8,22.0,14.7,1.04,1.8023,2,-0.0987,0.3329,2,0.9183,0.973,3,2.2581,14.8325,14.8325,0.0
2001-04-15,4,Other,8,16.5,15-<18,25.6,9.1,-1.4714,3.0701,2,-0.505,0.5375,2,0.0142,0.6786,3,-3.6713,14.8369,14.8369,0.0
2001-04-16,4,Other,8,11.6,10-<12,24.2,12.6,3.0551,4.2747,2,0.63,1.8229,2,5.8888,5.9105,3,1.6232,14.8411,14.8411,0.0
2001-04-17,4,Other,9,10.7,10-<12,19.8,9.1,-0.3067,1.1626,2,-0.7543,0.9385,2,0.9499,0.9623,4,-0.5611,11.8453,14.8453,3.0
2001-04-18,4,Other,8,9.2,8-<10,17.4,8.2,3.0728,4.3701,2,1.5734,2.4584,2,6.0497,6.0842,3,0.864,2.8494,14.8494,-12.0
2001-04-19,4,Other,8,10.5,10-<12,16.3,5.8,-0.514,1.3568,2,-0.2686,0.3033,2,-0.0831,0.6845,3,-1.5863,14.8533,14.8533,0.0
2001-04-20,4,Other,8,9.1,8-<10,17.4,8.3,0.0811,0.6964,2,-0.6233,0.801,2,0.8097,0.8175,3,0.0647,14.8572,14.8572,0.0
2001-04-21,4,Other,8,10.1,10-<12,15.5,5.4,0.1459,1.3225,2,-0.5813,0.943,2,1.4968,1.6524,3,-0.8006,17.8608,14.8608,-3.0
2001-04-22,4,Other,8,9.3,8-<10,16.7,7.4,0.1262,0.6603,2,-0.1025,0.4442,2,0.5504,0.6505,3,-0.3194,14.8642,14.8642,0.0
2001-04-23,4,Other,8,11.7,10-<12,18.3,6.6,-0.8467,1.0807,2,-1.3826,1.5315,2,-0.0521,0.0714,3,-1.2071,14.8678,14.8678,0.0
2001-04-24,4,Other,8,10.6,10-<12,18.8,8.2,-0.3914,0.8609,2,-0.9746,1.1132,2,0.4208,0.4766,3,-0.7399,14.8708,14.8708,0.0
2001-04-25,4,Other,8,7.0,<8,18.4,11.4,0.4753,1.1345,2,-0.9063,0.9196,2,1.4528,1.4536,3,0.6871,14.8742,14.8742,0.0
2001-04-26,4,Other,8,9.4,8-<10,16.3,6.9,0.9418,2.102,2,-0.7812,1.4929,2,2.8015,2.8172,3,0.0655,14.8769,14.8769,0.0
2001-04-27,4,Other,8,11.5,10-<12,17.7,6.2,-1.2525,2.1936,2,-3.2717,3.2989,2,0.6202,0.645,3,-1.7377,14.8797,14.8797,0.0
2001-04-28,4,Other,8,17.8,15-<18,15.9,-1.9,4.8226,8.0282,2,3.0941,5.6467,2,10.624,10.7397,3,-0.6452,2.8825,14.8825,-12.0
2001-04-29,4,Other,8,15.9,15-<18,17.3,1.4,-0.936,2.2126,2,-0.9906,1.245,2,0.4476,0.5686,3,-2.1256,14.885,14.885,0.0
2001-04-30,4,Other,8,11.7,10-<12,19.7,8.0,-1.0384,1.6795,2,-2.4336,2.4909,2,0.2647,0.5075,3,-1.4565,14.8875,14.8875,0.0
2001-05-01,5,May-Sep,8,7.7,<8,18.7,11.0,0.1063,0.9596,2,-1.0381,1.0931,2,0.9178,1.0861,3,-0.099,17.8897,14.8897,-3.0
2001-05-02,5,May-Sep,8,7.5,<8,19.7,12.2,-0.0788,0.6431,2,-0.9284,0.99,2,0.182,0.1827,3,0.1465,14.8917,14.8917,0.0
2001-05-03,5,May-Sep,8,13.9,12-<15,25.2,11.3,0.3947,0.6351,2,-0.1095,0.3841,2,0.8356,0.9434,3,0.5629,14.8936,14.8936,0.0
2001-05-04,5,May-Sep,8,9.8,8-<10,22.2,12.4,3.0602,3.8038,2,1.3503,2.3628,2,5.4927,5.5159,3,1.7286,14.8953,14.8953,0.0
2001-05-05,5,May-Sep,8,8.4,8-<10,19.3,10.9,0.0458,0.9088,2,-0.9343,1.1326,2,0.4313,0.5666,3,0.0857,14.8969,14.8969,0.0
2001-05-06,5,May-Sep,8,11.0,10-<12,22.8,11.8,-0.6648,0.9494,2,-1.0843,1.1515,2,0.2232,0.3543,3,-0.951,14.8983,14.8983,0.0
2001-05-07,5,May-Sep,8,14.2,12-<15,27.6,13.4,-0.9558,2.2064,2,-1.4211,1.602,2,0.8296,0.84,3,-2.327,14.8994,14.8994,0.0
2001-05-08,5,May-Sep,8,9.0,8-<10,29.7,20.7,1.0518,1.5911,2,0.0133,0.6684,2,1.2004,1.2004,3,1.6456,14.9006,14.9006,0.0
2001-05-09,5,May-Sep,8,14.0,12-<15,30.0,16.0,-0.495,0.9829,2,-1.4889,1.609,2,0.5983,0.6066,3,-0.7144,14.9014,14.9014,0.0
2001-05-10,5,May-Sep,8,12.4,12-<15,29.7,17.3,-0.6325,1.5165,2,-1.0109,1.2083,2,0.2485,0.3524,3,-1.6432,14.9022,14.9022,0.0
2001-05-11,5,May-Sep,8,14.5,12-<15,31.8,17.3,1.6701,3.7675,2,-1.3813,1.4716,2,4.1245,5.2366,3,2.6533,14.9028,14.9028,0.0
2001-05-12,5,May-Sep,8,8.9,8-<10,22.7,13.8,1.406,2.5082,2,0.237,1.6848,2,4.1147,4.1948,3,0.2191,11.9033,14.9033,3.0
2001-05-13,5,May-Sep,8,10.4,10-<12,20.9,10.5,0.0528,1.0168,2,0.3577,1.2775,2,0.4768,0.5259,3,-0.8449,14.9036,14.9036,0.0
2001-05-14,5,May-Sep,7,15.6,15-<18,25.8,10.2,-1.1372,3.1954,2,-0.5248,0.5307,2,0.869,1.1342,2,-5.32,14.9036,14.9036,0.0
2001-05-15,5,May-Sep,7,7.9,<8,28.2,20.3,1.0495,1.3214,2,0.6836,1.1774,2,1.3303,1.341,2,0.7913,14.9036,14.9036,0.0
2001-05-16,5,May-Sep,6,9.0,8-<10,26.3,17.3,0.6891,1.3766,1,-0.0171,0.0171,2,1.4171,1.4968,2,0.2125,14.9033,14.9033,0.0
2001-05-17,5,May-Sep,8,12.1,12-<15,29.1,17.0,-1.019,2.1961,2,-1.0764,1.2796,2,0.4864,0.7817,3,-2.5514,14.9031,14.9031,0.0
2001-05-18,5,May-Sep,8,9.6,8-<10,33.2,23.6,1.1055,1.6571,2,-0.0923,0.7571,2,1.1861,1.1914,3,1.812,14.9025,14.9025,0.0
2001-05-19,5,May-Sep,8,12.7,12-<15,31.1,18.4,2.7564,4.5621,2,-1.5077,1.6274,2,6.6571,6.7751,3,3.1133,8.9017,14.9017,6.0
2001-05-20,5,May-Sep,8,11.5,10-<12,21.8,10.3,2.9845,5.1643,2,1.7808,4.0107,2,6.28,6.3104,3,-0.4074,14.9008,14.9008,0.0
2001-05-21,5,May-Sep,8,9.5,8-<10,21.2,11.7,0.7108,1.5494,2,-1.0125,1.1126,2,1.9487,2.0249,3,1.2229,11.9,14.9,3.0
2001-05-22,5,May-Sep,8,10.0,10-<12,17.8,7.8,1.45,1.811,2,0.8476,1.1484,2,2.6721,2.6919,3,0.6259,14.8989,14.8989,0.0
2001-05-23,5,May-Sep,8,13.4,12-<15,20.8,7.4,-1.1741,1.9078,2,-2.4106,2.7042,2,0.2787,0.6791,3,-1.8226,14.8975,14.8975,0.0
2001-05-24,5,May-Sep,8,12.3,12-<15,23.1,10.8,-0.4728,0.9222,2,-0.7549,0.7788,2,0.095,0.6107,3,-1.0165,14.8961,14.8961,0.0
2001-05-25,5,May-Sep,8,14.9,12-<15,26.2,11.3,-1.4187,2.1569,2,-1.431,1.4695,2,0.0992,0.4106,3,-3.0789,14.8947,14.8947,0.0
2001-05-26,5,May-Sep,8,13.2,12-<15,28.8,15.6,-0.6795,2.0941,2,-3.3035,3.7424,2,1.3493,1.3502,3,-0.6346,14.8931,14.8931,0.0
2001-05-27,5,May-Sep,7,10.8,10-<12,28.5,17.7,0.1392,0.8115,2,-0.5874,1.0017,1,1.0982,1.0982,3,0.3865,14.8911,14.8911,0.0
2001-05-28,5,May-Sep,8,14.2,12-<15,30.1,15.9,-0.2334,1.0283,2,-0.5721,1.0821,2,0.949,1.0497,3,-0.9907,14.8892,14.8892,0.0
2001-05-29,5,May-Sep,8,14.2,12-<15,31.8,17.6,-0.2387,0.654,2,-0.3534,0.4186,2,0.2522,0.4276,3,-0.6538,14.8872,14.8872,0.0
2001-05-30,5,May-Sep,8,13.5,12-<15,33.5,20.0,0.5786,3.7306,2,-4.494,4.9014,2,5.0946,5.173,3,1.327,11.885,14.885,3.0
2001-05-31,5,May-Sep,8,12.8,12-<15,32.2,19.4,-0.4425,1.4071,2,-0.6875,0.7551,2,0.9867,1.0047,3,-1.5591,14.8825,14.8825,0.0
2001-06-01,6,May-Sep,8,13.1,12-<15,33.6,20.5,-0.3178,0.8136,2,-0.7339,1.0121,2,0.6727,0.747,3,-0.6073,14.8803,14.8803,0.0
2001-06-02,6,May-Sep,6,13.8,12-<15,34.5,20.7,0.327,1.3713,1,0.4272,0.4272,2,1.3869,1.7637,3,-0.4131,14.8778,14.8778,0.0
2001-06-03,6,May-Sep,8,21.1,>=20,31.3,10.2,5.9218,11.2516,2,1.5466,8.4465,2,14.9377,15.2278,3,-0.6543,2.875,14.875,-12.0
2001-06-04,6,May-Sep,8,11.7,10-<12,23.3,11.6,0.2036,2.3544,2,-1.0208,1.1094,2,3.3579,4.2841,3,-1.1106,14.8725,14.8725,0.0
2001-06-05,6,May-Sep,8,13.1,12-<15,27.4,14.3,-0.2099,0.8236,2,0.1112,0.112,2,0.1838,0.4522,3,-0.9248,14.8697,14.8697,0.0
2001-06-06,6,May-Sep,8,12.7,12-<15,29.5,16.8,0.2976,1.2803,2,-1.2516,1.7061,2,1.2083,1.2116,3,0.7035,14.8667,14.8667,0.0
2001-06-07,6,May-Sep,8,13.4,12-<15,29.5,16.1,-0.7067,1.8099,2,-0.5312,0.5407,2,0.3728,0.643,3,-2.0344,14.8639,14.8639,0.0
2001-06-08,6,May-Sep,8,18.2,18-<20,28.6,10.4,6.7001,9.9116,2,3.1854,7.109,2,14.1658,14.2032,3,1.618,2.8608,14.8608,-12.0
2001-06-09,6,May-Sep,8,13.2,12-<15,23.0,9.8,-0.9041,1.8714,2,-0.5301,0.5301,2,-0.1112,0.9144,3,-2.3803,17.8575,14.8575,-3.0
2001-06-10,6,May-Sep,8,12.8,12-<15,26.6,13.8,-1.3356,2.624,2,-1.2971,1.298,2,0.6127,1.5133,3,-3.2858,17.8544,14.8544,-3.0
2001-06-11,6,May-Sep,8,15.6,15-<18,34.1,18.5,-0.9258,1.9199,2,-1.4392,2.0107,2,0.6653,0.7039,3,-1.8785,14.8511,14.8511,0.0
2001-06-12,6,May-Sep,8,18.5,18-<20,32.3,13.8,2.8748,8.7347,2,-4.3007,5.3675,2,13.6134,13.8095,3,0.6914,11.8478,14.8478,3.0
2001-06-13,6,May-Sep,8,11.5,10-<12,24.8,13.3,-0.9355,1.6239,2,-1.8868,2.0294,2,0.0887,0.7132,3,-1.6646,17.8444,14.8444,-3.0
2001-06-14,6,May-Sep,8,11.0,10-<12,28.3,17.3,1.6036,2.039,2,0.3111,0.4454,2,1.167,1.2584,3,2.5345,14.8411,14.8411,0.0
2001-06-15,6,May-Sep,8,10.5,10-<12,26.2,15.7,-0.4201,1.0708,2,-0.8918,1.0834,2,0.5452,0.7076,3,-1.1334,14.8378,14.8378,0.0
2001-06-16,6,May-Sep,8,12.4,12-<15,29.4,17.0,-0.5078,1.2826,2,-1.3122,1.4638,2,0.5967,0.9971,3,-1.2714,17.8344,14.8344,-3.0
2001-06-17,6,May-Sep,8,12.7,12-<15,31.2,18.5,-0.7365,1.269,2,-1.423,1.6733,2,0.2329,0.2839,3,-1.351,14.8308,14.8308,0.0
2001-06-18,6,May-Sep,8,12.4,12-<15,33.1,20.7,-0.3308,0.8394,2,-0.7673,1.2603,2,0.4503,0.6329,3,-0.6302,14.8275,14.8275,0.0
2001-06-19,6,May-Sep,8,13.8,12-<15,36.0,22.2,0.0183,0.9557,2,-0.8448,1.0834,2,0.8289,0.8615,3,-0.4045,14.8239,14.8239,0.0
2001-06-20,6,May-Sep,8,16.9,15-<18,39.1,22.2,-0.4141,1.8322,2,0.1431,0.7297,2,0.5692,0.8442,3,-2.3392,14.8203,14.8203,0.0
2001-06-21,6,May-Sep,8,14.0,12-<15,37.9,23.9,2.0236,2.9047,2,0.0545,0.1302,2,4.872,4.9338,3,0.9927,14.8169,14.8169,0.0
2001-06-22,6,May-Sep,8,8.3,8-<10,32.1,23.8,2.1513,3.2148,2,-0.3822,0.7044,2,3.8694,4.2157,3,3.0437,11.8133,14.8133,3.0
2001-06-23,6,May-Sep,8,11.8,10-<12,26.1,14.3,2.3784,6.198,2,-0.9277,3.6342,2,8.1891,8.3263,3,-1.712,2.8097,14.8097,-12.0
2001-06-24,6,May-Sep,8,6.6,<8,23.6,17.0,-0.1558,0.8014,2,-0.6062,0.6443,2,0.709,0.9368,3,-0.4926,14.8064,14.8064,0.0
2001-06-25,6,May-Sep,8,5.5,<8,22.0,16.5,0.353,2.2598,2,-1.6924,1.9739,2,3.4664,3.5507,3,-0.0645,11.8031,14.8031,3.0
2001-06-26,6,May-Sep,8,14.5,12-<15,30.4,15.9,-0.3565,1.6398,2,-0.042,0.2643,2,0.6535,1.0632,3,-1.6481,17.7994,14.7994,-3.0
2001-06-27,6,May-Sep,8,12.1,12-<15,32.1,20.0,-0.5567,1.1826,2,-1.1737,1.5497,2,0.6281,0.6818,3,-1.2825,14.7961,14.7961,0.0
2001-06-28,6,May-Sep,8,14.8,12-<15,35.8,21.0,0.9465,2.4237,2,-1.3781,1.9557,2,2.8404,3.1028,3,1.7429,11.7928,14.7928,3.0
2001-06-29,6,May-Sep,7,10.2,10-<12,30.7,20.5,1.5997,2.5846,2,-0.4627,0.5823,2,2.5272,2.5829,2,0.7192,14.7894,14.7894,0.0
2001-06-30,6,May-Sep,8,10.9,10-<12,29.3,18.4,-0.1558,0.7592,2,-0.2654,0.6404,2,0.892,0.892,3,-0.644,11.7864,14.7864,3.0
2001-07-01,7,May-Sep,8,13.0,12-<15,33.2,20.2,-0.5196,0.9802,2,-1.207,1.4734,2,0.1851,0.3582,3,-0.8192,14.7831,14.7831,0.0
2001-07-02,7,May-Sep,8,11.7,10-<12,32.1,20.4,3.158,5.0198,2,-1.755,1.755,2,8.202,8.288,3,2.385,8.78,14.78,6.0
2001-07-03,7,May-Sep,8,12.4,12-<15,30.7,18.3,0.6214,1.7108,2,-1.2142,1.442,2,0.4168,0.452,3,1.9171,14.7769,14.7769,0.0
2001-07-04,7,May-Sep,8,13.2,12-<15,29.5,16.3,1.8865,3.195,2,1.4031,2.452,2,4.3263,4.3416,3,-0.4892,14.7739,14.7739,0.0
2001-07-05,7,May-Sep,8,13.1,12-<15,24.9,11.8,3.3798,6.6447,2,-0.3436,4.1057,2,9.1316,9.4834,3,-0.382,5.7711,14.7711,9.0
2001-07-06,7,May-Sep,7,11.9,10-<12,24.5,12.6,-0.728,1.2854,2,-1.009,1.2188,2,0.0429,0.3511,2,-1.9156,14.7683,14.7683,0.0
2001-07-07,7,May-Sep,8,13.6,12-<15,27.6,14.0,-1.1685,2.2453,2,-1.1374,1.1724,2,0.7562,0.7591,3,-2.9376,14.7656,14.7656,0.0
2001-07-08,7,May-Sep,8,12.0,12-<15,31.4,19.4,0.1283,0.7399,2,-0.5657,0.9022,2,1.0877,1.0877,3,0.0132,14.7631,14.7631,0.0
2001-07-09,7,May-Sep,8,12.3,12-<15,31.3,19.0,0.2548,0.893,2,-0.6991,0.82,2,1.1222,1.1459,3,0.299,14.7606,14.7606,0.0
2001-07-10,7,May-Sep,7,14.1,12-<15,34.1,20.0,0.6592,1.1011,1,0.2932,0.2932,2,0.8299,0.832,3,0.9075,14.7581,14.7581,0.0
2001-07-11,7,May-Sep,8,14.4,12-<15,34.6,20.2,-0.45,1.1205,2,-1.1489,1.416,2,0.9641,0.9898,3,-1.0069,14.7558,14.7558,0.0
2001-07-12,7,May-Sep,8,11.9,10-<12,34.7,22.8,1.9546,4.2565,2,-2.4228,2.4468,2,2.0913,2.3635,3,5.1224,14.7536,14.7536,0.0
2001-07-13,7,May-Sep,8,12.0,12-<15,30.3,18.3,2.9382,4.2171,2,2.0841,3.5469,2,5.9855,6.1968,3,0.5845,17.7517,14.7517,-3.0
2001-07-14,7,May-Sep,8,7.3,<8,25.2,17.9,0.4536,1.8746,2,1.4149,1.8673,2,0.6757,1.3063,3,-1.3408,17.7497,14.7497,-3.0
2001-07-15,7,May-Sep,8,8.9,8-<10,26.2,17.3,0.0672,1.0941,2,-0.2103,0.6824,2,0.4931,1.2965,3,-0.6226,17.7478,14.7478,-3.0
2001-07-16,7,May-Sep,8,11.8,10-<12,29.5,17.7,0.0901,1.4537,2,0.6127,1.4268,2,0.3931,0.6333,3,-1.2379,14.7464,14.7464,0.0
2001-07-17,7,May-Sep,8,12.9,12-<15,32.8,19.9,-0.1848,0.7876,2,-0.5632,1.0578,2,0.4854,0.5262,3,-0.5609,14.7447,14.7447,0.0
2001-07-18,7,May-Sep,8,11.1,10-<12,31.8,20.7,-0.4232,1.3129,2,-0.7719,1.053,2,1.177,1.2474,3,-1.4689,14.7433,14.7433,0.0
2001-07-19,7,May-Sep,8,11.8,10-<12,34.0,22.2,-0.231,0.8078,2,-0.4078,0.6031,2,0.6395,0.7817,3,-0.9053,14.7422,14.7422,0.0
2001-07-20,7,May-Sep,8,10.1,10-<12,34.3,24.2,0.1471,0.8073,2,-0.5315,0.6612,2,1.3262,1.3364,3,0.1148,11.7411,14.7411,3.0
2001-07-21,7,May-Sep,8,10.9,10-<12,32.3,21.4,3.4152,4.7074,2,0.657,1.919,2,7.0832,7.0839,3,1.773,14.7403,14.7403,0.0
2001-07-22,7,May-Sep,8,11.0,10-<12,29.9,18.9,1.9469,4.3398,2,-1.4906,1.5017,2,5.8265,7.0319,3,2.4671,11.7394,14.7394,3.0
2001-07-23,7,May-Sep,8,10.8,10-<12,27.7,16.9,0.0491,0.8932,2,0.134,0.5573,2,0.6852,0.7151,3,-0.7568,14.7389,14.7389,0.0
2001-07-24,7,May-Sep,8,12.3,12-<15,30.9,18.6,-0.3388,1.0124,2,-0.6568,0.6721,2,0.9548,0.9914,3,-1.0353,14.7383,14.7383,0.0
2001-07-25,7,May-Sep,8,9.3,8-<10,28.7,19.4,1.5528,2.6472,2,1.3556,2.129,2,2.9106,2.9162,3,-0.4147,14.7381,14.7381,0.0
2001-07-26,7,May-Sep,8,8.2,8-<10,29.0,20.8,0.9581,1.4312,2,-0.142,0.2304,2,1.417,1.6397,3,1.3413,14.7378,14.7378,0.0
2001-07-27,7,May-Sep,8,12.3,12-<15,32.7,20.4,-0.4032,0.9409,2,-0.591,0.5952,2,0.398,0.408,3,-1.0398,14.7381,14.7381,0.0
2001-07-28,7,May-Sep,8,9.7,8-<10,31.5,21.8,-0.039,1.3094,2,-1.5107,1.6841,2,1.7839,1.8297,3,-0.4059,11.7381,14.7381,3.0
2001-07-29,7,May-Sep,8,11.6,10-<12,29.3,17.7,4.7714,6.1741,2,2.1801,3.4503,2,8.6302,8.6482,3,2.9598,2.7386,14.7386,-12.0
2001-07-30,7,May-Sep,8,6.2,<8,20.0,13.8,2.4555,3.264,2,0.9565,1.741,2,4.9673,4.978,3,1.108,2.7392,14.7392,-12.0
2001-07-31,7,May-Sep,8,1.7,<8,14.6,12.9,-0.1479,0.7551,2,-0.6381,0.993,2,0.5084,0.5162,3,-0.5228,2.7397,14.7397,-12.0
2001-08-01,8,May-Sep,8,9.5,8-<10,22.1,12.6,-0.447,1.2536,2,-1.4554,1.4559,2,0.9856,1.0318,3,-0.9685,14.7406,14.7406,0.0
2001-08-02,8,May-Sep,8,11.4,10-<12,25.5,14.1,-0.7859,1.4596,2,-2.1048,2.2973,2,0.7797,0.7874,3,-1.0712,14.7417,14.7417,0.0
2001-08-03,8,May-Sep,8,12.2,12-<15,28.6,16.4,-0.4344,1.1187,2,-0.8211,0.8895,2,0.2828,0.7599,3,-1.1495,17.7431,14.7431,-3.0
2001-08-04,8,May-Sep,8,12.5,12-<15,31.0,18.5,0.2753,0.9386,2,-0.7583,0.7805,2,1.3129,1.4139,3,0.1985,14.7444,14.7444,0.0
2001-08-05,8,May-Sep,8,11.2,10-<12,31.1,19.9,-0.0759,1.0479,2,-1.2778,1.5103,2,0.881,0.9334,3,-0.3679,14.7461,14.7461,0.0
2001-08-06,8,May-Sep,8,12.3,12-<15,33.3,21.0,-0.2987,0.8144,2,-1.3246,1.4379,2,0.4664,0.5668,3,-0.0963,14.7478,14.7478,0.0
2001-08-07,8,May-Sep,8,11.5,10-<12,32.0,20.5,1.8414,2.5631,2,0.6264,1.1713,2,3.8072,3.8867,3,0.7107,17.7497,14.7497,-3.0
2001-08-08,8,May-Sep,8,13.7,12-<15,33.1,19.4,-0.5392,1.1753,2,-0.4123,0.5481,2,0.1797,0.5385,3,-1.4785,14.7519,14.7519,0.0
2001-08-09,8,May-Sep,8,11.3,10-<12,32.2,20.9,2.6147,4.0647,3,1.3955,2.0734,1,6.6319,6.6319,3,0.7492,17.7542,17.7542,0.0
2001-08-10,8,May-Sep,8,9.1,8-<10,30.8,21.7,0.0907,0.5651,2,-0.7134,0.7568,2,0.382,0.4358,3,0.2671,14.7567,14.7567,0.0
2001-08-11,8,May-Sep,5,12.6,12-<15,33.6,21.0,-0.6167,1.0063,2,-1.1016,1.4615,0,,,2,-0.1092,11.7592,11.7592,0.0
2001-08-12,8,May-Sep,7,15.3,15-<18,36.3,21.0,-0.7079,2.9082,2,-0.0817,0.0914,2,0.5677,0.6837,2,-3.9188,14.7619,14.7619,0.0
2001-08-13,8,May-Sep,8,11.0,10-<12,33.8,22.8,1.7594,2.4515,2,0.7569,1.6776,2,3.7114,3.7122,3,0.6538,14.765,14.765,0.0
2001-08-14,8,May-Sep,7,9.8,8-<10,29.1,19.3,2.235,2.731,2,0.9203,1.989,2,3.7771,3.7967,2,1.4449,14.7681,14.7681,0.0
2001-08-15,8,May-Sep,7,10.5,10-<12,28.2,17.7,-0.2208,0.7076,2,-0.8759,1.0853,2,0.5818,0.6184,2,-0.2512,14.7714,14.7714,0.0
2001-08-16,8,May-Sep,8,10.0,10-<12,28.5,18.5,0.0547,1.1096,2,-0.9993,1.148,2,1.657,1.6652,3,-0.399,14.7747,14.7747,0.0
2001-08-17,8,May-Sep,7,10.5,10-<12,27.9,17.4,0.0474,1.9132,1,3.5418,3.5418,2,0.4227,0.7915,3,-1.6304,17.7783,14.7783,-3.0
2001-08-18,8,May-Sep,8,12.5,12-<15,32.0,19.5,-0.103,0.6264,2,-0.0941,0.1271,2,0.5975,0.5975,3,-0.4812,14.7822,14.7822,0.0
2001-08-19,8,May-Sep,8,10.2,10-<12,32.1,21.9,0.2903,0.9428,2,-0.8779,0.9893,2,1.4812,1.4932,3,0.1138,14.7861,14.7861,0.0
2001-08-20,8,May-Sep,8,14.4,12-<15,29.4,15.0,4.4219,6.6358,2,1.2668,3.77,2,8.9196,8.9619,3,1.2346,14.7903,14.7903,0.0
2001-08-21,8,May-Sep,8,10.8,10-<12,26.0,15.2,-0.5076,1.1141,2,-1.4087,1.9167,2,0.2344,0.3488,3,-0.6606,14.7944,14.7944,0.0
2001-08-22,8,May-Sep,8,11.8,10-<12,28.5,16.7,-0.2017,0.6843,2,-0.9925,1.2124,2,0.3669,0.3877,3,-0.2222,14.7986,14.7986,0.0
2001-08-23,8,May-Sep,8,12.1,12-<15,29.7,17.6,-0.1332,1.2978,2,-1.3349,1.6361,2,1.6421,1.661,3,-0.4101,11.8031,14.8031,3.0
2001-08-24,8,May-Sep,8,9.5,8-<10,29.8,20.3,0.754,0.9376,2,-0.0761,0.1013,2,1.1499,1.2036,3,0.8395,14.8078,14.8078,0.0
2001-08-25,8,May-Sep,8,10.9,10-<12,31.4,20.5,0.1078,0.9423,2,-0.3721,0.4135,2,0.9555,1.0218,3,0.3534,11.8125,14.8125,3.0
2001-08-26,8,May-Sep,8,8.2,8-<10,30.6,22.4,0.1609,0.4166,2,-0.3304,0.3307,2,0.423,0.4418,3,0.311,14.8175,14.8175,0.0
2001-08-27,8,May-Sep,8,11.3,10-<12,29.1,17.8,2.77,3.8477,2,1.1482,1.911,2,5.7674,5.7914,3,0.8226,14.8225,14.8225,0.0
2001-08-28,8,May-Sep,8,10.2,10-<12,26.6,16.4,0.4438,1.7235,2,-0.0037,1.1837,2,0.8328,1.2725,3,-0.6146,17.8275,14.8275,-3.0
2001-08-29,8,May-Sep,8,8.6,8-<10,27.1,18.5,0.9337,1.295,2,0.0367,0.6397,2,1.2825,1.3815,3,1.4124,14.8328,14.8328,0.0
2001-08-30,8,May-Sep,8,9.3,8-<10,25.3,16.0,3.1629,4.2655,2,1.5823,2.5289,2,6.3307,6.6907,3,1.1672,17.8381,14.8381,-3.0
2001-08-31,8,May-Sep,8,11.5,10-<12,25.7,14.2,-0.2174,1.4135,2,0.0531,0.0547,2,0.5771,1.0844,3,-1.5368,17.8433,14.8433,-3.0
2001-09-01,9,May-Sep,8,11.6,10-<12,26.1,14.5,-0.2742,0.9394,2,-0.8351,1.0771,2,0.7631,0.7977,3,-0.9132,14.8489,14.8489,0.0
2001-09-02,9,May-Sep,8,12.5,12-<15,27.8,15.3,-0.9242,1.6057,2,-1.2008,1.4782,2,0.4441,0.4692,3,-1.9723,14.8544,14.8544,0.0
2001-09-03,9,May-Sep,8,11.4,10-<12,28.8,17.4,-0.3476,1.0445,2,-1.2481,1.731,2,0.762,0.7627,3,-0.3078,14.8603,14.8603,0.0
2001-09-04,9,May-Sep,8,10.4,10-<12,28.3,17.9,0.4291,1.5536,2,-1.3725,1.7066,2,0.6742,0.6972,3,1.5513,14.8658,14.8658,0.0
2001-09-05,9,May-Sep,8,10.2,10-<12,26.0,15.8,2.1002,2.7407,2,1.4756,2.276,2,2.6313,2.6365,3,0.9607,14.8717,14.8717,0.0
2001-09-06,9,May-Sep,8,13.4,12-<15,28.1,14.7,-0.3846,1.0095,2,-0.2535,0.2926,2,0.4465,0.471,3,-1.2772,14.8778,14.8778,0.0
2001-09-07,9,May-Sep,8,13.3,12-<15,29.8,16.5,-0.216,1.1069,2,-0.8868,1.1192,2,1.0944,1.357,3,-0.7413,14.8836,14.8836,0.0
2001-09-08,9,May-Sep,8,11.9,10-<12,30.3,18.4,-0.4716,1.1325,2,-1.2436,1.3708,2,0.4865,0.4989,3,-0.7561,14.8897,14.8897,0.0
2001-09-09,9,May-Sep,8,8.3,8-<10,28.7,20.4,1.6106,4.4193,2,-2.8095,4.5367,2,4.6918,4.7083,3,1.8371,5.8956,14.8956,9.0
2001-09-10,9,May-Sep,8,8.1,8-<10,22.5,14.4,1.3832,2.822,2,0.2911,0.8165,2,2.7005,2.817,3,-0.419,14.9017,14.9017,0.0
2001-09-11,9,May-Sep,8,9.9,8-<10,20.5,10.6,-0.4303,0.7249,2,-0.7923,0.83,2,0.06,0.0713,3,-0.6037,14.9078,14.9078,0.0
2001-09-12,9,May-Sep,8,14.0,12-<15,25.2,11.2,-0.3245,1.066,2,-0.8529,1.0939,2,0.6927,0.6992,3,-0.8379,14.9142,14.9142,0.0
2001-09-13,9,May-Sep,8,13.4,12-<15,22.2,8.8,5.2379,7.1262,2,0.0102,2.7833,2,10.3778,10.415,3,4.2975,14.9203,14.9203,0.0
