solar_date,year,dtr_c,clouds,tmin_c,tmax_c,max_correction_c,curve_min_c,curve_max_c,below_tmin_c,above_tmax_c,rise_reversal_c,fall_reversal_c,rise_monotonic,fall_monotonic
2005-07-22,2005,15.1,0.12149861689775299,18.0,33.1,0.7983378789778636,18.004927523966195,33.09999999998671,0.0,0.0,0.0,0.0,YES,YES
2005-08-23,2005,15.4,0.35074862453073963,16.5,31.9,4.6093679107132814,16.50715476419778,31.89999999998644,0.0,0.0,0.2314220526419355,0.0,NO,YES
2005-09-07,2005,16.0,0.06623174211708505,20.7,36.7,1.7407707140324014,20.70881636654624,36.69999999998592,0.0,0.0,0.034273390518194446,0.0,NO,YES
2006-05-18,2006,19.7,0.5823035418949867,10.8,30.5,62.49419221098054,-32.62071096124459,30.49999999998266,43.420710961244595,0.0,4.017007593411861,0.49622260633802995,NO,NO
2006-05-20,2006,15.4,0.12976637821143833,11.6,27.0,1.7053266578522701,11.603624234088619,26.999999999986443,0.0,0.0,0.04981605321683347,0.0,NO,YES
2006-05-25,2006,15.3,0.03553886693243413,12.9,28.2,0.3891954269733586,12.906465538812974,28.19999999998653,0.0,0.0,0.0,0.0,YES,YES
2006-06-15,2006,16.2,0.8694715199409433,14.0,30.2,26.661068070803456,3.0530530091009496,30.19999999998574,10.94694699089905,0.0,1.6860975715040318,0.1509634340023105,NO,NO
2006-07-07,2006,17.5,0.46266035957420804,13.8,31.3,27.36025887557219,3.4067306405960665,31.299999999984596,10.393269359403934,0.0,1.7262283504856413,0.15359124357438958,NO,NO
2006-07-30,2006,15.0,0.08060406138036047,22.7,37.7,0.3530864632725356,22.701216224128114,37.6999999999868,0.0,0.0,0.0,0.0,YES,YES
2006-07-31,2006,16.1,0.08320675354502405,24.5,40.6,2.369169194108915,24.50723269073674,40.599999999985826,0.0,0.0,0.08883602795691559,0.0,NO,YES
2006-08-17,2006,16.3,0.8104878988560275,12.5,28.8,26.627594890831837,1.5912834660322197,28.799999999985655,10.90871653396778,0.0,1.672961677964146,0.1972219458330926,NO,NO
2006-09-13,2006,14.9,0.057709877045977964,16.2,31.1,0.126399191511596,16.20010858990856,31.099999999986885,0.0,0.0,0.0,0.0,YES,YES
2006-09-24,2006,15.3,0.03337492479561699,8.6,23.9,0.3654975306536656,8.609038245558985,23.899999999986534,0.0,0.0,0.0,0.0,YES,YES
2007-05-02,2007,14.9,0.013465136257367671,12.7,27.6,0.02949204579259053,12.703881856069822,27.599999999986885,0.0,0.0,0.0,0.0,YES,YES
2007-05-06,2007,14.9,0.05251525703528459,14.2,29.1,0.11502166303343818,14.203677186547122,29.099999999986885,0.0,0.0,0.0,0.0,YES,YES
2007-05-07,2007,16.2,0.5296498067740281,10.9,27.1,16.240933979124925,10.301729519716503,27.09999999998574,0.5982704802834977,0.0,0.9961127856797418,0.07579964019009466,NO,NO
2007-05-23,2007,16.4,0.08857554998064077,5.7,22.1,3.1040448473187703,5.700282730038923,22.099999999985567,0.0,0.0,0.138125946259251,0.0,NO,YES
2007-05-28,2007,18.2,0.8027792768068526,7.2,25.4,59.78183162603969,-34.942225953034225,25.39999999998398,42.14222595303423,0.0,3.8475379215700762,0.45830961365845013,NO,NO
2007-06-29,2007,16.8,0.7120234485155468,15.2,32.0,31.190220058157735,0.3085310895569222,31.999999999985214,14.891468910443077,0.0,1.9806725897107818,0.18920703023437113,NO,NO
2007-08-11,2007,14.9,0.12140112571059913,22.7,37.6,0.26589909602808304,22.7038994018123,37.599999999986885,0.0,0.0,0.0,0.0,YES,YES
2007-08-12,2007,23.6,0.8026133552679942,11.8,35.4,154.6974664785429,-120.10527870033977,35.39999999997923,131.90527870033978,0.0,10.038637697004752,1.4834983147593803,NO,NO
2007-09-16,2007,16.4,0.0,10.4,26.8,0.0,10.408012984012709,26.799999999985566,0.0,0.0,0.0,0.0,YES,YES
2008-05-08,2008,15.5,0.09893160770084053,8.2,23.7,1.5167962761133837,8.200346286502368,23.699999999986357,0.0,0.0,0.03438510592202704,0.0,NO,YES
2008-06-10,2008,15.6,0.14774399827817497,20.9,36.5,2.5887730681766903,20.91410759227317,36.49999999998627,0.0,0.0,0.11007752910420265,0.0,NO,YES
2008-06-11,2008,19.4,0.6510361969969868,13.6,33.0,65.5929425817964,-33.17293639457494,32.999999999982926,46.77293639457494,0.0,4.225910115841977,0.48985283689745884,NO,NO
2008-06-15,2008,15.8,0.19723591112092842,17.4,33.2,4.319964099538131,17.406834570721998,33.1999999999861,0.0,0.0,0.22307868047928991,0.0,NO,YES
2008-06-22,2008,15.6,0.12237196209245937,17.1,32.7,2.1442037812489265,17.104152092751534,32.699999999986275,0.0,0.0,0.08130230774762381,0.0,NO,YES
2008-08-07,2008,15.8,0.11524655939661799,16.9,32.7,2.5241904294164375,16.91031692576898,32.6999999999861,0.0,0.0,0.09800584296293735,0.0,NO,YES
2009-05-18,2009,15.3,0.17449905491392714,13.7,29.0,1.9109847906178543,13.709807653546974,28.999999999986535,0.0,0.0,0.06327269456083684,0.0,NO,YES
2009-05-19,2009,18.2,0.7008324813805603,9.7,27.9,52.189998683825785,-24.86671017936144,27.89999999998398,34.566710179361436,0.0,3.3478471175807165,0.39901833230797124,NO,NO
2009-05-27,2009,14.9,0.1439112744332215,4.5,19.4,0.3152020012669628,4.512921027110607,19.399999999986882,0.0,0.0,0.0,0.0,YES,YES
2009-06-03,2009,16.5,0.5792499190372591,10.3,26.8,21.567959045369165,4.721633180701968,26.799999999985477,5.578366819298033,0.0,1.349997536521375,0.1056803381975584,NO,NO
2009-07-12,2009,15.2,0.1433572330102546,19.8,35.0,1.2559540430418252,19.809503039197715,34.99999999998662,0.0,0.0,0.023212089555300963,0.0,NO,YES
2009-08-08,2009,15.8,0.05301619507283273,15.9,31.7,1.1611884372736112,15.910316925768983,31.69999999998609,0.0,0.0,0.008653490144681086,0.0,NO,YES
2009-08-09,2009,14.9,0.2686557880341315,19.4,34.3,0.588423960345131,19.401478151136725,34.29999999998688,0.0,0.0,0.0,0.0,YES,YES
2009-08-25,2009,15.4,0.0697903091233687,16.4,31.8,0.9171503146516921,16.406630595194674,31.799999999986447,0.0,0.0,0.0,0.0,YES,YES
2009-08-29,2009,17.4,0.12812016602409837,18.5,35.9,7.296002729493956,18.50678298382222,35.899999999984686,0.0,0.0,0.3957473636349107,0.0,NO,YES
2009-09-02,2009,15.2,0.5111619615721537,8.6,23.8,4.478294668534886,8.605765004506186,23.79999999998662,0.0,0.0,0.2198517492720775,0.0,NO,YES
2010-05-14,2010,17.5,0.7053131218095682,1.4,18.9,41.70996974715434,-23.375151479214505,18.899999999984594,24.775151479214504,0.0,2.662344069071855,0.30862950234925357,NO,NO
2010-05-17,2010,17.2,0.09929687660015618,5.2,22.4,5.219645120458101,5.2006488918636835,22.39999999998486,0.0,0.0,0.2722237836880552,0.0,NO,YES
2010-05-18,2010,16.0,0.06632556423585267,8.7,24.7,1.7432366433807558,8.710256369722325,24.699999999985916,0.0,0.0,0.04943913415487344,0.0,NO,YES
2010-07-14,2010,15.8,0.08958577994932737,17.5,33.3,1.9621546148000246,17.501365461623546,33.29999999998609,0.0,0.0,0.06688205271606407,0.0,NO,YES
2010-08-11,2010,18.3,0.19874257591213085,11.0,29.3,15.235373509761567,11.004789198199001,29.299999999983893,0.0,0.0,0.9195441669398363,0.058329514017700035,NO,NO
2010-08-24,2010,16.5,0.4010106597663341,18.7,35.2,14.931346906309077,18.702977282013567,35.19999999998548,0.0,0.0,0.9026322579935915,0.07811861672157505,NO,NO
2010-09-11,2010,16.0,0.1453513117983728,16.7,32.7,3.820272557190219,16.702653945585375,32.69999999998592,0.0,0.0,0.16871733328888183,0.0,NO,YES
2010-09-12,2010,15.1,0.36876998202706346,14.9,30.0,2.4230979150153225,14.906678673510621,29.99999999998671,0.0,0.0,0.08126687336615035,0.0,NO,YES
2011-05-17,2011,17.0,0.7210126527449274,11.6,28.6,34.74239182120594,-6.685059614159719,28.599999999985037,18.28505961415972,0.0,2.208417251600004,0.2460328450338416,NO,NO
2012-05-14,2012,15.7,0.17123780301624492,13.2,28.9,3.3754859425896897,13.211038309501268,28.89999999998618,0.0,0.0,0.15695494237648333,0.0,NO,YES
2012-08-22,2012,15.1,0.07821877817442546,20.8,35.9,0.5139565787531668,20.807015385674447,35.899999999986704,0.0,0.0,0.0,0.0,YES,YES
2012-08-25,2012,15.2,0.5244495272067533,17.5,32.7,4.594707153838402,17.506809052794644,32.69999999998662,0.0,0.0,0.23026123797620102,0.0,NO,YES
2012-09-01,2012,15.4,0.023925358159631926,12.1,27.5,0.3144154258648121,12.105840859828637,27.499999999986443,0.0,0.0,0.0,0.0,YES,YES
2014-05-18,2014,15.5,0.03122502153795248,11.8,27.3,0.47873472888002133,11.809935858168505,27.29999999998636,0.0,0.0,0.0,0.0,YES,YES
2014-07-11,2014,14.9,0.08072134981897328,18.4,33.3,0.1768001229098795,18.405991008719493,33.29999999998688,0.0,0.0,0.0,0.0,YES,YES
2014-07-20,2014,15.6,0.11580153774936963,18.1,33.7,2.0290766844862023,18.11118083716364,33.699999999986275,0.0,0.0,0.0710352220022692,0.0,NO,YES
2014-09-01,2014,16.1,0.1407310246567246,18.2,34.3,4.007073874017682,18.2125865457319,34.29999999998583,0.0,0.0,0.1850307686877315,0.0,NO,YES
2014-09-06,2014,15.4,0.05831660612018408,14.5,29.9,0.7663684876076381,14.506038875542929,29.89999999998644,0.0,0.0,0.0,0.0,YES,YES
2014-09-15,2014,15.3,0.04582398295144752,7.7,23.0,0.5018304225712972,7.700491884107302,22.999999999986535,0.0,0.0,0.0,0.0,YES,YES
2014-09-18,2014,15.3,0.06385334816725752,15.7,31.0,0.699274716632959,15.707860917804199,30.999999999986535,0.0,0.0,0.0,0.0,YES,YES
2020-05-01,2020,14.9,0.5906052185653397,11.5,26.4,1.2935744442794854,11.503881856069823,26.399999999986882,0.0,0.0,0.02030001418102856,0.0,NO,YES
2020-05-03,2020,15.4,0.13367358225325865,11.6,27.0,1.7566732339224422,11.601529706160331,26.999999999986443,0.0,0.0,0.04910257990653122,0.0,NO,YES
2020-05-05,2020,16.9,0.36273575881563525,7.3,24.2,16.68413950721768,6.931417988274891,24.199999999985124,0.36858201172510885,0.0,1.0218911016674,0.07536652805156407,NO,NO
2020-05-06,2020,17.9,0.40712441836071434,6.3,24.2,27.64286113133038,-4.047908415388228,24.199999999984243,10.347908415388229,0.0,1.736376767576992,0.18292830544856642,NO,NO
2020-05-08,2020,15.7,0.09926312660897108,7.6,23.3,1.9567016312063756,7.600350754715303,23.299999999986184,0.0,0.0,0.06238399984606602,0.0,NO,YES
2020-05-09,2020,15.2,0.06818331200861139,9.9,25.1,0.5973546265298806,9.909229414223914,25.099999999986622,0.0,0.0,0.0,0.0,YES,YES
2020-05-28,2020,16.1,0.07439269228266132,15.2,31.3,2.1182039595804576,15.205433404055416,31.29999999998583,0.0,0.0,0.07578100636405338,0.0,NO,YES
2020-06-05,2020,21.6,0.3738109921466203,9.6,31.2,55.67434645637667,-25.125838683629844,31.19999999998099,34.725838683629846,0.0,3.566585856091617,0.3903098599873829,NO,NO
2020-06-06,2020,20.3,0.38692002717558216,9.6,29.9,46.609886582535786,-17.321095264656762,29.89999999998213,26.921095264656763,0.0,2.9774983470802816,0.31226117307264545,NO,NO
2020-06-17,2020,15.8,0.4598421385654683,17.6,33.4,10.071703062429167,17.605145630192876,33.39999999998609,0.0,0.0,0.6001994829255324,0.003015139744913853,NO,NO
2020-06-20,2020,16.7,0.11048907231462479,12.0,28.7,4.597979971536881,12.00424601507065,28.6999999999853,0.0,0.0,0.237989555380004,0.0,NO,YES
2020-06-21,2020,16.7,0.18953011043831114,12.0,28.7,7.887256481953268,12.004245984403262,28.6999999999853,0.0,0.0,0.45361990552629905,0.0,NO,YES
2020-06-28,2020,20.2,0.600015884695212,12.7,32.9,70.96605358550649,-38.668745657897205,32.899999999982214,51.36874565789721,0.0,4.575243103808479,0.530455125183952,NO,NO
2020-07-01,2020,15.1,0.08209349822377876,11.5,26.6,0.5394164223696329,11.513654852627328,26.59999999998671,0.0,0.0,0.0,0.0,YES,YES
2020-07-02,2020,15.1,0.16996344513000006,14.9,30.0,1.116788484950763,14.90009741793873,29.99999999998671,0.0,0.0,0.015419560912977914,0.0,NO,YES
2020-07-27,2020,17.9,0.45527980366032195,14.7,32.6,30.91250689201122,1.1096120394143583,32.59999999998425,13.590387960585641,0.0,1.9534196070554906,0.20064935073945733,NO,NO
2020-07-28,2020,17.7,0.1276538194321114,14.7,32.4,8.108228113970851,14.712442496910876,32.399999999984416,0.0,0.0,0.4590180578962624,0.0,NO,YES
2020-07-29,2020,15.0,0.22486752847688363,15.8,30.8,0.9850332473952065,15.801216224128115,30.7999999999868,0.0,0.0,0.002880615162847988,0.0,NO,YES
2020-07-30,2020,15.1,0.5256506533789418,15.7,30.8,3.4539226734986275,15.706783455287251,30.79999999998671,0.0,0.0,0.16407659989366863,0.0,NO,YES
2020-08-14,2020,16.0,0.697062252980743,14.2,30.2,18.32090651792336,11.306088838026106,30.199999999985916,2.893911161973893,0.0,1.130445386257417,0.10715814210193031,NO,NO
2020-08-18,2020,15.5,0.1661034973338107,18.7,34.2,2.546659981178016,18.708761420002453,34.19999999998636,0.0,0.0,0.09719175823853732,0.0,NO,YES
2020-08-19,2020,16.9,0.36906397177874617,17.3,34.2,16.975207551495025,16.60041405846943,34.199999999985124,0.6995859415305716,0.0,1.0363753505884894,0.09059742484646804,NO,NO
2020-08-25,2020,17.0,0.2247201057091771,18.8,35.8,10.828262074081858,18.80761538799401,35.79999999998503,0.0,0.0,0.6305037349249076,0.030301498273345828,NO,NO
2020-09-06,2020,15.8,0.10719382325966598,15.2,31.0,2.3478151901560915,15.208706161964411,30.999999999986095,0.0,0.0,0.07506657590660382,0.0,NO,YES
2020-09-17,2020,17.1,0.02622164653030845,11.7,28.8,1.320936503374362,11.708785731663518,28.799999999984948,0.0,0.0,0.0,0.0,YES,YES
2020-09-18,2020,17.6,0.33812006192230537,11.2,28.8,20.735910907414592,7.2872862549471655,28.79999999998451,3.9127137450528338,0.0,1.2650701225117693,0.18307289847916408,NO,NO
2021-05-01,2021,21.9,0.3103554309683768,9.3,31.2,48.26272567226451,-17.812349162123002,31.199999999980722,27.112349162123003,0.0,3.0686426020258466,0.3822237672257991,NO,NO
2021-05-02,2021,17.5,0.33417490206638367,6.6,24.1,19.762038482548533,3.7236569522635783,24.099999999984597,2.8763430477364214,0.0,1.2197552303983024,0.11045481579591865,NO,NO
2021-05-04,2021,15.6,0.13061355958460852,7.0,22.6,2.288613204813173,7.001549572474101,22.59999999998627,0.0,0.0,0.08311631567668343,0.0,NO,YES
2021-05-05,2021,15.2,0.024605108261270936,11.1,26.3,0.21556558083131047,11.10992705894414,26.29999999998662,0.0,0.0,0.0,0.0,YES,YES
2021-05-06,2021,17.6,0.036701413669041116,11.5,29.1,2.250789969961259,11.504343522364387,29.09999999998451,0.0,0.0,0.0727289457702156,0.0,NO,YES
2021-05-07,2021,16.9,0.047247935999205626,14.1,31.0,2.1731829202962514,14.113754798549467,30.99999999998512,0.0,0.0,0.07093061967231407,0.0,NO,YES
2021-05-08,2021,14.9,0.2757961163453617,16.1,31.0,0.6040630809231875,16.106191090775084,30.999999999986883,0.0,0.0,0.0,0.0,YES,YES
2021-05-11,2021,15.1,0.6843564117505073,12.8,27.9,4.496739635164569,12.803368320962475,27.899999999986708,0.0,0.0,0.23193818209808725,0.0,NO,YES
2021-05-20,2021,17.6,0.4123467898005889,11.0,28.6,25.288018249056652,2.7469064744282576,28.59999999998451,8.253093525571742,0.0,1.5869385615103901,0.14693785686006677,NO,NO
2021-05-21,2021,17.1,0.1990625437926612,8.7,25.8,10.02793551680107,8.711004357194962,25.799999999984948,0.0,0.0,0.5887969017182542,0.0010175372178835573,NO,NO
2021-05-23,2021,15.4,0.03651207485909447,8.5,23.9,0.4798239378250836,8.500265490402402,23.89999999998644,0.0,0.0,0.0,0.0,YES,YES
2021-05-24,2021,15.0,0.028568876741050686,12.4,27.4,0.12514609655419176,12.41075218506002,27.399999999986797,0.0,0.0,0.0,0.0,YES,YES
2021-06-05,2021,15.6,0.3946137365947423,14.9,30.5,6.914429185174873,14.912680776518352,30.49999999998627,0.0,0.0,0.3930988873555563,0.0,NO,YES
2021-06-06,2021,15.3,0.24523755905711275,13.2,28.5,2.6856606511568373,13.209638004902486,28.499999999986535,0.0,0.0,0.11714303631913126,0.0,NO,YES
2021-06-08,2021,18.2,0.2530043138803,14.2,32.4,18.840871619426288,12.996101626557316,32.399999999983976,1.2038983734426836,0.0,1.1652688708833239,0.07008878534444918,NO,NO
2021-06-20,2021,16.5,0.4134174648356571,12.5,29.0,15.393305475183432,12.50439172743825,28.999999999985477,0.0,0.0,0.9464355556510249,0.04671084788261837,NO,NO
2021-06-21,2021,16.0,0.16557827147117443,12.5,28.5,4.351898298969472,12.504068038391045,28.499999999985917,0.0,0.0,0.22451642703365593,0.0,NO,YES
2021-06-24,2021,16.1,0.07127201366592273,14.1,30.2,2.029348003441142,14.104668513514744,30.199999999985828,0.0,0.0,0.07185931367611786,0.0,NO,YES
2021-06-25,2021,16.9,0.5170635757128228,13.3,30.2,23.78249351390305,5.907116581234472,30.199999999985124,7.392883418765528,0.0,1.494836819914017,0.12003188423657463,NO,NO
2021-06-29,2021,15.1,0.09072680094377028,14.6,29.7,0.5961437560466248,14.608855486037422,29.69999999998671,0.0,0.0,0.0,0.0,YES,YES
2021-07-05,2021,14.9,0.2907927543648311,23.8,38.7,0.6369095019880389,23.804414027069885,38.699999999986886,0.0,0.0,0.0,0.0,YES,YES
2021-07-10,2021,15.2,0.14843894098644095,22.0,37.2,1.300474933576819,22.002872824675904,37.19999999998662,0.0,0.0,0.026386096382594815,0.0,NO,YES
2021-07-11,2021,18.9,0.32268502244887454,18.3,37.2,28.9772262490819,7.641529345773222,37.19999999998337,10.658470654226779,0.0,1.8262665069253075,0.1617143968289234,NO,NO
2021-07-16,2021,15.2,0.22750127181034885,19.3,34.5,1.9931407444710236,19.309084823406113,34.49999999998662,0.0,0.0,0.07095283873616864,0.0,NO,YES
2021-07-17,2021,15.6,0.6581227123007121,18.9,34.5,11.531638327207487,18.913526737823602,34.49999999998627,0.0,0.0,0.6945168851656902,0.022008697995200777,NO,NO
2021-07-30,2021,18.4,0.3866371241648948,14.7,33.1,30.485982756461727,2.0135994742344216,33.09999999998381,12.686400525765578,0.0,1.9228478246810035,0.1945445749869812,NO,NO
2021-07-31,2021,17.8,0.854146528973072,13.7,31.5,56.12389224566391,-25.201092624900436,31.499999999984333,38.901092624900436,0.0,3.6057375379139742,0.4540936495315542,NO,NO
2021-08-03,2021,16.4,0.1790521955931521,16.1,32.5,6.274711760226271,16.109956095712025,32.49999999998556,0.0,0.0,0.3428026270255451,0.0,NO,YES
2021-08-12,2021,16.6,0.09741413415890121,19.3,35.9,3.840507582682819,19.30649705427068,35.89999999998538,0.0,0.0,0.17957021103067916,0.0,NO,YES
2021-08-13,2021,16.1,0.3526111185867521,19.8,35.9,10.039995121357274,19.813129050676533,35.89999999998582,0.0,0.0,0.5878239859008616,0.016885834796084964,NO,NO
2021-09-01,2021,15.6,0.35276874777747735,15.3,30.9,6.181220517812765,15.312195659218487,30.899999999986267,0.0,0.0,0.32996981149760174,0.0,NO,YES
2021-09-08,2021,15.0,0.03924078940296605,18.9,33.9,0.17189445927462413,18.90608149171165,33.8999999999868,0.0,0.0,0.0,0.0,YES,YES
2021-09-10,2021,18.6,0.3204209392947672,13.7,32.3,26.66850269396941,4.86209307535011,32.299999999983626,8.83790692464989,0.0,1.6538203835156047,0.23520552161415154,NO,NO
2021-09-19,2021,17.9,0.13861724370739725,15.9,33.8,9.411808885450807,15.901531382952061,33.799999999984244,0.0,0.0,0.5211052090275246,0.029998419376834562,NO,NO
2021-09-27,2021,15.5,0.10189258197332063,6.0,21.5,1.5621932412950907,6.002968214442779,21.499999999986358,0.0,0.0,0.015218950887287974,0.0,NO,YES
2022-05-04,2022,15.3,0.21697419934429152,16.7,32.0,2.3761412066555248,16.701519773003444,31.999999999986535,0.0,0.0,0.09014108927982534,0.0,NO,YES
2022-05-25,2022,17.0,0.46633566263358994,18.1,35.1,22.470640771334054,12.0907052373697,35.09999999998504,6.009294762630301,0.0,1.405732197062079,0.11704749613807053,NO,NO
2022-05-26,2022,14.9,0.5978017387063034,20.2,35.1,1.3093366391424206,20.202039605865753,35.099999999986885,0.0,0.0,0.026980657086127735,0.0,NO,YES
2022-06-14,2022,15.5,0.23336359087149616,21.9,37.4,3.577876007885044,21.909090491985406,37.399999999986356,0.0,0.0,0.1754839183256678,0.0,NO,YES
2022-06-16,2022,15.5,0.6563438005769832,14.9,30.4,10.062909677720876,14.906704800391836,30.399999999986356,0.0,0.0,0.6007021677376869,0.00481984530329882,NO,NO
2022-06-23,2022,15.3,0.15890236831037818,22.9,38.2,1.7401813963065393,22.904072244814003,38.19999999998654,0.0,0.0,0.05595605281423843,0.0,NO,YES
2022-06-24,2022,15.0,0.5831056572147579,23.2,38.2,2.5542970254142996,23.204349546752866,38.1999999999868,0.0,0.0,0.11045234617137822,0.0,NO,YES
