lambda,p,cal_all_rmse,cal_high_rmse,objective
1.15,1.6,2.416835,4.546487,3.481661
1.2,1.6,2.416093,4.540654,3.478374
1.25,1.6,2.41537,4.534959,3.475165
1.3,1.6,2.414665,4.529403,3.472034
1.35,1.6,2.413979,4.523986,3.468982
1.4,1.6,2.41331,4.518709,3.466009
1.45,1.6,2.41266,4.513571,3.463116
1.5,1.6,2.412028,4.508574,3.460301
1.55,1.6,2.411415,4.503718,3.457566
1.6,1.6,2.41082,4.499003,3.454912
1.65,1.6,2.410243,4.494431,3.452337
1.7,1.6,2.409685,4.49,3.449843
1.75,1.6,2.409145,4.485713,3.447429
1.8,1.6,2.408623,4.481568,3.445096
1.85,1.6,2.40812,4.477567,3.442844
1.9,1.6,2.407636,4.47371,3.440673
1.95,1.6,2.407169,4.469997,3.438583
2.0,1.6,2.406722,4.466429,3.436575
2.05,1.6,2.406292,4.463006,3.434649
2.1,1.6,2.405881,4.459729,3.432805
2.15,1.6,2.405489,4.456596,3.431043
2.2,1.6,2.405115,4.45361,3.429363
2.25,1.6,2.40476,4.450771,3.427765
2.3,1.6,2.404423,4.448077,3.42625
2.35,1.6,2.404104,4.445531,3.424818
2.4,1.6,2.403804,4.443132,3.423468
2.45,1.6,2.403523,4.440879,3.422201
2.5,1.6,2.40326,4.438775,3.421018
2.55,1.6,2.403016,4.436818,3.419917
2.6,1.6,2.40279,4.435009,3.4189
2.65,1.6,2.402583,4.433348,3.417966
2.7,1.6,2.402394,4.431836,3.417115
2.75,1.6,2.402224,4.430472,3.416348
2.8,1.6,2.402073,4.429256,3.415665
2.85,1.6,2.40194,4.42819,3.415065
2.9,1.6,2.401825,4.427272,3.414548
2.95,1.6,2.401729,4.426503,3.414116
3.0,1.6,2.401652,4.425882,3.413767
3.05,1.6,2.401593,4.425411,3.413502
3.1,1.6,2.401553,4.425089,3.413321
3.15,1.6,2.401524,4.424854,3.413189
3.2,1.6,2.401479,4.42449,3.412984
3.25,1.6,2.401446,4.42423,3.412838
3.3,1.6,2.401414,4.423975,3.412695
3.35,1.6,2.401358,4.423525,3.412442
3.4,1.6,2.401314,4.423164,3.412239
3.45,1.6,2.40128,4.422892,3.412086
3.5,1.6,2.401257,4.422707,3.411982
3.55,1.6,2.401245,4.422611,3.411928
3.6,1.6,2.401244,4.422604,3.411924
3.65,1.6,2.401254,4.422684,3.411969
3.7,1.6,2.401275,4.422853,3.412064
3.75,1.6,2.401307,4.423111,3.412209
3.8,1.6,2.40135,4.423457,3.412403
3.85,1.6,2.401404,4.423891,3.412648
3.9,1.6,2.401469,4.424414,3.412941
3.95,1.6,2.401545,4.425024,3.413285
4.0,1.6,2.401599,4.425454,3.413526
0.0,1.7,2.43888,4.717401,3.57814
0.05,1.7,2.437743,4.708701,3.573222
0.1,1.7,2.436623,4.700121,3.568372
0.15,1.7,2.435521,4.691662,3.563591
0.2,1.7,2.434436,4.683324,3.55888
0.25,1.7,2.433368,4.675109,3.554238
0.3,1.7,2.432317,4.667016,3.549667
0.35,1.7,2.431284,4.659047,3.545166
0.4,1.7,2.430269,4.651202,3.540735
0.45,1.7,2.42927,4.643482,3.536376
0.5,1.7,2.428289,4.635886,3.532088
0.55,1.7,2.427326,4.628417,3.527872
0.6,1.7,2.42638,4.621074,3.523727
0.65,1.7,2.425451,4.613859,3.519655
0.7,1.7,2.42454,4.606771,3.515656
0.75,1.7,2.423647,4.599812,3.511729
0.8,1.7,2.422771,4.592981,3.507876
0.85,1.7,2.421913,4.58628,3.504096
0.9,1.7,2.421072,4.579709,3.50039
0.95,1.7,2.420249,4.573269,3.496759
1.0,1.7,2.419443,4.56696,3.493201
1.05,1.7,2.418655,4.560782,3.489719
1.1,1.7,2.417885,4.554737,3.486311
1.15,1.7,2.417132,4.548825,3.482978
1.2,1.7,2.416397,4.543045,3.479721
1.25,1.7,2.41568,4.5374,3.47654
1.3,1.7,2.414981,4.531889,3.473435
1.35,1.7,2.414299,4.526513,3.470406
1.4,1.7,2.413635,4.521272,3.467453
1.45,1.7,2.412989,4.516167,3.464578
1.5,1.7,2.41236,4.511198,3.461779
1.55,1.7,2.411749,4.506366,3.459058
1.6,1.7,2.411157,4.50167,3.456413
1.65,1.7,2.410581,4.497113,3.453847
1.7,1.7,2.410024,4.492693,3.451359
1.75,1.7,2.409485,4.488412,3.448948
1.8,1.7,2.408963,4.484269,3.446616
1.85,1.7,2.40846,4.480266,3.444363
1.9,1.7,2.407974,4.476402,3.442188
1.95,1.7,2.407506,4.472678,3.440092
2.0,1.7,2.407056,4.469094,3.438075
2.05,1.7,2.406624,4.465651,3.436137
2.1,1.7,2.40621,4.462348,3.434279
2.15,1.7,2.405814,4.459187,3.4325
2.2,1.7,2.405435,4.456168,3.430801
2.25,1.7,2.405075,4.45329,3.429182
2.3,1.7,2.404732,4.450554,3.427643
2.35,1.7,2.404408,4.44796,3.426184
2.4,1.7,2.404102,4.44551,3.424806
2.45,1.7,2.403813,4.443201,3.423507
2.5,1.7,2.403543,4.441036,3.42229
2.55,1.7,2.40329,4.439015,3.421152
2.6,1.7,2.403056,4.437136,3.420096
2.65,1.7,2.402839,4.435402,3.41912
2.7,1.7,2.402641,4.433811,3.418226
2.75,1.7,2.40246,4.432364,3.417412
2.8,1.7,2.402298,4.431061,3.416679
2.85,1.7,2.402153,4.429902,3.416027
2.9,1.7,2.402027,4.428888,3.415457
2.95,1.7,2.401918,4.428018,3.414968
3.0,1.7,2.401828,4.427292,3.41456
3.05,1.7,2.401755,4.426711,3.414233
3.1,1.7,2.401701,4.426275,3.413988
3.15,1.7,2.401665,4.425984,3.413824
3.2,1.7,2.401646,4.425837,3.413742
3.25,1.7,2.401615,4.425588,3.413602
3.3,1.7,2.401588,4.42537,3.413479
3.35,1.7,2.401542,4.424998,3.41327
3.4,1.7,2.40149,4.424583,3.413037
3.45,1.7,2.401449,4.424254,3.412852
3.5,1.7,2.401419,4.424012,3.412715
3.55,1.7,2.4014,4.423855,3.412627
3.6,1.7,2.401391,4.423784,3.412588
3.65,1.7,2.401393,4.4238,3.412596
3.7,1.7,2.401405,4.423902,3.412654
3.75,1.7,2.401429,4.42409,3.412759
3.8,1.7,2.401463,4.424364,3.412913
3.85,1.7,2.401508,4.424724,3.413116
3.9,1.7,2.401563,4.42517,3.413367
3.95,1.7,2.40163,4.425702,3.413666
4.0,1.7,2.401694,4.426221,3.413958
0.0,1.8,2.43888,4.717401,3.57814
0.05,1.8,2.437761,4.708841,3.573301
0.1,1.8,2.436659,4.700397,3.568528
0.15,1.8,2.435574,4.69207,3.563822
0.2,1.8,2.434506,4.683862,3.559184
0.25,1.8,2.433454,4.675772,3.554613
0.3,1.8,2.432419,4.667801,3.55011
0.35,1.8,2.431401,4.659951,3.545676
0.4,1.8,2.4304,4.65222,3.54131
0.45,1.8,2.429416,4.644611,3.537014
0.5,1.8,2.428449,4.637123,3.532786
0.55,1.8,2.427499,4.629758,3.528628
0.6,1.8,2.426565,4.622515,3.52454
0.65,1.8,2.425649,4.615396,3.520523
0.7,1.8,2.42475,4.608401,3.516575
0.75,1.8,2.423867,4.60153,3.512699
0.8,1.8,2.423002,4.594784,3.508893
0.85,1.8,2.422154,4.588164,3.505159
0.9,1.8,2.421323,4.581671,3.501497
0.95,1.8,2.420509,4.575303,3.497906
1.0,1.8,2.419712,4.569064,3.494388
1.05,1.8,2.418932,4.562951,3.490942
1.1,1.8,2.418169,4.556968,3.487568
1.15,1.8,2.417423,4.551113,3.484268
1.2,1.8,2.416695,4.545387,3.481041
1.25,1.8,2.415984,4.539791,3.477887
1.3,1.8,2.41529,4.534325,3.474807
1.35,1.8,2.414613,4.52899,3.471802
1.4,1.8,2.413953,4.523787,3.46887
1.45,1.8,2.413311,4.518714,3.466013
1.5,1.8,2.412686,4.513774,3.46323
1.55,1.8,2.412078,4.508967,3.460522
1.6,1.8,2.411488,4.504292,3.45789
1.65,1.8,2.410914,4.499751,3.455333
1.7,1.8,2.410358,4.495344,3.452851
1.75,1.8,2.40982,4.49107,3.450445
1.8,1.8,2.409298,4.486932,3.448115
1.85,1.8,2.408795,4.482928,3.445861
1.9,1.8,2.408308,4.479059,3.443684
1.95,1.8,2.407839,4.475326,3.441583
2.0,1.8,2.407387,4.47173,3.439558
2.05,1.8,2.406952,4.468269,3.437611
2.1,1.8,2.406535,4.464945,3.43574
2.15,1.8,2.406136,4.461758,3.433947
2.2,1.8,2.405753,4.458708,3.432231
2.25,1.8,2.405389,4.455796,3.430592
2.3,1.8,2.405041,4.453021,3.429031
2.35,1.8,2.404711,4.450384,3.427548
2.4,1.8,2.404399,4.447886,3.426142
2.45,1.8,2.404104,4.445526,3.424815
2.5,1.8,2.403826,4.443305,3.423566
2.55,1.8,2.403566,4.441223,3.422394
2.6,1.8,2.403323,4.43928,3.421302
2.65,1.8,2.403098,4.437476,3.420287
2.7,1.8,2.40289,4.435812,3.419351
2.75,1.8,2.4027,4.434287,3.418494
2.8,1.8,2.402527,4.432902,3.417715
2.85,1.8,2.402372,4.431657,3.417015
2.9,1.8,2.402234,4.430552,3.416393
2.95,1.8,2.402114,4.429588,3.415851
3.0,1.8,2.402011,4.428763,3.415387
3.05,1.8,2.401926,4.428079,3.415002
3.1,1.8,2.401858,4.427535,3.414696
3.15,1.8,2.401808,4.427132,3.41447
3.2,1.8,2.401775,4.426869,3.414322
3.25,1.8,2.40176,4.426746,3.414253
3.3,1.8,2.40175,4.426671,3.414211
3.35,1.8,2.401725,4.426471,3.414098
3.4,1.8,2.401667,4.426006,3.413836
3.45,1.8,2.40162,4.425624,3.413622
3.5,1.8,2.401583,4.425326,3.413454
3.55,1.8,2.401556,4.425112,3.413334
3.6,1.8,2.40154,4.424982,3.413261
3.65,1.8,2.401534,4.424936,3.413235
3.7,1.8,2.401539,4.424974,3.413256
3.75,1.8,2.401554,4.425096,3.413325
3.8,1.8,2.40158,4.425302,3.413441
3.85,1.8,2.401616,4.425592,3.413604
3.9,1.8,2.401662,4.425965,3.413814
3.95,1.8,2.401719,4.426423,3.414071
4.0,1.8,2.401787,4.426964,3.414376
0.0,1.9,2.43888,4.717401,3.57814
0.05,1.9,2.437779,4.708976,3.573378
0.1,1.9,2.436694,4.700665,3.56868
0.15,1.9,2.435626,4.692468,3.564047
0.2,1.9,2.434574,4.684386,3.55948
0.25,1.9,2.433538,4.676418,3.554978
0.3,1.9,2.432519,4.668567,3.550543
0.35,1.9,2.431516,4.660832,3.546174
0.4,1.9,2.430529,4.653213,3.541871
0.45,1.9,2.429559,4.645713,3.537636
0.5,1.9,2.428605,4.63833,3.533468
0.55,1.9,2.427667,4.631066,3.529367
0.6,1.9,2.426747,4.623922,3.525334
0.65,1.9,2.425842,4.616897,3.521369
0.7,1.9,2.424954,4.609992,3.517473
0.75,1.9,2.424083,4.603209,3.513646
0.8,1.9,2.423228,4.596546,3.509887
0.85,1.9,2.42239,4.590006,3.506198
0.9,1.9,2.421568,4.583588,3.502578
0.95,1.9,2.420763,4.577293,3.499028
1.0,1.9,2.419974,4.571122,3.495548
1.05,1.9,2.419202,4.565074,3.492138
1.1,1.9,2.418447,4.559151,3.488799
1.15,1.9,2.417709,4.553353,3.485531
1.2,1.9,2.416987,4.547681,3.482334
1.25,1.9,2.416281,4.542134,3.479208
1.3,1.9,2.415593,4.536714,3.476153
1.35,1.9,2.414921,4.53142,3.473171
1.4,1.9,2.414266,4.526254,3.47026
1.45,1.9,2.413628,4.521216,3.467422
1.5,1.9,2.413006,4.516305,3.464656
1.55,1.9,2.412401,4.511523,3.461962
1.6,1.9,2.411813,4.506871,3.459342
1.65,1.9,2.411242,4.502347,3.456795
1.7,1.9,2.410687,4.497953,3.45432
1.75,1.9,2.41015,4.49369,3.45192
1.8,1.9,2.409629,4.489557,3.449593
1.85,1.9,2.409125,4.485554,3.44734
1.9,1.9,2.408638,4.481683,3.445161
1.95,1.9,2.408168,4.477944,3.443056
2.0,1.9,2.407714,4.474336,3.441025
2.05,1.9,2.407278,4.470861,3.439069
2.1,1.9,2.406858,4.467518,3.437188
2.15,1.9,2.406455,4.464308,3.435382
2.2,1.9,2.40607,4.461231,3.43365
2.25,1.9,2.405701,4.458287,3.431994
2.3,1.9,2.405349,4.455477,3.430413
2.35,1.9,2.405014,4.452801,3.428908
2.4,1.9,2.404696,4.450259,3.427478
2.45,1.9,2.404394,4.447852,3.426123
2.5,1.9,2.40411,4.445579,3.424845
2.55,1.9,2.403843,4.443441,3.423642
2.6,1.9,2.403593,4.441437,3.422515
2.65,1.9,2.403359,4.439569,3.421464
2.7,1.9,2.403143,4.437836,3.42049
2.75,1.9,2.402944,4.436239,3.419591
2.8,1.9,2.402761,4.434778,3.418769
2.85,1.9,2.402596,4.433452,3.418024
2.9,1.9,2.402447,4.432262,3.417354
2.95,1.9,2.402316,4.431208,3.416762
3.0,1.9,2.402201,4.43029,3.416246
3.05,1.9,2.402104,4.429508,3.415806
3.1,1.9,2.402023,4.428863,3.415443
3.15,1.9,2.40196,4.428354,3.415157
3.2,1.9,2.401914,4.427981,3.414947
3.25,1.9,2.401884,4.427745,3.414814
3.3,1.9,2.401872,4.427645,3.414758
3.35,1.9,2.401876,4.427681,3.414779
3.4,1.9,2.401845,4.427428,3.414637
3.45,1.9,2.401791,4.426997,3.414394
3.5,1.9,2.401747,4.426647,3.414197
3.55,1.9,2.401714,4.426379,3.414046
3.6,1.9,2.401691,4.426192,3.413942
3.65,1.9,2.401678,4.426088,3.413883
3.7,1.9,2.401675,4.426066,3.41387
3.75,1.9,2.401682,4.426125,3.413904
3.8,1.9,2.4017,4.426266,3.413983
3.85,1.9,2.401728,4.426489,3.414109
3.9,1.9,2.401766,4.426794,3.41428
3.95,1.9,2.401814,4.427181,3.414498
4.0,1.9,2.401872,4.42765,3.414761
0.0,2.0,2.43888,4.717401,3.57814
0.05,2.0,2.437796,4.709109,3.573453
0.1,2.0,2.436728,4.700927,3.568828
0.15,2.0,2.435676,4.692856,3.564266
0.2,2.0,2.43464,4.684896,3.559768
0.25,2.0,2.43362,4.677049,3.555334
0.3,2.0,2.432615,4.669313,3.550964
0.35,2.0,2.431627,4.661691,3.546659
0.4,2.0,2.430654,4.654182,3.542418
0.45,2.0,2.429698,4.646788,3.538243
0.5,2.0,2.428757,4.639508,3.534133
0.55,2.0,2.427832,4.632344,3.530088
0.6,2.0,2.426924,4.625295,3.526109
0.65,2.0,2.426031,4.618363,3.522197
0.7,2.0,2.425154,4.611547,3.518351
0.75,2.0,2.424294,4.604849,3.514571
0.8,2.0,2.423449,4.598269,3.510859
0.85,2.0,2.42262,4.591807,3.507214
0.9,2.0,2.421808,4.585464,3.503636
0.95,2.0,2.421012,4.57924,3.500126
1.0,2.0,2.420232,4.573136,3.496684
1.05,2.0,2.419468,4.567153,3.49331
1.1,2.0,2.41872,4.56129,3.490005
1.15,2.0,2.417988,4.555549,3.486768
1.2,2.0,2.417273,4.549929,3.483601
1.25,2.0,2.416573,4.544432,3.480503
1.3,2.0,2.41589,4.539057,3.477474
1.35,2.0,2.415224,4.533805,3.474514
1.4,2.0,2.414573,4.528677,3.471625
1.45,2.0,2.413939,4.523672,3.468806
1.5,2.0,2.413321,4.518792,3.466057
1.55,2.0,2.412719,4.514037,3.463378
1.6,2.0,2.412134,4.509407,3.46077
1.65,2.0,2.411565,4.504902,3.458233
1.7,2.0,2.411012,4.500524,3.455768
1.75,2.0,2.410475,4.496271,3.453373
1.8,2.0,2.409955,4.492145,3.45105
1.85,2.0,2.409451,4.488146,3.448799
1.9,2.0,2.408964,4.484275,3.446619
1.95,2.0,2.408493,4.480531,3.444512
2.0,2.0,2.408038,4.476915,3.442477
2.05,2.0,2.4076,4.473427,3.440514
2.1,2.0,2.407178,4.470068,3.438623
2.15,2.0,2.406773,4.466838,3.436805
2.2,2.0,2.406384,4.463736,3.43506
2.25,2.0,2.406011,4.460765,3.433388
2.3,2.0,2.405655,4.457923,3.431789
2.35,2.0,2.405315,4.45521,3.430263
2.4,2.0,2.404992,4.452628,3.42881
2.45,2.0,2.404685,4.450177,3.427431
2.5,2.0,2.404395,4.447856,3.426125
2.55,2.0,2.404121,4.445666,3.424893
2.6,2.0,2.403864,4.443606,3.423735
2.65,2.0,2.403623,4.441678,3.42265
2.7,2.0,2.403398,4.439881,3.42164
2.75,2.0,2.40319,4.438216,3.420703
2.8,2.0,2.402999,4.436683,3.419841
2.85,2.0,2.402824,4.435281,3.419052
2.9,2.0,2.402666,4.434011,3.418338
2.95,2.0,2.402524,4.432873,3.417698
3.0,2.0,2.402398,4.431867,3.417133
3.05,2.0,2.402289,4.430994,3.416642
3.1,2.0,2.402197,4.430253,3.416225
3.15,2.0,2.402121,4.429644,3.415882
3.2,2.0,2.402061,4.429167,3.415614
3.25,2.0,2.402019,4.428823,3.415421
3.3,2.0,2.401992,4.428612,3.415302
3.35,2.0,2.401982,4.428533,3.415258
3.4,2.0,2.401989,4.428586,3.415288
3.45,2.0,2.401962,4.428371,3.415166
3.5,2.0,2.401912,4.427971,3.414942
3.55,2.0,2.401873,4.427652,3.414762
3.6,2.0,2.401843,4.427412,3.414628
3.65,2.0,2.401823,4.427253,3.414538
3.7,2.0,2.401813,4.427173,3.414493
3.75,2.0,2.401813,4.427173,3.414493
3.8,2.0,2.401823,4.427253,3.414538
3.85,2.0,2.401843,4.427413,3.414628
3.9,2.0,2.401873,4.427652,3.414762
3.95,2.0,2.401912,4.427972,3.414942
4.0,2.0,2.401962,4.428371,3.415167
0.0,2.1,2.43888,4.717401,3.57814
0.05,2.1,2.437813,4.709238,3.573526
0.1,2.1,2.436762,4.701182,3.568972
0.15,2.1,2.435726,4.693234,3.56448
0.2,2.1,2.434705,4.685395,3.56005
0.25,2.1,2.4337,4.677664,3.555682
0.3,2.1,2.43271,4.670042,3.551376
0.35,2.1,2.431736,4.66253,3.547133
0.4,2.1,2.430777,4.655129,3.542953
0.45,2.1,2.429833,4.647838,3.538836
0.5,2.1,2.428906,4.640659,3.534782
0.55,2.1,2.427993,4.633592,3.530793
0.6,2.1,2.427096,4.626637,3.526867
0.65,2.1,2.426215,4.619795,3.523005
0.7,2.1,2.42535,4.613067,3.519208
0.75,2.1,2.4245,4.606453,3.515476
0.8,2.1,2.423665,4.599953,3.511809
0.85,2.1,2.422846,4.593569,3.508207
0.9,2.1,2.422043,4.587299,3.504671
0.95,2.1,2.421256,4.581146,3.501201
1.0,2.1,2.420484,4.575109,3.497796
1.05,2.1,2.419728,4.569188,3.494458
1.1,2.1,2.418987,4.563386,3.491186
1.15,2.1,2.418262,4.5577,3.487981
1.2,2.1,2.417553,4.552133,3.484843
1.25,2.1,2.41686,4.546685,3.481773
1.3,2.1,2.416183,4.541356,3.478769
1.35,2.1,2.415521,4.536146,3.475833
1.4,2.1,2.414875,4.531056,3.472965
1.45,2.1,2.414245,4.526086,3.470165
1.5,2.1,2.41363,4.521237,3.467434
1.55,2.1,2.413032,4.516509,3.46477
1.6,2.1,2.412449,4.511903,3.462176
1.65,2.1,2.411882,4.507418,3.45965
1.7,2.1,2.411331,4.503055,3.457193
1.75,2.1,2.410796,4.498815,3.454806
1.8,2.1,2.410277,4.494698,3.452488
1.85,2.1,2.409774,4.490704,3.450239
1.9,2.1,2.409286,4.486834,3.44806
1.95,2.1,2.408815,4.483088,3.445951
2.0,2.1,2.408359,4.479465,3.443912
2.05,2.1,2.407919,4.475968,3.441943
2.1,2.1,2.407496,4.472595,3.440045
2.15,2.1,2.407088,4.469347,3.438217
2.2,2.1,2.406696,4.466224,3.43646
2.25,2.1,2.40632,4.463227,3.434774
2.3,2.1,2.40596,4.460356,3.433158
2.35,2.1,2.405616,4.457611,3.431613
2.4,2.1,2.405288,4.454992,3.43014
2.45,2.1,2.404976,4.4525,3.428738
2.5,2.1,2.40468,4.450134,3.427407
2.55,2.1,2.4044,4.447896,3.426148
2.6,2.1,2.404136,4.445785,3.42496
2.65,2.1,2.403888,4.443801,3.423844
2.7,2.1,2.403656,4.441944,3.4228
2.75,2.1,2.40344,4.440215,3.421828
2.8,2.1,2.40324,4.438614,3.420927
2.85,2.1,2.403056,4.437141,3.420099
2.9,2.1,2.402888,4.435796,3.419342
2.95,2.1,2.402736,4.43458,3.418658
3.0,2.1,2.402601,4.433491,3.418046
3.05,2.1,2.402481,4.432531,3.417506
3.1,2.1,2.402377,4.4317,3.417038
3.15,2.1,2.40229,4.430997,3.416643
3.2,2.1,2.402218,4.430422,3.41632
3.25,2.1,2.402162,4.429976,3.416069
3.3,2.1,2.402123,4.429659,3.415891
3.35,2.1,2.402099,4.429471,3.415785
3.4,2.1,2.402092,4.429412,3.415752
3.45,2.1,2.40209,4.429397,3.415744
3.5,2.1,2.402067,4.429215,3.415641
3.55,2.1,2.402032,4.42893,3.415481
3.6,2.1,2.401996,4.428639,3.415318
3.65,2.1,2.401969,4.428427,3.415198
3.7,2.1,2.401952,4.428293,3.415123
3.75,2.1,2.401945,4.428236,3.415091
3.8,2.1,2.401948,4.428258,3.415103
3.85,2.1,2.401961,4.428357,3.415159
3.9,2.1,2.401983,4.428535,3.415259
3.95,2.1,2.402014,4.42879,3.415402
4.0,2.1,2.402056,4.429124,3.41559
0.0,2.2,2.43888,4.717401,3.57814
0.05,2.2,2.43783,4.709364,3.573597
0.1,2.2,2.436794,4.701432,3.569113
0.15,2.2,2.435774,4.693604,3.564689
0.2,2.2,2.434768,4.685881,3.560325
0.25,2.2,2.433778,4.678264,3.556021
0.3,2.2,2.432802,4.670753,3.551778
0.35,2.2,2.431842,4.663349,3.547596
0.4,2.2,2.430896,4.656053,3.543475
0.45,2.2,2.429966,4.648864,3.539415
0.5,2.2,2.429051,4.641783,3.535417
0.55,2.2,2.428151,4.634812,3.531481
0.6,2.2,2.427266,4.627949,3.527607
0.65,2.2,2.426396,4.621196,3.523796
0.7,2.2,2.425541,4.614554,3.520047
0.75,2.2,2.424701,4.608022,3.516362
0.8,2.2,2.423877,4.601602,3.512739
0.85,2.2,2.423067,4.595293,3.50918
0.9,2.2,2.422273,4.589096,3.505685
0.95,2.2,2.421494,4.583012,3.502253
1.0,2.2,2.420731,4.577041,3.498886
1.05,2.2,2.419982,4.571183,3.495583
1.1,2.2,2.419249,4.56544,3.492344
1.15,2.2,2.418531,4.55981,3.489171
1.2,2.2,2.417829,4.554296,3.486062
1.25,2.2,2.417141,4.548896,3.483019
1.3,2.2,2.416469,4.543612,3.480041
1.35,2.2,2.415813,4.538445,3.477129
1.4,2.2,2.415171,4.533393,3.474282
1.45,2.2,2.414545,4.528458,3.471502
1.5,2.2,2.413935,4.523641,3.468788
1.55,2.2,2.41334,4.518941,3.46614
1.6,2.2,2.41276,4.514359,3.463559
1.65,2.2,2.412195,4.509895,3.461045
1.7,2.2,2.411646,4.50555,3.458598
1.75,2.2,2.411113,4.501324,3.456218
1.8,2.2,2.410595,4.497217,3.453906
1.85,2.2,2.410092,4.493229,3.451661
1.9,2.2,2.409605,4.489362,3.449483
1.95,2.2,2.409133,4.485615,3.447374
2.0,2.2,2.408676,4.481988,3.445332
2.05,2.2,2.408235,4.478483,3.443359
2.1,2.2,2.40781,4.475098,3.441454
2.15,2.2,2.4074,4.471835,3.439618
2.2,2.2,2.407006,4.468694,3.43785
2.25,2.2,2.406627,4.465674,3.43615
2.3,2.2,2.406263,4.462777,3.43452
2.35,2.2,2.405916,4.460002,3.432959
2.4,2.2,2.405583,4.457349,3.431466
2.45,2.2,2.405266,4.45482,3.430043
2.5,2.2,2.404965,4.452413,3.428689
2.55,2.2,2.404679,4.45013,3.427405
2.6,2.2,2.404409,4.447971,3.42619
2.65,2.2,2.404155,4.445935,3.425045
2.7,2.2,2.403916,4.444022,3.423969
2.75,2.2,2.403692,4.442234,3.422963
2.8,2.2,2.403484,4.44057,3.422027
2.85,2.2,2.403292,4.43903,3.421161
2.9,2.2,2.403115,4.437615,3.420365
2.95,2.2,2.402954,4.436324,3.419639
3.0,2.2,2.402809,4.435157,3.418983
3.05,2.2,2.402679,4.434116,3.418397
3.1,2.2,2.402564,4.433199,3.417882
3.15,2.2,2.402465,4.432407,3.417436
3.2,2.2,2.402382,4.43174,3.417061
3.25,2.2,2.402315,4.431198,3.416756
3.3,2.2,2.402263,4.430781,3.416522
3.35,2.2,2.402226,4.430489,3.416358
3.4,2.2,2.402205,4.430323,3.416264
3.45,2.2,2.4022,4.430281,3.416241
3.5,2.2,2.402183,4.430142,3.416162
3.55,2.2,2.402161,4.429969,3.416065
3.6,2.2,2.402149,4.429871,3.41601
3.65,2.2,2.402117,4.429609,3.415863
3.7,2.2,2.402093,4.429423,3.415758
3.75,2.2,2.40208,4.429313,3.415696
3.8,2.2,2.402075,4.429279,3.415677
3.85,2.2,2.402081,4.429321,3.415701
3.9,2.2,2.402095,4.429439,3.415767
3.95,2.2,2.40212,4.429633,3.415876
4.0,2.2,2.402153,4.429903,3.416028
0.0,2.3,2.43888,4.717401,3.57814
0.05,2.3,2.437846,4.709487,3.573666
0.1,2.3,2.436826,4.701675,3.56925
0.15,2.3,2.435821,4.693964,3.564892
0.2,2.3,2.43483,4.686356,3.560593
0.25,2.3,2.433854,4.67885,3.556352
0.3,2.3,2.432893,4.671448,3.55217
0.35,2.3,2.431946,4.66415,3.548048
0.4,2.3,2.431013,4.656956,3.543985
0.45,2.3,2.430096,4.649867,3.539981
0.5,2.3,2.429193,4.642883,3.536038
0.55,2.3,2.428305,4.636004,3.532155
0.6,2.3,2.427431,4.629232,3.528332
0.65,2.3,2.426572,4.622567,3.52457
0.7,2.3,2.425728,4.616009,3.520868
0.75,2.3,2.424898,4.609558,3.517228
0.8,2.3,2.424084,4.603216,3.51365
0.85,2.3,2.423284,4.596982,3.510133
0.9,2.3,2.422499,4.590856,3.506678
0.95,2.3,2.421728,4.584841,3.503284
1.0,2.3,2.420973,4.578935,3.499954
1.05,2.3,2.420232,4.573139,3.496686
1.1,2.3,2.419506,4.567454,3.49348
1.15,2.3,2.418795,4.56188,3.490338
1.2,2.3,2.418099,4.556417,3.487258
1.25,2.3,2.417418,4.551067,3.484242
1.3,2.3,2.416751,4.545828,3.48129
1.35,2.3,2.4161,4.540703,3.478401
1.4,2.3,2.415463,4.53569,3.475576
1.45,2.3,2.414841,4.530791,3.472816
1.5,2.3,2.414234,4.526005,3.47012
1.55,2.3,2.413643,4.521334,3.467488
1.6,2.3,2.413066,4.516777,3.464921
1.65,2.3,2.412504,4.512335,3.462419
1.7,2.3,2.411957,4.508008,3.459983
1.75,2.3,2.411425,4.503797,3.457611
1.8,2.3,2.410908,4.499702,3.455305
1.85,2.3,2.410406,4.495722,3.453064
1.9,2.3,2.409919,4.49186,3.450889
1.95,2.3,2.409447,4.488113,3.44878
2.0,2.3,2.40899,4.484485,3.446737
2.05,2.3,2.408549,4.480973,3.444761
2.1,2.3,2.408122,4.477579,3.44285
2.15,2.3,2.40771,4.474303,3.441006
2.2,2.3,2.407313,4.471145,3.439229
2.25,2.3,2.406932,4.468105,3.437519
2.3,2.3,2.406565,4.465184,3.435875
2.35,2.3,2.406214,4.462382,3.434298
2.4,2.3,2.405878,4.459699,3.432788
2.45,2.3,2.405556,4.457136,3.431346
2.5,2.3,2.40525,4.454691,3.429971
2.55,2.3,2.404959,4.452367,3.428663
2.6,2.3,2.404684,4.450163,3.427423
2.65,2.3,2.404423,4.448078,3.42625
2.7,2.3,2.404177,4.446114,3.425146
2.75,2.3,2.403947,4.44427,3.424108
2.8,2.3,2.403731,4.442547,3.423139
2.85,2.3,2.403531,4.440944,3.422238
2.9,2.3,2.403346,4.439463,3.421404
2.95,2.3,2.403176,4.438102,3.420639
3.0,2.3,2.403021,4.436862,3.419942
3.05,2.3,2.402882,4.435744,3.419313
3.1,2.3,2.402757,4.434747,3.418752
