lambda,p,cal_all_rmse,cal_high_rmse,objective
3.15,2.3,2.402648,4.433871,3.418259
3.2,2.3,2.402554,4.433116,3.417835
3.25,2.3,2.402475,4.432483,3.417479
3.3,2.3,2.402411,4.431972,3.417191
3.35,2.3,2.402363,4.431582,3.416972
3.4,2.3,2.402329,4.431313,3.416821
3.45,2.3,2.402311,4.431167,3.416739
3.5,2.3,2.402308,4.431142,3.416725
3.55,2.3,2.402275,4.430879,3.416577
3.6,2.3,2.402254,4.430714,3.416484
3.65,2.3,2.402247,4.430654,3.41645
3.7,2.3,2.402235,4.430561,3.416398
3.75,2.3,2.402215,4.4304,3.416307
3.8,2.3,2.402204,4.430313,3.416258
3.85,2.3,2.402203,4.4303,3.416251
3.9,2.3,2.40221,4.430362,3.416286
3.95,2.3,2.402227,4.430497,3.416362
4.0,2.3,2.402253,4.430707,3.41648
0.0,2.4,2.43888,4.717401,3.57814
0.05,2.4,2.437861,4.709607,3.573734
0.1,2.4,2.436857,4.701912,3.569385
0.15,2.4,2.435867,4.694316,3.565092
0.2,2.4,2.43489,4.68682,3.560855
0.25,2.4,2.433929,4.679424,3.556676
0.3,2.4,2.432981,4.672128,3.552554
0.35,2.4,2.432047,4.664933,3.54849
0.4,2.4,2.431128,4.657839,3.544483
0.45,2.4,2.430223,4.650847,3.540535
0.5,2.4,2.429332,4.643958,3.536645
0.55,2.4,2.428455,4.637171,3.532813
0.6,2.4,2.427593,4.630488,3.52904
0.65,2.4,2.426745,4.623908,3.525327
0.7,2.4,2.425911,4.617433,3.521672
0.75,2.4,2.425092,4.611062,3.518077
0.8,2.4,2.424287,4.604796,3.514541
0.85,2.4,2.423496,4.598636,3.511066
0.9,2.4,2.42272,4.592581,3.50765
0.95,2.4,2.421958,4.586633,3.504295
1.0,2.4,2.42121,4.580791,3.501001
1.05,2.4,2.420477,4.575057,3.497767
1.1,2.4,2.419758,4.56943,3.494594
1.15,2.4,2.419054,4.563911,3.491482
1.2,2.4,2.418364,4.5585,3.488432
1.25,2.4,2.417689,4.553198,3.485443
1.3,2.4,2.417028,4.548005,3.482517
1.35,2.4,2.416382,4.542922,3.479652
1.4,2.4,2.41575,4.537948,3.476849
1.45,2.4,2.415132,4.533084,3.474108
1.5,2.4,2.414529,4.528331,3.47143
1.55,2.4,2.413941,4.523689,3.468815
1.6,2.4,2.413367,4.519158,3.466263
1.65,2.4,2.412808,4.514739,3.463773
1.7,2.4,2.412263,4.510432,3.461347
1.75,2.4,2.411733,4.506236,3.458985
1.8,2.4,2.411217,4.502154,3.456686
1.85,2.4,2.410717,4.498184,3.45445
1.9,2.4,2.41023,4.494327,3.452279
1.95,2.4,2.409758,4.490584,3.450171
2.0,2.4,2.409301,4.486954,3.448128
2.05,2.4,2.408859,4.483438,3.446148
2.1,2.4,2.408431,4.480037,3.444234
2.15,2.4,2.408018,4.47675,3.442384
2.2,2.4,2.407619,4.473577,3.440598
2.25,2.4,2.407235,4.47052,3.438878
2.3,2.4,2.406866,4.467578,3.437222
2.35,2.4,2.406511,4.464752,3.435631
2.4,2.4,2.406171,4.462041,3.434106
2.45,2.4,2.405846,4.459446,3.432646
2.5,2.4,2.405535,4.456967,3.431251
2.55,2.4,2.405239,4.454605,3.429922
2.6,2.4,2.404958,4.452359,3.428658
2.65,2.4,2.404692,4.450229,3.427461
2.7,2.4,2.40444,4.448217,3.426328
2.75,2.4,2.404203,4.446321,3.425262
2.8,2.4,2.403981,4.444542,3.424262
2.85,2.4,2.403773,4.442881,3.423327
2.9,2.4,2.40358,4.441337,3.422459
2.95,2.4,2.403402,4.439911,3.421657
3.0,2.4,2.403239,4.438602,3.420921
3.05,2.4,2.40309,4.437412,3.420251
3.1,2.4,2.402956,4.436338,3.419647
3.15,2.4,2.402837,4.435383,3.41911
3.2,2.4,2.402732,4.434546,3.418639
3.25,2.4,2.402643,4.433827,3.418235
3.3,2.4,2.402568,4.433226,3.417897
3.35,2.4,2.402507,4.432743,3.417625
3.4,2.4,2.402462,4.432379,3.41742
3.45,2.4,2.402431,4.432132,3.417282
3.5,2.4,2.402415,4.432004,3.41721
3.55,2.4,2.402399,4.431872,3.417135
3.6,2.4,2.402366,4.431609,3.416988
3.65,2.4,2.402346,4.431451,3.416899
3.7,2.4,2.40234,4.431397,3.416868
3.75,2.4,2.402345,4.43144,3.416892
3.8,2.4,2.402335,4.431358,3.416846
3.85,2.4,2.402326,4.431293,3.41681
3.9,2.4,2.402327,4.431301,3.416814
3.95,2.4,2.402337,4.431381,3.416859
4.0,2.4,2.402356,4.431533,3.416945
0.0,2.5,2.43888,4.717401,3.57814
0.05,2.5,2.437877,4.709725,3.573801
0.1,2.5,2.436887,4.702145,3.569516
0.15,2.5,2.435911,4.694661,3.565286
0.2,2.5,2.43495,4.687274,3.561112
0.25,2.5,2.434001,4.679984,3.556993
0.3,2.5,2.433067,4.672792,3.552929
0.35,2.5,2.432146,4.665698,3.548922
0.4,2.5,2.43124,4.658703,3.544971
0.45,2.5,2.430347,4.651806,3.541077
0.5,2.5,2.429468,4.64501,3.537239
0.55,2.5,2.428603,4.638313,3.533458
0.6,2.5,2.427751,4.631717,3.529734
0.65,2.5,2.426914,4.625221,3.526068
0.7,2.5,2.426091,4.618827,3.522459
0.75,2.5,2.425281,4.612535,3.518908
0.8,2.5,2.424486,4.606344,3.515415
0.85,2.5,2.423704,4.600257,3.51198
0.9,2.5,2.422936,4.594272,3.508604
0.95,2.5,2.422183,4.58839,3.505286
1.0,2.5,2.421443,4.582612,3.502028
1.05,2.5,2.420718,4.576938,3.498828
1.1,2.5,2.420006,4.571369,3.495687
1.15,2.5,2.419308,4.565904,3.492606
1.2,2.5,2.418625,4.560545,3.489585
1.25,2.5,2.417955,4.555291,3.486623
1.3,2.5,2.4173,4.550144,3.483722
1.35,2.5,2.416659,4.545103,3.480881
1.4,2.5,2.416032,4.540168,3.4781
1.45,2.5,2.415419,4.535341,3.47538
1.5,2.5,2.41482,4.53062,3.47272
1.55,2.5,2.414235,4.526008,3.470121
1.6,2.5,2.413664,4.521504,3.467584
1.65,2.5,2.413108,4.517108,3.465108
1.7,2.5,2.412565,4.512821,3.462693
1.75,2.5,2.412037,4.508642,3.46034
1.8,2.5,2.411523,4.504573,3.458048
1.85,2.5,2.411023,4.500614,3.455819
1.9,2.5,2.410538,4.496765,3.453651
1.95,2.5,2.410066,4.493026,3.451546
2.0,2.5,2.409609,4.489397,3.449503
2.05,2.5,2.409166,4.485879,3.447522
2.1,2.5,2.408737,4.482472,3.445604
2.15,2.5,2.408323,4.479176,3.443749
2.2,2.5,2.407922,4.475992,3.441957
2.25,2.5,2.407536,4.472919,3.440228
2.3,2.5,2.407165,4.469958,3.438561
2.35,2.5,2.406807,4.46711,3.436958
2.4,2.5,2.406464,4.464374,3.435419
2.45,2.5,2.406135,4.46175,3.433943
2.5,2.5,2.40582,4.45924,3.43253
2.55,2.5,2.40552,4.456842,3.431181
2.6,2.5,2.405234,4.454558,3.429896
2.65,2.5,2.404962,4.452386,3.428674
2.7,2.5,2.404704,4.450329,3.427517
2.75,2.5,2.404461,4.448385,3.426423
2.8,2.5,2.404232,4.446555,3.425393
2.85,2.5,2.404018,4.444838,3.424428
2.9,2.5,2.403817,4.443236,3.423527
2.95,2.5,2.403632,4.441748,3.42269
3.0,2.5,2.40346,4.440375,3.421917
3.05,2.5,2.403303,4.439116,3.421209
3.1,2.5,2.40316,4.437971,3.420565
3.15,2.5,2.403031,4.436941,3.419986
3.2,2.5,2.402917,4.436026,3.419471
3.25,2.5,2.402817,4.435225,3.419021
3.3,2.5,2.402731,4.43454,3.418635
3.35,2.5,2.40266,4.433969,3.418314
3.4,2.5,2.402603,4.433513,3.418058
3.45,2.5,2.402561,4.433172,3.417866
3.5,2.5,2.402533,4.432946,3.417739
3.55,2.5,2.402519,4.432835,3.417677
3.6,2.5,2.402488,4.432587,3.417538
3.65,2.5,2.402456,4.432334,3.417395
3.7,2.5,2.402437,4.432182,3.41731
3.75,2.5,2.402431,4.432132,3.417281
3.8,2.5,2.402437,4.43218,3.417309
3.85,2.5,2.402452,4.432298,3.417375
3.9,2.5,2.402446,4.432254,3.41735
3.95,2.5,2.40245,4.432281,3.417365
4.0,2.5,2.402462,4.432378,3.41742
