response,subset,breakpoint_kt,n,n_low,n_high,b0,slope_low,slope_change,slope_high,sse,linear_sse,sse_reduction_pct,delta_aic,linear_zero_crossing_kt
daily_rmse,CAL_2000_2016,0.725,108,74,34,13.657638011723884,-17.03431012225684,34.53226098661826,17.49795086436142,155.28028172778752,175.7785536417689,11.661418011071019,-9.391269022801893,0.831916704242521
daily_rmse,VAL_2017_2024,0.515,136,52,84,9.727945261739402,-8.907018397960861,-3.92906664793223,-12.83608504589309,322.7393169348281,326.6715980302134,1.2037413473030494,2.3529788219016297,0.9597952459795465
daily_rmse,ALL_2000_2024,0.74,244,205,39,12.189939973813965,-14.245271694262842,40.84748365587506,26.60221196161222,532.7021965809519,554.6215719327249,3.9521317707476147,-5.83893190295089,0.8778596198364984
afternoon_rmse,CAL_2000_2016,0.71,108,68,40,21.037936597284542,-28.789605861554875,32.716903987215616,3.927298125660741,430.95718779614964,463.07991427452754,6.936756591721789,-3.764215829137669,0.7548929402674646
afternoon_rmse,VAL_2017_2024,0.52,136,53,83,14.947943873931191,-15.691144717653195,-11.305355870397083,-26.996500588050278,1221.6778039671449,1253.95986346477,2.5744093123066776,0.45294703757497246,0.7993700101036939
afternoon_rmse,ALL_2000_2024,0.46499999999999997,244,68,176,17.382273937222266,-20.038698292784304,-7.204710152683427,-27.24340844546773,1763.473516303273,1786.2681397044594,1.276103116576759,0.866270788207089,0.7713417992795496
afternoon_bias,CAL_2000_2016,0.7050000000000001,108,64,44,21.055962995280662,-29.162820163062225,28.355586733611606,-0.8072334294506192,432.6577328293299,460.8223597421369,6.111818647117534,-2.811092563254988,0.7452885436832098
afternoon_bias,VAL_2017_2024,0.53,136,54,82,14.919388228261758,-15.91238659565121,-13.023919601161847,-28.936306196813057,1266.4570673778342,1308.4850757671336,3.2119593236215866,-0.4399574654810863,0.7805917184335365
afternoon_bias,ALL_2000_2024,0.46499999999999997,244,68,176,17.320875085888797,-20.107315065140902,-8.002921669097129,-28.11023673423803,1803.0620838353025,1831.1873425629894,1.5359028578868366,0.22331913313809082,0.7581653649841957
