dtr_threshold_c,kt_cal_mean,bpre0,bpre_kt,bpost0,bpost_kt,n_pre_cal,n_post_cal
14.8,0.5770571446383504,10.366360198732256,-15.168720202885286,2.1614223671871167,-3.287779849821147,95,93
