group,model,n,rmse,mae,mbe,r2
ALL_MAYSEP,M0,22720,2.580829557900967,1.5881257174295775,0.4194704357394366,0.8390891550013916
ALL_MAYSEP,M12_RAW,22720,2.46649735892445,1.5596897462460952,0.353878743682148,0.8502154548131632
ALL_MAYSEP,M12_CLAMPED,22720,2.4612820742367205,1.558200793108312,0.3553676968199312,0.8507230471865226
VAL_MAYSEP,M0,5917,2.9468911750816673,1.9135334291025858,0.3368242859557208,0.8028957874870036
VAL_MAYSEP,M12_RAW,5917,2.7638634580805466,1.860613887299973,0.18548014495514675,0.8191865043113201
VAL_MAYSEP,M12_CLAMPED,5917,2.7615532549829602,1.8601313763745189,0.18596265588060082,0.8194532181872178
VAL_HIGH_DTR,M0,975,5.121511802637366,3.7611913846153846,1.2166861538461538,0.5559367945232727
VAL_HIGH_DTR,M12_RAW,975,4.462253390583738,3.442492292513573,0.3010517049011515,0.5940485568971166
VAL_HIGH_DTR,M12_CLAMPED,975,4.453564767652607,3.4395640697998173,0.303979927614907,0.5952124870101674
