lambda,eta,asymptotic_effective_excess,cal_all_rmse,cal_high_rmse,objective
4.0,0.48,2.083333,2.3424,4.248118,3.295259
4.1,0.48,2.083333,2.341714,4.242528,3.292121
4.2,0.48,2.083333,2.34104,4.237016,3.289028
4.3,0.48,2.083333,2.340375,4.231584,3.28598
4.4,0.48,2.083333,2.339721,4.226231,3.282976
4.5,0.48,2.083333,2.339078,4.220958,3.280018
4.6,0.48,2.083333,2.338445,4.215766,3.277105
4.7,0.48,2.083333,2.337822,4.210653,3.274238
4.8,0.48,2.083333,2.337209,4.205622,3.271416
4.9,0.48,2.083333,2.336607,4.200672,3.26864
5.0,0.48,2.083333,2.336016,4.195803,3.265909
5.1,0.48,2.083333,2.335435,4.191016,3.263225
5.2,0.48,2.083333,2.334864,4.18631,3.260587
5.3,0.48,2.083333,2.334304,4.181687,3.257996
5.4,0.48,2.083333,2.333754,4.177146,3.25545
5.5,0.48,2.083333,2.333215,4.172688,3.252952
5.6,0.48,2.083333,2.332686,4.168313,3.2505
5.7,0.48,2.083333,2.332168,4.164022,3.248095
5.8,0.48,2.083333,2.33166,4.159813,3.245737
5.9,0.48,2.083333,2.331163,4.155689,3.243426
6.0,0.48,2.083333,2.330676,4.151648,3.241162
0.0,0.5,2.0,2.378185,4.53268,3.455432
0.1,0.5,2.0,2.37712,4.524411,3.450766
0.2,0.5,2.0,2.376065,4.516206,3.446135
0.3,0.5,2.0,2.375019,4.508063,3.441541
0.4,0.5,2.0,2.373983,4.499983,3.436983
0.5,0.5,2.0,2.372957,4.491967,3.432462
0.6,0.5,2.0,2.37194,4.484015,3.427977
0.7,0.5,2.0,2.370932,4.476127,3.42353
0.8,0.5,2.0,2.369934,4.468304,3.419119
0.9,0.5,2.0,2.368946,4.460546,3.414746
1.0,0.5,2.0,2.367967,4.452853,3.41041
1.1,0.5,2.0,2.366998,4.445225,3.406112
1.2,0.5,2.0,2.366039,4.437664,3.401851
1.3,0.5,2.0,2.365089,4.430169,3.397629
1.4,0.5,2.0,2.364149,4.42274,3.393445
1.5,0.5,2.0,2.363219,4.415378,3.389299
1.6,0.5,2.0,2.362298,4.408084,3.385191
1.7,0.5,2.0,2.361387,4.400858,3.381122
1.8,0.5,2.0,2.360485,4.393699,3.377092
1.9,0.5,2.0,2.359594,4.386608,3.373101
2.0,0.5,2.0,2.358712,4.379587,3.369149
2.1,0.5,2.0,2.357839,4.372634,3.365237
2.2,0.5,2.0,2.356977,4.36575,3.361364
2.3,0.5,2.0,2.356124,4.358937,3.35753
2.4,0.5,2.0,2.355281,4.352193,3.353737
2.5,0.5,2.0,2.354448,4.345519,3.349983
2.6,0.5,2.0,2.353624,4.338916,3.34627
2.7,0.5,2.0,2.352811,4.332384,3.342597
2.8,0.5,2.0,2.352007,4.325923,3.338965
2.9,0.5,2.0,2.351213,4.319534,3.335373
3.0,0.5,2.0,2.350429,4.313216,3.331822
3.1,0.5,2.0,2.349654,4.306971,3.328313
3.2,0.5,2.0,2.34889,4.300798,3.324844
3.3,0.5,2.0,2.348135,4.294698,3.321417
3.4,0.5,2.0,2.34739,4.288672,3.318031
3.5,0.5,2.0,2.346655,4.282718,3.314687
3.6,0.5,2.0,2.34593,4.276839,3.311384
3.7,0.5,2.0,2.345215,4.271033,3.308124
3.8,0.5,2.0,2.34451,4.265302,3.304906
3.9,0.5,2.0,2.343814,4.259645,3.30173
4.0,0.5,2.0,2.343129,4.254064,3.298596
4.1,0.5,2.0,2.342453,4.248558,3.295505
4.2,0.5,2.0,2.341788,4.243127,3.292457
4.3,0.5,2.0,2.341132,4.237772,3.289452
4.4,0.5,2.0,2.340486,4.232493,3.28649
4.5,0.5,2.0,2.339851,4.227291,3.283571
4.6,0.5,2.0,2.339225,4.222165,3.280695
4.7,0.5,2.0,2.338609,4.217116,3.277863
4.8,0.5,2.0,2.338003,4.212145,3.275074
4.9,0.5,2.0,2.337408,4.207251,3.272329
5.0,0.5,2.0,2.336822,4.202435,3.269628
5.1,0.5,2.0,2.336246,4.197696,3.266971
5.2,0.5,2.0,2.33568,4.193037,3.264358
5.3,0.5,2.0,2.335124,4.188455,3.26179
5.4,0.5,2.0,2.334579,4.183953,3.259266
5.5,0.5,2.0,2.334043,4.17953,3.256786
5.6,0.5,2.0,2.333517,4.175186,3.254351
5.7,0.5,2.0,2.333002,4.170921,3.251961
5.8,0.5,2.0,2.332496,4.166737,3.249616
5.9,0.5,2.0,2.332,4.162632,3.247316
6.0,0.5,2.0,2.331515,4.158608,3.245062
