dtr_threshold_c,cloud_hinge_c0,alpha_sunset,dense_loyo_rmse,c0_hit_search_boundary,primary_validation_shape_violations,primary_validation_ts_caps
14.8,0.02,8.497276109459982,3.458723780494463,False,0,11
