solar_date,month,season,n_points,formal_dtr_c,daily_rmse_c,daily_mae_c,daily_mbe_c
2010-12-15,12,Other,8,8.4,1.7082,1.3338,0.221
2010-12-16,12,Other,8,7.9,2.2762,2.091,-0.1964
2010-12-17,12,Other,8,12.9,3.4265,3.2357,-1.8825
2010-12-18,12,Other,8,14.0,4.6746,4.1181,1.5384
2010-12-19,12,Other,8,12.3,2.1965,1.3786,-1.2205
2010-12-20,12,Other,8,12.4,1.8357,1.55,-0.6293
2010-12-21,12,Other,8,9.2,1.6785,1.4907,-1.0444
2010-12-22,12,Other,8,5.3,1.7594,1.5179,0.8157
2010-12-23,12,Other,8,5.2,3.076,2.7654,1.6848
2010-12-24,12,Other,8,12.7,3.4621,3.0684,1.6948
2010-12-25,12,Other,8,10.8,3.2988,2.7486,-0.1221
2010-12-26,12,Other,8,7.7,3.7444,3.0785,-2.2792
2010-12-27,12,Other,8,11.6,5.6634,4.6946,0.8465
2010-12-28,12,Other,8,8.5,3.4496,2.9527,1.5898
2010-12-29,12,Other,8,10.1,4.5749,4.1637,1.578
2010-12-30,12,Other,8,8.6,2.266,1.7552,-1.0035
2010-12-31,12,Other,8,13.7,4.8417,3.8405,1.4775
2011-01-01,1,Other,8,5.3,3.1835,2.9745,1.2918
2011-01-02,1,Other,8,6.2,2.0569,1.6813,0.9673
2011-01-03,1,Other,8,4.8,1.9914,1.641,0.7534
2011-01-04,1,Other,8,4.7,1.5183,1.3393,0.2238
2011-01-05,1,Other,8,6.2,1.9429,1.7011,-1.554
2011-01-06,1,Other,8,6.4,1.7454,1.2537,0.5588
2011-01-07,1,Other,8,5.7,1.7664,1.7033,-0.1164
2011-01-08,1,Other,7,8.8,2.2977,1.911,-0.0085
2011-01-09,1,Other,8,4.9,2.2437,1.8821,1.254
2011-01-10,1,Other,8,8.0,1.7255,1.4774,-0.9792
2011-01-11,1,Other,8,13.1,4.4386,3.3262,-1.7074
2011-01-12,1,Other,8,9.7,2.8968,2.6093,-0.9871
2011-01-13,1,Other,8,6.8,3.0912,2.8405,1.0348
2011-01-14,1,Other,8,6.3,2.9593,2.5051,1.1458
2011-01-15,1,Other,8,6.9,1.6568,1.449,-0.6658
2011-01-16,1,Other,8,7.4,1.858,1.659,0.5048
2011-01-17,1,Other,8,7.8,2.0769,1.816,-0.4925
2011-01-18,1,Other,8,8.4,2.2839,1.8309,0.1354
2011-01-19,1,Other,8,13.3,5.3632,4.7587,1.6651
2011-01-20,1,Other,8,4.4,1.3366,0.9537,0.422
2011-01-21,1,Other,8,7.1,2.0723,1.7241,0.7805
2011-01-22,1,Other,8,5.5,0.4979,0.4165,-0.0537
2011-01-23,1,Other,8,11.3,2.623,2.0084,1.2183
2011-01-24,1,Other,8,4.7,1.426,1.1606,-0.7859
2011-01-25,1,Other,7,9.5,3.9406,3.1726,-1.8128
2011-01-26,1,Other,8,4.1,1.3045,1.0361,-0.0066
2011-01-27,1,Other,8,12.6,5.9334,5.1938,2.633
2011-01-28,1,Other,8,7.5,1.5462,1.2994,-0.8492
2011-01-29,1,Other,8,5.0,2.1362,1.8148,0.8498
2011-01-30,1,Other,8,6.3,1.2681,0.9819,-0.5581
2011-01-31,1,Other,8,7.5,1.5655,1.2349,0.3916
2011-02-01,2,Other,8,9.1,2.8539,2.2234,-1.3167
2011-02-02,2,Other,8,5.3,2.8347,2.5845,0.3102
2011-02-03,2,Other,8,6.8,4.6168,3.3928,-3.1792
2011-02-04,2,Other,8,8.5,3.5322,2.9919,-0.252
2011-02-05,2,Other,8,9.1,2.8395,2.0302,-1.9644
2011-02-06,2,Other,8,4.0,1.1999,0.9582,0.5185
2011-02-07,2,Other,8,2.9,1.4217,1.179,0.4525
2011-02-08,2,Other,8,3.8,0.9375,0.72,-0.1902
2011-02-09,2,Other,8,9.4,3.3364,2.6465,2.0118
2011-02-10,2,Other,8,6.3,1.5135,1.3232,-0.5053
2011-02-11,2,Other,8,7.1,2.3534,1.8034,1.3116
2011-02-12,2,Other,8,3.0,1.3987,1.1738,0.9345
2011-02-13,2,Other,8,3.2,0.4928,0.3405,-0.1723
2011-02-14,2,Other,8,8.7,1.9719,1.6965,-0.1682
2011-02-15,2,Other,8,7.2,2.1031,1.8107,0.043
2011-02-16,2,Other,8,4.7,1.9261,1.5997,1.2329
2011-02-17,2,Other,8,1.7,0.4785,0.3682,0.1774
2011-02-18,2,Other,8,5.4,1.5922,1.4631,0.4489
2011-02-19,2,Other,8,6.4,1.9737,1.4403,-0.4625
2011-02-20,2,Other,8,7.6,1.4693,1.1585,0.7572
2011-02-21,2,Other,8,3.3,1.5296,1.138,1.0952
2011-02-22,2,Other,8,3.6,1.2768,1.1229,0.649
2011-02-23,2,Other,8,2.9,1.1024,0.9655,-0.6216
2011-02-24,2,Other,8,2.7,1.3923,1.201,0.6507
2011-02-25,2,Other,8,4.0,2.564,2.2326,1.2563
2011-02-26,2,Other,8,5.5,2.1564,1.7423,1.257
2011-02-27,2,Other,8,6.3,2.2706,1.9455,0.9468
2011-02-28,2,Other,8,8.1,2.1052,1.8625,0.0046
2011-03-01,3,Other,8,7.8,1.7916,1.4571,0.2587
2011-03-02,3,Other,8,7.1,1.7271,1.4611,-0.625
2011-03-03,3,Other,8,10.1,3.2216,2.5665,-2.549
2011-03-04,3,Other,8,7.9,2.4159,1.9393,0.713
2011-03-05,3,Other,8,9.2,2.5831,2.2382,0.4818
2011-03-06,3,Other,8,7.2,1.6612,1.4968,-0.3914
2011-03-07,3,Other,8,8.5,1.3726,1.2141,-0.4961
2011-03-08,3,Other,8,7.6,2.0505,1.5599,-0.24
2011-03-09,3,Other,8,6.6,2.3828,1.633,-1.3706
2011-03-10,3,Other,8,10.9,3.5514,2.7861,0.9384
2011-03-11,3,Other,8,17.4,5.137,4.3525,1.9995
2011-03-12,3,Other,8,5.2,3.3571,2.9923,2.0514
2011-03-13,3,Other,8,7.8,1.4636,1.1854,-0.6926
2011-03-14,3,Other,8,8.7,2.1007,1.4287,-0.8825
2011-03-15,3,Other,8,10.0,3.1528,2.2196,-1.7049
2011-03-16,3,Other,8,11.1,5.2923,4.2668,3.216
2011-03-17,3,Other,7,12.3,3.0231,2.5165,0.6936
2011-03-18,3,Other,8,10.8,1.4598,1.1855,-0.0636
2011-03-19,3,Other,8,7.1,2.9746,2.7535,1.8767
2011-03-20,3,Other,8,8.0,1.3374,1.163,-0.098
2011-03-21,3,Other,8,11.2,1.5512,1.2661,0.3499
2011-03-22,3,Other,8,9.4,1.0871,0.8267,0.4379
2011-03-23,3,Other,8,10.2,1.2852,0.9375,-0.1071
2011-03-24,3,Other,8,8.8,1.2673,1.0066,0.0465
2011-03-25,3,Other,8,10.2,1.1981,1.0315,0.2302
2011-03-26,3,Other,7,7.4,1.8063,1.2695,-1.0491
2011-03-27,3,Other,8,8.2,1.5284,1.4178,-0.3293
2011-03-28,3,Other,5,6.8,1.4018,1.145,-0.8625
2011-03-29,3,Other,8,5.4,1.4171,1.0126,0.8544
2011-03-30,3,Other,8,8.3,0.9096,0.7063,0.0961
2011-03-31,3,Other,8,7.8,0.8171,0.5821,0.0442
2011-04-01,4,Other,8,8.6,0.7601,0.5793,-0.2356
2011-04-02,4,Other,8,9.3,0.9419,0.7587,-0.1885
2011-04-03,4,Other,8,8.7,3.077,1.816,1.0852
2011-04-04,4,Other,8,13.9,8.0297,6.7035,5.939
2011-04-05,4,Other,8,5.4,0.8294,0.6834,0.15
2011-04-06,4,Other,8,11.7,2.0386,1.6202,-1.3397
2011-04-07,4,Other,8,10.5,1.0533,0.8282,-0.4364
2011-04-08,4,Other,8,10.2,0.7401,0.589,-0.1287
2011-04-09,4,Other,8,15.3,3.739,2.0547,-1.6104
2011-04-10,4,Other,8,7.1,1.9445,1.6503,0.8273
2011-04-11,4,Other,8,10.9,0.9828,0.7582,-0.3679
2011-04-12,4,Other,8,9.5,0.4255,0.3732,0.3454
2011-04-13,4,Other,8,12.8,1.2356,0.8833,-0.6549
2011-04-14,4,Other,8,13.5,0.7348,0.5704,-0.5023
2011-04-15,4,Other,8,13.6,0.938,0.7239,-0.6464
2011-04-16,4,Other,8,12.1,1.2743,1.0462,-0.1718
2011-04-17,4,Other,8,10.4,0.7146,0.617,0.0895
2011-04-18,4,Other,8,9.5,2.5858,2.2467,1.9594
2011-04-19,4,Other,8,8.9,0.4368,0.4099,0.1401
2011-04-20,4,Other,8,10.4,0.933,0.727,-0.2341
2011-04-21,4,Other,8,9.1,0.9999,0.778,0.6976
2011-04-22,4,Other,8,12.4,1.3611,1.063,0.385
2011-04-23,4,Other,8,14.1,0.9445,0.8293,-0.4236
2011-04-24,4,Other,8,11.1,2.8417,2.2629,2.0459
2011-04-25,4,Other,8,13.3,1.1949,1.0613,0.5132
2011-04-26,4,Other,8,8.1,3.3997,2.9562,2.5912
2011-04-27,4,Other,8,10.7,1.2317,1.0372,0.3093
2011-04-28,4,Other,8,14.6,7.6439,7.0204,5.1935
2011-04-29,4,Other,8,11.6,1.7057,1.0579,-0.7182
2011-04-30,4,Other,8,7.2,1.0846,0.8721,-0.1477
2011-05-01,5,May-Sep,8,8.6,3.9983,3.5532,0.9961
2011-05-02,5,May-Sep,8,9.9,1.2521,1.0328,-0.847
2011-05-03,5,May-Sep,8,10.6,0.6689,0.4535,-0.3659
2011-05-04,5,May-Sep,8,11.8,0.674,0.5735,0.0173
2011-05-05,5,May-Sep,8,8.3,1.0489,0.786,-0.0046
2011-05-06,5,May-Sep,8,4.5,0.9212,0.764,0.5445
2011-05-07,5,May-Sep,8,12.4,5.3085,4.7821,0.9855
2011-05-08,5,May-Sep,8,5.3,2.1723,1.819,1.4305
2011-05-09,5,May-Sep,8,9.6,1.3591,0.9432,-0.6865
2011-05-10,5,May-Sep,8,7.0,0.6891,0.5866,0.2522
2011-05-11,5,May-Sep,8,12.2,1.4085,1.1304,-0.4864
2011-05-12,5,May-Sep,8,10.2,1.2021,0.9904,-0.3697
2011-05-13,5,May-Sep,8,8.3,1.0872,0.8391,0.6696
2011-05-14,5,May-Sep,8,12.1,0.892,0.5895,-0.5835
2011-05-15,5,May-Sep,8,13.7,2.5321,1.7379,-0.7685
2011-05-16,5,May-Sep,8,12.8,0.8946,0.6624,-0.1568
2011-05-17,5,May-Sep,8,17.0,9.1047,8.0537,5.5191
2011-05-18,5,May-Sep,8,8.9,3.2116,2.0767,1.346
2011-05-19,5,May-Sep,8,8.4,0.8165,0.6892,0.0575
2011-05-20,5,May-Sep,8,10.9,0.7506,0.5839,-0.437
2011-05-21,5,May-Sep,8,9.4,1.6152,1.3595,1.0092
2011-05-22,5,May-Sep,8,8.0,2.5084,1.8635,1.63
2011-05-23,5,May-Sep,8,10.6,1.1596,0.9403,-0.4588
2011-05-24,5,May-Sep,8,11.9,0.9679,0.7267,-0.2423
2011-05-25,5,May-Sep,8,13.8,2.0574,1.224,-1.1386
2011-05-26,5,May-Sep,8,10.3,1.6123,1.3547,0.5166
2011-05-27,5,May-Sep,8,11.1,4.6071,3.6021,3.2624
2011-05-28,5,May-Sep,8,11.2,0.9443,0.8125,-0.1549
2011-05-29,5,May-Sep,8,13.2,1.0878,0.8841,-0.1339
2011-05-30,5,May-Sep,8,14.8,1.9273,1.3641,-0.5445
2011-05-31,5,May-Sep,8,8.9,1.1302,0.986,0.3128
2011-06-01,6,May-Sep,8,10.6,3.1583,2.5781,2.4158
2011-06-02,6,May-Sep,8,6.0,0.6174,0.5023,-0.2682
2011-06-03,6,May-Sep,8,9.0,0.9196,0.7437,0.2512
2011-06-04,6,May-Sep,8,14.8,1.1466,0.9383,-0.3759
2011-06-05,6,May-Sep,8,11.2,5.5711,4.6263,4.0462
2011-06-06,6,May-Sep,8,10.8,1.1055,0.9535,-0.4469
2011-06-07,6,May-Sep,8,8.7,0.7684,0.5941,0.5941
2011-06-08,6,May-Sep,8,9.2,0.5182,0.4045,-0.1913
2011-06-09,6,May-Sep,8,9.5,1.7568,1.3085,0.4059
2011-06-10,6,May-Sep,8,7.8,1.7218,1.2926,0.7791
2011-06-11,6,May-Sep,8,10.9,0.7682,0.5293,-0.2298
2011-06-12,6,May-Sep,8,11.9,1.207,1.0224,-0.3526
2011-06-13,6,May-Sep,8,10.2,4.6376,3.5825,2.1192
2011-06-14,6,May-Sep,8,6.8,0.9697,0.8927,0.0847
2011-06-15,6,May-Sep,8,7.4,2.4885,1.9507,1.1884
2011-06-16,6,May-Sep,8,8.4,0.8438,0.6211,0.3524
2011-06-17,6,May-Sep,8,9.7,1.5514,1.2023,0.449
2011-06-18,6,May-Sep,8,6.2,2.8247,1.9417,1.6096
2011-06-19,6,May-Sep,8,6.3,1.0859,0.8305,-0.5376
2011-06-20,6,May-Sep,8,8.4,0.5322,0.4543,-0.0583
2011-06-21,6,May-Sep,8,13.6,1.7073,1.3098,0.6508
2011-06-22,6,May-Sep,8,9.8,1.1532,0.8452,-0.3225
2011-06-23,6,May-Sep,8,10.9,3.6419,2.6263,2.0928
2011-06-24,6,May-Sep,8,12.0,0.7522,0.4688,-0.2674
2011-06-25,6,May-Sep,8,13.3,0.828,0.7,-0.2228
2011-06-26,6,May-Sep,8,11.8,3.1336,2.3194,1.6999
2011-06-27,6,May-Sep,8,10.8,2.0797,1.6044,1.5729
2011-06-28,6,May-Sep,8,10.1,0.9034,0.8234,-0.009
2011-06-29,6,May-Sep,8,9.4,1.2902,1.0804,0.3216
2011-06-30,6,May-Sep,8,8.8,1.618,1.3409,0.3423
2011-07-01,7,May-Sep,8,8.5,3.3137,2.489,1.9454
2011-07-02,7,May-Sep,8,10.2,0.9404,0.6717,0.3593
2011-07-03,7,May-Sep,8,10.9,2.2738,1.8695,1.5481
2011-07-04,7,May-Sep,8,10.9,1.0636,0.8099,-0.4428
2011-07-05,7,May-Sep,8,9.5,0.9348,0.783,-0.529
2011-07-06,7,May-Sep,8,9.8,1.0408,0.8707,-0.5129
2011-07-07,7,May-Sep,8,10.4,0.5694,0.5173,-0.2156
2011-07-08,7,May-Sep,8,8.2,0.6655,0.5207,0.2441
2011-07-09,7,May-Sep,8,9.7,0.9064,0.8363,-0.1642
2011-07-10,7,May-Sep,8,9.5,0.7509,0.6311,0.1022
2011-07-11,7,May-Sep,8,11.9,0.8694,0.6944,-0.2146
2011-07-12,7,May-Sep,8,13.9,1.068,0.7707,-0.6422
2011-07-13,7,May-Sep,8,14.2,0.8645,0.7193,0.0818
2011-07-14,7,May-Sep,8,11.3,4.2021,3.7381,3.2434
2011-07-15,7,May-Sep,8,11.1,5.3864,4.7396,3.5085
2011-07-16,7,May-Sep,8,3.7,1.4575,1.1717,1.08
2011-07-17,7,May-Sep,8,10.6,1.2024,1.0681,-0.1004
2011-07-18,7,May-Sep,8,12.6,0.965,0.6772,-0.4851
2011-07-19,7,May-Sep,8,12.3,0.8755,0.7189,0.2522
2011-07-20,7,May-Sep,8,8.9,5.2574,4.5834,3.9157
2011-07-21,7,May-Sep,8,11.7,1.379,1.1632,-0.3101
2011-07-22,7,May-Sep,8,11.0,0.7295,0.5884,-0.3906
2011-07-23,7,May-Sep,8,12.4,1.5625,1.1922,-0.5163
2011-07-24,7,May-Sep,8,8.0,0.5802,0.5147,0.4549
2011-07-25,7,May-Sep,8,8.7,1.5192,1.3313,0.9578
2011-07-26,7,May-Sep,8,6.1,3.5896,3.0587,2.7961
2011-07-27,7,May-Sep,8,10.8,1.0439,0.7115,-0.2696
2011-07-28,7,May-Sep,8,13.5,0.8752,0.7924,-0.0004
2011-07-29,7,May-Sep,8,13.3,1.0541,0.7218,-0.4252
2011-07-30,7,May-Sep,8,11.5,1.0253,0.7772,0.103
2011-07-31,7,May-Sep,8,9.2,1.0337,0.7292,-0.3335
2011-08-01,8,May-Sep,8,6.7,2.7972,2.214,2.105
2011-08-02,8,May-Sep,8,9.8,0.6767,0.6005,0.1391
2011-08-03,8,May-Sep,8,11.2,3.0282,2.0884,1.4082
2011-08-04,8,May-Sep,8,11.1,0.9029,0.7692,-0.3096
2011-08-05,8,May-Sep,8,11.7,0.6371,0.5396,-0.0226
2011-08-06,8,May-Sep,8,12.2,2.1941,1.681,1.2382
2011-08-07,8,May-Sep,8,12.3,0.9553,0.9101,-0.0039
2011-08-08,8,May-Sep,8,8.1,5.6016,4.1183,4.1183
2011-08-09,8,May-Sep,8,8.1,0.9635,0.8575,-0.4727
2011-08-10,8,May-Sep,8,10.2,1.0606,0.8349,-0.5793
2011-08-11,8,May-Sep,8,8.0,2.5375,1.9613,1.8197
2011-08-12,8,May-Sep,8,9.0,0.7194,0.5933,-0.1178
2011-08-13,8,May-Sep,8,8.3,1.1604,0.8278,-0.4116
2011-08-14,8,May-Sep,8,9.0,1.0995,0.9484,-0.0761
2011-08-15,8,May-Sep,8,11.6,0.8522,0.6954,-0.362
2011-08-16,8,May-Sep,8,13.4,2.1473,1.4448,-1.3019
2011-08-17,8,May-Sep,8,9.8,1.3782,1.0206,0.3997
2011-08-18,8,May-Sep,8,7.0,2.4118,1.8013,1.5929
2011-08-19,8,May-Sep,8,12.7,0.7038,0.6097,0.016
2011-08-20,8,May-Sep,8,12.7,0.9307,0.7496,-0.2027
2011-08-21,8,May-Sep,8,9.2,4.7699,3.9199,3.0185
2011-08-22,8,May-Sep,8,9.3,3.4742,2.7929,0.3513
2011-08-23,8,May-Sep,8,12.8,1.375,1.0858,-0.5844
2011-08-24,8,May-Sep,8,12.8,0.4319,0.3554,-0.0534
2011-08-25,8,May-Sep,8,14.5,1.3138,0.961,-0.2396
2011-08-26,8,May-Sep,8,13.1,4.8069,3.9956,3.6325
2011-08-27,8,May-Sep,8,12.2,6.157,5.0346,2.6916
2011-08-28,8,May-Sep,8,3.1,0.7796,0.6619,-0.4633
2011-08-29,8,May-Sep,8,3.5,0.7243,0.6273,0.0832
2011-08-30,8,May-Sep,8,8.1,0.9471,0.8297,0.1443
2011-08-31,8,May-Sep,8,8.1,1.3982,1.0003,-0.8725
2011-09-01,9,May-Sep,8,6.6,2.039,1.5953,0.2953
2011-09-02,9,May-Sep,8,10.4,1.1154,0.7631,-0.4221
2011-09-03,9,May-Sep,8,10.7,0.5778,0.4237,-0.0924
2011-09-04,9,May-Sep,8,10.8,0.8035,0.6546,0.0884
2011-09-05,9,May-Sep,8,8.5,0.584,0.5072,0.2147
2011-09-06,9,May-Sep,8,10.3,1.3557,0.9672,-0.0063
2011-09-07,9,May-Sep,8,10.1,1.1034,0.7489,-0.1851
2011-09-08,9,May-Sep,8,10.7,0.6671,0.5237,0.0032
2011-09-09,9,May-Sep,8,10.5,1.5637,1.2134,-0.5881
2011-09-10,9,May-Sep,8,9.4,1.3415,1.0713,0.3185
2011-09-11,9,May-Sep,8,8.2,1.3585,1.1431,0.6274
2011-09-12,9,May-Sep,8,8.9,1.1087,0.8868,-0.1484
2011-09-13,9,May-Sep,8,8.9,1.1357,0.9977,0.2591
2011-09-14,9,May-Sep,8,10.1,1.1177,0.8676,0.1251
2011-09-15,9,May-Sep,8,11.5,1.0416,0.7868,-0.113
2011-09-16,9,May-Sep,8,11.8,1.6475,1.2226,-0.8866
2011-09-17,9,May-Sep,8,5.8,2.3565,2.0048,1.3861
2011-09-18,9,May-Sep,8,9.3,0.9594,0.8774,-0.498
2011-09-19,9,May-Sep,8,10.9,0.7043,0.6505,-0.3673
2011-09-20,9,May-Sep,8,11.9,0.736,0.6115,-0.3908
2011-09-21,9,May-Sep,8,12.5,1.0629,0.6038,-0.1334
2011-09-22,9,May-Sep,8,10.6,3.3727,2.8544,2.3934
2011-09-23,9,May-Sep,8,10.2,0.7309,0.5592,-0.3698
2011-09-24,9,May-Sep,8,11.1,0.8597,0.6431,-0.1081
2011-09-25,9,May-Sep,8,7.3,1.8509,1.6041,1.1993
2011-09-26,9,May-Sep,7,7.7,1.4403,1.2166,0.3938
2011-09-27,9,May-Sep,8,10.9,1.0768,0.8383,0.1462
2011-09-28,9,May-Sep,8,12.7,0.9752,0.7423,-0.0782
2011-09-29,9,May-Sep,8,13.0,0.8314,0.7156,0.1301
2011-09-30,9,May-Sep,8,8.0,1.7308,1.5242,0.6799
2011-10-01,10,Other,8,11.4,0.5881,0.4388,-0.199
2011-10-02,10,Other,8,14.7,2.1697,1.5049,-0.8427
2011-10-03,10,Other,8,11.9,2.2755,1.6968,-1.6415
2011-10-04,10,Other,8,6.1,2.0058,1.7213,0.2833
2011-10-05,10,Other,8,10.7,2.2236,1.77,-0.0126
2011-10-06,10,Other,8,9.9,1.943,1.666,0.8903
2011-10-07,10,Other,8,5.5,1.1536,1.0022,0.1629
2011-10-08,10,Other,8,7.3,0.5715,0.4501,0.3047
2011-10-09,10,Other,8,8.9,4.5594,4.2038,1.0376
2011-10-10,10,Other,8,7.6,1.326,1.0066,-0.5651
2011-10-11,10,Other,8,5.1,0.8114,0.6318,-0.1021
2011-10-12,10,Other,8,10.4,1.1112,0.8448,0.2196
2011-10-13,10,Other,8,9.9,0.9392,0.7064,-0.0458
2011-10-14,10,Other,8,11.5,0.953,0.7219,0.2425
2011-10-15,10,Other,8,9.5,0.9104,0.5806,-0.0703
2011-10-16,10,Other,8,12.4,1.3347,1.0979,-0.1304
2011-10-17,10,Other,8,11.6,1.0388,0.8594,0.1154
2011-10-18,10,Other,8,11.5,1.172,0.9502,0.2737
2011-10-19,10,Other,8,7.1,1.0604,0.9061,-0.0804
2011-10-20,10,Other,8,8.1,2.5197,2.0759,1.4139
2011-10-21,10,Other,8,4.6,1.0469,0.6723,0.3828
2011-10-22,10,Other,8,5.9,1.2329,0.869,0.8655
2011-10-23,10,Other,8,7.6,1.201,0.9021,-0.2195
2011-10-24,10,Other,8,7.8,0.9685,0.7674,0.0672
2011-10-25,10,Other,8,9.5,0.8745,0.7446,-0.2963
2011-10-26,10,Other,8,10.4,0.7654,0.5457,0.0718
2011-10-27,10,Other,8,11.0,1.2582,1.1268,-0.3233
2011-10-28,10,Other,8,10.3,4.3838,3.6239,0.9376
2011-10-29,10,Other,8,5.1,2.2623,1.9272,1.3364
2011-10-30,10,Other,8,4.4,2.1501,1.6836,1.4271
2011-10-31,10,Other,8,6.5,0.9569,0.7577,0.091
2011-11-01,11,Other,8,5.2,0.8603,0.5333,-0.3156
2011-11-02,11,Other,8,5.7,0.77,0.712,0.2827
2011-11-03,11,Other,8,6.4,0.8047,0.5466,0.1707
2011-11-04,11,Other,8,4.4,0.7467,0.6432,-0.3995
2011-11-05,11,Other,8,4.8,0.7059,0.5378,0.3032
2011-11-06,11,Other,8,8.5,1.1496,0.9905,0.1672
2011-11-07,11,Other,8,9.3,3.639,2.9021,-2.7283
2011-11-08,11,Other,8,8.8,5.3425,5.0743,-1.0462
2011-11-09,11,Other,8,5.7,3.5872,3.4604,0.1449
2011-11-10,11,Other,8,2.6,0.3921,0.3134,0.0399
2011-11-11,11,Other,8,6.7,1.1433,0.8376,-0.2022
2011-11-12,11,Other,8,8.9,1.9703,1.5227,1.0266
2011-11-13,11,Other,8,11.2,1.8844,1.5189,0.4724
2011-11-14,11,Other,8,9.4,5.0537,4.4994,0.051
2011-11-15,11,Other,8,3.9,1.82,1.4298,1.1229
2011-11-16,11,Other,8,2.6,1.1275,0.9782,-0.0821
2011-11-17,11,Other,8,3.0,0.5723,0.5416,-0.1561
2011-11-18,11,Other,8,4.5,1.0008,0.9298,-0.0431
2011-11-19,11,Other,8,5.2,1.1821,0.8813,0.1766
2011-11-20,11,Other,8,8.9,2.1874,1.704,0.4967
2011-11-21,11,Other,8,4.7,2.2242,1.8003,0.5624
2011-11-22,11,Other,8,3.4,0.572,0.4364,0.2366
2011-11-23,11,Other,8,3.7,1.3177,0.9489,0.4293
2011-11-24,11,Other,8,1.9,0.8571,0.7199,0.0856
2011-11-25,11,Other,8,2.4,0.5681,0.4303,-0.2333
2011-11-26,11,Other,8,2.5,1.2925,1.1408,0.2468
2011-11-27,11,Other,8,2.0,0.9743,0.918,0.0264
2011-11-28,11,Other,8,3.7,0.8966,0.6338,0.1069
2011-11-29,11,Other,8,2.4,0.7724,0.6331,0.3867
2011-11-30,11,Other,8,2.6,1.0343,0.8314,0.5479
2011-12-01,12,Other,8,1.4,0.5507,0.4037,0.2982
2011-12-02,12,Other,9,1.7,0.2908,0.2299,-0.1148
2011-12-03,12,Other,8,2.2,0.8924,0.7324,0.2327
2011-12-04,12,Other,8,3.1,1.644,1.475,0.4481
2011-12-05,12,Other,8,1.4,0.3667,0.3209,0.1083
2011-12-06,12,Other,8,2.1,0.9378,0.7276,0.599
2011-12-07,12,Other,8,2.0,1.1108,0.8277,0.6423
2011-12-08,12,Other,8,2.6,1.1336,1.0093,0.564
2011-12-09,12,Other,8,2.3,0.6742,0.5538,0.2332
2011-12-10,12,Other,8,8.3,2.3892,2.0569,0.3651
2011-12-11,12,Other,8,6.1,1.3551,1.1685,-0.1885
2011-12-12,12,Other,8,7.5,3.3193,2.4916,1.2768
2011-12-13,12,Other,8,8.4,3.0406,2.4242,-2.2745
2011-12-14,12,Other,8,6.9,2.7553,2.2988,1.2512
2011-12-15,12,Other,8,6.8,3.5457,3.2238,-1.1938
2011-12-16,12,Other,8,3.5,1.9101,1.7328,1.0829
2011-12-17,12,Other,8,3.6,1.6478,1.3705,1.0502
2011-12-18,12,Other,8,5.2,1.8869,1.5223,1.0132
2011-12-19,12,Other,8,3.4,0.6891,0.6369,-0.2122
2011-12-20,12,Other,8,2.5,1.2541,1.0838,0.5628
2011-12-21,12,Other,8,4.4,2.4355,2.2321,0.7918
2011-12-22,12,Other,8,9.7,1.8322,1.6099,-0.2679
2011-12-23,12,Other,8,6.3,3.1204,2.8705,1.0325
2011-12-24,12,Other,8,5.6,1.5921,1.2125,-0.0436
2011-12-25,12,Other,8,8.9,2.6651,2.4741,-1.101
2011-12-26,12,Other,8,7.6,2.154,1.9201,-0.1346
2011-12-27,12,Other,8,9.1,2.8692,2.5249,0.0099
2011-12-28,12,Other,8,11.8,2.829,2.4566,-1.4047
2011-12-29,12,Other,8,8.6,3.359,2.5541,0.7709
2011-12-30,12,Other,8,10.5,4.1095,3.216,1.9506
2011-12-31,12,Other,8,6.7,3.4444,2.7921,-2.7194
2012-01-01,1,Other,8,8.4,3.6003,3.0703,1.225
2012-01-02,1,Other,8,3.8,1.8832,1.6483,0.8098
2012-01-03,1,Other,8,4.4,1.3609,1.1687,-0.7563
2012-01-04,1,Other,8,5.6,1.4811,1.23,0.2738
2012-01-05,1,Other,8,8.3,2.0732,1.7268,-0.4243
2012-01-06,1,Other,8,9.7,2.6078,2.1443,0.6063
2012-01-07,1,Other,8,9.2,3.7919,3.2434,1.7057
2012-01-08,1,Other,8,6.4,2.0286,1.6714,0.4749
2012-01-09,1,Other,8,6.8,2.3741,2.1364,0.8622
2012-01-10,1,Other,8,4.4,0.9643,0.6216,0.352
2012-01-11,1,Other,8,6.4,1.3941,1.1668,-0.4686
2012-01-12,1,Other,8,6.8,2.5766,2.0141,1.5696
2012-01-13,1,Other,8,7.8,3.0556,2.5744,1.4432
2012-01-14,1,Other,8,10.3,1.6935,1.5164,-0.5813
2012-01-15,1,Other,8,5.4,2.1839,1.7404,-0.5048
2012-01-16,1,Other,8,14.5,2.5977,2.2123,-0.6709
2012-01-17,1,Other,8,4.9,1.7094,1.4536,-0.0297
2012-01-18,1,Other,8,5.4,2.6295,2.4469,1.2906
2012-01-19,1,Other,8,7.3,3.8718,3.6418,1.4599
2012-01-20,1,Other,8,2.8,1.0224,0.9017,0.1731
2012-01-21,1,Other,8,2.9,0.7633,0.6465,-0.0316
2012-01-22,1,Other,8,6.3,1.1698,0.9527,0.1967
2012-01-23,1,Other,8,7.4,1.3884,1.1587,-0.0921
2012-01-24,1,Other,8,8.4,2.9386,2.3715,0.7391
2012-01-25,1,Other,8,9.5,1.8791,1.6278,0.5907
