solar_date,month,season,n_points,formal_dtr_c,daily_rmse_c,daily_mae_c,daily_mbe_c
2004-08-11,8,May-Sep,8,11.7,0.7958,0.689,-0.1581
2004-08-12,8,May-Sep,8,7.4,1.2652,1.0732,0.5356
2004-08-13,8,May-Sep,8,11.5,0.958,0.8438,-0.3944
2004-08-14,8,May-Sep,8,13.9,0.8524,0.6518,-0.2445
2004-08-15,8,May-Sep,8,13.6,2.2165,1.4659,-1.1266
2004-08-16,8,May-Sep,8,9.1,2.1781,1.84,1.2863
2004-08-17,8,May-Sep,8,10.9,1.0051,0.658,-0.3417
2004-08-18,8,May-Sep,8,12.1,0.9757,0.6086,-0.4717
2004-08-19,8,May-Sep,8,9.3,1.9692,1.5647,1.073
2004-08-20,8,May-Sep,8,11.3,4.9836,3.9368,3.417
2004-08-21,8,May-Sep,8,8.7,0.9282,0.6933,0.1645
2004-08-22,8,May-Sep,8,13.4,2.0371,1.5759,0.8896
2004-08-23,8,May-Sep,8,16.1,7.7223,6.3311,4.6643
2004-08-24,8,May-Sep,8,10.0,0.9147,0.7393,0.4352
2004-08-25,8,May-Sep,8,11.2,1.2368,0.9856,-0.5613
2004-08-26,8,May-Sep,8,10.6,0.568,0.4232,0.0227
2004-08-27,8,May-Sep,8,12.9,0.8216,0.6198,-0.4927
2004-08-28,8,May-Sep,8,9.2,0.9355,0.7376,0.2808
2004-08-29,8,May-Sep,8,13.2,0.7852,0.6092,-0.2203
2004-08-30,8,May-Sep,8,14.0,1.2007,0.8978,-0.6446
2004-08-31,8,May-Sep,8,10.7,3.5603,2.9448,2.6816
2004-09-01,9,May-Sep,8,7.9,2.6494,2.3821,1.7952
2004-09-02,9,May-Sep,8,11.2,0.8547,0.7251,-0.0462
2004-09-03,9,May-Sep,8,8.1,2.1215,1.6265,0.6851
2004-09-04,9,May-Sep,8,11.2,0.7992,0.6503,-0.2209
2004-09-05,9,May-Sep,7,12.8,0.7398,0.5216,-0.2021
2004-09-06,9,May-Sep,8,14.5,1.2691,1.0107,-0.6276
2004-09-07,9,May-Sep,8,15.3,1.2756,1.0589,-0.6313
2004-09-08,9,May-Sep,8,16.1,7.7758,6.8222,3.2765
2004-09-09,9,May-Sep,8,12.0,1.2351,0.9102,-0.411
2004-09-10,9,May-Sep,8,8.0,3.9499,2.9398,2.4173
2004-09-11,9,May-Sep,8,10.3,0.783,0.6051,-0.1784
2004-09-12,9,May-Sep,8,14.7,2.4355,1.61,-0.879
2004-09-13,9,May-Sep,8,12.9,7.2627,5.4867,3.262
2004-09-14,9,May-Sep,8,13.4,6.1076,5.1223,2.6476
2004-09-15,9,May-Sep,8,8.0,1.2009,1.0714,0.407
2004-09-16,9,May-Sep,8,11.7,0.8107,0.6499,0.0331
2004-09-17,9,May-Sep,8,8.9,0.7396,0.5746,0.1209
2004-09-18,9,May-Sep,6,9.2,1.3579,1.2161,0.4684
2004-09-19,9,May-Sep,8,14.0,0.9271,0.6955,-0.3017
2004-09-20,9,May-Sep,8,13.4,0.8737,0.7514,0.0507
2004-09-21,9,May-Sep,8,9.5,1.8157,1.4108,0.4635
2004-09-22,9,May-Sep,8,8.0,4.4174,3.8767,2.2972
2004-09-23,9,May-Sep,8,6.9,0.9544,0.7142,0.6754
2004-09-24,9,May-Sep,7,9.3,0.8776,0.5271,-0.1275
2004-09-25,9,May-Sep,7,11.8,0.8841,0.7684,-0.2453
2004-09-26,9,May-Sep,8,9.2,0.8901,0.5712,-0.1411
2004-09-27,9,May-Sep,8,10.2,1.9538,1.4992,0.5915
2004-09-28,9,May-Sep,8,11.7,5.9986,5.2663,1.1734
2004-09-29,9,May-Sep,8,7.8,0.4746,0.3389,0.1223
2004-09-30,9,May-Sep,7,11.6,0.9347,0.6771,0.0563
2004-10-01,10,Other,8,11.4,0.8042,0.6978,-0.0074
2004-10-02,10,Other,7,10.4,0.9958,0.7198,-0.098
2004-10-03,10,Other,8,6.5,0.5023,0.3852,0.1349
2004-10-04,10,Other,8,13.2,1.3525,1.1431,-0.0202
2004-10-05,10,Other,8,14.7,0.9284,0.7637,0.1897
2004-10-06,10,Other,7,15.4,1.3456,1.1863,0.3529
2004-10-07,10,Other,8,11.2,4.2845,3.6319,2.0245
2004-10-08,10,Other,8,10.0,5.3807,4.358,3.6412
2004-10-09,10,Other,8,9.5,1.168,0.8735,0.0499
2004-10-10,10,Other,8,9.9,1.1768,0.8129,0.0804
2004-10-11,10,Other,7,9.3,0.7146,0.5416,-0.0968
2004-10-12,10,Other,8,10.6,0.7402,0.5745,-0.3318
2004-10-13,10,Other,8,9.8,0.7684,0.6086,0.1634
2004-10-14,10,Other,8,11.5,1.1372,0.8621,0.0096
2004-10-15,10,Other,7,12.9,1.9639,1.5522,0.7597
2004-10-16,10,Other,8,14.0,5.7902,4.5354,4.1655
2004-10-17,10,Other,7,8.0,0.669,0.491,-0.2809
2004-10-18,10,Other,8,7.4,0.6301,0.4353,0.3457
2004-10-19,10,Other,8,6.3,2.409,2.015,1.3705
2004-10-20,10,Other,8,8.0,0.9954,0.6943,0.1124
2004-10-21,10,Other,8,9.0,0.9239,0.7698,-0.2076
2004-10-22,10,Other,8,12.1,1.649,1.3444,0.0987
2004-10-23,10,Other,8,9.5,1.1681,0.8511,-0.2276
2004-10-24,10,Other,8,9.7,1.1273,0.9553,-0.1547
2004-10-25,10,Other,8,7.6,1.043,0.8445,0.1655
2004-10-26,10,Other,8,8.2,0.8328,0.5484,0.4347
2004-10-27,10,Other,8,8.0,1.276,0.8469,0.1131
2004-10-28,10,Other,8,4.1,1.6234,1.3885,-0.4067
2004-10-29,10,Other,8,5.5,3.2016,2.8846,0.7276
2004-10-30,10,Other,8,9.6,1.1031,0.9463,0.8121
2004-10-31,10,Other,8,9.3,1.2496,0.8638,-0.1927
2004-11-01,11,Other,8,12.6,3.5239,2.6326,0.8965
2004-11-02,11,Other,8,7.7,4.0405,3.2867,2.3589
2004-11-03,11,Other,8,4.3,1.238,0.9903,0.9303
2004-11-04,11,Other,8,2.7,0.6672,0.5738,0.1057
2004-11-05,11,Other,7,12.8,2.8663,2.385,1.5458
2004-11-06,11,Other,8,3.4,0.9158,0.8196,0.4422
2004-11-07,11,Other,8,6.5,1.1074,0.9139,-0.0421
2004-11-08,11,Other,8,7.2,3.3876,3.1069,1.2929
2004-11-09,11,Other,8,7.1,2.5034,1.9177,1.2186
2004-11-10,11,Other,8,2.7,0.4067,0.3086,-0.1294
2004-11-11,11,Other,8,4.5,0.6829,0.6134,-0.1519
2004-11-12,11,Other,8,6.2,0.7874,0.6346,-0.2585
2004-11-13,11,Other,8,6.6,1.7563,1.4875,0.2784
2004-11-14,11,Other,8,4.4,1.0765,0.9159,0.0579
2004-11-15,11,Other,8,6.0,0.9354,0.7547,0.0663
2004-11-16,11,Other,8,7.3,1.8385,1.4404,0.3772
2004-11-17,11,Other,8,6.2,1.659,1.4545,-0.0522
2004-11-18,11,Other,8,5.9,1.2408,0.929,0.424
2004-11-19,11,Other,8,6.8,1.5487,1.2286,0.2684
2004-11-20,11,Other,8,6.6,1.6457,1.3245,0.1887
2004-11-21,11,Other,8,3.7,0.8195,0.6019,0.5188
2004-11-22,11,Other,8,4.3,1.0909,0.8439,-0.669
2004-11-23,11,Other,8,5.0,1.9739,1.4579,1.074
2004-11-24,11,Other,8,9.7,4.9284,4.0833,-3.2642
2004-11-25,11,Other,8,12.0,5.7407,4.9446,0.7397
2004-11-26,11,Other,8,3.2,0.4451,0.3934,0.0147
2004-11-27,11,Other,8,15.5,4.19,3.761,1.0717
2004-11-28,11,Other,8,6.7,2.27,1.9905,-0.2709
2004-11-29,11,Other,8,15.0,5.7298,4.687,-0.5496
2004-11-30,11,Other,8,4.0,1.7884,1.5176,-1.5176
2004-12-01,12,Other,9,4.2,0.5039,0.377,0.2144
2004-12-02,12,Other,8,7.3,3.2676,2.6754,1.5904
2004-12-03,12,Other,8,3.7,1.5959,1.2781,1.1216
2004-12-04,12,Other,8,6.1,1.0298,0.8544,0.1127
2004-12-05,12,Other,8,8.6,2.1044,1.844,0.3828
2004-12-06,12,Other,8,5.7,2.2255,1.8731,0.8218
2004-12-07,12,Other,8,5.6,2.7821,2.4535,-1.7237
2004-12-08,12,Other,8,5.8,2.5686,1.979,1.7983
2004-12-09,12,Other,8,7.4,1.5291,1.1834,0.3258
2004-12-10,12,Other,7,12.4,2.0763,1.8584,0.211
2004-12-11,12,Other,8,10.0,3.8548,2.9771,-0.331
2004-12-12,12,Other,8,8.1,2.9082,2.4671,-0.9915
2004-12-13,12,Other,7,9.4,4.0431,3.6528,1.4784
2004-12-14,12,Other,8,4.7,1.2571,1.1217,-0.2865
2004-12-15,12,Other,8,3.5,1.5347,1.1934,-0.8671
2004-12-16,12,Other,8,2.3,1.0059,0.8561,0.4029
2004-12-17,12,Other,8,2.3,1.2137,1.1432,0.2775
2004-12-18,12,Other,8,5.2,1.0121,0.7174,0.3498
2004-12-19,12,Other,8,2.1,0.794,0.6517,-0.4843
2004-12-20,12,Other,8,2.1,1.3594,1.235,0.5654
2004-12-21,12,Other,8,5.2,1.9363,1.5516,0.8728
2004-12-22,12,Other,8,2.9,1.2299,1.0682,0.6713
2004-12-23,12,Other,8,2.9,1.6423,1.2469,1.1336
2004-12-24,12,Other,7,4.9,2.3897,2.0235,1.4539
2004-12-25,12,Other,8,6.5,2.6059,2.1343,1.0052
2004-12-26,12,Other,8,6.4,1.9212,1.7205,-1.3627
2004-12-27,12,Other,8,5.6,2.2401,1.7901,0.8813
2004-12-28,12,Other,8,7.3,2.3421,2.0228,0.9497
2004-12-29,12,Other,8,10.7,4.6022,4.0092,1.9616
2004-12-30,12,Other,8,5.1,1.1824,0.9859,-0.1448
2004-12-31,12,Other,8,9.7,2.904,2.4572,-2.0914
2005-01-01,1,Other,8,10.4,2.3813,1.9037,-0.6649
2005-01-02,1,Other,8,12.8,3.8493,3.1864,-2.0183
2005-01-03,1,Other,8,9.5,5.28,4.5075,0.2512
2005-01-04,1,Other,8,7.6,1.6754,1.2792,0.41
2005-01-05,1,Other,8,3.6,1.3815,1.2043,0.1509
2005-01-06,1,Other,8,2.9,1.463,1.3383,0.2876
2005-01-07,1,Other,8,3.9,0.7779,0.5129,0.0447
2005-01-08,1,Other,8,6.5,1.4883,1.141,0.0555
2005-01-09,1,Other,8,7.4,2.4859,2.2378,-0.4037
2005-01-10,1,Other,8,6.1,3.1824,2.8403,-0.6006
2005-01-11,1,Other,8,6.9,3.5671,3.2081,1.2852
2005-01-12,1,Other,8,3.5,1.1459,0.8357,0.4406
2005-01-13,1,Other,8,6.1,0.9591,0.8354,-0.6061
2005-01-14,1,Other,8,8.7,3.0493,2.3545,1.512
2005-01-15,1,Other,8,5.8,2.5798,2.3699,0.144
2005-01-16,1,Other,8,5.9,2.0625,1.7948,0.5401
2005-01-17,1,Other,8,4.6,2.2516,2.0115,0.6522
2005-01-18,1,Other,8,6.9,2.1713,1.9078,-0.0932
2005-01-19,1,Other,8,7.4,2.0744,1.9655,-1.6715
2005-01-20,1,Other,7,10.9,5.3909,4.962,0.8287
2005-01-21,1,Other,8,15.4,3.2771,2.8376,-0.8892
2005-01-22,1,Other,7,8.0,3.0339,2.2035,1.4939
2005-01-23,1,Other,8,4.3,1.2912,0.9971,0.2608
2005-01-24,1,Other,8,3.9,1.6554,1.2664,1.0128
2005-01-25,1,Other,8,4.0,1.3069,1.201,0.1342
2005-01-26,1,Other,8,6.3,1.4852,1.1608,0.6248
2005-01-27,1,Other,8,3.9,1.6025,1.3454,0.8078
2005-01-28,1,Other,8,6.0,2.4075,1.9716,0.7257
2005-01-29,1,Other,8,5.7,2.0602,1.6733,-1.3405
2005-01-30,1,Other,8,5.2,1.4666,1.0729,-0.033
2005-01-31,1,Other,8,7.1,1.8987,1.5771,-0.911
2005-02-01,2,Other,8,4.0,0.6558,0.5468,-0.1841
2005-02-02,2,Other,8,8.6,1.8015,1.4931,0.1173
2005-02-03,2,Other,8,5.1,1.2848,1.0102,0.825
2005-02-04,2,Other,8,7.1,1.7231,1.4074,0.1975
2005-02-05,2,Other,8,5.4,2.3241,2.0181,0.817
2005-02-06,2,Other,8,5.6,1.4408,1.0976,-0.0892
2005-02-07,2,Other,8,7.9,1.8344,1.4924,0.2607
2005-02-08,2,Other,8,5.1,1.1949,1.0248,-0.3678
2005-02-09,2,Other,8,8.4,1.5747,1.4568,0.3236
2005-02-10,2,Other,8,10.0,1.4135,1.2417,-0.0472
2005-02-11,2,Other,8,5.6,1.5528,1.0863,-0.7419
2005-02-12,2,Other,8,14.6,3.6606,3.2086,-1.1089
2005-02-13,2,Other,8,5.6,0.815,0.7887,-0.4452
2005-02-14,2,Other,8,3.2,1.9333,1.5054,0.8554
2005-02-15,2,Other,8,4.1,2.0437,1.5605,1.4181
2005-02-16,2,Other,8,6.0,2.2986,1.8405,1.0763
2005-02-17,2,Other,8,4.2,1.7487,1.5131,0.6707
2005-02-18,2,Other,8,4.8,1.3079,0.9698,0.4616
2005-02-19,2,Other,8,11.8,2.6337,2.1881,0.866
2005-02-20,2,Other,8,9.1,1.9667,1.4166,-0.4906
2005-02-21,2,Other,8,9.7,4.0623,3.6865,0.206
2005-02-22,2,Other,8,16.6,4.9373,4.3233,-2.5762
2005-02-23,2,Other,8,10.1,4.4661,3.9802,-1.1926
2005-02-24,2,Other,8,8.4,2.4825,1.917,-0.7715
2005-02-25,2,Other,8,2.6,0.6274,0.495,0.1566
2005-02-26,2,Other,8,3.5,0.9745,0.7641,0.4772
2005-02-27,2,Other,8,3.5,1.0584,0.823,0.7427
2005-02-28,2,Other,8,7.3,1.8946,1.5051,-0.4437
2005-03-01,3,Other,8,7.6,3.5109,2.8118,1.5902
2005-03-02,3,Other,8,5.9,3.4797,3.2713,1.6005
2005-03-03,3,Other,6,13.6,8.0785,7.6326,0.5461
2005-03-04,3,Other,8,17.6,6.735,5.5693,-0.128
2005-03-05,3,Other,8,7.3,1.9236,1.5475,0.1622
2005-03-06,3,Other,8,5.9,1.757,1.2868,0.1454
2005-03-07,3,Other,8,9.0,2.5192,1.835,-0.9723
2005-03-08,3,Other,8,17.6,3.8568,3.1877,0.0561
2005-03-09,3,Other,8,9.0,3.9275,3.298,2.4674
2005-03-10,3,Other,8,3.6,0.7704,0.6591,0.2595
2005-03-11,3,Other,8,4.2,0.8502,0.6729,0.3723
2005-03-12,3,Other,8,3.1,0.4345,0.3492,0.2013
2005-03-13,3,Other,8,2.3,0.5398,0.3625,0.2469
2005-03-14,3,Other,8,3.2,1.0581,0.9006,-0.7342
2005-03-15,3,Other,8,6.6,1.5583,1.129,0.6815
2005-03-16,3,Other,8,5.6,0.9068,0.6948,0.0194
2005-03-17,3,Other,8,8.7,0.683,0.5234,0.2223
2005-03-18,3,Other,8,7.6,0.7244,0.6132,0.3997
2005-03-19,3,Other,8,4.7,1.094,0.7482,0.1601
2005-03-20,3,Other,8,5.1,0.6784,0.5639,-0.0693
2005-03-21,3,Other,8,8.1,0.4271,0.3462,0.2178
2005-03-22,3,Other,8,9.3,1.0935,0.7278,-0.4479
2005-03-23,3,Other,8,11.8,0.5291,0.4812,-0.0587
2005-03-24,3,Other,8,10.6,0.897,0.6883,-0.3449
2005-03-25,3,Other,8,12.1,1.0191,0.6925,-0.4616
2005-03-26,3,Other,8,11.1,0.8776,0.7427,-0.0396
2005-03-27,3,Other,8,10.1,0.6094,0.5216,-0.0563
2005-03-28,3,Other,8,6.7,0.7087,0.5822,0.446
2005-03-29,3,Other,8,6.4,0.7546,0.6032,-0.0963
2005-03-30,3,Other,8,7.6,0.5439,0.4287,0.1798
2005-03-31,3,Other,8,12.6,1.3623,0.983,-0.5507
2005-04-01,4,Other,8,14.2,1.3691,1.1002,-0.1245
2005-04-02,4,Other,8,11.1,2.1779,1.1984,-0.8455
2005-04-03,4,Other,8,14.9,3.5939,2.7255,-2.5037
2005-04-04,4,Other,8,22.9,12.4448,10.7916,2.1884
2005-04-05,4,Other,8,7.9,0.5377,0.4414,0.0393
2005-04-06,4,Other,8,6.8,4.0425,3.3693,3.0156
2005-04-07,4,Other,7,6.1,2.8581,2.8001,1.8577
2005-04-08,4,Other,8,11.8,2.2501,1.5701,-1.116
2005-04-09,4,Other,8,8.9,1.0735,0.853,-0.2892
2005-04-10,4,Other,8,5.8,0.3854,0.3428,-0.1639
2005-04-11,4,Other,8,12.1,0.7746,0.5949,-0.2254
2005-04-12,4,Other,8,11.9,0.8698,0.6673,-0.3559
2005-04-13,4,Other,8,14.6,0.9937,0.6501,-0.5894
2005-04-14,4,Other,8,14.4,1.5831,1.0835,-0.6691
2005-04-15,4,Other,8,16.6,5.4247,4.4674,3.8032
2005-04-16,4,Other,8,11.4,1.1409,0.8039,-0.5191
2005-04-17,4,Other,8,7.6,1.2899,0.8616,0.8616
2005-04-18,4,Other,8,14.8,1.789,1.3568,-1.1188
2005-04-19,4,Other,8,13.2,1.2104,1.0263,-0.5457
2005-04-20,4,Other,8,13.0,1.5032,0.9441,-0.7395
2005-04-21,4,Other,8,8.9,0.5952,0.3183,-0.1146
2005-04-22,4,Other,8,11.0,0.6807,0.5675,0.1241
2005-04-23,4,Other,8,12.4,0.518,0.448,-0.1473
2005-04-24,4,Other,8,13.0,1.0074,0.8836,-0.2673
2005-04-25,4,Other,8,12.6,6.33,5.1493,2.9256
2005-04-26,4,Other,8,11.8,1.3603,1.1192,-0.4571
2005-04-27,4,Other,8,12.7,0.6166,0.5382,-0.114
2005-04-28,4,Other,8,12.9,1.4558,1.1079,-0.7836
2005-04-29,4,Other,8,15.4,5.8048,5.039,4.2257
2005-04-30,4,Other,8,12.8,0.7521,0.6279,-0.1237
2005-05-01,5,May-Sep,8,14.6,1.0021,0.8823,-0.2393
2005-05-02,5,May-Sep,8,9.4,1.7741,1.3473,0.5141
2005-05-03,5,May-Sep,8,12.8,4.1065,3.487,3.2536
2005-05-04,5,May-Sep,8,15.4,2.0179,1.5104,-1.1822
2005-05-05,5,May-Sep,8,16.3,1.3736,1.1099,-0.5104
2005-05-06,5,May-Sep,8,13.1,1.2518,0.9306,-0.6058
2005-05-07,5,May-Sep,8,14.8,1.27,1.0243,-0.8279
2005-05-08,5,May-Sep,8,7.9,1.0331,0.8455,0.8455
2005-05-09,5,May-Sep,8,11.0,1.2002,0.8755,-0.6648
2005-05-10,5,May-Sep,8,9.9,1.913,1.7503,1.4238
2005-05-11,5,May-Sep,8,9.0,1.5017,1.1894,0.9995
2005-05-12,5,May-Sep,8,7.8,0.3748,0.3301,0.1334
2005-05-13,5,May-Sep,8,10.8,4.9023,4.0591,2.1068
2005-05-14,5,May-Sep,8,6.4,1.6573,1.3685,-0.1942
2005-05-15,5,May-Sep,8,8.3,1.1559,1.0122,0.0198
2005-05-16,5,May-Sep,8,10.7,1.1171,0.7673,0.4927
2005-05-17,5,May-Sep,8,13.8,3.0217,2.471,1.5654
2005-05-18,5,May-Sep,8,9.1,1.1036,0.9262,0.0988
2005-05-19,5,May-Sep,8,13.5,1.8649,1.1027,-0.4947
2005-05-20,5,May-Sep,8,7.2,0.8535,0.6754,0.4202
2005-05-21,5,May-Sep,8,11.5,0.7927,0.6566,-0.308
2005-05-22,5,May-Sep,8,11.9,1.4267,1.1235,0.5183
2005-05-23,5,May-Sep,8,8.3,1.2679,1.0603,0.8649
2005-05-24,5,May-Sep,8,11.1,0.9321,0.7959,-0.2562
2005-05-25,5,May-Sep,8,11.4,5.0902,4.3952,2.3806
2005-05-26,5,May-Sep,8,11.4,1.501,1.2732,0.487
2005-05-27,5,May-Sep,8,13.2,6.0906,5.2446,2.3401
2005-05-28,5,May-Sep,8,11.2,1.6923,1.3467,0.4451
2005-05-29,5,May-Sep,8,10.9,1.6853,1.2466,0.4822
2005-05-30,5,May-Sep,8,15.5,1.6544,1.1605,-0.8676
2005-05-31,5,May-Sep,8,12.9,1.003,0.8634,-0.1778
2005-06-01,6,May-Sep,8,12.2,0.7636,0.5937,-0.2497
2005-06-02,6,May-Sep,8,14.5,6.5512,5.3935,5.3935
2005-06-03,6,May-Sep,8,8.2,2.0363,1.5016,0.1458
2005-06-04,6,May-Sep,8,13.6,1.3617,1.065,-0.6657
2005-06-05,6,May-Sep,8,14.8,1.2436,0.9374,-0.7206
2005-06-06,6,May-Sep,8,13.7,2.0362,1.4684,-1.0665
2005-06-07,6,May-Sep,8,7.1,0.9472,0.8564,0.7061
2005-06-08,6,May-Sep,8,9.1,0.9715,0.8127,0.2313
2005-06-09,6,May-Sep,8,12.7,0.9217,0.7969,-0.3163
2005-06-10,6,May-Sep,8,11.7,1.0909,0.9161,-0.3501
2005-06-11,6,May-Sep,8,11.2,1.4034,1.0297,-0.7474
2005-06-12,6,May-Sep,8,10.0,1.0563,0.7715,-0.4126
2005-06-13,6,May-Sep,8,9.5,3.1096,2.5814,2.3266
2005-06-14,6,May-Sep,8,4.9,0.849,0.7258,0.4617
2005-06-15,6,May-Sep,8,10.2,0.8129,0.7175,-0.2652
2005-06-16,6,May-Sep,8,11.5,0.5553,0.3935,-0.0433
2005-06-17,6,May-Sep,8,11.3,2.5215,1.6423,1.4025
2005-06-18,6,May-Sep,8,13.1,1.0075,0.7883,-0.5379
2005-06-19,6,May-Sep,8,13.7,0.9998,0.8186,-0.1093
2005-06-20,6,May-Sep,8,15.2,7.3323,6.1114,3.1421
2005-06-21,6,May-Sep,8,11.1,1.5229,1.2494,0.1113
2005-06-22,6,May-Sep,8,9.5,0.8932,0.6838,-0.2052
2005-06-23,6,May-Sep,8,9.8,1.3686,1.1069,-0.3855
2005-06-24,6,May-Sep,8,14.3,1.9583,1.4715,-0.4209
2005-06-25,6,May-Sep,8,15.1,5.8678,4.9169,4.8357
2005-06-26,6,May-Sep,8,11.9,3.4488,2.2393,1.6149
2005-06-27,6,May-Sep,8,11.9,1.3638,1.0588,-0.9118
2005-06-28,6,May-Sep,8,10.0,0.7672,0.7028,0.376
2005-06-29,6,May-Sep,8,7.5,1.1107,0.9672,0.3243
2005-06-30,6,May-Sep,8,10.1,0.6629,0.5077,-0.0506
2005-07-01,7,May-Sep,8,13.1,1.2957,1.0896,-0.3797
2005-07-02,7,May-Sep,8,12.9,1.3375,1.1382,0.2496
2005-07-03,7,May-Sep,8,10.0,1.1805,0.9265,0.4516
2005-07-04,7,May-Sep,8,8.5,1.3203,0.9659,0.0881
2005-07-05,7,May-Sep,8,10.3,1.7277,1.323,0.7897
2005-07-06,7,May-Sep,8,11.4,0.8013,0.5288,0.4863
2005-07-07,7,May-Sep,8,10.7,0.9646,0.7715,-0.2963
2005-07-08,7,May-Sep,8,6.3,2.5564,2.2138,1.7395
2005-07-09,7,May-Sep,8,10.3,0.9534,0.6946,0.1738
2005-07-10,7,May-Sep,8,13.9,0.769,0.5348,-0.2541
2005-07-11,7,May-Sep,8,10.0,2.1195,1.8075,1.5958
2005-07-12,7,May-Sep,8,11.0,0.7506,0.4582,0.3363
2005-07-13,7,May-Sep,8,11.8,0.6986,0.5596,0.1092
2005-07-14,7,May-Sep,8,9.2,4.8736,4.1715,3.9903
2005-07-15,7,May-Sep,8,9.8,1.4635,1.2547,0.0591
2005-07-16,7,May-Sep,8,12.5,7.2501,6.1499,4.2529
2005-07-17,7,May-Sep,8,11.9,1.0556,0.6893,-0.39
2005-07-18,7,May-Sep,8,8.1,2.9981,2.4804,2.2256
2005-07-19,7,May-Sep,8,12.9,1.2633,0.9311,-0.6629
2005-07-20,7,May-Sep,8,10.6,1.1285,0.7614,0.68
2005-07-21,7,May-Sep,8,9.3,0.6836,0.5265,0.216
2005-07-22,7,May-Sep,7,15.1,1.4763,1.087,-0.6494
2005-07-23,7,May-Sep,8,9.6,1.2095,1.0095,0.4826
2005-07-24,7,May-Sep,8,9.2,0.75,0.5956,-0.0044
2005-07-25,7,May-Sep,8,7.5,1.015,0.8306,0.5805
2005-07-26,7,May-Sep,8,8.3,3.5907,2.9024,2.6968
2005-07-27,7,May-Sep,8,8.9,0.9798,0.7433,-0.2028
2005-07-28,7,May-Sep,8,7.4,1.148,0.9207,0.3627
2005-07-29,7,May-Sep,7,10.3,0.4901,0.4208,-0.2623
2005-07-30,7,May-Sep,8,11.5,1.1209,0.9377,-0.4845
2005-07-31,7,May-Sep,8,6.8,2.2862,1.8948,1.6709
2005-08-01,8,May-Sep,8,13.5,0.8906,0.7205,-0.4767
2005-08-02,8,May-Sep,8,14.0,1.5977,1.2355,-0.653
2005-08-03,8,May-Sep,8,8.0,4.719,4.1381,3.4094
2005-08-04,8,May-Sep,8,5.9,1.3754,1.2104,0.7414
2005-08-05,8,May-Sep,8,10.6,6.2635,5.2767,2.2576
2005-08-06,8,May-Sep,8,4.4,1.2578,0.8893,0.6398
2005-08-07,8,May-Sep,8,9.8,1.0141,0.8648,-0.4559
2005-08-08,8,May-Sep,8,10.8,0.5282,0.4136,-0.2922
2005-08-09,8,May-Sep,8,7.9,3.9413,2.6936,2.5764
2005-08-10,8,May-Sep,8,11.4,1.5743,1.1916,-0.9864
2005-08-11,8,May-Sep,8,12.2,1.519,1.1144,-0.1258
2005-08-12,8,May-Sep,8,13.6,7.4522,6.1718,5.9362
2005-08-13,8,May-Sep,8,6.8,0.8656,0.7398,-0.6413
2005-08-14,8,May-Sep,8,11.0,0.9186,0.6298,-0.4957
2005-08-15,8,May-Sep,8,11.5,0.6368,0.4878,-0.2747
2005-08-16,8,May-Sep,8,12.0,0.8403,0.6292,-0.1543
2005-08-17,8,May-Sep,8,10.6,1.2588,0.8385,0.5882
2005-08-18,8,May-Sep,8,6.7,2.7307,1.9148,1.3051
2005-08-19,8,May-Sep,8,10.4,1.5348,1.1331,0.2279
2005-08-20,8,May-Sep,8,10.2,0.7983,0.5234,-0.0522
2005-08-21,8,May-Sep,8,13.5,1.0592,0.7874,-0.672
2005-08-22,8,May-Sep,8,12.4,2.3152,1.7914,-0.2149
2005-08-23,8,May-Sep,8,15.4,5.8691,4.886,4.5237
2005-08-24,8,May-Sep,8,11.2,1.4293,1.1278,-0.2748
2005-08-25,8,May-Sep,8,9.0,1.1441,0.905,0.4005
2005-08-26,8,May-Sep,8,9.8,1.2623,0.9312,0.0557
2005-08-27,8,May-Sep,8,10.1,3.2436,2.5814,1.862
2005-08-28,8,May-Sep,8,12.2,6.9219,5.6891,5.5228
2005-08-29,8,May-Sep,8,8.3,0.6808,0.5207,-0.1024
2005-08-30,8,May-Sep,7,12.0,1.1902,0.8402,0.0079
2005-08-31,8,May-Sep,8,9.5,0.5821,0.4838,0.0068
2005-09-01,9,May-Sep,7,14.4,1.3698,1.0302,-0.5
2005-09-02,9,May-Sep,8,9.6,1.2198,1.0189,0.6084
2005-09-03,9,May-Sep,8,12.3,0.7178,0.5825,0.0331
2005-09-04,9,May-Sep,8,11.1,0.6211,0.5296,0.011
2005-09-05,9,May-Sep,8,12.2,0.5156,0.4314,0.058
2005-09-06,9,May-Sep,8,14.0,0.7842,0.6029,-0.0275
2005-09-07,9,May-Sep,8,16.0,2.3807,1.7868,0.5079
2005-09-08,9,May-Sep,8,14.0,7.4352,6.1769,4.4195
2005-09-09,9,May-Sep,8,9.1,4.1348,3.2693,1.102
2005-09-10,9,May-Sep,8,9.8,1.0414,0.7994,-0.2236
2005-09-11,9,May-Sep,8,8.1,1.2472,0.7662,0.7662
2005-09-12,9,May-Sep,8,13.6,3.0365,1.7781,-1.432
2005-09-13,9,May-Sep,8,9.6,2.9056,2.5924,-0.3376
2005-09-14,9,May-Sep,8,11.8,0.8902,0.7819,-0.1855
2005-09-15,9,May-Sep,8,10.2,2.4711,2.2943,1.5429
2005-09-16,9,May-Sep,8,12.9,1.7038,1.2641,-0.3653
2005-09-17,9,May-Sep,8,9.8,1.1368,0.9196,0.1623
