branch,k,n,cal_rmse
pre,7.73,95,8.042327273232749
pre,7.74,95,8.04225416617658
pre,7.75,95,8.042181076135567
pre,7.76,95,8.042108003101882
pre,7.7700000000000005,95,8.04203494706771
pre,7.78,95,8.041961908025232
pre,7.79,95,8.04188888596664
pre,7.8,95,8.04181588088413
pre,7.8100000000000005,95,8.041742892769893
pre,7.82,95,8.04166992161614
pre,7.83,95,8.041596967415071
pre,7.84,95,8.041524030158905
pre,7.8500000000000005,95,8.041451109839853
pre,7.86,95,8.041378206450142
pre,7.87,95,8.041305319981984
pre,7.88,95,8.041232450427621
pre,7.890000000000001,95,8.04115959777928
pre,7.9,95,8.041086762029206
pre,7.91,95,8.041013943169633
pre,7.92,95,8.04094114119281
pre,7.930000000000001,95,8.040868356090991
pre,7.94,95,8.04079558785643
pre,7.95,95,8.04072283648139
pre,7.96,95,8.040650101958134
pre,7.97,95,8.040577384278926
pre,7.98,95,8.040504683436046
pre,7.99,95,8.040431999421772
pre,8.0,95,8.040359332228379
pre,8.01,95,8.040286681848158
pre,8.02,95,8.040214048273402
pre,8.03,95,8.040141431496401
pre,8.040000000000001,95,8.040068831509457
pre,8.05,95,8.039996248304876
pre,8.06,95,8.039923681874962
pre,8.07,95,8.039851132212029
pre,8.08,95,8.039778599308395
pre,8.09,95,8.039706083156378
pre,8.1,95,8.03963358374831
pre,8.11,95,8.039561101076519
pre,8.120000000000001,95,8.039488635133331
pre,8.13,95,8.039416185911096
pre,8.14,95,8.03934375340215
pre,8.15,95,8.039271337598842
pre,8.16,95,8.039198938493525
pre,8.17,95,8.039126556078557
pre,8.18,95,8.039054190346292
pre,8.19,95,8.038981841289099
pre,8.2,95,8.038909508899346
pre,8.21,95,8.038837193169403
pre,8.22,95,8.038764894091653
pre,8.23,95,8.038692611658476
pre,8.24,95,8.038620345862256
pre,8.25,95,8.038548096695388
pre,8.26,95,8.03847586415026
pre,8.27,95,8.038403648219276
pre,8.28,95,8.038331448894837
pre,8.290000000000001,95,8.038259266169357
pre,8.3,95,8.038187100035238
pre,8.31,95,8.038114950484903
pre,8.32,95,8.038042817510771
pre,8.33,95,8.037970701105266
pre,8.34,95,8.037898601260817
pre,8.35,95,8.03782651796986
pre,8.36,95,8.03775445122483
pre,8.370000000000001,95,8.037682401018166
pre,8.38,95,8.037610367342323
pre,8.39,95,8.037538350189743
pre,8.4,95,8.037466349552883
pre,8.41,95,8.037394365424209
pre,8.42,95,8.037322397796173
pre,8.43,95,8.037250446661249
pre,8.44,95,8.037178512011906
pre,8.45,95,8.037106593840624
pre,8.46,95,8.037034692139878
pre,8.47,95,8.036962806902155
pre,8.48,95,8.03689093811995
pre,8.49,95,8.03681908578574
pre,8.5,95,8.03674724989204
pre,8.51,95,8.03667543043134
pre,8.52,95,8.036603627396149
pre,8.53,95,8.036531840778977
pre,8.540000000000001,95,8.036460070572337
pre,8.55,95,8.036388316768754
pre,8.56,95,8.036316579360742
pre,8.57,95,8.036244858340828
pre,8.58,95,8.03617315370155
pre,8.59,95,8.036101465435436
pre,8.6,95,8.03602979353503
pre,8.61,95,8.035958137992875
pre,8.620000000000001,95,8.035886498801519
pre,8.63,95,8.035814875953509
pre,8.64,95,8.03574326944141
pre,8.65,95,8.035671679257774
pre,8.66,95,8.03560010539517
pre,8.67,95,8.035528547846166
pre,8.68,95,8.035457006603338
pre,8.69,95,8.03538548165926
pre,8.700000000000001,95,8.035313973006511
pre,8.71,95,8.03524248063768
pre,8.72,95,8.035171004545354
pre,8.73,95,8.035099544722131
pre,8.74,95,8.035028101160611
pre,8.75,95,8.034956673853385
pre,8.76,95,8.03488526279307
pre,8.77,95,8.034813867972273
pre,8.78,95,8.03474248938361
pre,8.790000000000001,95,8.034671127019699
pre,8.8,95,8.034599780873162
pre,8.81,95,8.034528450936625
pre,8.82,95,8.034457137202724
pre,8.83,95,8.03438583966409
pre,8.84,95,8.034314558313364
pre,8.85,95,8.034243293143197
pre,8.86,95,8.034172044146223
pre,8.870000000000001,95,8.034100811315103
pre,8.88,95,8.034029594642494
pre,8.89,95,8.033958394121052
pre,8.9,95,8.03388720974344
pre,8.91,95,8.033816041502337
pre,8.92,95,8.033744889390404
pre,8.93,95,8.033673753400326
pre,8.94,95,8.033602633524776
pre,8.950000000000001,95,8.033531529756447
pre,8.96,95,8.033460442088023
pre,8.97,95,8.033389370512202
pre,8.98,95,8.033318315021674
pre,8.99,95,8.033247275609147
pre,9.0,95,8.033176252267323
pre,9.01,95,8.033105244988917
pre,9.02,95,8.033034253766633
pre,9.03,95,8.032963278593199
pre,9.040000000000001,95,8.032892319461334
pre,9.05,95,8.03282137636376
pre,9.06,95,8.032750449293212
pre,9.07,95,8.032679538242423
pre,9.08,95,8.03260864320413
pre,9.09,95,8.032537764171076
pre,9.1,95,8.032466901136008
pre,9.11,95,8.032396054091677
pre,9.120000000000001,95,8.032325223030833
pre,9.13,95,8.032254407946242
pre,9.14,95,8.032183608830664
pre,9.15,95,8.032112825676865
pre,9.16,95,8.032042058477616
pre,9.17,95,8.03197130722569
pre,9.18,95,8.031900571913871
pre,9.19,95,8.031829852534939
pre,9.200000000000001,95,8.031759149081678
pre,9.21,95,8.031688461546885
pre,9.22,95,8.031617789923356
pre,9.23,95,8.031547134203885
pre,9.24,95,8.031476494381275
pre,9.25,95,8.031405870448335
pre,9.26,95,8.031335262397878
pre,9.27,95,8.03126467022272
pre,9.28,95,8.03119409391568
pre,9.290000000000001,95,8.031123533469577
pre,9.3,95,8.031052988877244
pre,9.31,95,8.03098246013151
pre,9.32,95,8.030911947225208
pre,9.33,95,8.030841450151184
pre,9.34,95,8.030770968902278
pre,9.35,95,8.030700503471337
pre,9.36,95,8.030630053851212
pre,9.370000000000001,95,8.03055962003476
pre,9.38,95,8.03048920201484
pre,9.39,95,8.030418799784316
pre,9.4,95,8.030348413336057
pre,9.41,95,8.030278042662934
pre,9.42,95,8.03020768775782
pre,9.43,95,8.030137348613595
pre,9.44,95,8.030067025223145
pre,9.450000000000001,95,8.029996717579358
pre,9.46,95,8.029926425675121
pre,9.47,95,8.02985614950334
pre,9.48,95,8.0297858890569
pre,9.49,95,8.02971564432871
pre,9.5,95,8.029645415311682
pre,9.51,95,8.029575201998727
pre,9.52,95,8.029505004382756
pre,9.53,95,8.029434822456686
pre,9.540000000000001,95,8.02936465621345
pre,9.55,95,8.02929450564597
pre,9.56,95,8.029224370747173
pre,9.57,95,8.02915425151
pre,9.58,95,8.02908414792739
pre,9.59,95,8.029014059992283
pre,9.6,95,8.028943987697629
pre,9.61,95,8.028873931036376
pre,9.620000000000001,95,8.028803890001482
pre,9.63,95,8.028733864585902
pre,9.64,95,8.028663854782604
pre,9.65,95,8.028593860584554
pre,9.66,95,8.028523881984716
pre,9.67,95,8.028453918976075
pre,9.68,95,8.028383971551595
pre,9.69,95,8.028314039704275
pre,9.700000000000001,95,8.028244123427092
pre,9.71,95,8.028174222713035
pre,9.72,95,8.028104337555106
pre,9.73,95,8.028034467946298
pre,9.74,95,8.027964613879613
pre,9.75,95,8.027894775348058
pre,9.76,95,8.027824952344641
pre,9.77,95,8.027755144862379
pre,9.78,95,8.02768535289429
pre,9.790000000000001,95,8.027615576433389
pre,9.8,95,8.02754581547271
pre,9.81,95,8.027476070005276
pre,9.82,95,8.027406340024124
pre,9.83,95,8.02733662552229
pre,9.84,95,8.02726692649282
pre,9.85,95,8.027197242928748
pre,9.86,95,8.027127574823133
pre,9.870000000000001,95,8.027057922169021
pre,9.88,95,8.026988284959474
pre,9.89,95,8.026918663187548
pre,9.9,95,8.02684905684631
pre,9.91,95,8.026779465928827
pre,9.92,95,8.026709890428172
pre,9.93,95,8.026640330337424
pre,9.94,95,8.026570785649653
pre,9.950000000000001,95,8.026501256357955
pre,9.96,95,8.026431742455411
pre,9.97,95,8.026362243935111
pre,9.98,95,8.026292760790154
pre,9.99,95,8.026223293013635
pre,10.0,95,8.026153840598663
pre,10.01,95,8.02608440353834
pre,10.02,95,8.026014981825782
pre,10.03,95,8.025945575454095
pre,10.040000000000001,95,8.0258761844164
pre,10.05,95,8.025806808705829
pre,10.06,95,8.02573744831549
pre,10.07,95,8.02566810323853
pre,10.08,95,8.025598773468074
pre,10.09,95,8.025529458997266
pre,10.1,95,8.025460159819236
pre,10.11,95,8.025390875927139
pre,10.120000000000001,95,8.025321607314119
pre,10.13,95,8.02525235397333
pre,10.14,95,8.02518311589793
pre,10.15,95,8.025113893081079
pre,10.16,95,8.025044685515944
pre,10.17,95,8.024975493195685
pre,10.18,95,8.024906316113482
pre,10.19,95,8.024837154262505
pre,10.200000000000001,95,8.024768007635934
pre,10.21,95,8.02469887622696
pre,10.22,95,8.02462976002876
pre,10.23,95,8.024560659034531
pre,10.24,95,8.024491573237468
pre,10.25,95,8.024422502630763
pre,10.26,95,8.024353447207625
pre,10.27,95,8.024284406961257
pre,10.28,95,8.02421538188487
pre,10.290000000000001,95,8.024146371971673
pre,10.3,95,8.024077377214892
pre,10.31,95,8.024008397607737
pre,10.32,95,8.023939433143445
pre,10.33,95,8.023870483815237
pre,10.34,95,8.02380154961635
pre,10.35,95,8.023732630540014
pre,10.36,95,8.023663726579471
pre,10.370000000000001,95,8.02359483772797
pre,10.38,95,8.023525963978749
pre,10.39,95,8.023457105325068
pre,10.4,95,8.023388261760184
pre,10.41,95,8.023319433277344
pre,10.42,95,8.023250619869819
pre,10.43,95,8.023181821530873
pre,10.44,95,8.02311303825378
pre,10.450000000000001,95,8.023044270031802
pre,10.46,95,8.022975516858232
pre,10.47,95,8.02290677872634
pre,10.48,95,8.022838055629416
pre,10.49,95,8.022769347560745
pre,10.5,95,8.022700654513624
pre,10.51,95,8.022631976481344
pre,10.52,95,8.022563313457212
pre,10.53,95,8.022494665434523
pre,10.540000000000001,95,8.02242603240659
pre,10.55,95,8.022357414366725
pre,10.56,95,8.022288811308238
pre,10.57,95,8.02222022322445
pre,10.58,95,8.02215165010868
pre,10.59,95,8.022083091954256
pre,10.6,95,8.022014548754512
pre,10.61,95,8.02194602050278
pre,10.620000000000001,95,8.021877507192388
pre,10.63,95,8.021809008816689
pre,10.64,95,8.021740525369013
pre,10.65,95,8.021672056842725
pre,10.66,95,8.021603603231169
pre,10.67,95,8.021535164527691
pre,10.68,95,8.021466740725666
pre,10.69,95,8.021398331818446
pre,10.700000000000001,95,8.0213299377994
pre,10.71,95,8.021261558661905
pre,10.72,95,8.021193194399324
pre,10.73,95,8.021124845005042
pre,10.74,95,8.021056510472437
pre,10.75,95,8.020988190794895
pre,10.76,95,8.020919885965805
pre,10.77,95,8.020851595978561
pre,10.78,95,8.020783320826553
pre,10.790000000000001,95,8.020715060503184
pre,10.8,95,8.020646815001856
pre,10.81,95,8.02057858431598
pre,10.82,95,8.020510368438961
pre,10.83,95,8.020442167364218
pre,10.84,95,8.020373981085164
pre,10.85,95,8.020305809595225
pre,10.86,95,8.020237652887822
pre,10.870000000000001,95,8.02016951095639
pre,10.88,95,8.020101383794353
pre,10.89,95,8.020033271395151
pre,10.9,95,8.019965173752226
pre,10.91,95,8.019897090859018
pre,10.92,95,8.01982902270898
pre,10.93,95,8.019760969295548
pre,10.94,95,8.019692930612193
pre,10.950000000000001,95,8.019624906652364
pre,10.96,95,8.01955689740952
pre,10.97,95,8.019488902877141
pre,10.98,95,8.019420923048676
pre,10.99,95,8.019352957917608
pre,11.0,95,8.019285007477412
pre,11.01,95,8.019217071721563
pre,11.02,95,8.019149150643553
pre,11.03,95,8.019081244236862
pre,11.040000000000001,95,8.019013352494982
pre,11.05,95,8.018945475411407
pre,11.06,95,8.018877612979635
pre,11.07,95,8.01880976519316
pre,11.08,95,8.0187419320455
pre,11.09,95,8.018674113530153
pre,11.1,95,8.018606309640639
pre,11.11,95,8.018538520370464
pre,11.120000000000001,95,8.018470745713152
pre,11.13,95,8.018402985662231
pre,11.14,95,8.01833524021122
pre,11.15,95,8.018267509353647
pre,11.16,95,8.018199793083054
pre,11.17,95,8.018132091392973
pre,11.18,95,8.018064404276942
pre,11.19,95,8.017996731728509
pre,11.200000000000001,95,8.017929073741222
pre,11.21,95,8.01786143030863
pre,11.22,95,8.017793801424288
pre,11.23,95,8.017726187081758
pre,11.24,95,8.017658587274596
pre,11.25,95,8.017591001996374
pre,11.26,95,8.017523431240654
pre,11.27,95,8.017455875001016
pre,11.28,95,8.01738833327103
pre,11.290000000000001,95,8.01732080604428
pre,11.3,95,8.017253293314345
pre,11.31,95,8.017185795074816
pre,11.32,95,8.017118311319287
pre,11.33,95,8.017050842041339
pre,11.34,95,8.016983387234584
pre,11.35,95,8.01691594689261
pre,11.36,95,8.016848521009031
pre,11.370000000000001,95,8.016781109577451
pre,11.38,95,8.016713712591482
pre,11.39,95,8.01664633004474
pre,11.4,95,8.016578961930842
pre,11.41,95,8.01651160824341
pre,11.42,95,8.016444268976072
pre,11.43,95,8.01637694412246
pre,11.44,95,8.016309633676196
pre,11.450000000000001,95,8.016242337630926
pre,11.46,95,8.016175055980284
pre,11.47,95,8.01610778871792
pre,11.48,95,8.016040535837474
pre,11.49,95,8.015973297332598
pre,11.5,95,8.015906073196948
pre,11.51,95,8.01583886342418
pre,11.52,95,8.015771668007954
pre,11.53,95,8.015704486941933
pre,11.540000000000001,95,8.015637320219788
pre,11.55,95,8.01557016783519
pre,11.56,95,8.01550302978181
pre,11.57,95,8.015435906053327
pre,11.58,95,8.015368796643429
pre,11.59,95,8.015301701545793
pre,11.6,95,8.015234620754113
pre,11.61,95,8.015167554262074
pre,11.620000000000001,95,8.015100502063381
pre,11.63,95,8.015033464151728
pre,11.64,95,8.014966440520817
pre,11.65,95,8.014899431164357
pre,11.66,95,8.014832436076054
pre,11.67,95,8.014765455249625
pre,11.68,95,8.014698488678782
pre,11.69,95,8.014631536357248
pre,11.700000000000001,95,8.014564598278746
pre,11.71,95,8.014497674437001
pre,11.72,95,8.014430764825745
pre,11.73,95,8.01436386943871
pre,11.74,95,8.014296988269633
pre,11.75,95,8.014230121312258
pre,11.76,95,8.014163268560324
pre,11.77,95,8.014096430007582
pre,11.78,95,8.014029605647783
pre,11.790000000000001,95,8.01396279547468
pre,11.8,95,8.01389599948203
pre,11.81,95,8.013829217663595
pre,11.82,95,8.013762450013141
pre,11.83,95,8.013695696524435
pre,11.84,95,8.013628957191248
pre,11.85,95,8.013562232007358
pre,11.86,95,8.013495520966538
pre,11.870000000000001,95,8.013428824062576
pre,11.88,95,8.013362141289248
pre,11.89,95,8.013295472640351
pre,11.9,95,8.013228818109674
pre,11.91,95,8.013162177691013
pre,11.92,95,8.013095551378173
pre,11.93,95,8.013028939164942
pre,11.94,95,8.012962341045137
pre,11.950000000000001,95,8.012895757012565
pre,11.96,95,8.012829187061035
pre,11.97,95,8.012762631184366
pre,11.98,95,8.012696089376377
pre,11.99,95,8.012629561630886
pre,12.0,95,8.012563047941729
pre,12.01,95,8.012496548302723
pre,12.02,95,8.012430062707711
pre,12.030000000000001,95,8.012363591150528
pre,12.040000000000001,95,8.012297133625008
pre,12.05,95,8.012230690124996
pre,12.06,95,8.012164260644344
pre,12.07,95,8.012097845176893
pre,12.08,95,8.012031443716506
pre,12.09,95,8.011965056257033
pre,12.1,95,8.011898682792328
pre,12.11,95,8.011832323316268
pre,12.120000000000001,95,8.011765977822712
pre,12.13,95,8.011699646305528
pre,12.14,95,8.011633328758595
pre,12.15,95,8.011567025175786
pre,12.16,95,8.011500735550982
pre,12.17,95,8.011434459878066
pre,12.18,95,8.011368198150924
pre,12.19,95,8.011301950363453
pre,12.200000000000001,95,8.011235716509535
pre,12.21,95,8.011169496583072
pre,12.22,95,8.011103290577969
pre,12.23,95,8.011037098488123
pre,12.24,95,8.010970920307447
pre,12.25,95,8.010904756029843
pre,12.26,95,8.010838605649232
pre,12.27,95,8.010772469159527
pre,12.280000000000001,95,8.010706346554647
pre,12.290000000000001,95,8.010640237828524
pre,12.3,95,8.010574142975074
pre,12.31,95,8.010508061988233
pre,12.32,95,8.010441994861933
pre,12.33,95,8.010375941590112
pre,12.34,95,8.010309902166707
pre,12.35,95,8.010243876585669
pre,12.36,95,8.010177864840935
pre,12.370000000000001,95,8.010111866926465
pre,12.38,95,8.010045882836204
pre,12.39,95,8.009979912564113
pre,12.4,95,8.009913956104153
pre,12.41,95,8.009848013450288
pre,12.42,95,8.009782084596479
pre,12.43,95,8.0097161695367
pre,12.44,95,8.009650268264924
pre,12.450000000000001,95,8.00958438077513
pre,12.46,95,8.00951850706129
pre,12.47,95,8.009452647117397
pre,12.48,95,8.009386800937433
pre,12.49,95,8.009320968515388
pre,12.5,95,8.009255149845252
pre,12.51,95,8.00918934492103
pre,12.52,95,8.009123553736712
pre,12.530000000000001,95,8.009057776286303
pre,12.540000000000001,95,8.008992012563816
pre,12.55,95,8.008926262563255
pre,12.56,95,8.008860526278633
pre,12.57,95,8.008794803703966
pre,12.58,95,8.008729094833276
pre,12.59,95,8.00866339966058
pre,12.6,95,8.00859771817991
pre,12.61,95,8.008532050385295
pre,12.620000000000001,95,8.008466396270759
pre,12.63,95,8.008400755830348
pre,12.64,95,8.008335129058095
pre,12.65,95,8.008269515948045
pre,12.66,95,8.008203916494237
pre,12.67,95,8.008138330690732
pre,12.68,95,8.008072758531569
pre,12.69,95,8.008007200010814
pre,12.700000000000001,95,8.007941655122517
pre,12.71,95,8.007876123860742
pre,12.72,95,8.007810606219557
pre,12.73,95,8.007745102193033
pre,12.74,95,8.007679611775231
pre,12.75,95,8.007614134960233
pre,12.76,95,8.007548671742114
pre,12.77,95,8.007483222114958
pre,12.780000000000001,95,8.00741778607285
pre,12.790000000000001,95,8.00735236360987
pre,12.8,95,8.007286954720115
pre,12.81,95,8.007221559397685
pre,12.82,95,8.007156177636665
pre,12.83,95,8.00709080943116
pre,12.84,95,8.007025454775277
pre,12.85,95,8.00696011366312
pre,12.86,95,8.006894786088798
pre,12.870000000000001,95,8.00682947204643
pre,12.88,95,8.006764171530127
pre,12.89,95,8.00669888453401
pre,12.9,95,8.006633611052203
pre,12.91,95,8.006568351078833
pre,12.92,95,8.006503104608027
pre,12.93,95,8.00643787163392
pre,12.94,95,8.006372652150645
pre,12.950000000000001,95,8.006307446152343
pre,12.96,95,8.006242253633157
pre,12.97,95,8.006177074587232
pre,12.98,95,8.006111909008714
pre,12.99,95,8.006046756891754
pre,13.0,95,8.005981618230516
pre,13.01,95,8.005916493019148
pre,13.02,95,8.005851381251818
pre,13.030000000000001,95,8.005786282922687
pre,13.040000000000001,95,8.005721198025917
pre,13.05,95,8.005656126555692
pre,13.06,95,8.00559106850618
pre,13.07,95,8.005526023871555
pre,13.08,95,8.005460992646002
pre,13.09,95,8.0053959748237
pre,13.1,95,8.005330970398841
pre,13.11,95,8.005265979365609
pre,13.120000000000001,95,8.005201001718204
pre,13.13,95,8.005136037450818
pre,13.14,95,8.005071086557649
pre,13.15,95,8.005006149032903
pre,13.16,95,8.004941224870786
pre,13.17,95,8.004876314065502
pre,13.18,95,8.004811416611272
pre,13.19,95,8.0047465325023
pre,13.200000000000001,95,8.004681661732812
pre,13.21,95,8.004616804297026
pre,13.22,95,8.00455196018917
pre,13.23,95,8.004487129403469
pre,13.24,95,8.004422311934155
pre,13.25,95,8.004357507775463
pre,13.26,95,8.004292716921626
pre,13.27,95,8.00422793936689
pre,13.280000000000001,95,8.004163175105496
pre,13.290000000000001,95,8.00409842413169
pre,13.3,95,8.00403368643972
pre,13.31,95,8.003968962023844
pre,13.32,95,8.003904250878312
pre,13.33,95,8.003839552997388
pre,13.34,95,8.003774868375334
pre,13.35,95,8.003710197006411
pre,13.36,95,8.00364553888489
pre,13.370000000000001,95,8.003580894005042
pre,13.38,95,8.003516262361147
pre,13.39,95,8.003451643947471
pre,13.4,95,8.003387038758309
pre,13.41,95,8.003322446787934
pre,13.42,95,8.00325786803064
pre,13.43,95,8.003193302480714
pre,13.44,95,8.003128750132449
pre,13.450000000000001,95,8.003064210980142
pre,13.46,95,8.002999685018095
pre,13.47,95,8.002935172240607
pre,13.48,95,8.002870672641983
pre,13.49,95,8.002806186216539
pre,13.5,95,8.00274171295858
pre,13.51,95,8.002677252862423
pre,13.52,95,8.002612805922386
pre,13.530000000000001,95,8.00254837213279
pre,13.540000000000001,95,8.002483951487962
pre,13.55,95,8.002419543982224
pre,13.56,95,8.00235514960991
pre,13.57,95,8.002290768365354
pre,13.58,95,8.002226400242892
pre,13.59,95,8.00216204523686
pre,13.6,95,8.002097703341606
pre,13.61,95,8.002033374551475
pre,13.620000000000001,95,8.001969058860816
pre,13.63,95,8.001904756263976
pre,13.64,95,8.001840466755315
pre,13.65,95,8.00177619032919
pre,13.66,95,8.001711926979963
pre,13.67,95,8.001647676701996
pre,13.68,95,8.001583439489654
pre,13.69,95,8.001519215337314
pre,13.700000000000001,95,8.001455004239345
pre,13.71,95,8.001390806190127
pre,13.72,95,8.001326621184031
pre,13.73,95,8.00126244921545
pre,13.74,95,8.001198290278763
pre,13.75,95,8.001134144368361
pre,13.76,95,8.001070011478634
pre,13.77,95,8.001005891603976
pre,13.780000000000001,95,8.00094178473879
pre,13.790000000000001,95,8.00087769087747
pre,13.8,95,8.000813610014426
pre,13.81,95,8.000749542144062
pre,13.82,95,8.000685487260785
pre,13.83,95,8.000621445359013
pre,13.84,95,8.000557416433157
pre,13.85,95,8.000493400477641
pre,13.86,95,8.000429397486883
pre,13.870000000000001,95,8.000365407455309
pre,13.88,95,8.000301430377347
pre,13.89,95,8.00023746624743
pre,13.9,95,8.000173515059988
pre,13.91,95,8.00010957680946
pre,13.92,95,8.000045651490288
pre,13.93,95,7.999981739096914
pre,13.94,95,7.999917839623781
pre,13.950000000000001,95,7.999853953065344
pre,13.96,95,7.999790079416049
pre,13.97,95,7.999726218670354
pre,13.98,95,7.999662370822719
pre,13.99,95,7.9995985358676025
pre,14.0,95,7.999534713799468
pre,14.01,95,7.999470904612783
pre,14.02,95,7.99940710830202
pre,14.030000000000001,95,7.99934332486165
pre,14.040000000000001,95,7.999279554286149
pre,14.05,95,7.999215796569999
pre,14.06,95,7.999152051707674
pre,14.07,95,7.9990883196936675
pre,14.08,95,7.999024600522466
pre,14.09,95,7.9989608941885555
pre,14.1,95,7.998897200686434
pre,14.11,95,7.998833520010604
pre,14.120000000000001,95,7.998769852155552
pre,14.13,95,7.998706197115791
pre,14.14,95,7.998642554885824
pre,14.15,95,7.998578925460158
pre,14.16,95,7.998515308833312
pre,14.17,95,7.998451704999791
pre,14.18,95,7.9983881139541175
pre,14.19,95,7.998324535690811
pre,14.200000000000001,95,7.998260970204396
pre,14.21,95,7.9981974174894
pre,14.22,95,7.998133877540355
pre,14.23,95,7.998070350351789
pre,14.24,95,7.9980068359182335
pre,14.25,95,7.997943334234236
pre,14.26,95,7.9978798452943325
pre,14.27,95,7.997816369093068
pre,14.280000000000001,95,7.997752905624994
pre,14.290000000000001,95,7.997689454884654
pre,14.3,95,7.997626016866611
pre,14.31,95,7.997562591565408
pre,14.32,95,7.9974991789756125
pre,14.33,95,7.9974357790917825
pre,14.34,95,7.997372391908489
pre,14.35,95,7.997309017420293
pre,14.36,95,7.997245655621768
pre,14.370000000000001,95,7.997182306507487
pre,14.38,95,7.997118970072027
pre,14.39,95,7.997055646309972
pre,14.4,95,7.996992335215899
pre,14.41,95,7.996929036784395
pre,14.42,95,7.996865751010045
pre,14.43,95,7.996802477887446
pre,14.44,95,7.996739217411189
pre,14.450000000000001,95,7.996675969575871
pre,14.46,95,7.996612734376095
pre,14.47,95,7.99654951180646
pre,14.48,95,7.996486301861572
pre,14.49,95,7.9964231045360465
pre,14.5,95,7.996359919824484
pre,14.51,95,7.996296747721508
pre,14.52,95,7.99623358822173
pre,14.530000000000001,95,7.996170441319776
pre,14.540000000000001,95,7.996107307010268
pre,14.55,95,7.9960441852878255
pre,14.56,95,7.995981076147083
pre,14.57,95,7.995917979582675
pre,14.58,95,7.99585489558923
pre,14.59,95,7.995791824161391
pre,14.6,95,7.995728765293796
pre,14.61,95,7.9956657189810905
pre,14.620000000000001,95,7.995602685217917
pre,14.63,95,7.995539663998927
pre,14.64,95,7.995476655318775
pre,14.65,95,7.995413659172114
pre,14.66,95,7.9953506755536
pre,14.67,95,7.995287704457892
pre,14.68,95,7.995224745879665
pre,14.69,95,7.995161799813571
pre,14.700000000000001,95,7.995098866254294
pre,14.71,95,7.995035945196491
pre,14.72,95,7.994973036634844
pre,14.73,95,7.994910140564038
pre,14.74,95,7.994847256978741
pre,14.75,95,7.994784385873647
pre,14.76,95,7.994721527243438
pre,14.77,95,7.994658681082802
pre,14.780000000000001,95,7.994595847386434
pre,14.790000000000001,95,7.994533026149028
pre,14.8,95,7.994470217365282
pre,14.81,95,7.9944074210299005
pre,14.82,95,7.994344637137582
pre,14.83,95,7.994281865683035
pre,14.84,95,7.99421910666097
pre,14.85,95,7.9941563600660945
pre,14.86,95,7.994093625893131
pre,14.870000000000001,95,7.994030904136793
pre,14.88,95,7.9939681947918
pre,14.89,95,7.99390549785288
pre,14.9,95,7.993842813314758
pre,14.91,95,7.99378014117216
pre,14.92,95,7.993717481419823
pre,14.93,95,7.993654834052475
pre,14.94,95,7.993592199064864
pre,14.950000000000001,95,7.99352957645172
pre,14.96,95,7.9934669662077935
pre,14.97,95,7.993404368327829
pre,14.98,95,7.9933417828065725
pre,14.99,95,7.993279209638784
pre,15.0,95,7.993216648819205
pre,15.01,95,7.993154100342604
pre,15.02,95,7.9930915642037395
pre,15.030000000000001,95,7.993029040397371
pre,15.040000000000001,95,7.992966528918266
pre,15.05,95,7.992904029761196
pre,15.06,95,7.992841542920928
pre,15.07,95,7.9927790683922435
pre,15.08,95,7.992716606169912
pre,15.09,95,7.992654156248715
pre,15.1,95,7.99259171862344
pre,15.11,95,7.992529293288867
pre,15.120000000000001,95,7.992466880239789
pre,15.13,95,7.992404479470993
pre,15.14,95,7.992342090977279
pre,15.15,95,7.992279714753436
pre,15.16,95,7.992217350794268
pre,15.17,95,7.992154999094576
pre,15.18,95,7.992092659649167
pre,15.19,95,7.99203033245285
pre,15.200000000000001,95,7.991968017500432
pre,15.21,95,7.991905714786727
pre,15.22,95,7.991843424306555
pre,15.23,95,7.991781146054731
pre,15.24,95,7.991718880026078
pre,15.25,95,7.99165662621542
pre,15.26,95,7.9915943846175885
pre,15.27,95,7.991532155227407
pre,15.280000000000001,95,7.991469938039713
pre,15.290000000000001,95,7.991407733049343
pre,15.3,95,7.991345540251133
pre,15.31,95,7.991283359639925
pre,15.32,95,7.991221191210563
pre,15.33,95,7.991159034957894
pre,15.34,95,7.991096890876763
pre,15.35,95,7.991034758962033
pre,15.36,95,7.99097263920855
pre,15.370000000000001,95,7.9909105316111715
pre,15.38,95,7.990848436164765
pre,15.39,95,7.9907863528641885
pre,15.4,95,7.99072428170431
pre,15.41,95,7.990662222679996
pre,15.42,95,7.9906001757861205
pre,15.43,95,7.990538141017557
pre,15.44,95,7.990476118369181
pre,15.450000000000001,95,7.990414107835875
pre,15.46,95,7.990352109412521
pre,15.47,95,7.990290123094006
pre,15.48,95,7.990228148875212
pre,15.49,95,7.990166186751034
pre,15.5,95,7.9901042367163635
pre,15.51,95,7.990042298766101
pre,15.52,95,7.989980372895139
pre,15.530000000000001,95,7.989918459098386
pre,15.540000000000001,95,7.989856557370742
pre,15.55,95,7.989794667707113
pre,15.56,95,7.989732790102414
pre,15.57,95,7.989670924551558
pre,15.58,95,7.98960907104945
pre,15.59,95,7.989547229591019
pre,15.6,95,7.989485400171179
pre,15.610000000000001,95,7.989423582784858
pre,15.620000000000001,95,7.9893617774269785
pre,15.63,95,7.989299984092474
pre,15.64,95,7.98923820277627
pre,15.65,95,7.989176433473306
pre,15.66,95,7.989114676178517
pre,15.67,95,7.989052930886842
