beta_factor,beta,n,RMSE_C,MAE_C,Bias_C
0.0,0.0,5917,2.946890233317634,1.9135321758142145,0.33682363261987763
0.5,0.5542520016274767,5917,2.7852822283740144,1.8375124007126773,0.11760854892975543
1.0,1.1085040032549534,5917,2.771266482011928,1.8413666867307052,-0.030707257822336177
1.5,1.66275600488243,5917,2.796839246173888,1.874666807726554,-0.14019740625320554
2.0,2.2170080065099067,5917,2.8342103687354525,1.913526555809562,-0.22608881225072194
