gauge,source_path,source_sha256,unit_used,conversion_applied,conversion_factor_check_m3s_per_cfs,conversion_max_abs_error,n_source_rows,n_total,n_valid,n_missing,source_start,source_end,start_date,end_date,unique_dates,duplicate_date_rows,development_expected_rows,development_rows,development_missing_dates,development_invalid_dates,development_min_m3s,development_max_m3s,min,max,mean,pass,notes
01605500,D:\HydroC_SWATPlus\00_QC\clean_csv\01605500_Q_2000_2024_m3s.csv,5db675d03fc90f10ad2a1f32f865d86f2be5c3addada1f622b448700e460585f,m3/s,NO; Q_m3s column used directly,0.028316846592,3.469446951953614e-18,9132,9132,9132,0,2000-01-01,2024-12-31,2000-01-01,2024-12-31,9132,0,5114,5114,0,0,0.6541191562752,167.0693948928,0.6541191562752,167.0693948928,5.511675960132411,YES,"No fill, interpolation, clipping, or validation/final-period read performed."
01606000,D:\HydroC_SWATPlus\00_QC\clean_csv\01606000_Q_2000_2024_m3s.csv,caab3bf47f25dcf841d63a46bfad65d8ed401f2fc2021a1285acd8d14b94e708,m3/s,NO; Q_m3s column used directly,0.028316846592,3.469446951953614e-18,9132,9132,9132,0,2000-01-01,2024-12-31,2000-01-01,2024-12-31,9132,0,5114,5114,0,0,0.24267537529344002,273.54073807872,0.24267537529344002,273.54073807872,13.121106164048028,YES,"No fill, interpolation, clipping, or validation/final-period read performed."
01606500,D:\HydroC_SWATPlus\00_QC\clean_csv\01606500_Q_2000_2024_m3s.csv,53b411eea833730fd0ea965ce66b7d6e6d8cf4a75802fb87fae62a05180e50a2,m3/s,NO; Q_m3s column used directly,0.028316846592,3.469446951953614e-18,9132,9132,9132,0,2000-01-01,2024-12-31,2000-01-01,2024-12-31,9132,0,5114,5114,0,0,1.5659216165376,526.6933466112,1.5659216165376,526.6933466112,22.511908544584166,YES,"No fill, interpolation, clipping, or validation/final-period read performed."
