simulation_id,candidate_id,source_manifest,source_path,source_experiment,source,source_class,source_pool,sampling_method,seed,observation_independent,observed_directed,observed_directed_evidence,parameterization,parameter_dim,parameter_vector_available,parameter_vector_hash,parameter_vector_hash_computed,parameter_vector_path,feature_root,qsim_path,qsim_available,qsim_period,qsim_rows,qsim_sha256,objective_available,status,physical_swat_run,validation_or_final_data_touched,development_only,validation_touched,final_test_touched,contains_locked_validation,contains_final_test,paper_contamination,usable_for_A1_A2,usable_for_A1,usable_for_A2,study_area,swat_revision,record_kind,notes
archive-index:002657:1342,1342,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1342,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,21f3ee5995cc78a9dffd9ff16e4f6e6c16c7baf94c9b908dba7c6810bacd81c4,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1342,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002658:1343,1343,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1343,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,299ce4618962686d51643d292518b3cb84b36447e0344b0c08666e5d8cd1fcba,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1343,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002659:1344,1344,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1344,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,0bb3e57a2c6e139d4ceb3650525e2d820d5754c7aa83c10e7de0d37fbd516abc,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1344,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002660:1345,1345,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1345,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,NO,8a8c7644f993ccf38dd902aa783c620f5e1ea6e4d1995cbb7965c5983fd7bd6a,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1345,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002661:1346,1346,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1346,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,ae05f4115c6b4e6c481b6e0cce6eea6fb07c3dd0f8ce4e30a289dc64950052f8,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1346,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002662:1347,1347,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1347,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,de264e2ccd6ceb1c9ac913b27def30c9115297c5c20ff8818ad7be0f64d2b08c,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1347,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002663:1348,1348,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1348,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,c8a086cf9b3f5a9fcfbc15494f4c6ff94c8e41474458b32673fd0474772401d6,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1348,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002664:1349,1349,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1349,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,c8f9ed0806235eeca107ec38f8451d3160e015b17704621a3080d20f4f902181,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1349,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002665:1350,1350,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1350,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,d2c80780f237f77b772ed81990e7a00ecd5b2379a0d9c72d46a2ad35d423faa4,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1350,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002666:1351,1351,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1351,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,83000ab6107af427fc185cca5cd9e6dbdfc8b9077ac57abedd496b131c7272b2,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1351,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002667:1352,1352,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1352,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,fdfc0c8d3b3c2717130d9f07d49844e423d29ddef39cf81922dfdecbe8bc67c3,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1352,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002668:1353,1353,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1353,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,f8a5ac0f92d354378625b2ede405c641e3f010c621fcbcaaf1d8b80b49164047,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1353,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002669:1354,1354,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1354,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,4681af6ea252798f957dc108eb42b0973f0e7f57eb9377c64a323997a933a8b1,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1354,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002670:1355,1355,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1355,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,a532a65c92d330719875fa737c18244df55ca834268139e5ba31d70fe06b52e7,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1355,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002671:1356,1356,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1356,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,49c8ee1db38ea6b74603eeaa6bb7ac2173a1ad8e78818f1f2aa6b1d3e4630835,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1356,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002672:1357,1357,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1357,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,d9acf1508f177c97b5dbb72ccd869ec563f31194a2a601bb1c5e9bacbf2505d8,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1357,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002673:1358,1358,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1358,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,d45e86f351c99f2b402e73f63cab8423a540cbeb460e463174b177c64d16bff0,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1358,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002674:1359,1359,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1359,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,62340c3d32ecc072f0eb4e9f19dc1f0d93bfb2cc389cec12864267723fa1fd7c,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1359,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002675:1360,1360,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1360,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,31c8c7641fa401375ca11eb38d8d7e540c55fbbe46c6ee94df744e218a7c98ae,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1360,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002676:1361,1361,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1361,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,281a7c967d7a063ffc908d63104a2d45780c2912b7835f3fe439c6e7bdc82553,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1361,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002677:1362,1362,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1362,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,62c9020b68758dc7e310d07e9b84091f1f93abc8015080c39c55dfefe5506371,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1362,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002678:1363,1363,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1363,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,09beefa897e5c4caa636fef4199ad6ac4253466ae2ef7abac700d40a3eba1013,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1363,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002679:1364,1364,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1364,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,e50a51b24590b5e0d43271b98563488814901e98df10a1363f457477bca0283c,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1364,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002680:1365,1365,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1365,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,3e954e941caec2a5aff2a9d5eebe0ff795c1abf856bfe1dab0297de39e41ede2,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1365,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002681:1366,1366,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1366,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,9acb5fa02972748ffad8acc34c46efec2397be65ae6e9d108e43fba210e0f8b8,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1366,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002682:1367,1367,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1367,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,e36f1cb718aff3763bcc9254e596108dc773595b28452b5e78b2353b134859d2,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1367,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002683:1368,1368,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1368,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,500c9cdcf02e7f1e9f8b3f708737df98a0c704a0f9856f58ccdfb41f9d87cb49,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1368,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:002684:1369,1369,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1369,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,dfa1dcc9aa0ae0600c2572e5ffc229d69815ecaa8059bca27500df77adda0774,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=1369,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
