simulation_id,candidate_id,source_manifest,source_path,source_experiment,source,source_class,source_pool,sampling_method,seed,observation_independent,observed_directed,observed_directed_evidence,parameterization,parameter_dim,parameter_vector_available,parameter_vector_hash,parameter_vector_hash_computed,parameter_vector_path,feature_root,qsim_path,qsim_available,qsim_period,qsim_rows,qsim_sha256,objective_available,status,physical_swat_run,validation_or_final_data_touched,development_only,validation_touched,final_test_touched,contains_locked_validation,contains_final_test,paper_contamination,usable_for_A1_A2,usable_for_A1,usable_for_A2,study_area,swat_revision,record_kind,notes
archive-index:003435:2120,2120,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2120,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,a256e42426e6064ba8a8ce23cbbceb819b2d07872cd88a94ab0d3ed6673845da,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2120,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003436:2121,2121,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2121,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,8b1529fcc622ec002c4ee2e9a17934ed1437a00999990ba3d4e3acba3504466a,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2121,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003437:2122,2122,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2122,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,fe12c78865d9eb73bdca736c660d3c2b406bae87b9efd03e63bca8dcb2cc77da,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2122,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003438:2123,2123,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2123,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,e99e664b5707baf40af017248856d5f5c381cd734881fb3a19ec019f0fc893f0,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2123,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003439:2124,2124,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2124,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,78ddd88b7fdbeab69db65ba4b7d706bd1d5e3c17ebf6e4175d107355d43f006f,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2124,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003440:2125,2125,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2125,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,52b0879c64ac68b11ea3cb715d6c31fb4c31b937ec968d4fed3290a3a1cb95df,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2125,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003441:2126,2126,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2126,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,100b960506cfb056dc33877c5dd7f2fd520034c9aff769f8fad1448c5349e519,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2126,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003442:2127,2127,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2127,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,e56b80e3e8f141142b4416329f8aa49bf4f9743b1cc5fb89bedfb9596fcf4827,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2127,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003443:2128,2128,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2128,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,299ce4618962686d51643d292518b3cb84b36447e0344b0c08666e5d8cd1fcba,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2128,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003444:2130,2130,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2130,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,6e3f4f06be98ddf8524591e60ac747d17c544687627184d382d32a4c43885e88,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2130,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003445:2131,2131,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2131,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,c84d0e74c77fb783958f8ab9937c97a22de4398cebf3f3fb0df0425cba204334,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2131,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003446:2132,2132,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2132,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,231528da4a1f49154ccc04bfe6f78f5fe47b97f2f609ca15229b50f1446dbdee,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2132,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003447:2133,2133,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2133,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,ca120a2645ae9d71892bd23a63e68f6a25d498e2d82a7fcb35a6661887291a4e,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2133,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003448:2134,2134,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2134,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,c6c832335c24183632aaae143d61fb89865784c810e20f3c2b7c5f708f74c7b8,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2134,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003449:2135,2135,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2135,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,6cd77cd0ba7edfd67189a9f570944304b36215648b5350572f67f9e9602272b9,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2135,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003450:2136,2136,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2136,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,281a7c967d7a063ffc908d63104a2d45780c2912b7835f3fe439c6e7bdc82553,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2136,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003451:2129,2129,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2129,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,b4eb574698da78990d05addecfc6112a89d5137d35382565d3d9e6124588bee7,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2129,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003452:2137,2137,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2137,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,18fe0da0290deeaee52fcc79a76e9a4172e33137a92d51dd99967107a36fbfe6,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2137,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003453:2138,2138,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2138,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,cb9545a69301a32159e524471438477f7409b293754c7b61eea14ec17ecb049f,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2138,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003454:2139,2139,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2139,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,d642413105ad2f6fd382aa177fb5c23091381ffc1153debc3a3aef66112da1ca,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2139,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003455:2140,2140,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2140,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,44d78db9a2feca941b7b10af0fa19850cc8f5517deb66e6fd44950837c624efc,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2140,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003456:2141,2141,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2141,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,115ab177b527acff79e45ded07286added843bb52d9dea4f31d674bf78a10bba,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2141,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003457:2142,2142,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2142,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,ab695f9abf1c2e10337ae9a2c8e27d5d00796efb3bbc01fd5a47f0a16ff2f33c,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2142,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003458:2143,2143,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2143,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,a052d86e9a6978955634e931a42cd8f26786bdae57c5ed5d31256acdc943581c,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2143,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003459:2144,2144,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2144,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,bca2727a21ae96e6c28e55d14050cd1cc8d0eaf85f1ed9a57ea1c300ba35c604,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2144,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003460:2147,2147,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2147,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,6adc1cd3555f879ddee44dddc2643b72201af3e2b63ab240bbc9bf378a1394fd,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2147,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003461:2148,2148,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2148,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,03becc873159af4e4c196fcf3d001cbb59474538df9274ff26dcfc0d1db9ff8b,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2148,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003462:2149,2149,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2149,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,5324c6673d320f95bda4aa44ed81502de6ea2be7d47950a95c776edb34c4ef87,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2149,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:003463:2150,2150,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2150,R3_4096 calibration and sensitivity,R3_4096 calibration and sensitivity,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=R3_4096 calibration and sensitivity,heterogeneous_archive_unknown_dim,0,YES,d1a2698e2fca603a60fd728eb8be548f1dc9470c62058737d88808bf426b2441,,,D:\SWAT+_3V3\A_SouthBranchPotomac\calibration_R3_4096\results_checkpoint.csv#candidate_id=2150,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
