simulation_id,candidate_id,source_manifest,source_path,source_experiment,source,source_class,source_pool,sampling_method,seed,observation_independent,observed_directed,observed_directed_evidence,parameterization,parameter_dim,parameter_vector_available,parameter_vector_hash,parameter_vector_hash_computed,parameter_vector_path,feature_root,qsim_path,qsim_available,qsim_period,qsim_rows,qsim_sha256,objective_available,status,physical_swat_run,validation_or_final_data_touched,development_only,validation_touched,final_test_touched,contains_locked_validation,contains_final_test,paper_contamination,usable_for_A1_A2,usable_for_A1,usable_for_A2,study_area,swat_revision,record_kind,notes
DEEPCAL5K-SOBOL-0909,DEEPCAL5K-SOBOL-0909,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,1f21ea2228b630de049757dfc26a59ec8303a8fd06d3319706823f6f487eab5b,1f21ea2228b630de049757dfc26a59ec8303a8fd06d3319706823f6f487eab5b,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0909\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0909,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0909\development_q.csv,YES,2003-01-01/2016-12-31,5114,4120877c7a88ebe12be1ed39f9ca19b520730272a1537d7e9e287fb132c5a712,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0910,DEEPCAL5K-SOBOL-0910,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,d211838abd977ff22503222822a1723c8fbf3ffcb95f7a5a1f991bd586800b84,d211838abd977ff22503222822a1723c8fbf3ffcb95f7a5a1f991bd586800b84,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0910\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0910,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0910\development_q.csv,YES,2003-01-01/2016-12-31,5114,1afd6fdf3d8cbc4d628e6bdd819396182593fb429777db4e6bbd8525afc94362,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0911,DEEPCAL5K-SOBOL-0911,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,f0acc5c83da3bf82250ae125835ed2f73dff01e8d68e0fba4ce1cb8717d8eb0b,f0acc5c83da3bf82250ae125835ed2f73dff01e8d68e0fba4ce1cb8717d8eb0b,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0911\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0911,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0911\development_q.csv,YES,2003-01-01/2016-12-31,5114,689cba5b84f6d692950e780a2caef80bd9d9e06a62817c6e8a0e8d771a8b8b95,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0912,DEEPCAL5K-SOBOL-0912,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,1b075a542e42b95b73ded6fa01e2a20355f8ddae60bbcbe43171aee7fe14e318,1b075a542e42b95b73ded6fa01e2a20355f8ddae60bbcbe43171aee7fe14e318,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0912\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0912,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0912\development_q.csv,YES,2003-01-01/2016-12-31,5114,a7182da540bc2a2d02685e6ff27ea3b7b8e2264dd47ee34d625cec5ed7758f71,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0913,DEEPCAL5K-SOBOL-0913,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,03f681116e8ddf231c8c92fc0e8d5b52004266d6aacabf1f75b1da1f30ba32ec,03f681116e8ddf231c8c92fc0e8d5b52004266d6aacabf1f75b1da1f30ba32ec,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0913\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0913,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0913\development_q.csv,YES,2003-01-01/2016-12-31,5114,0bb0154faa4485941f8eb0e1dad3aa2bda9de06daaa736d4befb3977ffdaa643,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0914,DEEPCAL5K-SOBOL-0914,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,664549f94bc7fa1b46bfa53b5a3e3780c93383cf99d524e841491084c3d41d7a,664549f94bc7fa1b46bfa53b5a3e3780c93383cf99d524e841491084c3d41d7a,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0914\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0914,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0914\development_q.csv,YES,2003-01-01/2016-12-31,5114,0ce8341a7e2902de10e153058372a37fb421ad1caf69bd74b621fc4e9a7b53d0,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0915,DEEPCAL5K-SOBOL-0915,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,bd6c501d62f2770ec68153cb1ed35782e477977f3d2567f41c82908ac76def2c,bd6c501d62f2770ec68153cb1ed35782e477977f3d2567f41c82908ac76def2c,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0915\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0915,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0915\development_q.csv,YES,2003-01-01/2016-12-31,5114,6f8128979e305d4f442a53015350d3d04af6782ef277fac63797ba5984cafd94,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0916,DEEPCAL5K-SOBOL-0916,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,17cf7fd09f1d6c5227da990af0b30f51e8ca7dbafb85ef6d6413606a713e1a9e,17cf7fd09f1d6c5227da990af0b30f51e8ca7dbafb85ef6d6413606a713e1a9e,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0916\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0916,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0916\development_q.csv,YES,2003-01-01/2016-12-31,5114,1fb2a19017a9893a8df0f8658cc87e8cd83f0e4e1425ada8903b50db57dc3a5b,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0917,DEEPCAL5K-SOBOL-0917,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,4efc29d08ba4b1cf9ea05e146d90c927df10f93d359d47c581a6371a5df65197,4efc29d08ba4b1cf9ea05e146d90c927df10f93d359d47c581a6371a5df65197,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0917\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0917,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0917\development_q.csv,YES,2003-01-01/2016-12-31,5114,c4b39f38c89ee2d9afb75608722ae89092491149cce9270db6faf7c362e7c830,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0918,DEEPCAL5K-SOBOL-0918,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,78bea5dd14c2f731e0f73f721290da6d966b176643fba397638d5a3f430f482b,78bea5dd14c2f731e0f73f721290da6d966b176643fba397638d5a3f430f482b,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0918\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0918,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0918\development_q.csv,YES,2003-01-01/2016-12-31,5114,3b0edaf4920e90b731d9bdcf20bac9e86ed1b790d552ef46f60a3e03a7bff649,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0919,DEEPCAL5K-SOBOL-0919,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,9c0cbb6cdf356af79b0c4eaa6388dbafd0a9b70f42e9b49923f7d1a7694493bf,9c0cbb6cdf356af79b0c4eaa6388dbafd0a9b70f42e9b49923f7d1a7694493bf,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0919\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0919,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0919\development_q.csv,YES,2003-01-01/2016-12-31,5114,dba56aa6aa2b69e62b9278fd5cadd718e89bbf84998402e545044c5cee7992e7,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0920,DEEPCAL5K-SOBOL-0920,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,490747dda526c41c6c100fcbd4471423cb1ea8e0e4a4c9ea6b56899f168d7632,490747dda526c41c6c100fcbd4471423cb1ea8e0e4a4c9ea6b56899f168d7632,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0920\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0920,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0920\development_q.csv,YES,2003-01-01/2016-12-31,5114,a27273862cfb114f5f15775edfb29d914b3bfc0efea230ef736c7a1d69b331cd,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0921,DEEPCAL5K-SOBOL-0921,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,96d43f50828397ba642d720a103d60cbb89af13d7fed85aeef367c53157b96b8,96d43f50828397ba642d720a103d60cbb89af13d7fed85aeef367c53157b96b8,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0921\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0921,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0921\development_q.csv,YES,2003-01-01/2016-12-31,5114,7b8b16fa9cf4ea6f943b97b234c0873163373f78c91fbbfa70c3cc7ecaaac8b4,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0922,DEEPCAL5K-SOBOL-0922,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,52787bc0505deafd4abc83d1319472dd78e6df10738207ffa5f95b292b5e4e2e,52787bc0505deafd4abc83d1319472dd78e6df10738207ffa5f95b292b5e4e2e,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0922\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0922,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0922\development_q.csv,YES,2003-01-01/2016-12-31,5114,f0a0e5c08027ea2d7dbd5258bed7653928ab8cd427d9a30a6451e0ca532187c3,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0923,DEEPCAL5K-SOBOL-0923,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,c0a2627a3215cabd2e1c76e08528e8a23bfc925c8122066255106df537a400ee,c0a2627a3215cabd2e1c76e08528e8a23bfc925c8122066255106df537a400ee,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0923\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0923,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0923\development_q.csv,YES,2003-01-01/2016-12-31,5114,f086bf56d25d0e68168f4fe9acbddb3a84bb8b1b5b4f2a625547026835631da3,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0924,DEEPCAL5K-SOBOL-0924,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,361981f27456ec7b8729d1c2a531a7e0a93ef51f52c50722682b37b30befc3ca,361981f27456ec7b8729d1c2a531a7e0a93ef51f52c50722682b37b30befc3ca,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0924\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0924,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0924\development_q.csv,YES,2003-01-01/2016-12-31,5114,2cbdab657f343e565176897cae72f4b2a7512c2e4cee171ad805e670a1687293,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0925,DEEPCAL5K-SOBOL-0925,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,a6a4d22be289c6b05c3e67847ff4c083346903bd805b7f3aaa3cd897087eef11,a6a4d22be289c6b05c3e67847ff4c083346903bd805b7f3aaa3cd897087eef11,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0925\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0925,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0925\development_q.csv,YES,2003-01-01/2016-12-31,5114,7332ce071361cbcf97ca813af8fceb5f855b5458c89b613b6c3ad6662ecd6705,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
DEEPCAL5K-SOBOL-0926,DEEPCAL5K-SOBOL-0926,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\manifest.json,production_5k,sobol_production_4500,broad,broad,sobol_production_4500,42,YES,NO,none; Sobol design source,current_14d,14,YES,0db44a10896b7bce1289f11a1a69141686687fc41d5675111c3ab67ac9b47801,0db44a10896b7bce1289f11a1a69141686687fc41d5675111c3ab67ac9b47801,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0926\parameter_vector.json,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0926,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\high_throughput_runner_v2\production_5k\features\DEEPCAL5K-SOBOL-0926\development_q.csv,YES,2003-01-01/2016-12-31,5114,a3d9242f6be85f17dd19611d61dae45d19adac2d60e70146c9d6c3147aef3005,YES,COMPLETE,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,A_SOUTH_BRANCH_POTOMAC,62,standardized_candidate,Sobol design is independent of observed discharge
