window,contrast,n_days,days_nonzero_DTT_delta,cum_DTT_delta_Cd,mean_abs_daily_DTT_delta_Cd,max_abs_daily_DTT_delta_Cd,mean_abs_hourly_temperature_delta_C,delta_degree_hours_below_TBASE,delta_degree_hours_above_DOPT
PLANT_TO_HORIZON,R1_minus_M15_13P5,350,80,-10.808505058245114,0.030881443023557466,0.5762536834817666,0.09464995419978164,0.0,-175.4966647038424
PLANT_TO_HORIZON,R3_minus_R1,350,82,23.061050784451258,0.06588871652700361,0.49115275516837364,0.15033525468522133,-71.82584365165982,0.0
PLANT_TO_HORIZON,M15_13P8_minus_13P5,350,82,5.996401732627929,0.017132576378936937,0.23439956057919176,0.039452682900789834,-4.410754006095001,14.371891285692548
MAY_SEP,R1_minus_M15_13P5,300,69,-9.925947319655943,0.033086491065519814,0.5762536834817666,0.1072091420648984,0.0,-175.4966647038424
MAY_SEP,R3_minus_R1,300,72,20.219482644454654,0.06739827548151553,0.443273287482981,0.1536425552263521,-10.358317675390143,0.0
MAY_SEP,M15_13P8_minus_13P5,300,72,5.395145396885515,0.017983817989618386,0.23439956057919176,0.04276078009133711,-0.6706663211210362,14.371891285692548
