comparator,group,year_blocks,delta_RMSE_C,CI95_low_C,CI95_high_C
M15_13P5,MaySep,6,-0.02495706430671385,-0.03787193012701007,-0.014100519188647262
M15_13P8,MaySep,6,-0.030282146102691865,-0.04599337224868636,-0.017091527322114716
M15_13P5,DTR_GE15,5,0.02020285476683359,0.007630574783350497,0.03657359140101324
M15_13P8,DTR_GE15,5,0.018844609151582148,0.006317889612037497,0.03142198511422471
