mode,arm,DTRc_C,alpha,split,DTR_bin,n,rmse,mae,mbe,r2
FIXED_ALPHA,T13P8,13.8,7.809408336409373,primary_cal_2000_2016,14-<14.3,334,3.036519522353194,1.796469283035682,0.4776425990513505,0.7933102259880686
FIXED_ALPHA,T13P8,13.8,7.809408336409373,primary_cal_2000_2016,14.3-<14.5,151,2.202001184036796,1.3217095664983933,-0.27507166088142715,0.8655909716137667
FIXED_ALPHA,T13P8,13.8,7.809408336409373,primary_cal_2000_2016,14.5-<14.8,279,2.492585382657398,1.546665214742748,-0.36307824153450263,0.8668683832607362
FIXED_ALPHA,T13P8,13.8,7.809408336409373,primary_cal_2000_2016,14.8-<15,168,2.176125340664935,1.4561291095454703,-0.500979497421241,0.9085895899187386
FIXED_ALPHA,T13P8,13.8,7.809408336409373,primary_cal_2000_2016,15-<18,594,4.262749045548986,2.6772412511146944,0.13745621917469428,0.7037415444666224
FIXED_ALPHA,T13P8,13.8,7.809408336409373,primary_cal_2000_2016,18-<20,71,8.008892467738292,6.480336973468891,2.686186232257035,0.10289782359178541
FIXED_ALPHA,T13P8,13.8,7.809408336409373,primary_cal_2000_2016,>=20,24,11.753818718827153,9.638134796703573,3.802625309480599,0.00517116754332769
FIXED_ALPHA,T14P0,14.0,7.809408336409373,primary_cal_2000_2016,13-<14,1409,2.658840374960726,1.573289675478628,0.13972489663943566,0.8384630564473062
FIXED_ALPHA,T14P0,14.0,7.809408336409373,primary_cal_2000_2016,14-<14.3,334,3.0806763282323617,1.8232784543955207,0.5447706005631041,0.7888817591804921
FIXED_ALPHA,T14P0,14.0,7.809408336409373,primary_cal_2000_2016,14.3-<14.5,151,2.2137398002504223,1.3240896690585404,-0.23932053857235736,0.8636718801012304
FIXED_ALPHA,T14P0,14.0,7.809408336409373,primary_cal_2000_2016,14.5-<14.8,279,2.493440052565939,1.5405932827939932,-0.3205030063836286,0.8660283110366457
FIXED_ALPHA,T14P0,14.0,7.809408336409373,primary_cal_2000_2016,14.8-<15,168,2.179455057542688,1.4558100981588078,-0.456658365863725,0.9073369103648131
FIXED_ALPHA,T14P0,14.0,7.809408336409373,primary_cal_2000_2016,15-<18,594,4.2698306983272705,2.672362193335312,0.19048902286067898,0.7025542428785962
FIXED_ALPHA,T14P0,14.0,7.809408336409373,primary_cal_2000_2016,18-<20,71,8.008306093668677,6.477670677266525,2.6931001210068493,0.10329062405488303
FIXED_ALPHA,T14P0,14.0,7.809408336409373,primary_cal_2000_2016,>=20,24,11.753818718827153,9.638134796703573,3.802625309480599,0.00517116754332769
FIXED_ALPHA,T14P8,14.8,7.809408336409373,primary_cal_2000_2016,13-<14,1409,2.658840374960726,1.573289675478628,0.13972489663943566,0.8384630564473062
FIXED_ALPHA,T14P8,14.8,7.809408336409373,primary_cal_2000_2016,14-<14.3,334,3.106272773965136,1.8407587307067943,0.5850224243238654,0.7861733498140601
FIXED_ALPHA,T14P8,14.8,7.809408336409373,primary_cal_2000_2016,14.3-<14.5,151,2.2449653285580538,1.3336628647254725,-0.1740355391113278,0.8592339928247613
FIXED_ALPHA,T14P8,14.8,7.809408336409373,primary_cal_2000_2016,14.5-<14.8,279,2.5191986781743623,1.5401624066824093,-0.19427781499709543,0.8615658763838198
FIXED_ALPHA,T14P8,14.8,7.809408336409373,primary_cal_2000_2016,14.8-<15,168,2.2403450256369406,1.4623028564245166,-0.2793738396336615,0.8991316151201558
FIXED_ALPHA,T14P8,14.8,7.809408336409373,primary_cal_2000_2016,15-<18,594,4.338049942139003,2.685858435294921,0.4407383111340768,0.6936281135791125
FIXED_ALPHA,T14P8,14.8,7.809408336409373,primary_cal_2000_2016,18-<20,71,8.003093814460643,6.448475374681384,2.7442397553360416,0.10388008696493164
FIXED_ALPHA,T14P8,14.8,7.809408336409373,primary_cal_2000_2016,>=20,24,11.753818718827153,9.638134796703573,3.802625309480599,0.00517116754332769
REFIT_ALPHA,T13P0,13.0,5.603868885111006,primary_cal_2000_2016,13-<14,1409,2.605904409964836,1.5587783285613128,0.05575293318947033,0.84420804785906
REFIT_ALPHA,T13P0,13.0,5.603868885111006,primary_cal_2000_2016,14-<14.3,334,2.956597947214049,1.7564213130673247,0.31529026959991163,0.8013986612662202
REFIT_ALPHA,T13P0,13.0,5.603868885111006,primary_cal_2000_2016,14.3-<14.5,151,2.187630617900949,1.326476294494598,-0.34915400235599814,0.8686760856869213
REFIT_ALPHA,T13P0,13.0,5.603868885111006,primary_cal_2000_2016,14.5-<14.8,279,2.4992364572893946,1.564600388833328,-0.43760989834583647,0.8676859590805879
REFIT_ALPHA,T13P0,13.0,5.603868885111006,primary_cal_2000_2016,14.8-<15,168,2.1786898336307825,1.4624709309851935,-0.5639899945684088,0.9099202373320171
REFIT_ALPHA,T13P0,13.0,5.603868885111006,primary_cal_2000_2016,15-<18,594,4.257593049450197,2.6730421047674517,0.13389238074528406,0.704000185669217
REFIT_ALPHA,T13P0,13.0,5.603868885111006,primary_cal_2000_2016,18-<20,71,8.007427934957029,6.471047193438405,2.7102752684204017,0.10425423886767705
REFIT_ALPHA,T13P0,13.0,5.603868885111006,primary_cal_2000_2016,>=20,24,11.753818718827153,9.638134796703573,3.802625309480599,0.00517116754332769
REFIT_ALPHA,T13P5,13.5,6.407985379809223,primary_cal_2000_2016,13-<14,1409,2.650740295275325,1.5717295939600904,0.12091332051340396,0.8392329740590151
REFIT_ALPHA,T13P5,13.5,6.407985379809223,primary_cal_2000_2016,14-<14.3,334,3.0000741260751194,1.7763747135334143,0.4142897424878843,0.7969583797446149
REFIT_ALPHA,T13P5,13.5,6.407985379809223,primary_cal_2000_2016,14.3-<14.5,151,2.1955996647315423,1.3227660484174355,-0.30094361614415693,0.866787706457379
REFIT_ALPHA,T13P5,13.5,6.407985379809223,primary_cal_2000_2016,14.5-<14.8,279,2.4933355589052226,1.550276004287447,-0.38518893498417905,0.8671900637363917
REFIT_ALPHA,T13P5,13.5,6.407985379809223,primary_cal_2000_2016,14.8-<15,168,2.1753502719885356,1.4562951637095065,-0.5147341923042372,0.908981970518716
REFIT_ALPHA,T13P5,13.5,6.407985379809223,primary_cal_2000_2016,15-<18,594,4.262605478073558,2.6708104634200707,0.16709169251415934,0.7032959874874908
REFIT_ALPHA,T13P5,13.5,6.407985379809223,primary_cal_2000_2016,18-<20,71,8.007585551496579,6.472853011462121,2.7055926585485857,0.10399326298821063
REFIT_ALPHA,T13P5,13.5,6.407985379809223,primary_cal_2000_2016,>=20,24,11.753818718827153,9.638134796703573,3.802625309480599,0.00517116754332769
REFIT_ALPHA,T13P8,13.8,6.749813473189908,primary_cal_2000_2016,13-<14,1409,2.659029018168699,1.5735944169866907,0.1385617621569162,0.8384212274761996
REFIT_ALPHA,T13P8,13.8,6.749813473189908,primary_cal_2000_2016,14-<14.3,334,3.044837408034237,1.8019552664090086,0.49221209092203366,0.7924578113142012
REFIT_ALPHA,T13P8,13.8,6.749813473189908,primary_cal_2000_2016,14.3-<14.5,151,2.2063302097482524,1.322156141460197,-0.26136289435066606,0.8648657283120166
REFIT_ALPHA,T13P8,13.8,6.749813473189908,primary_cal_2000_2016,14.5-<14.8,279,2.492504969683371,1.5433999673846035,-0.34017508969975957,0.8664378141883251
REFIT_ALPHA,T13P8,13.8,6.749813473189908,primary_cal_2000_2016,14.8-<15,168,2.1773392648040217,1.4555157011315738,-0.47013376103004745,0.9078069947536556
REFIT_ALPHA,T13P8,13.8,6.749813473189908,primary_cal_2000_2016,15-<18,594,4.269631652719996,2.6685895860246425,0.2114062538186081,0.7022463251878623
REFIT_ALPHA,T13P8,13.8,6.749813473189908,primary_cal_2000_2016,18-<20,71,8.007521217922422,6.472197194261776,2.7072932374862817,0.10408819389777028
REFIT_ALPHA,T13P8,13.8,6.749813473189908,primary_cal_2000_2016,>=20,24,11.753818718827153,9.638134796703573,3.802625309480599,0.00517116754332769
REFIT_ALPHA,T14P0,14.0,6.805081570269362,primary_cal_2000_2016,13-<14,1409,2.658840374960726,1.573289675478628,0.13972489663943566,0.8384630564473062
REFIT_ALPHA,T14P0,14.0,6.805081570269362,primary_cal_2000_2016,14-<14.3,334,3.083742145011525,1.8254366478186508,0.5499471750547217,0.7885575352063322
REFIT_ALPHA,T14P0,14.0,6.805081570269362,primary_cal_2000_2016,14.3-<14.5,151,2.217140344664698,1.3248673520003733,-0.23092457954938547,0.8631582830191287
REFIT_ALPHA,T14P0,14.0,6.805081570269362,primary_cal_2000_2016,14.5-<14.8,279,2.4947115797544392,1.5388122411465934,-0.30426985109072335,0.8656159371045316
REFIT_ALPHA,T14P0,14.0,6.805081570269362,primary_cal_2000_2016,14.8-<15,168,2.1825960307690595,1.4553205753443752,-0.433121438961081,0.9065966024901755
REFIT_ALPHA,T14P0,14.0,6.805081570269362,primary_cal_2000_2016,15-<18,594,4.278494654830369,2.6678527044727214,0.2579090397197774,0.7009770109809348
REFIT_ALPHA,T14P0,14.0,6.805081570269362,primary_cal_2000_2016,18-<20,71,8.0071801751699,6.469349177202805,2.713166220676686,0.10432434901244185
REFIT_ALPHA,T14P0,14.0,6.805081570269362,primary_cal_2000_2016,>=20,24,11.753818718827153,9.638134796703573,3.802625309480599,0.00517116754332769
REFIT_ALPHA,T14P8,14.8,7.809408336409373,primary_cal_2000_2016,13-<14,1409,2.658840374960726,1.573289675478628,0.13972489663943566,0.8384630564473062
